Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"84Yeray ÁlvarezAthletic Club, 31, D(C)","Yeray Álvarez Athletic Club, 31, D(C)",27(1),2337,1,1,7,1,0.3,81.1,2.0,1,6.79
"85Nahuel MolinaAtletico, 28, D(R),M(R)","Nahuel Molina Atletico, 28, D(R),M(R)",33,2872,4,2,7,1,0.6,79.4,0.7,-,6.79
"86Lucas BoyéElche, 30, AM(L),FW","Lucas Boyé Elche, 30, AM(L),FW",29(6),2475,7,2,7,1,2.1,79.7,1.4,4,6.79
"87Iza CarcelénCadiz, 33, D(R)","Iza Carcelén Cadiz, 33, D(R)",25(2),2204,-,1,4,3,0.3,80.9,0.8,-,6.79
"88Selim AmallahReal Valladolid, 29, AM(CL),FW","Selim Amallah Real Valladolid, 29, AM(CL),FW",3(4),270,2,1,2,1,0.7,77.2,1.0,1,6.79
"89Eduardo CamavingaReal Madrid, 23, D(L),DMC,M(L)","Eduardo Camavinga Real Madrid, 23, D(L),DMC,M(L)",21(16),2003,-,1,6,-,0.5,91.2,0.6,-,6.78
"90Youssouf SabalyReal Betis, 33, D(LR),M(R)","Youssouf Sabaly Real Betis, 33, D(LR),M(R)",19(4),1681,1,1,2,-,0.5,83.1,0.2,-,6.78
"91Pablo MaffeoMallorca, 28, D(LR),M(R)","Pablo Maffeo Mallorca, 28, D(LR),M(R)",34(1),2980,2,4,6,1,0.6,70.9,1.4,3,6.78
"92Marcos AcuñaSevilla, 34, D(CL),M(CL)","Marcos Acuña Sevilla, 34, D(CL),M(CL)",21(9),1917,3,2,9,3,0.7,80.6,1,1,6.78
"93Javi GuerraValencia, 22, M(C)","Javi Guerra Valencia, 22, M(C)",6(4),603,1,-,-,-,1.5,81.6,0.6,-,6.77
"94Pape GueyeSevilla, 27, M(C)","Pape Gueye Sevilla, 27, M(C)",15(1),1177,1,3,2,3,1.3,83.7,1.2,2,6.77
"95Santi ComesañaRayo Vallecano, 29, M(C)","Santi Comesaña Rayo Vallecano, 29, M(C)",29(6),2470,3,2,6,-,0.7,83.8,0.9,1,6.77
"96David GarcíaOsasuna, 32, D(C)","David García Osasuna, 32, D(C)",31(1),2684,2,-,8,1,0.5,81.0,2.7,-,6.77
"97Robin Le NormandReal Sociedad, 29, D(C)","Robin Le Normand Real Sociedad, 29, D(C)",31(2),2795,-,-,6,-,0.4,88.2,3.3,1,6.76
"98Dominik GreifMallorca, 29, GK","Dominik Greif Mallorca, 29, GK",1,90,-,-,-,-,-,58.3,-,-,6.76
"99Ivo GrbicAtletico, 30, GK","Ivo Grbic Atletico, 30, GK",11(2),923,-,-,3,-,-,61.6,0.3,-,6.76
"100David LópezGirona, 36, D(C),DMC","David López Girona, 36, D(C),DMC",19(1),1658,3,1,5,-,0.6,90.1,1.5,2,6.75
"101Gonzalo PlataReal Valladolid, 25, AM(CR),FW","Gonzalo Plata Real Valladolid, 25, AM(CR),FW",26(8),2310,1,5,1,-,1.1,78.1,0.5,2,6.75
"102Diego RicoReal Sociedad, 33, D(CL),M(L)","Diego Rico Real Sociedad, 33, D(CL),M(L)",18(2),1647,-,-,3,-,0.5,79.2,1,1,6.75
"103Alexander IsakReal Sociedad, 26, AM(L),FW","Alexander Isak Real Sociedad, 26, AM(L),FW",2,154,1,-,-,-,1.5,63.0,-,-,6.74
"104Dani CeballosReal Madrid, 29, M(CL)","Dani Ceballos Real Madrid, 29, M(CL)",19(11),1568,-,4,8,-,0.6,91.7,0.1,-,6.74
"105Gerard GumbauElche, 31, M(C)","Gerard Gumbau Elche, 31, M(C)",31(4),2745,1,6,11,-,1.3,81.7,0.6,2,6.74
"106Alex BerenguerAthletic Club, 30, D(LR),M(CLR),FW","Alex Berenguer Athletic Club, 30, D(LR),M(CLR),FW",26(11),2304,4,1,2,-,1.5,74.8,0.9,2,6.74
"107CopeteMallorca, 26, D(C)","Copete Mallorca, 26, D(C)",27(1),2215,1,-,7,1,0.2,77.1,1.4,3,6.74
"108Omar AldereteGetafe, 29, D(C)","Omar Alderete Getafe, 29, D(C)",23(2),2051,1,1,9,-,0.7,59.1,2.5,2,6.74
"109Arnau MartínezGirona, 23, D(CLR),DMC,M(R)","Arnau Martínez Girona, 23, D(CLR),DMC,M(R)",32(1),2737,3,4,11,-,0.6,82.4,1.1,2,6.74
"110Diego LópezValencia, 23, AM(CLR),FW","Diego López Valencia, 23, AM(CLR),FW",5(5),448,3,1,-,-,1.2,69.6,0.7,-,6.74
"111Germán PezzellaReal Betis, 34, D(C)","Germán Pezzella Real Betis, 34, D(C)",29(2),2515,-,-,4,3,0.3,86.4,2.4,2,6.74
"112Unai NúñezCelta Vigo, 29, D(C)","Unai Núñez Celta Vigo, 29, D(C)",35(1),3151,-,-,8,-,0.4,86.4,2.0,1,6.74
"113Edgar BadiaElche, 34, GK","Edgar Badia Elche, 34, GK",36,3240,-,-,2,-,-,69.5,0.3,2,6.73
"114Fernando PachecoEspanyol, 33, GK","Fernando Pacheco Espanyol, 33, GK",16,1440,-,-,-,-,-,68.9,0.3,1,6.73
"115Iker MuniainAthletic Club, 33, AM(CLR)","Iker Muniain Athletic Club, 33, AM(CLR)",19(11),1692,-,3,2,-,0.9,86.2,0.1,1,6.72
"116Pacha EspinoCadiz, 34, D(L)","Pacha Espino Cadiz, 34, D(L)",35(1),3123,-,4,7,-,0.6,67.2,0.9,2,6.72
"117Oihan SancetAthletic Club, 26, M(C),FW","Oihan Sancet Athletic Club, 26, M(C),FW",32(4),2555,10,2,6,1,1.6,83.0,0.7,1,6.72
"118Mario HermosoAtletico, 30, D(CL)","Mario Hermoso Atletico, 30, D(CL)",24(2),2111,3,2,3,2,0.6,87.5,1.4,1,6.72
"119João FélixAtletico, 26, AM(CL),FW","João Félix Atletico, 26, AM(CL),FW",7(7),651,4,3,5,-,1.9,77.3,0.5,1,6.72
"120William CarvalhoReal Betis, 34, M(C)","William Carvalho Real Betis, 34, M(C)",31(2),2454,3,-,6,1,0.8,86.9,1.0,2,6.72
"121Adri EmbarbaEspanyol, 33, AM(CLR),FW","Adri Embarba Espanyol, 33, AM(CLR),FW",0(1),34,-,-,-,-,2,75.0,-,-,6.72
"122KokeAtletico, 34, M(CLR)","Koke Atletico, 34, M(CLR)",30(3),2560,-,3,4,-,0.5,89.1,0.3,-,6.72
"123Fran GarcíaRayo Vallecano, 26, D(L),M(L)","Fran García Rayo Vallecano, 26, D(L),M(L)",38,3409,2,3,1,-,0.8,81.5,0.2,-,6.72
"124Étienne CapoueVillarreal, 37, D(C),M(CL)","Étienne Capoue Villarreal, 37, D(C),M(CL)",22(6),1958,3,-,4,-,0.9,88.4,0.9,-,6.72
"125Sergio CanalesReal Betis, 35, M(CLR)","Sergio Canales Real Betis, 35, M(CLR)",28(3),2417,4,3,2,2,1.3,81.8,0.4,1,6.72
"126Stefan SavicAtletico, 35, D(C)","Stefan Savic Atletico, 35, D(C)",22,1946,-,-,5,2,0.1,88.0,2.5,-,6.72
"127Cyle LarinReal Valladolid, 31, AM(CLR),FW","Cyle Larin Real Valladolid, 31, AM(CLR),FW",16(3),1471,8,3,4,-,2.7,70.1,2.3,-,6.71
"128Lucas TorróOsasuna, 31, DMC","Lucas Torró Osasuna, 31, DMC",31(2),2489,1,-,10,-,0.8,80.7,2.6,-,6.71
"129Lucas OcamposSevilla, 31, M(CLR),FW","Lucas Ocampos Sevilla, 31, M(CLR),FW",11(8),1163,4,-,7,-,1.6,77.1,1.6,2,6.71
"130Álex RemiroReal Sociedad, 31, GK","Álex Remiro Real Sociedad, 31, GK",38,3420,-,-,1,-,-,68.8,0.2,-,6.71
"131Carlos GarcíaCadiz, 25, Defender","Carlos García Cadiz, 25, Defender",0(1),24,-,1,-,-,-,83.3,1,-,6.71
"132Valentín CastellanosGirona, 27, AM(R),FW","Valentín Castellanos Girona, 27, AM(R),FW",33(2),2618,13,-,11,-,2.5,63.4,1.5,1,6.71
"133Moi GómezOsasuna, 31, M(CLR)","Moi Gómez Osasuna, 31, M(CLR)",28(5),2458,3,2,5,-,0.6,88.8,0.2,-,6.71
"134Martín ZubimendiReal Sociedad, 27, DMC","Martín Zubimendi Real Sociedad, 27, DMC",35(1),3102,1,3,12,-,0.4,85.6,1.6,1,6.71
"135Héctor BellerínBarcelona, 31, D(R),M(R)","Héctor Bellerín Barcelona, 31, D(R),M(R)",1(2),141,-,-,-,-,-,80.0,1,-,6.71
"136Oriol RomeuGirona, 34, DMC","Oriol Romeu Girona, 34, DMC",33,2952,2,-,8,1,0.7,87.3,1.2,-,6.71
"137Lucas VázquezReal Madrid, 34, D(R),M(R)","Lucas Vázquez Real Madrid, 34, D(R),M(R)",12(11),1141,4,1,2,-,0.6,88.7,-,-,6.7
"138Eray CömertValencia, 28, D(C),DMC","Eray Cömert Valencia, 28, D(C),DMC",19(4),1675,1,-,5,1,0.4,86.5,1.9,-,6.7
"139Rui SilvaReal Betis, 32, GK","Rui Silva Real Betis, 32, GK",26,2340,-,-,2,-,-,63.4,0.3,1,6.7
"140El Bilal TouréAlmeria, 24, AM(L),FW","El Bilal Touré Almeria, 24, AM(L),FW",15(6),1275,7,2,-,-,1.4,71.8,2.1,2,6.7
"141Ante BudimirOsasuna, 34, FW","Ante Budimir Osasuna, 34, FW",22(9),1811,8,-,5,-,1.9,61.9,3.2,2,6.7
"142Paulo GazzanigaGirona, 34, GK","Paulo Gazzaniga Girona, 34, GK",28,2520,-,-,4,-,-,69.9,0.2,3,6.69
"143Predrag RajkovicMallorca, 30, GK","Predrag Rajkovic Mallorca, 30, GK",36,3240,-,-,3,-,-,54.8,0.1,1,6.69
"144Luis SuárezAlmeria, 28, AM(L),FW","Luis Suárez Almeria, 28, AM(L),FW",18(3),1498,4,4,4,1,2,70.0,1.7,1,6.69
"145Nabil FekirReal Betis, 32, AM(CLR),FW","Nabil Fekir Real Betis, 32, AM(CLR),FW",12(3),970,2,2,5,1,1.7,84.7,0.5,-,6.69
"146Sergio EscuderoReal Valladolid, 36, D(L),M(L)","Sergio Escudero Real Valladolid, 36, D(L),M(L)",17(6),1442,1,-,3,-,1.2,72.3,1.0,1,6.69
"147Aitor RuibalReal Betis, 30, D(R),M(LR),FW","Aitor Ruibal Real Betis, 30, D(R),M(LR),FW",15(11),1451,-,-,4,1,0.6,78.3,0.6,2,6.68
"148Vinicius SouzaEspanyol, 26, DMC","Vinicius Souza Espanyol, 26, DMC",27(7),2434,1,1,8,1,0.3,80.1,2.1,-,6.68
"149Thierry CorreiaValencia, 27, D(R),M(R)","Thierry Correia Valencia, 27, D(R),M(R)",24(3),2015,-,-,6,-,0.2,79.4,0.9,-,6.68
"150Rubén SobrinoCadiz, 33, AM(CLR),FW","Rubén Sobrino Cadiz, 33, AM(CLR),FW",28(5),2471,3,2,11,-,1,73.2,1.8,1,6.68
"151Jan OblakAtletico, 33, GK","Jan Oblak Atletico, 33, GK",28,2493,-,-,1,-,-,60.9,0.1,1,6.67
"152Omar MascarellElche, 33, D(C),DMC","Omar Mascarell Elche, 33, D(C),DMC",28,2450,-,1,6,-,0.3,86.8,1.0,-,6.67
"153Nemanja GudeljSevilla, 34, D(C),M(C)","Nemanja Gudelj Sevilla, 34, D(C),M(C)",31(3),2779,3,1,8,-,1.1,90.5,1.4,2,6.67
"154Íñigo Ruíz de GalarretaMallorca, 32, DMC","Íñigo Ruíz de Galarreta Mallorca, 32, DMC",28(2),2457,-,1,12,-,0.3,85.0,0.7,-,6.67
"155SusoSevilla, 32, AM(CLR),FW","Suso Sevilla, 32, AM(CLR),FW",10(15),1063,2,4,1,-,1,87.4,0.1,1,6.67
"156Marko DmitrovicSevilla, 34, GK","Marko Dmitrovic Sevilla, 34, GK",13(2),1268,-,-,2,-,-,49.5,0.3,-,6.66
"157Justin KluivertValencia, 26, AM(CLR),FW","Justin Kluivert Valencia, 26, AM(CLR),FW",15(11),1452,6,-,4,-,1.7,78.7,0.3,2,6.66
"158Óscar De MarcosAthletic Club, 37, D(LR),M(CR)","Óscar De Marcos Athletic Club, 37, D(LR),M(CR)",32(5),2824,1,6,7,-,0.1,78.9,0.7,1,6.66
"159Fernando MartínezAlmeria, 35, GK","Fernando Martínez Almeria, 35, GK",37,3286,-,-,3,-,-,65.1,0.1,1,6.66
"160Aridane HernándezOsasuna, 37, D(C)","Aridane Hernández Osasuna, 37, D(C)",20(3),1791,-,1,1,-,0.2,84.4,1.3,2,6.66
"161Alfonso PedrazaVillarreal, 30, D(L),M(L)","Alfonso Pedraza Villarreal, 30, D(L),M(L)",20(6),1636,-,3,5,-,1.0,81.5,0.5,-,6.65
"162Abde EzzalzouliOsasuna, 24, AM(L)","Abde Ezzalzouli Osasuna, 24, AM(L)",19(9),1516,4,2,2,2,1.4,74.2,0.1,2,6.65
"163Raúl AlbiolVillarreal, 40, D(C)","Raúl Albiol Villarreal, 40, D(C)",24(1),2120,-,-,6,-,0.1,88.7,1.6,-,6.65
"164Luka ModricReal Madrid, 40, M(C)","Luka Modric Real Madrid, 40, M(C)",19(14),1746,4,3,7,-,0.9,90.7,0.3,-,6.65
"165Luiz FelipeReal Betis, 29, D(C)","Luiz Felipe Real Betis, 29, D(C)",22(1),1769,-,-,3,3,0.1,85.5,1.3,-,6.65
"166Sergi RobertoBarcelona, 34, D(R),M(CR)","Sergi Roberto Barcelona, 34, D(R),M(CR)",15(8),1309,4,1,3,-,0.8,92.8,0.3,-,6.65
"167Mouctar DiakhabyValencia, 29, D(C),DMC","Mouctar Diakhaby Valencia, 29, D(C),DMC",28(1),2449,3,-,5,1,0.7,82.1,1.7,1,6.65
"168Joseph AidooCelta Vigo, 30, D(C)","Joseph Aidoo Celta Vigo, 30, D(C)",35,3121,3,-,4,1,0.4,86.6,1.8,2,6.65
"169Igor ZubeldiaReal Sociedad, 29, D(C),DMC","Igor Zubeldia Real Sociedad, 29, D(C),DMC",29(2),2547,1,1,10,-,0.2,85.7,1.9,1,6.64
"170Luiz HenriqueReal Betis, 25, AM(CLR),FW","Luiz Henrique Real Betis, 25, AM(CLR),FW",21(12),1816,1,3,6,-,1.3,76.3,0.8,2,6.64
