Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"206Issiaga SyllaToulouse, 32, D(LR),M(L)","Issiaga Sylla Toulouse, 32, D(LR),M(L)",16(1),1376,-,-,3,-,0.5,78.8,0.7,1,6.65
"207Grejohn KyeiClermont Foot, 30, FW","Grejohn Kyei Clermont Foot, 30, FW",26(11),2244,10,3,3,-,1.6,72.4,1.3,5,6.65
"208Thijs DallingaToulouse, 25, FW","Thijs Dallinga Toulouse, 25, FW",28(8),2363,12,1,4,-,1.7,65.0,1.6,1,6.65
"209Ruslan MalinovskyiMarseille, 32, M(CLR),FW","Ruslan Malinovskyi Marseille, 32, M(CLR),FW",13(7),1232,1,1,4,-,1.8,79.8,0.8,-,6.65
"210Ismaël DoukouréStrasbourg, 22, D(C),DMC","Ismaël Doukouré Strasbourg, 22, D(C),DMC",25(3),2301,1,1,5,-,0.3,83.2,1.1,-,6.65
"211Joe RodonRennes, 28, D(C)","Joe Rodon Rennes, 28, D(C)",16,1418,1,-,2,1,0.4,90.1,2.8,1,6.65
"212Mostafa MohamedNantes, 28, FW","Mostafa Mohamed Nantes, 28, FW",18(18),1936,8,2,1,-,1.6,62.6,2.1,1,6.64
"213Julien LaporteLorient, 32, D(C)","Julien Laporte Lorient, 32, D(C)",19(1),1656,-,-,1,-,0.3,85.4,1.6,-,6.64
"214Eliesse Ben SeghirMonaco, 21, AM(CL),FW","Eliesse Ben Seghir Monaco, 21, AM(CL),FW",13(6),1060,4,1,1,-,1.1,79.6,0.5,1,6.64
"215Gabriel SuazoToulouse, 28, D(L),M(L)","Gabriel Suazo Toulouse, 28, D(L),M(L)",14(4),1258,-,1,1,-,0.1,84.2,0.5,-,6.63
"216Vincent Le GoffLorient, 36, D(CL),M(L)","Vincent Le Goff Lorient, 36, D(CL),M(L)",37,3330,-,-,1,-,0.5,83.9,0.8,-,6.63
"217Mahdi CamaraBrest, 27, D(CR),M(C)","Mahdi Camara Brest, 27, D(CR),M(C)",20(11),1825,2,-,4,1,0.8,84.2,0.6,-,6.63
"218Mattéo GuendouziMarseille, 27, M(C)","Mattéo Guendouzi Marseille, 27, M(C)",25(8),2113,2,4,3,-,0.8,87.9,0.7,-,6.63
"219Hamza SakhiAuxerre, 29, AM(C)","Hamza Sakhi Auxerre, 29, AM(C)",18(9),1660,1,2,1,-,1.1,86.4,0.2,2,6.63
"220Lucas ChevalierLille, 24, GK","Lucas Chevalier Lille, 24, GK",32,2880,-,-,1,-,-,74.2,0.1,-,6.63
"221Flavien TaitRennes, 33, M(CLR)","Flavien Tait Rennes, 33, M(CLR)",19(11),1685,2,2,2,-,0.8,86.5,0.2,1,6.62
"222Arnaud KalimuendoRennes, 24, AM(C),FW","Arnaud Kalimuendo Rennes, 24, AM(C),FW",24(6),1862,7,3,-,-,1.4,84.4,0.4,1,6.62
"223Christopher WoohRennes, 24, D(C)","Christopher Wooh Rennes, 24, D(C)",12(1),1007,-,-,4,-,0.4,92.4,1.7,-,6.62
"224Xavier ChavalerinTroyes, 35, DMC,M(L)","Xavier Chavalerin Troyes, 35, DMC,M(L)",25(9),2422,4,2,3,-,0.8,83.7,0.5,-,6.62
"225Matz SelsStrasbourg, 34, GK","Matz Sels Strasbourg, 34, GK",38,3420,-,-,2,-,-,60.1,0.2,2,6.61
"226Wahbi KhazriMontpellier, 35, M(CLR),FW","Wahbi Khazri Montpellier, 35, M(CLR),FW",20(7),1644,4,1,5,1,1.4,74.8,0.7,-,6.61
"227Quentin BoisgardLorient, 29, AM(CLR)","Quentin Boisgard Lorient, 29, AM(CLR)",1(4),182,1,-,1,-,1.2,87.8,0.4,-,6.61
"228Presnel KimpembePSG, 30, D(C)","Presnel Kimpembe PSG, 30, D(C)",9(2),731,-,-,3,-,0.4,94.0,1.2,-,6.61
"229Isaak TouréAuxerre, 23, D(C)","Isaak Touré Auxerre, 23, D(C)",18(1),1591,1,-,3,1,0.4,87.5,1.3,1,6.61
"230Jens CajusteReims, 26, DMC","Jens Cajuste Reims, 26, DMC",14(17),1529,3,1,7,1,0.9,82.8,0.4,-,6.61
"231Thiago MendesLyon, 34, D(CR),M(CR)","Thiago Mendes Lyon, 34, D(CR),M(CR)",22(9),2065,1,1,3,-,0.5,87.0,1.1,-,6.61
"232Saël KumbediLyon, 21, D(R),M(R)","Saël Kumbedi Lyon, 21, D(R),M(R)",14(6),1317,-,2,8,-,0.5,83.6,0.4,-,6.61
"233Mateusz WieteskaClermont Foot, 29, D(C)","Mateusz Wieteska Clermont Foot, 29, D(C)",35,3120,-,1,7,1,0.5,82.8,2.2,1,6.61
"234Thomas FoketReims, 31, D(CLR),M(R)","Thomas Foket Reims, 31, D(CLR),M(R)",23(1),1983,-,1,-,-,0.1,82.9,0.5,-,6.61
"235Juan BernatPSG, 33, D(L),M(CL)","Juan Bernat PSG, 33, D(L),M(CL)",18(10),1648,1,4,1,-,0.3,93.3,0.2,-,6.61
"236Gauthier GallonTroyes, 33, GK","Gauthier Gallon Troyes, 33, GK",30,2668,-,-,3,1,-,61.1,0.5,1,6.6
"237Thibault De SmetReims, 27, D(L),M(L)","Thibault De Smet Reims, 27, D(L),M(L)",20(2),1762,-,1,2,-,-,79.0,1.4,-,6.6
"238Kevin GameiroStrasbourg, 38, AM(C),FW","Kevin Gameiro Strasbourg, 38, AM(C),FW",23(11),2103,10,-,-,1,1.4,80.4,0.4,1,6.6
"239Yvon MvogoLorient, 31, GK","Yvon Mvogo Lorient, 31, GK",21,1813,-,-,-,-,-,71.5,0.2,-,6.59
"240Jackson PorozoTroyes, 25, D(C)","Jackson Porozo Troyes, 25, D(C)",17(5),1616,2,-,3,-,1,81.6,2.1,1,6.59
"241Habib DiarraStrasbourg, 22, M(CLR)","Habib Diarra Strasbourg, 22, M(CLR)",18(11),1628,3,2,4,-,0.8,80.6,0.4,1,6.59
"242Birama TouréAuxerre, 33, DMC","Birama Touré Auxerre, 33, DMC",38,3405,2,-,3,-,0.7,81.1,1.5,-,6.59
"243Lilian RaolisoaAngers, 25, D(R),M(R)","Lilian Raolisoa Angers, 25, D(R),M(R)",0(7),166,1,-,-,-,0.4,87.5,0.1,-,6.59
"244Lucas PerrinStrasbourg, 27, D(C)","Lucas Perrin Strasbourg, 27, D(C)",18(8),1763,-,1,4,-,0.3,82.2,1.4,-,6.59
"245Hugo EkitikéPSG, 23, FW","Hugo Ekitiké PSG, 23, FW",12(13),1155,3,4,-,-,1.4,82.6,0.3,-,6.59
"246Jean LucasMonaco, 27, M(CL)","Jean Lucas Monaco, 27, M(CL)",3(3),289,-,-,-,-,0.8,88.2,0.2,-,6.58
"247Cheick Oumar KonatéClermont Foot, 22, D(C),M(R)","Cheick Oumar Konaté Clermont Foot, 22, D(C),M(R)",6(3),572,-,-,2,-,0.3,73.6,0.3,-,6.58
"248Dénys BainAuxerre, 32, D(C)","Dénys Bain Auxerre, 32, D(C)",1(1),124,-,-,-,-,-,92.9,1.5,-,6.58
"249Rhys HealeyToulouse, 31, FW","Rhys Healey Toulouse, 31, FW",0(4),61,2,-,1,-,1.3,53.3,0.5,-,6.58
"250Bradley LockoReims, 23, D(L),M(L)","Bradley Locko Reims, 23, D(L),M(L)",13(2),1060,-,-,3,1,0.3,81.0,0.8,-,6.58
"251José FonteLille, 42, D(C)","José Fonte Lille, 42, D(C)",30(1),2593,1,-,7,-,0.5,90.3,2.0,1,6.58
"252Yan ValeryAngers, 27, D(CR),DMC,M(R)","Yan Valery Angers, 27, D(CR),DMC,M(R)",30,2504,-,-,3,-,0.4,78.2,1.2,-,6.57
"253Elbasan RashaniClermont Foot, 32, AM(CLR)","Elbasan Rashani Clermont Foot, 32, AM(CLR)",26(6),2173,3,3,3,-,1.1,80.3,0.5,1,6.57
"254Ludovic AjorqueStrasbourg, 32, FW","Ludovic Ajorque Strasbourg, 32, FW",9(4),772,1,-,1,-,1.8,70.6,3.8,-,6.57
"255Loïc BadéRennes, 26, D(C)","Loïc Badé Rennes, 26, D(C)",1,90,-,1,1,-,2,88.1,2.0,-,6.57
"256Issa KaboréMarseille, 24, D(R),M(R)","Issa Kaboré Marseille, 24, D(R),M(R)",9(13),1022,1,-,1,-,0.4,81.6,0.1,-,6.57
"257Yahia FofanaAngers, 25, GK","Yahia Fofana Angers, 25, GK",11,990,-,-,2,-,-,62.0,0.5,-,6.57
"258Ignatius GanagoNantes, 27, AM(LR),FW","Ignatius Ganago Nantes, 27, AM(LR),FW",16(12),1520,5,3,-,-,1.2,64.8,2.2,-,6.56
"259Mounaïm El IdrissyAC Ajaccio, 27, M(R),FW","Mounaïm El Idrissy AC Ajaccio, 27, M(R),FW",30(2),2509,6,-,10,-,1.6,69.0,3.7,2,6.56
"260Alexis Claude-MauriceLens, 27, AM(CL),FW","Alexis Claude-Maurice Lens, 27, AM(CL),FW",5(15),597,5,3,-,-,0.7,86.2,0.2,1,6.56
"261Andreaw GravillonReims, 28, D(CR)","Andreaw Gravillon Reims, 28, D(CR)",12(1),1040,-,-,3,-,0.6,76.0,1.1,-,6.56
"262Mathias AutretAuxerre, 35, M(CLR)","Mathias Autret Auxerre, 35, M(CLR)",16(7),1302,2,2,-,-,1,81.1,0.2,-,6.56
"263Yusuf YaziciLille, 29, M(CLR),FW","Yusuf Yazici Lille, 29, M(CLR),FW",3(1),202,1,1,-,-,1.3,81.6,-,-,6.55
"264Bingourou KamaraMontpellier, 29, GK","Bingourou Kamara Montpellier, 29, GK",4(1),407,-,-,1,-,-,62.2,0.2,1,6.55
"265Muhammed ChamClermont Foot, 25, AM(C),FW","Muhammed Cham Clermont Foot, 25, AM(C),FW",23(15),1976,7,4,2,-,1.4,83.1,0.2,1,6.55
"266Jordan FerriMontpellier, 34, M(C)","Jordan Ferri Montpellier, 34, M(C)",32(2),2749,1,2,5,1,0.4,86.5,0.5,1,6.55
"267Renaud RipartTroyes, 33, D(R),M(CLR),FW","Renaud Ripart Troyes, 33, D(R),M(CLR),FW",15(11),1319,4,1,4,-,1.5,70.0,2.2,-,6.55
"268Moses SimonNantes, 30, M(CLR),FW","Moses Simon Nantes, 30, M(CLR),FW",28(6),2359,5,4,3,-,1,73.9,0.3,1,6.55
"269Thomas DelaineStrasbourg, 34, D(L),M(LR)","Thomas Delaine Strasbourg, 34, D(L),M(LR)",13(4),1078,-,2,3,-,0.4,70.0,0.7,-,6.55
"270Leandro ParedesPSG, 31, DMC","Leandro Paredes PSG, 31, DMC",0(3),49,-,1,-,-,-,97.1,-,-,6.55
"271Maxime GonalonsClermont Foot, 37, D(C),M(C)","Maxime Gonalons Clermont Foot, 37, D(C),M(C)",19(6),1457,1,-,3,-,0.2,88.6,0.6,1,6.55
"272Faouzi GhoulamAngers, 35, D(L)","Faouzi Ghoulam Angers, 35, D(L)",6(1),482,-,-,-,-,0.1,80.2,1.3,-,6.55
"273Jean-Kévin DuverneBrest, 28, D(CLR),M(R)","Jean-Kévin Duverne Brest, 28, D(CLR),M(R)",27(7),2514,-,-,2,-,0.1,73.9,1,-,6.54
"274Ross BarkleyNice, 32, M(CLR)","Ross Barkley Nice, 32, M(CLR)",9(18),923,4,2,1,-,1.4,83.6,0.1,-,6.54
"275Nicolas CozzaMontpellier, 27, D(CL),M(L)","Nicolas Cozza Montpellier, 27, D(CL),M(L)",14(3),1275,2,1,3,-,0.4,73.4,1.2,-,6.54
"276Stephy MavididiMontpellier, 27, AM(LR),FW","Stephy Mavididi Montpellier, 27, AM(LR),FW",14(12),1285,4,2,1,1,1.4,75.3,0.4,-,6.54
"277Jean-Louis LecaLens, 40, GK","Jean-Louis Leca Lens, 40, GK",1,90,-,-,-,-,-,79.4,1,-,6.54
"278Amine HaritMarseille, 28, AM(CLR),FW","Amine Harit Marseille, 28, AM(CLR),FW",6(4),515,-,-,2,-,0.6,84.4,0.1,-,6.54
"279HenriqueLyon, 32, D(L),M(L)","Henrique Lyon, 32, D(L),M(L)",3(4),353,-,1,-,-,0.1,86.3,1.4,-,6.54
"280Rémy RiouLyon, 38, GK","Rémy Riou Lyon, 38, GK",6(1),601,-,-,-,-,-,76.4,-,-,6.54
"281Edan DiopMonaco, 21, AM(CL)","Edan Diop Monaco, 21, AM(CL)",1(6),220,1,-,-,-,0.9,76.6,0.6,-,6.53
"282David da CostaLens, 25, AM(CL)","David da Costa Lens, 25, AM(CL)",16(15),1410,1,3,2,-,0.8,86.0,0.1,-,6.53
"283Maxime EstèveMontpellier, 23, D(C)","Maxime Estève Montpellier, 23, D(C)",18(5),1645,-,-,3,-,0.3,81.7,1.3,2,6.53
"284Timothy WeahLille, 26, D(LR),M(LR),FW","Timothy Weah Lille, 26, D(LR),M(LR),FW",18(11),1748,-,2,2,-,1.0,85.1,0.4,-,6.53
"285Gabriel GudmundssonLille, 26, D(CL),M(LR)","Gabriel Gudmundsson Lille, 26, D(CL),M(LR)",9(9),832,-,-,3,-,0.4,83.9,0.7,-,6.53
"286Mohamed YoussoufAC Ajaccio, 38, D(R)","Mohamed Youssouf AC Ajaccio, 38, D(R)",27(3),2457,-,-,5,1,0.2,73.5,1.6,1,6.53
"287Igor SilvaLorient, 29, D(CR),M(R)","Igor Silva Lorient, 29, D(CR),M(R)",5(2),457,-,-,2,1,0.6,85.3,0.6,1,6.53
"288Noah FadigaBrest, 26, D(R),M(R)","Noah Fadiga Brest, 26, D(R),M(R)",16(5),1312,1,-,2,-,0.5,79.9,0.4,1,6.52
"289Falaye SackoMontpellier, 30, D(CLR),M(R)","Falaye Sacko Montpellier, 30, D(CLR),M(R)",29(6),2580,1,3,3,-,0.2,81.5,0.5,-,6.52
"290Dimitri LiénardStrasbourg, 38, D(L),M(CL)","Dimitri Liénard Strasbourg, 38, D(L),M(CL)",18(10),1546,-,-,4,-,0.5,78.5,0.7,-,6.52
"291Florent MolletNantes, 34, AM(CLR)","Florent Mollet Nantes, 34, AM(CLR)",11(8),1090,1,2,3,-,1.2,87.3,0.5,-,6.52
"292Antoine MendyNice, 21, D(CR)","Antoine Mendy Nice, 21, D(CR)",7(4),520,-,1,-,-,0.7,83.6,0.6,-,6.52
"293Pedro ChirivellaNantes, 28, DMC","Pedro Chirivella Nantes, 28, DMC",25(1),2042,-,1,1,-,0.6,86.6,0.3,-,6.52
"294Akim ZedadkaAuxerre, 30, D(R),M(R)","Akim Zedadka Auxerre, 30, D(R),M(R)",19(1),1603,-,-,5,-,0.5,78.9,1.2,-,6.51
"295Rayan RavelosonAuxerre, 29, D(CR),DMC","Rayan Raveloson Auxerre, 29, D(CR),DMC",27(7),2427,2,1,-,-,0.9,83.4,0.9,1,6.51
"296Pape GueyeMarseille, 27, M(C)","Pape Gueye Marseille, 27, M(C)",4(10),486,1,1,1,-,0.6,84.8,0.8,-,6.51
"297Ronaël Pierre-GabrielStrasbourg, 27, D(CLR),M(R)","Ronaël Pierre-Gabriel Strasbourg, 27, D(CLR),M(R)",7(7),653,-,1,3,-,0.2,80.8,0.6,-,6.5
"298Kamory DoumbiaReims, 23, AM(C)","Kamory Doumbia Reims, 23, AM(C)",13(13),1158,2,2,-,-,1.0,81.9,0.3,-,6.5
"299Haris BelkeblaBrest, 32, DMC","Haris Belkebla Brest, 32, DMC",30(8),2658,2,-,3,-,0.3,85.5,0.5,-,6.5
"300Evann GuessandNantes, 24, AM(CLR),FW","Evann Guessand Nantes, 24, AM(CLR),FW",15(15),1257,3,2,2,-,0.7,71.0,0.9,1,6.5
"301Brecht DejaegereToulouse, 34, M(CLR)","Brecht Dejaegere Toulouse, 34, M(CLR)",25(5),1827,4,1,5,-,0.8,81.0,0.3,-,6.5
"302Jean OnanaLens, 26, DMC","Jean Onana Lens, 26, DMC",9(12),807,-,-,3,-,0.4,87.0,0.4,-,6.5
"303Vincent MarchettiAC Ajaccio, 28, M(C)","Vincent Marchetti AC Ajaccio, 28, M(C)",29(2),2463,-,2,7,-,1.2,80.0,0.2,-,6.5
"304Kenji-Van BotoAuxerre, 30, Defender","Kenji-Van Boto Auxerre, 30, Defender",2,180,-,-,-,-,1.5,71.7,0.5,-,6.49
"305Yohann MagninClermont Foot, 28, M(C)","Yohann Magnin Clermont Foot, 28, M(C)",25(13),2393,-,-,6,-,0.4,84.9,0.7,-,6.49
"306Johann LepenantLyon, 23, M(C)","Johann Lepenant Lyon, 23, M(C)",21(10),1935,1,2,4,-,0.6,89.9,0.5,-,6.49
"307Mickaël BarretoAC Ajaccio, 35, M(C)","Mickaël Barreto AC Ajaccio, 35, M(C)",15(5),1328,1,1,1,-,1.0,74.6,0.5,-,6.49
"308Arkadiusz MilikMarseille, 32, AM(C),FW","Arkadiusz Milik Marseille, 32, AM(C),FW",2,131,-,-,1,-,0.5,75.7,1.0,-,6.49
"309Bamba DiengLorient, 26, AM(L),FW","Bamba Dieng Lorient, 26, AM(L),FW",9(6),749,3,-,1,-,1.5,77.6,0.6,-,6.48
"310Lesley UgochukwuRennes, 22, M(C)","Lesley Ugochukwu Rennes, 22, M(C)",14(12),1330,-,1,3,1,0.2,87.6,0.6,-,6.48
"311Théo Le BrisLorient, 23, M(LR)","Théo Le Bris Lorient, 23, M(LR)",15(12),1451,2,2,-,-,0.4,81.8,0.4,-,6.48
"312Sanjin PrcicStrasbourg, 32, M(C)","Sanjin Prcic Strasbourg, 32, M(C)",17(12),1633,1,1,3,1,1.0,86.1,0.6,-,6.48
"313GersonMarseille, 28, M(CLR)","Gerson Marseille, 28, M(CLR)",6(4),420,2,-,1,-,0.9,82.4,0.8,-,6.48
"314Massadio HaïdaraLens, 33, D(CL),M(L)","Massadio Haïdara Lens, 33, D(CL),M(L)",17(19),1657,-,1,5,-,0.4,87.1,1.1,-,6.47
"315XekaRennes, 31, M(C)","Xeka Rennes, 31, M(C)",6(2),551,-,-,1,-,0.6,90.0,1,-,6.47
"316Aiman MaurerClermont Foot, 21, AM(C)","Aiman Maurer Clermont Foot, 21, AM(C)",6(4),504,-,1,-,-,1.1,78.1,0.3,-,6.47
"317Youssouf KonéAC Ajaccio, 30, D(CL),M(L)","Youssouf Koné AC Ajaccio, 30, D(CL),M(L)",12(1),922,-,-,4,-,0.1,78.9,0.3,-,6.47
"318Gaëtan PerrinAuxerre, 29, AM(CLR)","Gaëtan Perrin Auxerre, 29, AM(CLR)",15(22),1388,3,1,1,-,0.7,75.7,0.4,1,6.47
"319Kamaldeen SulemanaRennes, 24, AM(CLR),FW","Kamaldeen Sulemana Rennes, 24, AM(CLR),FW",2(12),317,1,-,1,-,0.9,85.7,0.3,-,6.47
"320Reda BelahyaneNice, 21, DMC","Reda Belahyane Nice, 21, DMC",1(3),179,-,-,-,-,0.3,90.3,-,-,6.47
"321Damien Da SilvaLyon, 37, D(C)","Damien Da Silva Lyon, 37, D(C)",3(4),336,-,-,2,-,0.3,87.0,1.7,-,6.46
"322Abdu ContéTroyes, 28, D(CL),M(L)","Abdu Conté Troyes, 28, D(CL),M(L)",15(4),1317,1,2,1,-,0.2,79.8,0.8,-,6.46
"323Ibrahima KonéLorient, 26, FW","Ibrahima Koné Lorient, 26, FW",15(22),1569,7,1,3,-,0.8,66.9,1.5,-,6.46
"324Carlos SolerPSG, 29, M(CLR)","Carlos Soler PSG, 29, M(CLR)",14(12),1188,3,2,-,-,0.4,87.4,-,1,6.46
"325Yuito SuzukiStrasbourg, 24, AM(C)","Yuito Suzuki Strasbourg, 24, AM(C)",0(3),34,1,-,-,-,0.7,84.6,0.3,-,6.46
"326Hugo MagnettiBrest, 27, DMC","Hugo Magnetti Brest, 27, DMC",19(13),1688,1,2,2,-,0.5,84.8,0.2,-,6.46
"327Mehdi ZeffaneClermont Foot, 33, D(LR),M(R)","Mehdi Zeffane Clermont Foot, 33, D(LR),M(R)",7(11),656,1,1,1,-,0.4,78.6,0.2,-,6.46
"328Stéphane DiarraLorient, 27, AM(R)","Stéphane Diarra Lorient, 27, AM(R)",14(14),1070,2,-,1,-,0.7,75.2,0.2,1,6.46
"329Mathias Pereira LageBrest, 29, M(CLR),FW","Mathias Pereira Lage Brest, 29, M(CLR),FW",16(8),1272,2,1,2,-,0.9,71.3,0.9,-,6.45
"330Jim AllevinahClermont Foot, 31, M(CLR)","Jim Allevinah Clermont Foot, 31, M(CLR)",25(11),2248,1,1,2,-,0.8,82.4,0.3,-,6.45
"331Wesley SaïdLens, 31, AM(CLR),FW","Wesley Saïd Lens, 31, AM(CLR),FW",6(15),638,5,-,2,-,1.3,81.7,0.2,-,6.45
"332Léo LeroyMontpellier, 26, DMC","Léo Leroy Montpellier, 26, DMC",14(13),1189,-,-,7,-,0.7,76.2,0.9,-,6.45
"333Achraf DariBrest, 26, D(C)","Achraf Dari Brest, 26, D(C)",15(3),1317,1,-,1,-,0.2,79.6,2.1,-,6.45
"334Kays Ruiz-AtilAuxerre, 23, Midfielder","Kays Ruiz-Atil Auxerre, 23, Midfielder",1,63,-,-,1,-,-,89.7,-,-,6.45
"335Yasser LarouciTroyes, 25, D(L),M(L)","Yasser Larouci Troyes, 25, D(L),M(L)",21(9),1800,1,1,1,-,0.3,77.0,0.7,-,6.45
"336Warren KamanziToulouse, 25, D(R),M(LR)","Warren Kamanzi Toulouse, 25, D(R),M(LR)",7(4),662,-,-,1,-,0.2,88.1,0.3,-,6.45
"337Myziane MaolidaReims, 27, AM(LR),FW","Myziane Maolida Reims, 27, AM(LR),FW",2(7),227,1,-,-,-,0.7,74.5,0.1,-,6.44
"338Leny YoroLille, 20, D(C)","Leny Yoro Lille, 20, D(C)",8(5),768,-,-,-,-,0.2,91.0,0.9,-,6.44
"339Fernand MayemboAC Ajaccio, 30, D(C)","Fernand Mayembo AC Ajaccio, 30, D(C)",8(3),707,-,-,1,-,0.4,85.9,1.4,-,6.44
"340Colin DagbaStrasbourg, 27, D(R),M(R)","Colin Dagba Strasbourg, 27, D(R),M(R)",12(9),960,-,-,3,-,0.2,85.0,0.1,-,6.44
"341Bradley LockoBrest, 23, D(L),M(L)","Bradley Locko Brest, 23, D(L),M(L)",2(5),270,-,-,-,-,-,83.0,0.4,-,6.44
"342Takumi MinaminoMonaco, 31, AM(CLR),FW","Takumi Minamino Monaco, 31, AM(CLR),FW",10(8),726,1,3,2,-,1.2,70.9,0.4,-,6.44
"343Eduard SobolStrasbourg, 31, D(L),M(L)","Eduard Sobol Strasbourg, 31, D(L),M(L)",9(6),869,-,1,2,-,0.3,76.6,0.6,-,6.44
"344Rudy KohonTroyes, 21, Defender","Rudy Kohon Troyes, 21, Defender",0(1),63,-,-,-,-,-,85.2,-,-,6.44
"345Bevic Moussiti-OkoAC Ajaccio, 31, FW","Bevic Moussiti-Oko AC Ajaccio, 31, FW",7(10),696,1,-,1,-,1.2,57.3,3.1,1,6.44
"346Jean-Victor MakengoLorient, 27, M(CL)","Jean-Victor Makengo Lorient, 27, M(CL)",12(3),1067,-,-,-,1,0.3,88.6,0.3,-,6.44
"347Gerzino NyamsiStrasbourg, 29, D(C)","Gerzino Nyamsi Strasbourg, 29, D(C)",19(1),1580,1,1,4,1,0.7,84.5,1.9,1,6.44
"348Renato SanchesPSG, 28, M(CR)","Renato Sanches PSG, 28, M(CR)",6(17),705,2,-,1,-,0.6,91.6,0.2,-,6.43
"349Jean-Eudes AholouStrasbourg, 32, DMC","Jean-Eudes Aholou Strasbourg, 32, DMC",16(14),1301,3,1,4,1,0.7,76.1,0.9,1,6.43
"350Yoann SalmierTroyes, 33, D(CR)","Yoann Salmier Troyes, 33, D(CR)",31(1),2652,1,-,5,1,0.4,83.0,1.7,-,6.43
"351Mattia VitiNice, 24, D(CL)","Mattia Viti Nice, 24, D(CL)",7(2),634,1,-,-,-,0.2,84.0,1.4,-,6.43
"352Wilson OdobertTroyes, 21, AM(CLR),FW","Wilson Odobert Troyes, 21, AM(CLR),FW",19(13),1767,4,2,-,-,0.8,79.8,0.2,-,6.43
"353Jere UronenBrest, 31, D(L),M(L)","Jere Uronen Brest, 31, D(L),M(L)",3(3),298,-,1,-,-,0.2,81.5,0.3,-,6.43
"354Rubén BlancoMarseille, 30, GK","Rubén Blanco Marseille, 30, GK",6,496,-,-,-,-,-,77.1,0.2,-,6.43
"355Kevin VollandMonaco, 33, AM(CLR),FW","Kevin Volland Monaco, 33, AM(CLR),FW",7(10),638,3,2,1,-,0.9,58.4,0.6,1,6.43
"356Dion LopyReims, 24, DMC","Dion Lopy Reims, 24, DMC",16(13),1377,-,1,4,2,0.6,85.5,0.6,-,6.43
"357Jodel DossouClermont Foot, 34, AM(R)","Jodel Dossou Clermont Foot, 34, AM(R)",2(7),254,1,-,-,-,0.7,75.6,0.1,-,6.43
"358Darlin YongwaLorient, 25, D(C),M(L)","Darlin Yongwa Lorient, 25, D(C),M(L)",8(6),778,1,1,2,-,0.6,82.1,0.2,1,6.43
"359Houssem AouarLyon, 27, M(CL)","Houssem Aouar Lyon, 27, M(CL)",6(10),522,1,1,2,-,0.9,82.4,0.4,-,6.42
"360Jean-Claude BillongClermont Foot, 32, D(C)","Jean-Claude Billong Clermont Foot, 32, D(C)",0(1),22,-,-,-,-,-,100.0,2.0,-,6.42
"361Miha BlazicAngers, 32, D(C)","Miha Blazic Angers, 32, D(C)",22(2),1980,2,-,4,-,0.3,87.6,1.9,-,6.42
"362Logan CostaToulouse, 25, D(C)","Logan Costa Toulouse, 25, D(C)",4(2),414,-,-,-,-,0.8,84.3,0.8,-,6.42
"363Samuel MoutoussamyNantes, 29, M(CL)","Samuel Moutoussamy Nantes, 29, M(CL)",27(8),2403,-,2,8,-,0.6,86.5,0.6,-,6.42
"364Calvin StengsNice, 27, M(CR)","Calvin Stengs Nice, 27, M(CR)",3(1),214,-,-,-,-,0.8,83.0,0.3,-,6.42
"365Adil RamiTroyes, 40, D(C)","Adil Rami Troyes, 40, D(C)",18(2),1600,-,1,2,-,0.5,85.1,1.5,-,6.41
"366Ibrahima SissokoStrasbourg, 28, D(C),DMC","Ibrahima Sissoko Strasbourg, 28, D(C),DMC",13(13),1306,-,2,1,-,0.5,77.5,1.2,-,6.41
"367Cédric BakambuMarseille, 35, AM(LR),FW","Cédric Bakambu Marseille, 35, AM(LR),FW",0(3),56,-,1,-,-,-,81.8,1.3,-,6.41
"368Ibrahim DiakitéReims, 22, D(CR)","Ibrahim Diakité Reims, 22, D(CR)",1(2),132,-,-,1,-,0.3,71.4,0.3,-,6.41
"369Youcef BelaïliBrest, 34, AM(L)","Youcef Belaïli Brest, 34, AM(L)",4(2),359,-,2,3,-,1.5,77.9,0.3,-,6.41
"370Soungoutou MagassaMonaco, 22, D(C),DMC","Soungoutou Magassa Monaco, 22, D(C),DMC",0(2),80,-,-,-,-,-,81.8,1.0,-,6.4
"371Paul BernardoniAngers, 29, GK","Paul Bernardoni Angers, 29, GK",27,2430,-,-,-,-,-,58.3,0.3,1,6.4
"372Julian JeanvierAuxerre, 34, D(C)","Julian Jeanvier Auxerre, 34, D(C)",20(2),1763,1,-,3,1,0.4,83.1,1.1,-,6.4
"373Jeff Reine-AdélaïdeLyon, 28, AM(CLR),FW","Jeff Reine-Adélaïde Lyon, 28, AM(CLR),FW",1(13),325,-,-,1,-,0.7,89.8,0.2,-,6.4
"374Lassine SinayokoAuxerre, 26, AM(LR),FW","Lassine Sinayoko Auxerre, 26, AM(LR),FW",16(17),1569,1,2,-,1,1.3,77.4,0.7,-,6.4
"375Pablo RosarioNice, 29, D(CR),DMC","Pablo Rosario Nice, 29, D(CR),DMC",17(14),1760,-,1,6,-,0.3,89.4,0.5,-,6.4
"376Adrien ThomassonStrasbourg, 32, M(CLR)","Adrien Thomasson Strasbourg, 32, M(CLR)",10(5),938,-,2,2,-,1.1,82.8,0.5,-,6.39
