Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"401Eldor ShomurodovCagliari, 30, AM(C),FW","Eldor Shomurodov Cagliari, 30, AM(C),FW",10(12),937,3,3,1,-,1.0,67.7,1.0,1,6.35
"402Santiago CastroBologna, 21, FW","Santiago Castro Bologna, 21, FW",2(6),238,1,1,1,-,0.9,84.0,0.6,-,6.35
"403Alexis BlinLecce, 29, DMC","Alexis Blin Lecce, 29, DMC",16(15),1633,-,2,4,-,0.4,87.5,1.0,-,6.35
"404Nicola SansoneLecce, 34, AM(LR),FW","Nicola Sansone Lecce, 34, AM(LR),FW",4(21),752,2,2,4,-,0.9,80.2,0.4,1,6.34
"405Luca CaldirolaMonza, 35, D(CL)","Luca Caldirola Monza, 35, D(CL)",23(6),2141,1,1,5,1,0.3,91.1,1.1,-,6.34
"406Francesco GelliFrosinone, 29, M(L)","Francesco Gelli Frosinone, 29, M(L)",16(11),1560,-,-,3,-,0.4,85.4,0.6,-,6.34
"407VítinhaGenoa, 26, AM(CL),FW","Vítinha Genoa, 26, AM(CL),FW",2(7),281,2,-,2,-,1.6,61.7,0.8,-,6.34
"408Mattia VitiSassuolo, 24, D(CL)","Mattia Viti Sassuolo, 24, D(CL)",12(3),987,1,-,-,-,0.3,84.7,0.9,-,6.34
"409Gian Marco FerrariSassuolo, 33, D(C)","Gian Marco Ferrari Sassuolo, 33, D(C)",25(6),2269,1,-,4,-,0.5,83.5,1.3,-,6.34
"410Gustav IsaksenLazio, 25, AM(R)","Gustav Isaksen Lazio, 25, AM(R)",12(16),1073,3,1,3,-,0.8,71.2,0.2,-,6.34
"411Giorgio CittadiniGenoa, 24, Defender","Giorgio Cittadini Genoa, 24, Defender",1(4),104,-,-,-,-,-,60.7,0.6,-,6.34
"412Pasquale MazzocchiSalernitana, 30, D(LR),M(LR)","Pasquale Mazzocchi Salernitana, 30, D(LR),M(LR)",16(2),1278,-,1,4,-,0.4,73.5,0.3,-,6.34
"413Warren BondoMonza, 22, DMC","Warren Bondo Monza, 22, DMC",14(11),1474,1,1,9,-,0.7,90.2,0.4,-,6.34
"414Samuele VignatoMonza, 22, AM(C)","Samuele Vignato Monza, 22, AM(C)",3(7),340,1,-,2,-,0.7,86.6,0.1,-,6.33
"415Karol SwiderskiVerona, 29, AM(C),FW","Karol Swiderski Verona, 29, AM(C),FW",3(12),496,2,-,-,-,1,72.8,0.7,-,6.33
"416Jeremy ToljanSassuolo, 31, D(LR),M(LR)","Jeremy Toljan Sassuolo, 31, D(LR),M(LR)",24(1),2086,-,5,1,-,0.5,77.8,0.4,-,6.33
"417Pedro ObiangSassuolo, 34, DMC","Pedro Obiang Sassuolo, 34, DMC",5(3),453,-,-,1,-,0.3,81.3,0.6,-,6.33
"418Hamza RafiaLecce, 27, AM(C)","Hamza Rafia Lecce, 27, AM(C)",17(11),1212,1,-,4,-,0.6,75.5,0.3,1,6.33
"419Federico BonazzoliVerona, 28, AM(C),FW","Federico Bonazzoli Verona, 28, AM(C),FW",10(14),1017,3,1,3,-,1.1,79.5,0.3,1,6.33
"420Roberto PiccoliLecce, 25, FW","Roberto Piccoli Lecce, 25, FW",12(23),1363,5,-,5,-,1.6,61.3,1.5,-,6.32
"421Nikola MoroBologna, 28, M(C)","Nikola Moro Bologna, 28, M(C)",10(13),838,1,-,-,-,0.5,83.5,0.2,1,6.32
"422Alessandro DeiolaCagliari, 30, DMC","Alessandro Deiola Cagliari, 30, DMC",19(8),1611,1,-,7,-,0.9,71.4,1.4,1,6.31
"423Jakub JanktoCagliari, 30, M(CLR)","Jakub Jankto Cagliari, 30, M(CLR)",13(5),881,1,2,-,-,0.7,69.4,0.2,-,6.31
"424Tammy AbrahamRoma, 28, FW","Tammy Abraham Roma, 28, FW",2(6),240,1,-,1,-,0.5,51.4,0.8,-,6.31
"425Timothy WeahJuventus, 26, D(LR),M(LR),FW","Timothy Weah Juventus, 26, D(LR),M(LR),FW",12(18),1249,-,1,5,-,0.4,84.7,0.3,-,6.31
"426SimySalernitana, 33, FW","Simy Salernitana, 33, FW",6(9),682,3,-,-,-,0.9,62.6,1.7,-,6.31
"427Tommaso BaldanziEmpoli, 23, AM(CR)","Tommaso Baldanzi Empoli, 23, AM(CR)",8(6),745,2,-,1,-,1.0,84.1,0.1,-,6.31
"428Bruno AmioneVerona, 24, D(C)","Bruno Amione Verona, 24, D(C)",7(3),582,-,-,2,-,0.5,80.0,2.0,-,6.31
"429Paulo AzziCagliari, 31, M(LR)","Paulo Azzi Cagliari, 31, M(LR)",9(16),940,-,-,1,-,0.8,71.7,0.5,-,6.31
"430Tyronne EbuehiEmpoli, 30, D(LR)","Tyronne Ebuehi Empoli, 30, D(LR)",11(4),1096,-,1,-,-,0.3,75.0,0.5,-,6.3
"431Tiago DjalóJuventus, 26, D(CLR)","Tiago Djaló Juventus, 26, D(CLR)",0(1),16,-,-,-,-,-,92.3,-,-,6.3
"432Maxime LopezFiorentina, 28, M(CR)","Maxime Lopez Fiorentina, 28, M(CR)",7(12),797,-,-,1,-,0.2,89.9,0.2,-,6.3
"433Jordan ZemuraUdinese, 26, D(L),M(L)","Jordan Zemura Udinese, 26, D(L),M(L)",10(17),1036,1,-,1,-,0.2,72.1,0.3,-,6.29
"434Charly AlcarazJuventus, 23, M(CLR),FW","Charly Alcaraz Juventus, 23, M(CLR),FW",3(7),380,-,1,-,-,1.1,87.7,0.2,-,6.29
"435Antoine MakoumbouCagliari, 27, DMC","Antoine Makoumbou Cagliari, 27, DMC",32,2709,1,-,3,2,0.3,88.9,0.3,-,6.29
"436Norbert GyömbérSalernitana, 33, D(CR),DMC","Norbert Gyömbér Salernitana, 33, D(CR),DMC",20(2),1763,-,-,9,-,0.2,84.2,1.5,-,6.29
"437Isaac SuccessUdinese, 30, AM(LR),FW","Isaac Success Udinese, 30, AM(LR),FW",9(18),873,1,1,4,-,0.7,64.7,1,-,6.29
"438Gvidas GineitisTorino, 22, M(C)","Gvidas Gineitis Torino, 22, M(C)",4(10),533,-,-,2,-,0.6,83.9,0.6,-,6.29
"439Tajon BuchananInter, 27, D(R),M(CLR)","Tajon Buchanan Inter, 27, D(R),M(CLR)",0(10),151,1,-,-,-,0.4,93.2,-,-,6.28
"440Pasquale MazzocchiNapoli, 30, D(LR),M(LR)","Pasquale Mazzocchi Napoli, 30, D(LR),M(LR)",4(6),427,-,1,-,1,0.5,84.1,1.2,-,6.28
"441Keinan DavisUdinese, 28, FW","Keinan Davis Udinese, 28, FW",0(8),181,1,-,2,-,0.8,72.0,1.1,-,6.28
"442Lapo NavaAC Milan, 22, Goalkeeper","Lapo Nava AC Milan, 22, Goalkeeper",0(1),2,-,-,-,-,-,100.0,-,-,6.28
"443Uros RacicSassuolo, 28, DMC","Uros Racic Sassuolo, 28, DMC",8(14),815,1,1,1,-,0.8,81.7,0.6,1,6.28
"444Filippo MissoriSassuolo, 22, Defender","Filippo Missori Sassuolo, 22, Defender",2(6),263,-,-,-,-,0.5,78.3,0.8,-,6.28
"445Samu CastillejoSassuolo, 31, AM(CLR),FW","Samu Castillejo Sassuolo, 31, AM(CLR),FW",6(11),531,-,-,2,-,0.4,82.9,0.1,-,6.28
"446Alessandro SorrentinoMonza, 24, GK","Alessandro Sorrentino Monza, 24, GK",5(2),546,-,-,-,-,-,72.6,0.1,-,6.27
"447Daniel MaldiniEmpoli, 24, AM(CL),FW","Daniel Maldini Empoli, 24, AM(CL),FW",3(4),263,-,-,1,-,1.3,81.9,1,-,6.27
"448Viktor KovalenkoEmpoli, 30, M(C)","Viktor Kovalenko Empoli, 30, M(C)",4(13),606,1,1,1,-,0.6,73.5,0.5,-,6.27
"449Francesco CaputoEmpoli, 38, FW","Francesco Caputo Empoli, 38, FW",15(5),1276,3,-,-,-,1.2,76.1,0.6,-,6.27
"450Dean HuijsenRoma, 21, D(C)","Dean Huijsen Roma, 21, D(C)",4(9),504,2,-,4,-,0.5,87.1,0.7,-,6.27
"451Marcus PedersenSassuolo, 25, D(LR),M(R)","Marcus Pedersen Sassuolo, 25, D(LR),M(R)",16(12),1606,-,2,4,-,0.1,80.1,0.3,1,6.27
"452Hamed TraoréNapoli, 26, AM(CLR)","Hamed Traoré Napoli, 26, AM(CLR)",5(4),384,-,-,1,-,1.1,87.8,0.1,-,6.27
"453Gianluca CaprariMonza, 32, AM(CLR),FW","Gianluca Caprari Monza, 32, AM(CLR),FW",4(2),287,-,-,-,-,1.3,82.3,-,-,6.26
"454Emil BohinenSalernitana, 27, DMC","Emil Bohinen Salernitana, 27, DMC",7(5),539,-,-,1,-,0.3,79.2,0.9,-,6.26
"455Matteo LovatoTorino, 26, D(C)","Matteo Lovato Torino, 26, D(C)",6(7),539,-,-,2,-,0.1,89.7,0.8,-,6.26
"456Matteo LovatoSalernitana, 26, D(C)","Matteo Lovato Salernitana, 26, D(C)",11(2),951,-,-,2,-,0.1,81.7,1.2,-,6.26
"457Alessandro ZanoliSalernitana, 25, D(R),M(R)","Alessandro Zanoli Salernitana, 25, D(R),M(R)",10(7),924,-,2,3,-,0.2,78.4,0.5,-,6.26
"458Saba SazonovTorino, 24, D(C)","Saba Sazonov Torino, 24, D(C)",2(10),348,-,-,2,-,0.1,88.1,0.8,-,6.26
"459Pedro PereiraMonza, 28, D(CR),M(LR)","Pedro Pereira Monza, 28, D(CR),M(LR)",9(14),835,-,2,3,-,0.1,82.8,0.2,1,6.25
"460Tommaso CorazzaBologna, 21, Defender","Tommaso Corazza Bologna, 21, Defender",1(8),188,-,-,1,-,0.1,80.4,-,-,6.25
"461Giuseppe CasoFrosinone, 27, Midfielder","Giuseppe Caso Frosinone, 27, Midfielder",2(12),410,-,-,2,-,0.5,86.2,-,-,6.25
"462Moise KeanJuventus, 26, AM(LR),FW","Moise Kean Juventus, 26, AM(LR),FW",8(11),651,-,-,2,-,0.8,69.9,0.5,-,6.25
"463PedroLazio, 38, M(CLR),FW","Pedro Lazio, 38, M(CLR),FW",5(28),801,1,1,4,-,0.3,85.9,0.1,-,6.25
"464Pietro ComuzzoFiorentina, 21, D(C)","Pietro Comuzzo Fiorentina, 21, D(C)",0(4),39,-,-,1,-,-,71.1,2,-,6.25
"465Mateusz WieteskaCagliari, 29, D(C)","Mateusz Wieteska Cagliari, 29, D(C)",10(9),960,-,1,2,1,0.2,82.0,1.4,-,6.25
"466Renato SanchesRoma, 28, M(CR)","Renato Sanches Roma, 28, M(CR)",1(6),143,1,-,2,-,0.3,90.4,0.1,-,6.25
"467Grégoire DefrelSassuolo, 34, AM(CR),FW","Grégoire Defrel Sassuolo, 34, AM(CR),FW",7(13),755,1,2,-,-,0.6,85.5,0.3,-,6.25
"468David OkerekeTorino, 28, AM(CLR),FW","David Okereke Torino, 28, AM(CLR),FW",3(6),249,-,-,-,-,0.9,80.5,0.8,-,6.25
"469Benoît CostilSalernitana, 38, GK","Benoît Costil Salernitana, 38, GK",13,1170,-,-,-,-,-,55.9,0.1,-,6.25
"470Giovanni SimeoneNapoli, 30, AM(R),FW","Giovanni Simeone Napoli, 30, AM(R),FW",8(20),792,1,-,3,-,1.3,72.6,0.8,-,6.25
"471Arijon IbrahimovicFrosinone, 20, AM(CLR)","Arijon Ibrahimovic Frosinone, 20, AM(CLR)",5(11),472,1,1,1,-,0.8,73.7,0.3,1,6.24
"472Santiago PierottiLecce, 25, AM(CR),FW","Santiago Pierotti Lecce, 25, AM(CR),FW",0(11),191,-,2,-,-,0.6,75.8,0.2,-,6.24
"473Adam ObertCagliari, 23, D(CL),M(L)","Adam Obert Cagliari, 23, D(CL),M(L)",10(7),941,-,-,1,-,0.2,79.0,0.8,-,6.24
"474Stefan MitrovicVerona, 23, AM(LR)","Stefan Mitrovic Verona, 23, AM(LR)",4(6),390,-,-,-,-,0.7,85.2,0.4,-,6.24
"475Emmanuel GyasiEmpoli, 32, M(CLR),FW","Emmanuel Gyasi Empoli, 32, M(CLR),FW",21(12),1876,1,2,9,-,0.5,78.0,0.5,-,6.24
"476Mitchel BakkerAtalanta, 25, D(L),M(LR)","Mitchel Bakker Atalanta, 25, D(L),M(LR)",3(11),375,1,-,1,-,0.4,81.4,0.3,-,6.24
"477José PalominoAtalanta, 36, D(C)","José Palomino Atalanta, 36, D(C)",0(4),23,-,-,-,-,-,78.1,0.8,-,6.24
"478Emanuel VignatoSalernitana, 25, AM(CL)","Emanuel Vignato Salernitana, 25, AM(CL)",3(6),308,-,1,1,-,0.1,75.2,-,-,6.23
"479Diego DemmeNapoli, 34, DMC","Diego Demme Napoli, 34, DMC",1(1),73,-,-,1,-,-,86.3,0.5,-,6.23
"480Mattia De SciglioJuventus, 33, D(CLR),M(LR)","Mattia De Sciglio Juventus, 33, D(CLR),M(LR)",1,46,-,-,-,-,-,88.2,-,-,6.23
"481Jean-Daniel Akpa AkproMonza, 33, D(R),M(CLR)","Jean-Daniel Akpa Akpro Monza, 33, D(R),M(CLR)",8(11),703,-,-,5,-,0.4,84.0,0.3,-,6.22
"482Kaio JorgeFrosinone, 24, FW","Kaio Jorge Frosinone, 24, FW",8(12),807,3,-,2,-,1.4,73.5,0.5,1,6.22
"483Pantelis HatzidiakosCagliari, 29, D(CR)","Pantelis Hatzidiakos Cagliari, 29, D(CR)",13,867,-,-,1,-,0.3,84.0,0.4,-,6.22
"484Kevin BonifaziBologna, 29, D(C)","Kevin Bonifazi Bologna, 29, D(C)",1,90,-,-,-,-,-,87.8,-,-,6.22
"485Chukwubuikem IkwuemesiSalernitana, 24, FW","Chukwubuikem Ikwuemesi Salernitana, 24, FW",11(14),1059,1,1,2,-,0.9,67.1,1.2,-,6.22
"486Riccardo PaganoRoma, 21, Midfielder","Riccardo Pagano Roma, 21, Midfielder",0(4),49,-,-,-,-,0.3,86.4,-,-,6.22
"487Ruan TressoldiSassuolo, 26, D(C)","Ruan Tressoldi Sassuolo, 26, D(C)",16(10),1517,-,-,5,1,0.3,85.3,1.3,-,6.22
"488Jérôme BoatengSalernitana, 37, D(CR)","Jérôme Boateng Salernitana, 37, D(CR)",4(3),239,-,-,-,-,-,84.8,1.1,-,6.21
"489Agustín MarteganiSalernitana, 25, AM(C)","Agustín Martegani Salernitana, 25, AM(C)",6(12),726,1,-,1,-,0.8,85.5,0.3,-,6.21
"490Lucien AgouméInter, 24, M(C)","Lucien Agoumé Inter, 24, M(C)",0(1),4,-,-,-,-,-,100.0,1,-,6.21
"491Mirko MaricMonza, 30, FW","Mirko Maric Monza, 30, FW",2(9),280,1,-,-,1,0.6,73.3,1,-,6.21
"492Kingstone MutandwaCagliari, 23, Forward","Kingstone Mutandwa Cagliari, 23, Forward",0(5),34,1,-,-,-,0.4,33.3,0.6,-,6.21
"493David ZimaTorino, 25, D(C)","David Zima Torino, 25, D(C)",0(5),88,-,-,-,-,-,83.7,0.4,-,6.2
"494Ridgeciano HapsGenoa, 32, D(L),M(L)","Ridgeciano Haps Genoa, 32, D(L),M(L)",7(9),771,-,1,-,-,0.3,76.0,0.6,-,6.2
"495Jesper LindstrømNapoli, 26, AM(CLR),FW","Jesper Lindstrøm Napoli, 26, AM(CLR),FW",2(20),418,-,-,2,-,0.6,84.4,-,-,6.2
"496Marco SilvestriUdinese, 35, GK","Marco Silvestri Udinese, 35, GK",17,1530,-,-,-,-,-,67.3,0.2,2,6.2
"497Enzo EbosseUdinese, 27, D(C)","Enzo Ebosse Udinese, 27, D(C)",0(1),8,-,-,-,-,-,80.0,-,-,6.2
"498Nicola BagnoliniBologna, 22, Goalkeeper","Nicola Bagnolini Bologna, 22, Goalkeeper",0(1),4,-,-,-,-,-,66.7,-,-,6.2
"499Triantafyllos PasalidisSalernitana, 29, D(C)","Triantafyllos Pasalidis Salernitana, 29, D(C)",5(3),452,-,-,3,-,-,81.9,0.9,-,6.2
"500Flavius DaniliucSalernitana, 24, D(CR)","Flavius Daniliuc Salernitana, 24, D(CR)",8(6),744,-,-,2,-,0.1,86.2,1.4,-,6.2
"501Davy KlaassenInter, 33, M(CL)","Davy Klaassen Inter, 33, M(CL)",1(12),197,-,-,1,-,0.1,86.3,0.3,-,6.2
"502BrennerUdinese, 26, AM(C),FW","Brenner Udinese, 26, AM(C),FW",2(6),186,-,-,-,-,0.5,88.7,-,-,6.2
"503Demba SeckTorino, 25, AM(C)","Demba Seck Torino, 25, AM(C)",5(4),428,-,-,1,-,1,76.6,0.3,-,6.19
"504Marvin ÇuniFrosinone, 24, FW","Marvin Çuni Frosinone, 24, FW",6(16),522,1,-,-,-,0.5,75.2,0.8,-,6.19
"505Medon BerishaLecce, 22, M(C)","Medon Berisha Lecce, 22, M(C)",2(4),205,-,-,-,-,0.3,86.3,0.2,-,6.18
"506Brandon SoppyTorino, 24, D(R),M(LR)","Brandon Soppy Torino, 24, D(R),M(LR)",2(3),177,-,-,-,-,0.2,70.6,-,-,6.18
"507Andres SfaitSalernitana, 21, Midfielder","Andres Sfait Salernitana, 21, Midfielder",0(2),21,-,-,-,-,-,75.0,-,-,6.18
"508Papu GómezMonza, 38, M(CLR),FW","Papu Gómez Monza, 38, M(CLR),FW",0(2),39,-,-,-,-,-,84.6,-,-,6.18
"509Pierre KaluluAC Milan, 25, D(CR),M(R)","Pierre Kalulu AC Milan, 25, D(CR),M(R)",4(5),371,-,-,-,-,0.2,90.1,0.3,-,6.18
"510Iron GomisSalernitana, 26, AM(L)","Iron Gomis Salernitana, 26, AM(L)",1(4),132,-,-,-,-,0.6,89.7,0.6,-,6.18
"511Álex JiménezAC Milan, 20, D(R),M(R)","Álex Jiménez AC Milan, 20, D(R),M(R)",0(3),65,-,-,1,-,-,88.2,-,-,6.17
"512Pietro PellegriTorino, 25, FW","Pietro Pellegri Torino, 25, FW",7(17),746,1,1,3,-,0.5,64.9,1,-,6.17
"513Alessio ZerbinNapoli, 27, M(CLR)","Alessio Zerbin Napoli, 27, M(CLR)",1(6),145,-,-,-,-,0.4,82.8,0.1,-,6.17
"514Oier ZarragaUdinese, 27, M(CR)","Oier Zarraga Udinese, 27, M(CR)",4(11),396,2,-,-,-,0.4,83.5,0.2,1,6.17
"515Davide BartesaghiAC Milan, 20, M(L)","Davide Bartesaghi AC Milan, 20, M(L)",0(6),74,-,-,-,-,-,75.0,0.5,-,6.17
"516Shon WeissmanSalernitana, 30, FW","Shon Weissman Salernitana, 30, FW",5(6),494,1,-,-,-,0.5,72.7,0.5,-,6.16
"517Axel GuessandUdinese, 21, Defender","Axel Guessand Udinese, 21, Defender",0(1),45,-,-,-,-,1,77.8,1,-,6.16
"518Gerardo FuscoSalernitana, 20, Forward","Gerardo Fusco Salernitana, 20, Forward",0(1),14,-,-,-,-,-,83.3,-,-,6.16
"519Reda BelahyaneVerona, 21, DMC","Reda Belahyane Verona, 21, DMC",1(1),90,-,-,-,-,0.5,92.0,-,-,6.16
"520Demba SeckFrosinone, 25, AM(C)","Demba Seck Frosinone, 25, AM(C)",3(8),292,-,-,-,-,0.6,82.0,0.3,-,6.16
"521Adam MasinaUdinese, 32, D(CL),M(L)","Adam Masina Udinese, 32, D(CL),M(L)",1(3),63,-,-,2,-,0.3,70.4,1,-,6.16
"522Giorgio CittadiniMonza, 24, Defender","Giorgio Cittadini Monza, 24, Defender",0(1),14,-,-,1,-,-,83.3,-,-,6.15
"523Juan Manuel CruzVerona, 26, FW","Juan Manuel Cruz Verona, 26, FW",1(3),107,-,-,-,-,0.3,69.2,0.3,-,6.15
"524Michele CerofoliniFrosinone, 27, GK","Michele Cerofolini Frosinone, 27, GK",7(1),675,-,-,1,-,-,53.6,0.1,-,6.15
"525Sydney van HooijdonkBologna, 26, FW","Sydney van Hooijdonk Bologna, 26, FW",2(7),208,-,-,-,-,0.6,82.4,0.6,-,6.15
"526Rúben VinagreVerona, 27, D(L),M(L)","Rúben Vinagre Verona, 27, D(L),M(L)",2(10),277,-,-,-,-,0.2,71.9,0.1,-,6.15
"527Gino InfantinoFiorentina, 22, AM(CLR)","Gino Infantino Fiorentina, 22, AM(CLR)",0(6),91,-,-,1,-,0.2,88.6,0.2,-,6.15
"528Farès GhedjemisFrosinone, 23, Forward","Farès Ghedjemis Frosinone, 23, Forward",1(5),180,-,-,1,-,0.5,87.0,0.2,-,6.14
"529Luca GarritanoFrosinone, 32, Midfielder","Luca Garritano Frosinone, 32, Midfielder",5(7),485,-,-,1,-,1,71.4,0.3,-,6.14
"530Dean HuijsenJuventus, 21, D(C)","Dean Huijsen Juventus, 21, D(C)",0(1),12,-,-,-,-,-,100.0,-,-,6.14
"531José MachínMonza, 29, AM(C)","José Machín Monza, 29, AM(C)",2(8),235,-,-,2,-,0.5,82.2,-,-,6.14
"532Emil CeïdeSassuolo, 24, Forward","Emil Ceïde Sassuolo, 24, Forward",0(11),165,-,-,-,-,0.2,72.2,-,-,6.14
"533CharlysVerona, 22, Midfielder","Charlys Verona, 22, Midfielder",0(2),24,-,-,-,-,-,83.3,-,-,6.14
"534Dani SilvaVerona, 26, DMC","Dani Silva Verona, 26, DMC",3(11),440,-,-,2,-,0.2,83.3,0.3,-,6.13
"535Andrea FerrarisMonza, 23, Forward","Andrea Ferraris Monza, 23, Forward",0(1),9,-,-,-,-,-,100.0,-,-,6.13
"536Marco PellegrinoSalernitana, 23, D(C)","Marco Pellegrino Salernitana, 23, D(C)",5(5),544,-,-,1,-,0.2,83.2,0.9,-,6.13
"537Ebenezer AkinsanmiroInter, 21, M(C)","Ebenezer Akinsanmiro Inter, 21, M(C)",0(1),14,-,-,-,-,-,87.5,-,-,6.12
"538Karlo LulicFrosinone, 29, Midfielder","Karlo Lulic Frosinone, 29, Midfielder",0(1),18,-,-,-,-,-,66.7,-,-,6.12
"539Ola SolbakkenRoma, 27, AM(CR)","Ola Solbakken Roma, 27, AM(CR)",0(1),22,-,-,-,-,-,85.7,-,-,6.12
"540Simone VerdiTorino, 33, AM(CLR),FW","Simone Verdi Torino, 33, AM(CLR),FW",0(1),3,-,-,-,-,-,100.0,-,-,6.12
"541Leander DendonckerNapoli, 31, D(C),M(C)","Leander Dendoncker Napoli, 31, D(C),M(C)",0(3),21,-,-,-,-,0.3,85.2,0.7,-,6.12
"542Emil BohinenGenoa, 27, DMC","Emil Bohinen Genoa, 27, DMC",0(5),52,-,-,-,-,-,78.1,0.4,-,6.11
"543Elayis TavsanVerona, 24, AM(R),FW","Elayis Tavsan Verona, 24, AM(R),FW",0(3),47,-,-,-,-,1,85.7,-,-,6.11
"544Maxime LopezSassuolo, 28, M(CR)","Maxime Lopez Sassuolo, 28, M(CR)",2,141,-,-,-,1,-,91.2,-,-,6.11
"545Alessio CragnoSassuolo, 31, GK","Alessio Cragno Sassuolo, 31, GK",3,270,-,-,-,-,-,65.2,0.3,-,6.11
"546Yann KaramohTorino, 27, AM(CLR),FW","Yann Karamoh Torino, 27, AM(CLR),FW",1(9),154,-,-,-,-,0.2,71.4,0.2,-,6.1
"547Jordi MboulaVerona, 27, AM(R)","Jordi Mboula Verona, 27, AM(R)",5(6),307,-,1,-,-,0.4,73.8,0.4,-,6.1
"548Christos PapadopoulosGenoa, 21, Midfielder","Christos Papadopoulos Genoa, 21, Midfielder",0(1),3,-,-,-,-,-,-,-,-,6.1
"549Filip JagielloGenoa, 28, M(C)","Filip Jagiello Genoa, 28, M(C)",0(2),32,-,-,-,-,-,88.2,-,-,6.1
"550Nikita ContiniNapoli, 29, Goalkeeper","Nikita Contini Napoli, 29, Goalkeeper",0(1),16,-,-,-,-,-,100,-,-,6.1
"551Lorenzo VenutiLecce, 31, D(CLR),M(LR)","Lorenzo Venuti Lecce, 31, D(CLR),M(LR)",3(11),356,-,-,1,-,0.2,79.5,0.1,-,6.1
"552Samuele MulattieriSassuolo, 25, Forward","Samuele Mulattieri Sassuolo, 25, Forward",1(26),442,-,-,1,-,0.5,70.4,0.9,-,6.1
"553Mattia DestroEmpoli, 35, FW","Mattia Destro Empoli, 35, FW",3(12),357,-,-,2,-,0.7,66.1,0.9,-,6.09
"554Alan MatturroGenoa, 21, D(C)","Alan Matturro Genoa, 21, D(C)",1(5),103,-,-,-,-,0.2,62.5,0.5,-,6.09
"555Riccardo SaponaraVerona, 34, AM(CLR)","Riccardo Saponara Verona, 34, AM(CLR)",3(9),337,-,-,-,-,0.4,75.2,0.1,-,6.09
"556Thomas HenryVerona, 31, FW","Thomas Henry Verona, 31, FW",2(16),324,3,-,2,2,0.8,50.8,1.1,-,6.09
"557Daniele SommarivaGenoa, 28, Goalkeeper","Daniele Sommariva Genoa, 28, Goalkeeper",0(1),4,-,-,-,-,-,-,1,-,6.09
"558Przemyslaw SzyminskiFrosinone, 31, Defender","Przemyslaw Szyminski Frosinone, 31, Defender",0(1),8,-,-,-,-,-,50,-,-,6.09
"559Kevin ZeroliAC Milan, 21, Midfielder","Kevin Zeroli AC Milan, 21, Midfielder",0(3),25,-,-,-,-,-,40,0.3,-,6.09
"560Yerry MinaFiorentina, 31, D(C)","Yerry Mina Fiorentina, 31, D(C)",0(4),41,-,-,1,-,0.3,88.2,0.3,-,6.09
"561Domingos QuinaUdinese, 26, M(CLR)","Domingos Quina Udinese, 26, M(CLR)",0(2),12,-,-,-,-,-,100.0,-,-,6.08
"562Tommaso MartinelliFiorentina, 20, Goalkeeper","Tommaso Martinelli Fiorentina, 20, Goalkeeper",1,90,-,-,-,-,-,73.9,-,-,6.08
"563Lorenzo AmatucciFiorentina, 22, Midfielder","Lorenzo Amatucci Fiorentina, 22, Midfielder",0(2),22,-,-,-,-,0.5,88.0,0.5,-,6.08
"564Alessandro Di PardoCagliari, 26, Defender","Alessandro Di Pardo Cagliari, 26, Defender",2(13),355,-,-,-,-,0.2,71.1,0.3,-,6.07
"565Mateusz LegowskiSalernitana, 23, M(C)","Mateusz Legowski Salernitana, 23, M(C)",10(19),1134,-,-,3,-,0.2,78.3,0.4,-,6.07
"566Emmanuel EkongEmpoli, 23, Midfielder","Emmanuel Ekong Empoli, 23, Midfielder",0(1),4,-,-,-,-,-,100.0,-,-,6.07
"567Michel AdopoAtalanta, 25, DMC","Michel Adopo Atalanta, 25, DMC",0(10),102,-,1,-,-,0.1,84.1,0.3,-,6.06
"568Kevin BonifaziFrosinone, 29, D(C)","Kevin Bonifazi Frosinone, 29, D(C)",3(3),307,-,-,-,-,-,84.4,1,-,6.06
"569David AnkeyeGenoa, 23, Forward","David Ankeye Genoa, 23, Forward",0(6),52,-,-,-,-,-,100.0,-,-,6.05
"570Erik BotheimSalernitana, 26, AM(C),FW","Erik Botheim Salernitana, 26, AM(C),FW",4(3),317,-,-,1,-,0.1,75.0,0.4,-,6.05
"571George PuscasGenoa, 30, FW","George Puscas Genoa, 30, FW",1(7),185,-,-,-,-,1.4,55.7,1.5,-,6.04
"572Dylan BronnSalernitana, 30, D(C)","Dylan Bronn Salernitana, 30, D(C)",0(4),50,-,-,-,-,0.3,66.7,1,-,6.04
"573Kevin MirandaSassuolo, 23, Defender","Kevin Miranda Sassuolo, 23, Defender",0(1),12,-,-,-,-,-,90.0,-,-,6.03
"574Luigi CanottoFrosinone, 31, Forward","Luigi Canotto Frosinone, 31, Forward",0(1),16,-,-,-,-,-,66.7,-,-,6.03
"575Stiven ShpendiEmpoli, 22, Forward","Stiven Shpendi Empoli, 22, Forward",4(8),407,-,1,-,-,0.6,75.7,0.3,-,6.03
"576Trivante StewartSalernitana, 26, Forward","Trivante Stewart Salernitana, 26, Forward",0(4),97,-,-,-,-,0.5,72.0,0.5,-,6.03
"577Marco MancosuCagliari, 37, AM(C)","Marco Mancosu Cagliari, 37, AM(C)",3(3),158,-,-,-,-,1.2,66.7,-,-,6.02
"578Giacomo CoronaEmpoli, 22, Forward","Giacomo Corona Empoli, 22, Forward",0(1),4,-,-,-,-,-,100.0,-,-,6.02
