Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"14Gabriel MartinelliArsenal, 24, AM(LR),FW","Gabriel Martinelli Arsenal, 24, AM(LR),FW",34(2),2806,15,5,3,-,2.2,82.4,0.4,4,7.25
"15Ivan ToneyBrentford, 30, FW","Ivan Toney Brentford, 30, FW",33,2955,20,4,9,-,2.8,62.0,3.3,5,7.25
"16JoelintonNewcastle, 29, AM(CLR),FW","Joelinton Newcastle, 29, AM(CLR),FW",30(2),2664,6,1,12,-,1.6,82.3,2.1,3,7.25
"17James MaddisonLeicester, 29, AM(CLR)","James Maddison Leicester, 29, AM(CLR)",28(2),2486,10,9,10,-,2.8,79.5,0.1,2,7.24
"18Rodrigo BentancurTottenham, 28, M(C)","Rodrigo Bentancur Tottenham, 28, M(C)",17(1),1506,5,2,8,-,0.8,85.2,0.8,1,7.22
"19Bruno GuimarãesNewcastle, 28, DMC","Bruno Guimarães Newcastle, 28, DMC",32,2735,4,5,7,-,0.9,84.6,0.6,1,7.21
"20CasemiroMan Utd, 34, D(C),DMC","Casemiro Man Utd, 34, D(C),DMC",24(4),2126,4,3,7,2,1.2,78.5,2.0,5,7.17
"21Mohamed SalahLiverpool, 33, AM(CLR),FW","Mohamed Salah Liverpool, 33, AM(CLR),FW",37(1),3297,19,12,2,-,3.3,78.1,0.2,3,7.17
"22Phil FodenMan City, 25, AM(CLR),FW","Phil Foden Man City, 25, AM(CLR),FW",22(10),1844,11,5,1,-,1.4,86.1,0.6,3,7.13
"23Ilkay GündoganMan City, 35, M(C)","Ilkay Gündogan Man City, 35, M(C)",27(4),2359,8,4,-,-,1.7,88.2,0.6,2,7.11
"24Trent Alexander-ArnoldLiverpool, 27, D(R),DMC,M(R)","Trent Alexander-Arnold Liverpool, 27, D(R),DMC,M(R)",34(3),2932,2,9,5,-,1.1,78.7,0.5,2,7.11
"25Ethan PinnockBrentford, 32, D(C)","Ethan Pinnock Brentford, 32, D(C)",30,2700,3,-,-,-,0.5,80.2,3.5,2,7.11
"26Aleksandar MitrovicFulham, 31, FW","Aleksandar Mitrovic Fulham, 31, FW",23(1),2015,14,1,7,-,3.9,60.5,4.2,4,7.08
"27Marcus RashfordMan Utd, 28, AM(CLR),FW","Marcus Rashford Man Utd, 28, AM(CLR),FW",32(3),2890,17,5,2,-,3.1,78.7,0.6,6,7.08
"28Reece JamesChelsea, 26, D(CLR),DMC,M(R)","Reece James Chelsea, 26, D(CLR),DMC,M(R)",14(2),1244,1,1,4,-,1.0,90.7,1.4,-,7.07
"29Thomas ParteyArsenal, 32, D(R),M(CR)","Thomas Partey Arsenal, 32, D(R),M(CR)",28(5),2487,3,-,5,-,0.8,88.0,1.1,1,7.06
"30FelipeNottingham Forest, 36, D(C)","Felipe Nottingham Forest, 36, D(C)",15(1),1419,-,1,4,-,0.8,73.0,3.3,-,7.06
"31Cody GakpoLiverpool, 26, AM(CLR),FW","Cody Gakpo Liverpool, 26, AM(CLR),FW",17(4),1465,7,2,-,-,1.9,78.4,1.2,-,7.06
"32Alexander IsakNewcastle, 26, AM(L),FW","Alexander Isak Newcastle, 26, AM(L),FW",17(5),1527,10,1,3,-,2.3,77.8,1.0,1,7.06
"33João CanceloMan City, 31, D(LR),M(LR)","João Cancelo Man City, 31, D(LR),M(LR)",16(1),1279,2,1,3,1,1.0,86.8,1.6,1,7.05
"34Alexis Mac AllisterBrighton, 27, M(CL),FW","Alexis Mac Allister Brighton, 27, M(CL),FW",31(4),2886,10,2,8,-,2.5,87.2,0.7,4,7.05
