Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"163Hugo LarssonEintracht Frankfurt, 21, M(C)","Hugo Larsson Eintracht Frankfurt, 21, M(C)",28(5),2406,3,1,2,-,0.6,87.4,0.4,-,6.65
"164Anthony RouaultStuttgart, 24, D(C)","Anthony Rouault Stuttgart, 24, D(C)",14(4),1215,1,-,1,-,0.3,90.2,1.9,-,6.65
"165Robert AndrichLeverkusen, 31, D(C),M(C)","Robert Andrich Leverkusen, 31, D(C),M(C)",19(4),1607,2,1,7,-,0.9,89.7,0.9,2,6.65
"166Manolis SaliakasSt. Pauli, 29, D(R),M(R)","Manolis Saliakas St. Pauli, 29, D(R),M(R)",26(4),2324,2,1,4,-,1.0,75.6,0.5,-,6.65
"167Konrad LaimerBayern, 28, D(LR),M(CR)","Konrad Laimer Bayern, 28, D(LR),M(CR)",19(10),1698,2,2,8,-,0.6,88.8,0.5,-,6.64
"168Leopold QuerfeldUnion Berlin, 22, D(C)","Leopold Querfeld Union Berlin, 22, D(C)",17(10),1743,2,2,8,-,0.6,81.4,2.5,2,6.64
"169Nordi MukieleLeverkusen, 28, D(CR),M(R)","Nordi Mukiele Leverkusen, 28, D(CR),M(R)",10(5),897,1,-,4,-,0.5,81.4,1.3,-,6.64
"170Hauke WahlSt. Pauli, 32, D(C)","Hauke Wahl St. Pauli, 32, D(C)",33,2970,-,-,1,-,0.3,87.1,1.5,-,6.63
"171Patrick ErrasHolstein Kiel, 31, D(C),DMC","Patrick Erras Holstein Kiel, 31, D(C),DMC",10,834,1,-,2,-,0.8,92.0,2.7,-,6.63
"172Robert SkovUnion Berlin, 29, D(L),M(CLR)","Robert Skov Union Berlin, 29, D(L),M(CLR)",11(4),858,2,2,1,-,1.1,70.5,0.6,1,6.63
"173Arthur ChavesHoffenheim, 25, D(C)","Arthur Chaves Hoffenheim, 25, D(C)",24(2),2189,1,-,8,-,0.4,82.9,2.7,1,6.63
"174Steven SkrzybskiHolstein Kiel, 33, AM(CLR),FW","Steven Skrzybski Holstein Kiel, 33, AM(CLR),FW",15(9),1328,5,3,-,-,1.3,73.2,0.3,-,6.63
"175Chris FührichStuttgart, 28, M(CLR),FW","Chris Führich Stuttgart, 28, M(CLR),FW",23(10),1990,2,3,1,-,1.1,85.2,0.2,2,6.63
"176Rani KhediraUnion Berlin, 32, D(C),DMC","Rani Khedira Union Berlin, 32, D(C),DMC",31(1),2727,1,1,7,-,0.4,76.0,1.3,1,6.63
"177Mattias SvanbergWolfsburg, 27, M(CLR)","Mattias Svanberg Wolfsburg, 27, M(CLR)",14(6),1223,3,1,4,-,1.1,73.8,0.7,1,6.63
"178Danny da CostaMainz, 32, D(CR),M(R)","Danny da Costa Mainz, 32, D(CR),M(R)",25,2011,-,1,-,-,0.2,79.2,1.3,1,6.63
"179Adrian BeckFC Heidenheim, 28, AM(CR)","Adrian Beck FC Heidenheim, 28, AM(CR)",18(14),1599,4,1,1,-,1.2,82.0,0.9,1,6.63
"180Shuto MachinoHolstein Kiel, 26, AM(CL),FW","Shuto Machino Holstein Kiel, 26, AM(CL),FW",23(8),1899,11,2,2,-,1.6,72.1,0.8,3,6.63
"181Manuel NeuerBayern, 40, GK","Manuel Neuer Bayern, 40, GK",22,1980,-,-,-,-,-,85.0,0.2,-,6.63
"182James SandsSt. Pauli, 25, D(C),DMC","James Sands St. Pauli, 25, D(C),DMC",5(2),452,-,-,1,-,0.1,77.1,2.4,-,6.62
"183Ellyes SkhiriEintracht Frankfurt, 30, DMC","Ellyes Skhiri Eintracht Frankfurt, 30, DMC",26(4),2236,1,1,6,-,0.4,88.9,0.7,1,6.62
"184Tom KraußBochum, 24, DMC","Tom Krauß Bochum, 24, DMC",13(1),1046,-,-,2,-,0.8,82.0,0.6,-,6.61
"185Frank OnyekaAugsburg, 28, DMC","Frank Onyeka Augsburg, 28, DMC",30(1),2597,-,1,8,-,0.8,84.9,0.5,2,6.6
"186Frans KrätzigStuttgart, 23, D(L),M(L)","Frans Krätzig Stuttgart, 23, D(L),M(L)",1,57,-,-,-,-,-,91.7,1.0,-,6.6
"187Nicolas SeiwaldRBL, 24, D(C),DMC","Nicolas Seiwald RBL, 24, D(C),DMC",20(10),2084,-,-,2,-,0.2,84.9,0.8,1,6.6
"188Tiago TomásWolfsburg, 23, AM(CLR),FW","Tiago Tomás Wolfsburg, 23, AM(CLR),FW",23(9),1895,6,1,7,-,1.3,72.1,0.3,-,6.59
"189Nnamdi CollinsEintracht Frankfurt, 22, D(CR)","Nnamdi Collins Eintracht Frankfurt, 22, D(CR)",15(9),1486,1,1,4,-,0.2,88.5,0.5,-,6.59
"190Joakim MæhleWolfsburg, 28, D(LR),M(LR)","Joakim Mæhle Wolfsburg, 28, D(LR),M(LR)",25(3),2190,3,4,6,-,0.6,81.6,0.6,-,6.59
"191Benedict HollerbachUnion Berlin, 24, AM(CLR),FW","Benedict Hollerbach Union Berlin, 24, AM(CLR),FW",30(4),2554,9,-,3,-,2.2,72.6,0.9,3,6.59
"192András SchäferUnion Berlin, 27, M(C)","András Schäfer Union Berlin, 27, M(C)",17(9),1538,1,1,3,-,0.5,75.7,1.1,-,6.59
"193Tim BreithauptAugsburg, 24, DMC","Tim Breithaupt Augsburg, 24, DMC",2,122,-,1,-,-,0.5,86.4,2.0,-,6.59
"194Tom RotheUnion Berlin, 21, D(L),M(L)","Tom Rothe Union Berlin, 21, D(L),M(L)",19(7),1673,3,3,4,1,0.9,70.2,1.7,2,6.58
"195Jean-Mattéo BahoyaEintracht Frankfurt, 20, AM(CL)","Jean-Mattéo Bahoya Eintracht Frankfurt, 20, AM(CL)",10(14),924,2,3,3,-,0.4,78.3,0.6,-,6.58
"196Lovro MajerWolfsburg, 28, AM(CR)","Lovro Majer Wolfsburg, 28, AM(CR)",3(6),304,2,1,1,-,0.8,77.7,0.3,-,6.58
"197Ameen Al DakhilStuttgart, 24, D(C)","Ameen Al Dakhil Stuttgart, 24, D(C)",6(1),436,-,-,-,1,0.1,92.3,1.3,-,6.57
"198Edmond TapsobaLeverkusen, 27, D(C)","Edmond Tapsoba Leverkusen, 27, D(C)",29,2512,-,-,4,-,0.7,87.1,1.9,-,6.57
"199Marius WolfAugsburg, 30, D(R),M(CLR)","Marius Wolf Augsburg, 30, D(R),M(CLR)",28(4),2166,1,3,2,-,0.4,70.5,0.3,-,6.57
"200Mathias HonsakFC Heidenheim, 29, M(CLR),FW","Mathias Honsak FC Heidenheim, 29, M(CLR),FW",12(10),1176,5,1,1,-,1.3,73.8,1.0,-,6.57
"201Philipp LienhartFreiburg, 29, D(C)","Philipp Lienhart Freiburg, 29, D(C)",31(1),2772,1,-,5,-,0.3,87.6,1.8,-,6.57
"202Philipp TreuSt. Pauli, 25, D(LR),M(LR)","Philipp Treu St. Pauli, 25, D(LR),M(LR)",33,2885,-,2,2,-,0.6,83.0,0.6,1,6.57
"203Pavel KaderábekHoffenheim, 34, D(R),M(LR)","Pavel Kaderábek Hoffenheim, 34, D(R),M(LR)",18(6),1576,2,-,6,-,0.6,72.6,2.4,-,6.57
"204Lukas KlostermannRBL, 29, D(CLR),M(R)","Lukas Klostermann RBL, 29, D(CLR),M(R)",20(8),1835,1,-,5,-,0.1,89.6,0.8,-,6.56
"205Frank FellerFC Heidenheim, 22, Goalkeeper","Frank Feller FC Heidenheim, 22, Goalkeeper",1(1),121,-,-,-,-,-,60.3,-,-,6.56
"206Valentin GendreyHoffenheim, 25, D(R),M(R)","Valentin Gendrey Hoffenheim, 25, D(R),M(R)",14(8),1416,1,1,1,-,0.5,76.0,1.2,-,6.56
"207Nicolai RembergHolstein Kiel, 25, M(C)","Nicolai Remberg Holstein Kiel, 25, M(C)",26(6),2369,-,1,10,-,0.7,78.4,2.7,1,6.56
"208Gregor KobelBorussia Dortmund, 28, GK","Gregor Kobel Borussia Dortmund, 28, GK",32,2880,-,-,1,-,-,78.0,0.2,1,6.56
"209David NemethSt. Pauli, 25, D(C)","David Nemeth St. Pauli, 25, D(C)",24,2142,-,1,3,-,0.2,87.1,1.6,-,6.56
"210Benedikt GimberFC Heidenheim, 29, D(C),DMC","Benedikt Gimber FC Heidenheim, 29, D(C),DMC",32,2680,-,-,9,-,0.4,83.1,2.1,-,6.55
"211Carney ChukwuemekaBorussia Dortmund, 22, AM(C)","Carney Chukwuemeka Borussia Dortmund, 22, AM(C)",1(9),245,1,-,1,-,0.8,79.3,0.6,-,6.55
"212Josip JuranovicUnion Berlin, 30, D(LR),M(LR)","Josip Juranovic Union Berlin, 30, D(LR),M(LR)",13(4),1159,-,-,4,-,0.4,71.5,0.2,-,6.55
"213Julián MalatiniWerder Bremen, 24, D(CR)","Julián Malatini Werder Bremen, 24, D(CR)",5(5),453,1,1,1,-,0.3,86.9,1.0,-,6.55
"214Philipp SanderBorussia M.Gladbach, 28, D(C),DMC","Philipp Sander Borussia M.Gladbach, 28, D(C),DMC",16(11),1402,1,-,2,-,0.7,82.7,1.2,-,6.55
"215Phillip TietzAugsburg, 28, FW","Phillip Tietz Augsburg, 28, FW",19(15),1687,7,2,4,-,1.5,62.3,2.3,1,6.54
"216Alexander PrassHoffenheim, 24, D(L),M(CLR)","Alexander Prass Hoffenheim, 24, D(L),M(CLR)",19(4),1572,-,1,1,-,0.5,75.6,0.7,1,6.54
"217Kristijan JakicAugsburg, 28, D(CR),DMC,M(R)","Kristijan Jakic Augsburg, 28, D(CR),DMC,M(R)",27(4),2310,-,-,2,-,0.6,83.9,1.2,1,6.54
"218Finn PorathHolstein Kiel, 29, M(CLR)","Finn Porath Holstein Kiel, 29, M(CLR)",20(11),1969,2,2,3,-,0.9,71.4,0.8,-,6.54
"219Maximilian WittekBochum, 30, D(CL),M(LR)","Maximilian Wittek Bochum, 30, D(CL),M(LR)",32(1),2671,-,-,7,-,1.2,73.5,0.7,-,6.54
"220Phil HarresHolstein Kiel, 24, FW","Phil Harres Holstein Kiel, 24, FW",17(9),1500,8,1,3,-,1.4,58.0,2.0,2,6.54
"221Nathan TellaLeverkusen, 26, M(CLR),FW","Nathan Tella Leverkusen, 26, M(CLR),FW",17(10),1364,2,4,1,-,1,80.7,0.4,-,6.54
"222Giorgos MasourasBochum, 32, AM(LR),FW","Giorgos Masouras Bochum, 32, AM(LR),FW",12(2),1020,2,-,1,-,1.9,76.2,1.7,1,6.53
"223Lasse RießMainz, 24, GK","Lasse Rieß Mainz, 24, GK",3,181,-,-,1,-,-,59.7,-,-,6.53
"224Joe ScallyBorussia M.Gladbach, 23, D(CLR),M(LR)","Joe Scally Borussia M.Gladbach, 23, D(CLR),M(LR)",30(2),2587,-,-,6,-,0.2,84.7,0.8,1,6.53
"225Kevin KamplRBL, 35, M(CLR)","Kevin Kampl RBL, 35, M(CLR)",18(8),1598,1,-,5,-,0.3,91.1,0.1,-,6.53
"226Issa KaboréWerder Bremen, 24, D(R),M(R)","Issa Kaboré Werder Bremen, 24, D(R),M(R)",3(6),307,-,1,-,-,0.8,85.0,0.7,-,6.53
"227El Chadaille BitshiabuRBL, 20, D(C)","El Chadaille Bitshiabu RBL, 20, D(C)",13(8),1129,-,-,2,1,0.2,85.3,1,-,6.53
"228Maarten VandevoordtRBL, 24, GK","Maarten Vandevoordt RBL, 24, GK",4(2),428,-,-,-,-,-,75.5,0.2,-,6.53
"229Oladapo AfolayanSt. Pauli, 28, AM(CLR),FW","Oladapo Afolayan St. Pauli, 28, AM(CLR),FW",17(15),1640,3,1,3,-,1.2,75.6,0.6,-,6.53
"230Noah WeisshauptSt. Pauli, 24, M(L)","Noah Weisshaupt St. Pauli, 24, M(L)",13(6),1169,1,-,-,-,0.9,69.9,0.8,-,6.53
"231Kiliann SildilliaFreiburg, 23, D(CR),M(R)","Kiliann Sildillia Freiburg, 23, D(CR),M(R)",8(13),794,2,-,2,-,0.3,77.8,1.0,2,6.52
"232Can UzunEintracht Frankfurt, 20, AM(C),FW","Can Uzun Eintracht Frankfurt, 20, AM(C),FW",6(14),669,4,1,1,-,1.4,82.9,0.3,1,6.52
"233Amadou HaidaraRBL, 28, M(CLR)","Amadou Haidara RBL, 28, M(CLR)",16(12),1325,-,1,7,-,0.6,81.2,1.1,-,6.52
"234Thomas MüllerBayern, 36, M(CLR),FW","Thomas Müller Bayern, 36, M(CLR),FW",12(18),1218,1,4,3,-,1,78.0,0.6,-,6.51
"235Michael ZettererWerder Bremen, 30, GK","Michael Zetterer Werder Bremen, 30, GK",34,3060,-,-,2,-,-,75.5,0.2,3,6.51
"236Nathan NgoumouBorussia M.Gladbach, 26, AM(LR)","Nathan Ngoumou Borussia M.Gladbach, 26, AM(LR)",9(10),828,2,1,-,-,1.3,77.8,0.5,1,6.51
"237Kevin AkpogumaHoffenheim, 31, D(CR),M(R)","Kevin Akpoguma Hoffenheim, 31, D(CR),M(R)",23(9),2216,-,-,3,-,0.2,88.2,1.5,1,6.5
"238Johan ManzambiFreiburg, 20, M(C)","Johan Manzambi Freiburg, 20, M(C)",4(7),333,2,1,2,-,1,78.3,0.8,-,6.5
"239Tim SierslebenFC Heidenheim, 26, D(C)","Tim Siersleben FC Heidenheim, 26, D(C)",14(2),1185,-,-,4,-,0.3,82.3,1.3,-,6.5
"240Andreas Skov OlsenWolfsburg, 26, M(CR)","Andreas Skov Olsen Wolfsburg, 26, M(CR)",4(8),532,1,1,-,-,0.6,87.6,0.3,-,6.5
"241Benedikt PichlerHolstein Kiel, 28, FW","Benedikt Pichler Holstein Kiel, 28, FW",7(11),779,1,2,1,-,1.1,65.7,2.3,-,6.49
"242Omar Haktab TraoréFC Heidenheim, 28, D(R),M(R)","Omar Haktab Traoré FC Heidenheim, 28, D(R),M(R)",30,2622,-,1,6,-,0.5,73.7,0.5,-,6.49
"243Christoph BaumgartnerRBL, 26, AM(CLR),FW","Christoph Baumgartner RBL, 26, AM(CLR),FW",18(13),1607,2,1,5,-,1.3,70.6,1.4,-,6.49
"244Lasse RosenboomHolstein Kiel, 24, D(R),M(R)","Lasse Rosenboom Holstein Kiel, 24, D(R),M(R)",21(5),1739,2,2,3,-,0.5,63.3,1.2,-,6.49
"245Tymoteusz PuchaczHolstein Kiel, 27, D(L),M(L)","Tymoteusz Puchacz Holstein Kiel, 27, D(L),M(L)",5(5),396,-,1,-,-,0.4,80.0,0.4,-,6.49
"246Amine AdliLeverkusen, 25, AM(CLR),FW","Amine Adli Leverkusen, 25, AM(CLR),FW",6(14),758,2,-,3,-,1.0,81.1,1.1,-,6.49
"247Gerrit HoltmannBochum, 31, D(L),M(LR)","Gerrit Holtmann Bochum, 31, D(L),M(LR)",12(11),1139,2,1,2,-,1.2,78.7,0.4,-,6.49
"248Myron BoaduBochum, 25, FW","Myron Boadu Bochum, 25, FW",11(8),1045,7,1,2,-,1.3,71.3,0.8,3,6.49
"249Sacha BoeyBayern, 25, D(R)","Sacha Boey Bayern, 25, D(R)",6(7),594,-,2,1,-,0.2,93.8,0.5,-,6.49
"250Andreas Hanche-OlsenMainz, 29, D(CR)","Andreas Hanche-Olsen Mainz, 29, D(CR)",12(10),1279,1,1,2,1,0.5,83.4,2.3,-,6.48
"251Bazoumana TouréHoffenheim, 20, M(L),FW","Bazoumana Touré Hoffenheim, 20, M(L),FW",7(6),609,-,3,1,-,1.5,72.2,0.9,-,6.48
"252Lukás HrádeckyLeverkusen, 36, GK","Lukás Hrádecky Leverkusen, 36, GK",29,2610,-,-,1,-,-,72.6,-,1,6.48
"253Anthony JungWerder Bremen, 34, D(CL),M(L)","Anthony Jung Werder Bremen, 34, D(CL),M(L)",20(8),1898,-,-,1,-,-,89.8,1.2,-,6.48
"254Jonas OmlinBorussia M.Gladbach, 32, GK","Jonas Omlin Borussia M.Gladbach, 32, GK",11(1),980,-,-,-,1,-,71.1,0.2,-,6.48
"255Erhan MasovicBochum, 27, D(C),DMC","Erhan Masovic Bochum, 27, D(C),DMC",10(5),907,1,1,2,-,0.5,83.5,1.5,-,6.48
"256Niklas DorschFC Heidenheim, 28, M(C)","Niklas Dorsch FC Heidenheim, 28, M(C)",19(3),1350,2,2,5,1,0.4,86.5,0.4,-,6.48
"257Alexander NübelStuttgart, 29, GK","Alexander Nübel Stuttgart, 29, GK",34,3060,-,1,-,-,-,74.7,0.1,-,6.47
"258Christian GünterFreiburg, 33, D(L),M(L)","Christian Günter Freiburg, 33, D(L),M(L)",27(2),2324,2,2,-,-,0.7,78.6,0.2,-,6.47
"259Armin GigovicHolstein Kiel, 24, M(C)","Armin Gigovic Holstein Kiel, 24, M(C)",23(7),1862,5,1,5,-,0.8,79.6,0.6,-,6.47
"260Woo-yeong JeongUnion Berlin, 26, AM(CR),FW","Woo-yeong Jeong Union Berlin, 26, AM(CR),FW",17(6),1272,3,2,2,-,1.1,79.6,0.7,-,6.47
"261Marcel SabitzerBorussia Dortmund, 32, M(CLR),FW","Marcel Sabitzer Borussia Dortmund, 32, M(CLR),FW",18(8),1616,1,-,3,-,0.8,86.8,0.7,-,6.47
"262Josha VagnomanStuttgart, 25, D(LR),M(LR)","Josha Vagnoman Stuttgart, 25, D(LR),M(LR)",19(7),1836,1,1,4,-,0.6,82.4,0.9,-,6.47
"263Ramon HendriksStuttgart, 24, D(CL)","Ramon Hendriks Stuttgart, 24, D(CL)",10(15),1143,-,1,3,-,0.2,87.2,1.2,-,6.47
"264Mahmoud DahoudEintracht Frankfurt, 30, M(C)","Mahmoud Dahoud Eintracht Frankfurt, 30, M(C)",3(6),362,1,1,2,-,0.8,86.8,0.1,-,6.47
"265Sebastiaan BornauwWolfsburg, 27, D(C)","Sebastiaan Bornauw Wolfsburg, 27, D(C)",8(7),784,2,1,2,-,0.5,82.0,2.4,-,6.46
"266Marvin FriedrichBorussia M.Gladbach, 30, D(C)","Marvin Friedrich Borussia M.Gladbach, 30, D(C)",9(13),980,-,1,-,-,0.3,88.5,1.5,1,6.46
"267Robin GosensUnion Berlin, 31, D(L),M(CL)","Robin Gosens Union Berlin, 31, D(L),M(CL)",1,90,-,-,1,-,1.0,58.1,7.0,-,6.46
"268Salih ÖzcanBorussia Dortmund, 28, M(C)","Salih Özcan Borussia Dortmund, 28, M(C)",3(8),387,-,-,-,-,0.4,78.8,1.4,-,6.46
"269El Bilal TouréStuttgart, 24, AM(L),FW","El Bilal Touré Stuttgart, 24, AM(L),FW",3(9),351,2,1,-,-,1.2,79.8,1.6,1,6.46
"270Luca JaquezStuttgart, 22, D(C)","Luca Jaquez Stuttgart, 22, D(C)",2(3),253,-,-,-,-,0.2,91.9,0.8,-,6.46
"271Fabian RiederStuttgart, 24, AM(CR)","Fabian Rieder Stuttgart, 24, AM(CR)",8(13),867,1,3,1,-,1,75.6,0.2,-,6.46
"272Emiliano BuendíaLeverkusen, 29, M(CLR),FW","Emiliano Buendía Leverkusen, 29, M(CLR),FW",3(8),256,2,-,-,-,0.6,80.4,0.5,1,6.46
"273Luca PhilippHoffenheim, 25, GK","Luca Philipp Hoffenheim, 25, GK",6,540,-,-,-,-,-,59.1,-,-,6.45
"274Niklas SüleBorussia Dortmund, 30, D(CR)","Niklas Süle Borussia Dortmund, 30, D(CR)",12(3),1059,-,-,1,-,0.6,93.0,0.8,-,6.45
"275Lennard MaloneyFC Heidenheim, 26, D(C),DMC","Lennard Maloney FC Heidenheim, 26, D(C),DMC",10(1),765,-,-,1,-,0.3,72.1,1.5,-,6.45
"276Max GeschwillHolstein Kiel, 24, D(C)","Max Geschwill Holstein Kiel, 24, D(C)",13(6),1284,1,2,2,-,0.5,77.6,0.8,1,6.45
"277Oliver BurkeWerder Bremen, 29, AM(CLR),FW","Oliver Burke Werder Bremen, 29, AM(CLR),FW",9(16),900,5,-,4,-,1.4,63.0,1.6,1,6.45
"278Alexander MeyerBorussia Dortmund, 35, GK","Alexander Meyer Borussia Dortmund, 35, GK",2,180,-,-,-,-,-,63.7,-,-,6.45
"279Mads RoerslevWolfsburg, 26, D(R),M(R)","Mads Roerslev Wolfsburg, 26, D(R),M(R)",2(5),297,-,-,-,-,-,85.3,0.3,-,6.45
"280Patrick OsterhageFreiburg, 26, DMC","Patrick Osterhage Freiburg, 26, DMC",27(3),2275,1,-,4,1,0.7,85.3,1,-,6.45
"281Kevin VogtUnion Berlin, 34, D(CR),M(C)","Kevin Vogt Union Berlin, 34, D(CR),M(C)",16(2),1372,1,-,6,-,0.1,88.4,0.8,-,6.45
"282Finn BeckerHoffenheim, 25, M(C)","Finn Becker Hoffenheim, 25, M(C)",7(6),666,-,1,1,-,0.3,84.0,0.5,-,6.44
"283Nicolas HöflerFreiburg, 36, D(C),DMC","Nicolas Höfler Freiburg, 36, D(C),DMC",7(13),784,-,-,3,-,0.2,87.1,1.4,-,6.44
"284Farès ChaïbiEintracht Frankfurt, 23, M(CLR),FW","Farès Chaïbi Eintracht Frankfurt, 23, M(CLR),FW",10(16),1011,1,3,2,-,1.0,74.3,0.7,-,6.44
"285Lars RitzkaSt. Pauli, 27, D(CL),M(L)","Lars Ritzka St. Pauli, 27, D(CL),M(L)",11(10),922,1,-,1,-,0.4,71.3,0.3,-,6.44
"286Lutsharel GeertruidaRBL, 25, D(CLR),DMC","Lutsharel Geertruida RBL, 25, D(CLR),DMC",17(7),1558,1,-,3,-,0.3,88.4,0.5,-,6.44
"287Jakub KaminskiWolfsburg, 23, M(CLR)","Jakub Kaminski Wolfsburg, 23, M(CLR)",12(10),1125,-,2,2,-,0.7,75.0,0.3,-,6.44
"288Haris TabakovicHoffenheim, 31, FW","Haris Tabakovic Hoffenheim, 31, FW",6(16),811,3,1,-,-,1.4,64.6,2.0,-,6.44
"289Lucas TousartUnion Berlin, 28, M(C)","Lucas Tousart Union Berlin, 28, M(C)",6(9),561,-,1,2,-,0.6,67.5,1.3,-,6.43
"290Donyell MalenBorussia Dortmund, 27, AM(CLR),FW","Donyell Malen Borussia Dortmund, 27, AM(CLR),FW",6(8),611,3,-,1,-,1.4,75.4,0.1,-,6.43
"291Junior Dina EbimbeEintracht Frankfurt, 25, M(CLR)","Junior Dina Ebimbe Eintracht Frankfurt, 25, M(CLR)",3(4),291,-,1,-,-,1.1,66.7,1.3,-,6.43
"292Kilian FischerWolfsburg, 25, D(CR),M(R)","Kilian Fischer Wolfsburg, 25, D(CR),M(R)",29(3),2311,1,-,7,-,0.2,81.5,0.7,-,6.43
"293Eren DinkçiFreiburg, 24, AM(CLR)","Eren Dinkçi Freiburg, 24, AM(CLR)",13(10),1198,-,3,1,-,0.6,78.0,0.3,-,6.43
"294Noahkai BanksAugsburg, 19, D(C)","Noahkai Banks Augsburg, 19, D(C)",2(6),275,-,-,2,-,0.1,94.4,1.0,-,6.43
"295Paul WannerFC Heidenheim, 20, M(CR)","Paul Wanner FC Heidenheim, 20, M(CR)",20(9),1784,3,2,2,-,0.9,77.1,0.4,-,6.43
"296Maxim LeitschMainz, 27, D(C)","Maxim Leitsch Mainz, 27, D(C)",6(8),670,1,-,2,-,0.4,79.5,1.4,-,6.43
"297Anrie ChaseStuttgart, 22, D(C)","Anrie Chase Stuttgart, 22, D(C)",7(5),729,-,-,1,-,0.4,92.0,1.4,-,6.43
"298Finn JeltschStuttgart, 19, D(C)","Finn Jeltsch Stuttgart, 19, D(C)",9(3),777,-,-,2,-,0.2,92.3,1.0,-,6.43
"299Felix PasslackBochum, 27, D(LR),M(CR)","Felix Passlack Bochum, 27, D(LR),M(CR)",30(1),2305,1,5,4,-,0.7,71.9,0.3,-,6.43
"300Martin TerrierLeverkusen, 29, AM(CL),FW","Martin Terrier Leverkusen, 29, AM(CL),FW",7(8),584,2,1,1,-,1.1,84.2,0.7,-,6.43
"301Bence DárdaiWolfsburg, 20, M(C)","Bence Dárdai Wolfsburg, 20, M(C)",16(5),1314,1,1,-,-,0.5,81.7,0.5,-,6.43
"302Jacob Bruun LarsenHoffenheim, 27, AM(CLR),FW","Jacob Bruun Larsen Hoffenheim, 27, AM(CLR),FW",3(9),393,2,2,-,-,1.2,81.3,0.4,-,6.42
"303Siebe Van der HeydenSt. Pauli, 27, D(C)","Siebe Van der Heyden St. Pauli, 27, D(C)",11(2),876,1,-,2,1,0.2,81.4,2.4,-,6.42
"304Carlo BoukhalfaSt. Pauli, 26, AM(C)","Carlo Boukhalfa St. Pauli, 26, AM(C)",19(6),1655,2,-,1,-,0.8,72.9,1,1,6.42
"305Henri KoudossouAugsburg, 26, D(R)","Henri Koudossou Augsburg, 26, D(R)",4(17),735,-,-,1,-,0.1,82.8,0.4,-,6.42
"306Jordan SiebatcheuUnion Berlin, 30, FW","Jordan Siebatcheu Union Berlin, 30, FW",10(8),909,-,1,2,-,1.3,69.3,2.4,-,6.42
"307Elias SaadSt. Pauli, 26, AM(CL)","Elias Saad St. Pauli, 26, AM(CL)",10(8),903,3,2,1,-,1.4,79.9,0.4,1,6.41
"308Jonas FöhrenbachFC Heidenheim, 30, D(CL),M(L)","Jonas Föhrenbach FC Heidenheim, 30, D(CL),M(L)",22(5),1833,-,1,3,-,0.3,74.9,0.5,-,6.4
"309Yan CoutoBorussia Dortmund, 23, D(R),M(R)","Yan Couto Borussia Dortmund, 23, D(R),M(R)",8(13),888,-,-,5,-,0.3,85.2,-,-,6.4
"310Niels NkounkouEintracht Frankfurt, 25, D(L),M(L)","Niels Nkounkou Eintracht Frankfurt, 25, D(L),M(L)",4(8),379,-,-,1,-,0.3,72.8,0.3,-,6.4
"311Lukas UllrichBorussia M.Gladbach, 22, D(L),M(L)","Lukas Ullrich Borussia M.Gladbach, 22, D(L),M(L)",24(2),1919,1,2,4,-,0.3,77.6,0.5,-,6.4
"312Danel SinaniSt. Pauli, 29, AM(CR),FW","Danel Sinani St. Pauli, 29, AM(CR),FW",14(12),1253,2,1,3,-,1.3,77.3,0.4,1,6.4
"313Yorbe VertessenUnion Berlin, 25, AM(CL),FW","Yorbe Vertessen Union Berlin, 25, AM(CL),FW",7(10),718,1,-,2,-,1.6,70.1,0.4,1,6.39
"314Derrick KöhnWerder Bremen, 27, D(CL),M(L)","Derrick Köhn Werder Bremen, 27, D(CL),M(L)",14(13),1346,2,2,2,-,0.5,83.7,0.3,-,6.39
"315Jonas HofmannLeverkusen, 33, D(R),M(CLR),FW","Jonas Hofmann Leverkusen, 33, D(R),M(CLR),FW",4(7),352,2,1,1,-,0.8,90.2,-,-,6.39
"316Jonah Kusi-AsareBayern, 18, Forward","Jonah Kusi-Asare Bayern, 18, Forward",0(1),2,-,-,-,-,1,100.0,1,-,6.39
"317Nikolas NarteyStuttgart, 26, M(CL)","Nikolas Nartey Stuttgart, 26, M(CL)",0(1),21,-,-,-,-,-,80.0,1,-,6.39
"318Marco GrüllWerder Bremen, 27, AM(CLR),FW","Marco Grüll Werder Bremen, 27, AM(CLR),FW",13(17),1180,6,1,1,-,0.8,80.2,0.2,1,6.39
"319João PalhinhaBayern, 30, D(C),DMC","João Palhinha Bayern, 30, D(C),DMC",6(11),667,-,-,2,1,0.6,92.9,1.2,-,6.39
"320Marnon BuschFC Heidenheim, 31, D(CR),M(R)","Marnon Busch FC Heidenheim, 31, D(CR),M(R)",15(8),1398,-,1,1,-,0.6,76.0,0.6,-,6.38
"321Max RosenfelderFreiburg, 23, D(C)","Max Rosenfelder Freiburg, 23, D(C)",13(12),1245,1,-,2,-,0.2,87.4,0.5,1,6.38
"322Nediljko LabrovicAugsburg, 26, GK","Nediljko Labrovic Augsburg, 26, GK",15,1350,-,-,-,-,-,65.6,0.5,-,6.38
"323Janik HabererUnion Berlin, 32, M(CLR),FW","Janik Haberer Union Berlin, 32, M(CLR),FW",21(7),1706,-,-,1,-,0.5,78.2,0.6,-,6.38
"324Kevin MüllerFC Heidenheim, 35, GK","Kevin Müller FC Heidenheim, 35, GK",33,2940,-,-,-,-,-,72.7,0.3,-,6.38
