Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"20Declan RiceArsenal, 27, D(C),DMC","Declan Rice Arsenal, 27, D(C),DMC",33(2),2833,4,7,5,1,1.4,89.8,1.1,3,7.09
"21Eberechi EzeCrystal Palace, 27, AM(CLR)","Eberechi Eze Crystal Palace, 27, AM(CLR)",31(3),2604,8,8,1,-,3,81.5,0.2,3,7.09
"22Alexis Mac AllisterLiverpool, 27, M(CL),FW","Alexis Mac Allister Liverpool, 27, M(CL),FW",30(5),2608,5,5,6,-,1.1,87.2,0.5,1,7.08
"23Youri TielemansAston Villa, 28, M(C)","Youri Tielemans Aston Villa, 28, M(C)",35(1),3033,3,7,4,-,1.1,86.0,0.7,4,7.08
"24Virgil van DijkLiverpool, 34, D(C)","Virgil van Dijk Liverpool, 34, D(C)",37,3330,3,1,5,-,0.7,91.7,3.2,2,7.07
"25Aaron Wan-BissakaWest Ham, 28, D(LR),M(R)","Aaron Wan-Bissaka West Ham, 28, D(LR),M(R)",35(1),3155,2,5,1,-,0.4,82.8,0.6,4,7.07
"26Antonee RobinsonFulham, 28, D(L),M(L)","Antonee Robinson Fulham, 28, D(L),M(L)",35(1),3167,-,10,8,-,0.4,81.0,1.4,4,7.07
"27Trent Alexander-ArnoldLiverpool, 27, D(R),DMC,M(R)","Trent Alexander-Arnold Liverpool, 27, D(R),DMC,M(R)",28(5),2378,3,6,5,-,1.4,77.7,0.1,1,7.06
"28NetoBournemouth, 36, GK","Neto Bournemouth, 36, GK",2,180,-,-,-,-,-,61.1,-,-,7.03
"29Moisés CaicedoChelsea, 24, D(R),DMC","Moisés Caicedo Chelsea, 24, D(R),DMC",38,3356,1,2,11,-,0.5,90.2,0.9,-,7.02
"30Mikkel DamsgaardBrentford, 25, AM(CL)","Mikkel Damsgaard Brentford, 25, AM(CL)",34(4),2930,2,10,2,-,0.9,77.6,0.3,2,7.01
"31MurilloNottingham Forest, 23, D(C)","Murillo Nottingham Forest, 23, D(C)",36,3191,2,-,6,-,0.7,79.5,1.2,4,7.01
"32Jacob MurphyNewcastle, 31, D(R),M(LR)","Jacob Murphy Newcastle, 31, D(R),M(LR)",31(4),2380,8,12,4,-,1.2,75.5,0.1,3,7.01
"33Yoane WissaBrentford, 29, AM(L),FW","Yoane Wissa Brentford, 29, AM(L),FW",34(1),2930,19,4,5,-,2.6,79.6,0.9,1,7.0
"34Son Heung-MinTottenham, 33, M(CLR),FW","Son Heung-Min Tottenham, 33, M(CLR),FW",24(6),2118,7,9,1,-,1.9,84.0,0.2,3,7.0
"35Josko GvardiolMan City, 24, D(CL)","Josko Gvardiol Man City, 24, D(CL)",36(1),3280,5,-,2,-,1.1,91.4,1.5,2,7.0
"36Morgan Gibbs-WhiteNottingham Forest, 26, AM(CLR),FW","Morgan Gibbs-White Nottingham Forest, 26, AM(CLR),FW",34,2825,7,8,9,1,1.8,80.7,1.2,4,7.0
"37Kai HavertzArsenal, 26, M(CR),FW","Kai Havertz Arsenal, 26, M(CR),FW",21(2),1875,9,3,5,-,2.3,79.8,2.8,1,7.0
"38Mark FlekkenBrentford, 32, GK","Mark Flekken Brentford, 32, GK",37,3276,-,2,1,-,-,71.8,0.1,2,6.99
"39Iliman NdiayeEverton, 26, AM(CLR),FW","Iliman Ndiaye Everton, 26, AM(CLR),FW",29(4),2441,9,-,3,-,1.1,84.9,0.2,2,6.99
"40James MaddisonTottenham, 29, AM(CLR)","James Maddison Tottenham, 29, AM(CLR)",21(10),1818,9,7,6,-,1.3,86.7,0.2,2,6.98
"41Elliot AndersonNottingham Forest, 23, M(CL)","Elliot Anderson Nottingham Forest, 23, M(CL)",33(4),2744,2,6,10,-,1.1,82.3,1.5,3,6.98
"42Bruno GuimarãesNewcastle, 28, DMC","Bruno Guimarães Newcastle, 28, DMC",38,3286,5,6,7,-,1.2,83.7,0.5,-,6.98
"43Kevin De BruyneMan City, 34, M(CLR),FW","Kevin De Bruyne Man City, 34, M(CLR),FW",19(9),1707,4,7,2,-,2.0,83.0,0.2,2,6.97
"44Mateo KovacicMan City, 31, M(CL)","Mateo Kovacic Man City, 31, M(CL)",25(6),2205,6,2,5,1,1.5,92.8,0.3,2,6.97
"45Chris WoodNottingham Forest, 34, FW","Chris Wood Nottingham Forest, 34, FW",35(1),2978,20,3,1,-,1.9,64.9,2.6,2,6.96
"46Abdul FatawuLeicester, 22, AM(LR)","Abdul Fatawu Leicester, 22, AM(LR)",6(5),577,-,2,-,-,1.2,68.4,1.3,1,6.96
"47Pedro PorroTottenham, 26, D(R),M(R)","Pedro Porro Tottenham, 26, D(R),M(R)",28(5),2609,2,6,5,-,1.2,76.0,0.4,2,6.95
"48Christian NørgaardBrentford, 32, D(C),DMC","Christian Nørgaard Brentford, 32, D(C),DMC",34,2831,5,4,8,1,1.1,82.7,1.5,1,6.95
"49Rayan Aït-NouriWolves, 24, D(L),M(L)","Rayan Aït-Nouri Wolves, 24, D(L),M(L)",37,3129,4,7,5,1,1.0,86.7,0.6,2,6.95
"50Enzo FernándezChelsea, 25, M(C)","Enzo Fernández Chelsea, 25, M(C)",32(4),2948,6,7,8,-,1.5,83.7,0.4,1,6.95
"51Ryan GravenberchLiverpool, 23, DMC","Ryan Gravenberch Liverpool, 23, DMC",37,3169,-,4,6,1,0.5,89.5,0.7,1,6.94
"52Alex IwobiFulham, 29, D(R),M(CLR)","Alex Iwobi Fulham, 29, D(R),M(CLR)",35(3),2999,9,6,1,-,1.8,80.0,0.2,6,6.94
"53Dango OuattaraBournemouth, 24, D(L),M(LR),FW","Dango Ouattara Bournemouth, 24, D(L),M(LR),FW",21(11),2009,7,4,3,-,1.9,65.9,1.4,1,6.94
"54Lewis HallNewcastle, 21, D(L),M(L)","Lewis Hall Newcastle, 21, D(L),M(L)",24(3),2193,-,4,3,-,0.4,85.4,1.1,2,6.93
"55Nathan CollinsBrentford, 24, D(CR)","Nathan Collins Brentford, 24, D(CR)",38,3420,2,3,5,-,0.4,86.3,3.1,1,6.93
"56Nikola MilenkovicNottingham Forest, 28, D(CR)","Nikola Milenkovic Nottingham Forest, 28, D(CR)",37,3330,5,2,4,-,0.8,82.8,2.7,2,6.93
"57Dean HuijsenBournemouth, 21, D(C)","Dean Huijsen Bournemouth, 21, D(C)",26(6),2422,3,2,10,-,0.6,84.2,2.1,2,6.93
"58JoelintonNewcastle, 29, AM(CLR),FW","Joelinton Newcastle, 29, AM(CLR),FW",29,2405,4,3,10,-,1.6,83.8,2.0,3,6.93
"59Thomas ParteyArsenal, 32, D(R),M(CR)","Thomas Partey Arsenal, 32, D(R),M(CR)",31(4),2799,4,2,4,-,0.7,88.6,0.8,1,6.93
"60Morgan RogersAston Villa, 23, AM(CLR),FW","Morgan Rogers Aston Villa, 23, AM(CLR),FW",37,3131,8,10,10,-,1.5,75.3,0.4,3,6.92
"61Kaoru MitomaBrighton, 28, M(L)","Kaoru Mitoma Brighton, 28, M(L)",28(8),2612,10,4,1,-,1.6,80.8,0.8,1,6.92
"62Ryan ChristieBournemouth, 31, M(CLR),FW","Ryan Christie Bournemouth, 31, M(CLR),FW",27(2),2131,2,3,9,-,1.1,82.1,0.8,3,6.92
"63Trevoh ChalobahCrystal Palace, 26, D(CR),DMC","Trevoh Chalobah Crystal Palace, 26, D(CR),DMC",12,1063,3,-,1,-,0.9,79.8,1.8,-,6.92
"64Jason SteeleBrighton, 35, GK","Jason Steele Brighton, 35, GK",2,180,-,-,-,-,-,89.5,0.5,-,6.92
"65SavinhoMan City, 22, AM(CLR)","Savinho Man City, 22, AM(CLR)",21(8),1773,1,8,3,-,1.9,87.3,-,3,6.91
"66Bernardo SilvaMan City, 31, M(CLR),FW","Bernardo Silva Man City, 31, M(CLR),FW",29(4),2668,4,4,7,-,1,89.0,0.2,2,6.91
"67Gabriel MagalhãesArsenal, 28, D(C)","Gabriel Magalhães Arsenal, 28, D(C)",28,2366,3,1,4,-,0.8,90.7,2,-,6.91
"68Dwight McNeilEverton, 26, M(CLR)","Dwight McNeil Everton, 26, M(CLR)",15(6),1371,4,6,1,-,1.2,82.6,0.1,-,6.91
"69Martin ØdegaardArsenal, 27, AM(CR)","Martin Ødegaard Arsenal, 27, AM(CR)",26(4),2332,3,8,4,-,1.6,86.9,0.3,1,6.9
"70Mohammed KudusWest Ham, 25, M(CLR),FW","Mohammed Kudus West Ham, 25, M(CLR),FW",31(1),2604,5,3,2,1,2.3,89.9,0.3,1,6.89
"71João PedroBrighton, 24, AM(CL),FW","João Pedro Brighton, 24, AM(CL),FW",23(4),1955,10,6,4,1,1.7,74.6,1.6,4,6.89
"72Dominik SzoboszlaiLiverpool, 25, D(R),M(CLR),FW","Dominik Szoboszlai Liverpool, 25, D(R),M(CLR),FW",29(7),2496,6,6,6,-,1.9,85.8,0.5,2,6.89
"73Kevin SchadeBrentford, 24, AM(LR),FW","Kevin Schade Brentford, 24, AM(LR),FW",26(12),2301,11,2,3,-,1.4,64.3,2.4,3,6.89
"74Maxence LacroixCrystal Palace, 26, D(C)","Maxence Lacroix Crystal Palace, 26, D(C)",35,3119,1,1,5,-,0.9,81.9,1.7,2,6.88
"75Carlos BalebaBrighton, 22, DMC","Carlos Baleba Brighton, 22, DMC",31(3),2674,3,1,6,1,1.3,87.9,1.1,1,6.88
"76Emmanuel AgbadouWolves, 28, D(CR),DMC","Emmanuel Agbadou Wolves, 28, D(CR),DMC",16,1411,1,-,3,-,0.4,85.8,1.6,1,6.88
"77Neco WilliamsNottingham Forest, 25, D(LR),M(LR)","Neco Williams Nottingham Forest, 25, D(LR),M(LR)",28(7),2592,1,3,7,-,1.1,81.4,1.1,1,6.88
"78Nicolas JacksonChelsea, 24, FW","Nicolas Jackson Chelsea, 24, FW",28(2),2241,10,5,7,1,2.5,76.7,0.7,2,6.88
"79Pervis EstupiñánBrighton, 28, D(L),M(L)","Pervis Estupiñán Brighton, 28, D(L),M(L)",26(4),2403,1,1,5,-,0.9,88.3,1.5,1,6.86
"80Callum Hudson-OdoiNottingham Forest, 25, M(CLR),FW","Callum Hudson-Odoi Nottingham Forest, 25, M(CLR),FW",25(6),2205,5,2,2,-,1.2,88.6,0.1,1,6.86
"81Justin KluivertBournemouth, 26, AM(CLR),FW","Justin Kluivert Bournemouth, 26, AM(CLR),FW",29(5),2360,12,6,8,-,1.9,81.0,0.2,2,6.86
"82Lisandro MartínezMan Utd, 28, D(CL),DMC","Lisandro Martínez Man Utd, 28, D(CL),DMC",20,1754,2,1,7,-,0.9,90.0,0.8,1,6.86
"83Leandro TrossardArsenal, 31, M(CLR),FW","Leandro Trossard Arsenal, 31, M(CLR),FW",28(10),2560,8,7,2,1,1.9,80.5,0.2,3,6.86
"84Cody GakpoLiverpool, 26, AM(CLR),FW","Cody Gakpo Liverpool, 26, AM(CLR),FW",23(12),1939,10,4,5,-,1.6,83.7,0.5,2,6.86
"85Wilfred NdidiLeicester, 29, D(C),M(C)","Wilfred Ndidi Leicester, 29, D(C),M(C)",28,2337,-,5,8,-,0.8,82.4,2.2,1,6.85
"86Jordan PickfordEverton, 32, GK","Jordan Pickford Everton, 32, GK",38,3420,-,1,7,-,-,63.1,0.2,4,6.85
"87Martin DúbravkaNewcastle, 37, GK","Martin Dúbravka Newcastle, 37, GK",10,900,-,-,-,-,-,75.9,0.4,-,6.85
"88CasemiroMan Utd, 34, D(C),DMC","Casemiro Man Utd, 34, D(C),DMC",18(6),1499,1,-,5,-,1.3,80.2,1.6,2,6.84
"89Dominic SolankeTottenham, 28, FW","Dominic Solanke Tottenham, 28, FW",25(2),2205,9,3,-,-,2.2,71.4,1.7,1,6.84
"90Marcus TavernierBournemouth, 27, M(CLR)","Marcus Tavernier Bournemouth, 27, M(CLR)",20(9),1940,3,5,6,-,2,80.3,0.9,-,6.84
"91Ibrahima KonatéLiverpool, 26, D(C)","Ibrahima Konaté Liverpool, 26, D(C)",30(1),2567,1,2,5,-,0.6,90.3,2.4,-,6.84
"92Yankuba MintehBrighton, 21, AM(LR)","Yankuba Minteh Brighton, 21, AM(LR)",20(12),1846,6,4,6,-,1.1,68.7,0.6,3,6.84
"93Tomás SoucekWest Ham, 31, M(C)","Tomás Soucek West Ham, 31, M(C)",30(5),2573,9,1,8,-,1.6,74.8,2.9,3,6.84
"94Anthony GordonNewcastle, 25, AM(CLR),FW","Anthony Gordon Newcastle, 25, AM(CLR),FW",28(6),2447,6,5,2,-,1.7,81.0,0.2,1,6.84
"95Dan BurnNewcastle, 33, D(CL),M(L)","Dan Burn Newcastle, 33, D(CL),M(L)",37,3330,1,1,11,-,0.6,88.6,4.0,-,6.84
"96Vitalii MykolenkoEverton, 26, D(CL),M(L)","Vitalii Mykolenko Everton, 26, D(CL),M(L)",35,3084,1,2,4,-,0.4,78.6,1.4,1,6.83
"97Dejan KulusevskiTottenham, 26, AM(CR),FW","Dejan Kulusevski Tottenham, 26, AM(CR),FW",27(5),2392,7,4,3,-,1.5,81.2,0.3,1,6.83
"98Diogo DalotMan Utd, 27, D(LR),M(LR)","Diogo Dalot Man Utd, 27, D(LR),M(LR)",31(2),2814,-,3,5,-,0.8,83.8,1.2,-,6.83
"99Sandro TonaliNewcastle, 25, DMC","Sandro Tonali Newcastle, 25, DMC",28(8),2632,4,2,5,-,1.0,85.9,0.3,2,6.83
"100Gabriel MartinelliArsenal, 24, AM(LR),FW","Gabriel Martinelli Arsenal, 24, AM(LR),FW",25(8),2302,8,4,1,-,1.7,79.0,0.5,1,6.83
"101Noni MaduekeChelsea, 24, AM(LR),FW","Noni Madueke Chelsea, 24, AM(LR),FW",27(5),2049,7,3,3,-,2.5,83.6,0.3,2,6.82
"102Idrissa GueyeEverton, 36, M(C)","Idrissa Gueye Everton, 36, M(C)",35(2),3070,-,3,9,-,0.7,87.1,0.7,1,6.82
"103Mario LeminaWolves, 32, D(C),M(C)","Mario Lemina Wolves, 32, D(C),M(C)",15(2),1365,1,3,4,-,1.1,81.3,1.5,2,6.82
"104Raúl JiménezFulham, 34, FW","Raúl Jiménez Fulham, 34, FW",30(8),2506,12,3,4,-,2.5,73.0,2.4,3,6.82
"105Kenny TeteFulham, 30, D(CR),M(R)","Kenny Tete Fulham, 30, D(CR),M(R)",21(1),1779,-,2,5,-,1.1,82.9,1.2,1,6.82
"106Marcus RashfordAston Villa, 28, AM(CLR),FW","Marcus Rashford Aston Villa, 28, AM(CLR),FW",4(6),443,2,2,-,-,1.9,82.1,0.1,1,6.82
"107William SalibaArsenal, 25, D(C)","William Saliba Arsenal, 25, D(C)",35,3042,2,-,2,1,0.2,94.6,1.8,2,6.82
"108Tyrone MingsAston Villa, 33, D(CL)","Tyrone Mings Aston Villa, 33, D(CL)",12(2),1121,-,-,1,-,0.6,88.3,2.0,-,6.81
"109Julio EncisoIpswich, 22, AM(CL),FW","Julio Enciso Ipswich, 22, AM(CL),FW",12(1),878,2,3,3,-,2.5,73.7,0.6,1,6.81
"110Anthony ElangaNottingham Forest, 23, AM(CLR),FW","Anthony Elanga Nottingham Forest, 23, AM(CLR),FW",31(7),2512,6,11,1,-,1.2,77.7,0.6,1,6.81
"111Marc GuéhiCrystal Palace, 25, D(C)","Marc Guéhi Crystal Palace, 25, D(C)",34,3060,3,2,7,1,0.4,84.1,2.0,2,6.81
"112Alisson BeckerLiverpool, 33, GK","Alisson Becker Liverpool, 33, GK",28,2509,-,-,-,-,-,80.7,0.3,-,6.8
"113Jean-Philippe MatetaCrystal Palace, 28, FW","Jean-Philippe Mateta Crystal Palace, 28, FW",33(4),2659,14,2,2,-,1.9,68.1,1.7,3,6.8
"114Cristian RomeroTottenham, 27, D(C)","Cristian Romero Tottenham, 27, D(C)",18,1421,1,-,3,-,0.9,89.7,2.3,-,6.8
"115Mikel MerinoArsenal, 29, M(C),FW","Mikel Merino Arsenal, 29, M(C),FW",17(11),1582,7,2,2,1,1.4,79.9,2.1,3,6.8
"116Danny WelbeckBrighton, 35, AM(CLR),FW","Danny Welbeck Brighton, 35, AM(CLR),FW",24(6),2123,10,4,5,-,2,85.6,0.6,3,6.8
"117Ollie WatkinsAston Villa, 30, AM(LR),FW","Ollie Watkins Aston Villa, 30, AM(LR),FW",31(7),2612,16,8,2,-,2.2,74.2,1.4,3,6.8
"118Nick PopeNewcastle, 34, GK","Nick Pope Newcastle, 34, GK",28,2520,-,-,2,-,-,65.3,0.5,1,6.8
"119Joachim AndersenFulham, 29, D(C)","Joachim Andersen Fulham, 29, D(C)",29,2573,-,-,6,1,0.7,83.3,2.6,1,6.79
"120Matz SelsNottingham Forest, 34, GK","Matz Sels Nottingham Forest, 34, GK",38,3420,-,-,4,-,-,48.6,0.4,1,6.79
"121Fabian SchärNewcastle, 34, D(C)","Fabian Schär Newcastle, 34, D(C)",33(1),2938,4,-,9,1,1.2,84.5,1.7,-,6.79
"122Jarrad BranthwaiteEverton, 23, D(C)","Jarrad Branthwaite Everton, 23, D(C)",28(2),2510,-,1,4,-,0.3,82.9,2.1,-,6.79
"123Nico O'ReillyMan City, 21, D(L),DMC","Nico O'Reilly Man City, 21, D(L),DMC",6(3),527,2,-,-,-,0.9,87.7,0.7,1,6.79
"124Lewis CookBournemouth, 29, D(R),M(CL)","Lewis Cook Bournemouth, 29, D(R),M(CL)",32(4),2978,1,3,8,1,0.4,81.9,1.1,-,6.78
"125Illia ZabarnyiBournemouth, 23, D(C)","Illia Zabarnyi Bournemouth, 23, D(C)",35(1),3113,-,1,4,1,0.3,82.5,2.1,2,6.78
"126EvanilsonBournemouth, 26, FW","Evanilson Bournemouth, 26, FW",28(3),2337,10,1,1,1,2.4,71.6,1.4,2,6.78
"127Ismaïla SarrCrystal Palace, 28, AM(CLR),FW","Ismaïla Sarr Crystal Palace, 28, AM(CLR),FW",30(8),2721,8,6,4,-,1.6,70.0,1.0,3,6.78
"128Jurriën TimberArsenal, 24, D(CLR)","Jurriën Timber Arsenal, 24, D(CLR)",27(3),2423,1,3,7,-,0.5,87.9,0.7,1,6.78
"129Noussair MazraouiMan Utd, 28, D(CLR),M(R)","Noussair Mazraoui Man Utd, 28, D(CLR),M(R)",34(3),2850,-,1,3,-,0.4,86.1,1.4,1,6.78
"130Ethan PinnockBrentford, 32, D(C)","Ethan Pinnock Brentford, 32, D(C)",21(1),1914,2,-,2,-,0.5,87.6,2.9,-,6.78
"131Milos KerkezBournemouth, 22, D(L),M(L)","Milos Kerkez Bournemouth, 22, D(L),M(L)",38,3341,2,5,4,-,0.5,80.4,0.7,1,6.77
"132Sven BotmanNewcastle, 26, D(C)","Sven Botman Newcastle, 26, D(C)",6(2),416,-,-,1,-,0.6,89.4,2.1,-,6.77
"133Brennan JohnsonTottenham, 24, M(CLR),FW","Brennan Johnson Tottenham, 24, M(CLR),FW",24(9),2181,11,3,5,-,1.6,75.8,0.2,2,6.76
"134Lucas DigneAston Villa, 32, D(CL),M(L)","Lucas Digne Aston Villa, 32, D(CL),M(L)",28(4),2362,-,4,4,-,0.4,82.8,1.2,1,6.76
"135Pedro NetoChelsea, 26, AM(CLR),FW","Pedro Neto Chelsea, 26, AM(CLR),FW",24(11),2270,4,6,8,-,1.7,88.6,0.3,3,6.76
"136Ola AinaNottingham Forest, 29, D(CLR),M(LR)","Ola Aina Nottingham Forest, 29, D(CLR),M(LR)",35,3003,2,1,5,-,0.3,80.0,0.4,3,6.76
"137Tyrick MitchellCrystal Palace, 26, D(L),M(L)","Tyrick Mitchell Crystal Palace, 26, D(L),M(L)",37,3102,-,5,2,-,0.3,73.6,0.5,1,6.76
"138Jørgen Strand LarsenWolves, 26, FW","Jørgen Strand Larsen Wolves, 26, FW",30(5),2603,14,4,4,-,1.5,65.2,1.9,2,6.75
"139Charly AlcarazEverton, 23, M(CLR),FW","Charly Alcaraz Everton, 23, M(CLR),FW",7(8),763,2,3,4,-,1.7,82.7,0.9,-,6.75
"140James Ward-ProwseWest Ham, 31, M(CR)","James Ward-Prowse West Ham, 31, M(CR)",12(3),1043,1,1,2,-,0.9,92.8,0.7,-,6.75
"141Phil FodenMan City, 25, AM(CLR),FW","Phil Foden Man City, 25, AM(CLR),FW",20(8),1779,7,2,2,-,1.9,88.6,0.1,1,6.75
"142Toti GomesWolves, 27, D(CL)","Toti Gomes Wolves, 27, D(CL)",30(1),2616,-,1,7,-,0.2,86.5,1.7,-,6.74
"143Levi ColwillChelsea, 23, D(CL)","Levi Colwill Chelsea, 23, D(CL)",35,3150,2,1,9,-,0.5,89.7,2.4,1,6.74
"144Jake O'BrienEverton, 24, D(CR)","Jake O'Brien Everton, 24, D(CR)",17(3),1569,2,-,5,-,0.3,81.3,2.1,1,6.74
"145Marco AsensioAston Villa, 30, AM(CLR),FW","Marco Asensio Aston Villa, 30, AM(CLR),FW",9(4),749,3,1,2,-,1.8,86.4,-,1,6.74
"146Djed SpenceTottenham, 25, D(LR),M(LR)","Djed Spence Tottenham, 25, D(LR),M(LR)",19(6),1791,1,2,2,1,0.4,86.8,0.8,1,6.73
"147Tosin AdarabioyoChelsea, 28, D(CR)","Tosin Adarabioyo Chelsea, 28, D(CR)",15(7),1405,1,1,4,-,0.6,91.3,1.9,-,6.73
"148Marshall MunetsiWolves, 29, D(C),M(C)","Marshall Munetsi Wolves, 29, D(C),M(C)",12(2),1079,2,1,-,-,1.6,73.6,2.1,1,6.73
"149Amadou OnanaAston Villa, 24, DMC","Amadou Onana Aston Villa, 24, DMC",20(6),1626,3,-,4,-,0.7,87.7,1.3,1,6.73
"150Ferdi KadiogluBrighton, 26, D(LR),M(CLR)","Ferdi Kadioglu Brighton, 26, D(LR),M(CLR)",5(1),389,1,-,1,-,0.7,85.3,0.5,-,6.73
"151Maximilian KilmanWest Ham, 28, D(C)","Maximilian Kilman West Ham, 28, D(C)",38,3349,-,1,5,-,0.3,87.1,3.0,1,6.73
"152David RayaArsenal, 30, GK","David Raya Arsenal, 30, GK",38,3420,-,-,3,-,-,70.6,0.4,2,6.73
"153Wesley FofanaChelsea, 25, D(CR)","Wesley Fofana Chelsea, 25, D(CR)",14,1176,-,-,7,-,0.2,90.8,1.9,-,6.73
"154Ilkay GündoganMan City, 35, M(C)","Ilkay Gündogan Man City, 35, M(C)",25(8),2229,1,6,1,-,0.8,92.4,0.4,1,6.72
"155Harvey BarnesNewcastle, 28, AM(CLR)","Harvey Barnes Newcastle, 28, AM(CLR)",17(16),1756,9,4,-,-,1.9,82.1,0.2,1,6.72
"156Jan Paul van HeckeBrighton, 25, D(C)","Jan Paul van Hecke Brighton, 25, D(C)",33(1),2961,1,-,6,1,0.5,88.5,2.4,1,6.72
"157Marcus RashfordMan Utd, 28, AM(CLR),FW","Marcus Rashford Man Utd, 28, AM(CLR),FW",12(3),983,4,1,2,-,1.1,76.9,0.3,-,6.72
"158Tyler AdamsBournemouth, 27, D(R),M(CR)","Tyler Adams Bournemouth, 27, D(R),M(CR)",21(7),1966,-,3,7,-,0.3,84.9,1.1,-,6.72
"159Mateus FernandesSouthampton, 21, AM(CL)","Mateus Fernandes Southampton, 21, AM(CL)",34(2),2923,2,4,8,-,1.2,84.5,0.4,1,6.71
"160Emiliano MartínezAston Villa, 33, GK","Emiliano Martínez Aston Villa, 33, GK",37,3198,-,-,5,1,-,77.0,0.3,2,6.71
"161Ayden HeavenMan Utd, 19, D(C)","Ayden Heaven Man Utd, 19, D(C)",2(2),171,-,-,1,-,0.5,85.7,0.5,-,6.71
"162Jan BednarekSouthampton, 30, D(C)","Jan Bednarek Southampton, 30, D(C)",30,2535,2,-,7,-,0.2,92.9,2.4,2,6.71
"163Guglielmo VicarioTottenham, 29, GK","Guglielmo Vicario Tottenham, 29, GK",24,2160,-,-,1,-,-,85.9,0.4,1,6.71
"164Lukasz FabianskiWest Ham, 41, GK","Lukasz Fabianski West Ham, 41, GK",13(1),1161,-,-,2,-,-,63.6,0.3,-,6.71
"165Nico GonzálezMan City, 24, M(C)","Nico González Man City, 24, M(C)",9(2),763,1,-,3,-,0.8,92.3,1.5,-,6.71
"166Kieran TrippierNewcastle, 35, D(LR),M(R)","Kieran Trippier Newcastle, 35, D(LR),M(R)",14(11),1310,-,3,1,-,0.2,85.4,0.9,1,6.7
"167Matty CashAston Villa, 28, D(R),M(CLR)","Matty Cash Aston Villa, 28, D(R),M(CLR)",24(3),2077,1,1,7,-,0.5,84.6,0.7,-,6.7
"168Matheus NunesMan City, 27, D(R),M(CLR)","Matheus Nunes Man City, 27, D(R),M(CLR)",19(7),1673,1,6,4,-,0.3,88.8,0.6,1,6.7
