Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"76Darwin NúñezLiverpool, 26, AM(CL),FW","Darwin Núñez Liverpool, 26, AM(CL),FW",22(14),2050,11,8,9,-,3.0,71.6,0.9,-,6.89
"77Tomás SoucekWest Ham, 31, M(C)","Tomás Soucek West Ham, 31, M(C)",34(3),2876,7,2,7,-,1.2,75.7,2.9,3,6.88
"78Kaoru MitomaBrighton, 28, M(L)","Kaoru Mitoma Brighton, 28, M(L)",15(4),1488,3,4,4,-,1.8,83.4,0.6,1,6.88
"79Ethan PinnockBrentford, 32, D(C)","Ethan Pinnock Brentford, 32, D(C)",28(1),2521,2,-,1,-,0.7,84.0,3.9,1,6.88
"80Jean-Philippe MatetaCrystal Palace, 28, FW","Jean-Philippe Mateta Crystal Palace, 28, FW",25(10),2285,16,5,3,-,1.3,73.8,1.4,2,6.88
"81Antoine SemenyoBournemouth, 26, AM(CLR),FW","Antoine Semenyo Bournemouth, 26, AM(CLR),FW",25(8),2113,8,2,6,-,2.1,74.3,1.6,3,6.88
"82Joachim AndersenCrystal Palace, 29, D(C)","Joachim Andersen Crystal Palace, 29, D(C)",38,3418,2,3,7,-,0.6,79.5,2.4,4,6.88
"83Yoane WissaBrentford, 29, AM(L),FW","Yoane Wissa Brentford, 29, AM(L),FW",29(5),2509,12,3,7,-,2.0,73.2,1.1,2,6.87
"84Cody GakpoLiverpool, 26, AM(CLR),FW","Cody Gakpo Liverpool, 26, AM(CLR),FW",17(18),1646,8,5,1,-,1.9,79.3,0.9,2,6.87
"85Harry MaguireMan Utd, 33, D(C)","Harry Maguire Man Utd, 33, D(C)",18(4),1651,2,2,4,-,0.9,83.4,3.1,-,6.87
"86Cheick DoucouréCrystal Palace, 26, DMC","Cheick Doucouré Crystal Palace, 26, DMC",11,922,-,-,2,-,0.5,87.2,0.5,-,6.87
"87Marcus TavernierBournemouth, 27, M(CLR)","Marcus Tavernier Bournemouth, 27, M(CLR)",25(5),2134,3,4,3,-,1.8,79.3,0.4,1,6.86
"88Simon AdingraBrighton, 24, M(LR),FW","Simon Adingra Brighton, 24, M(LR),FW",25(6),2233,6,1,3,-,1.7,81.1,0.3,3,6.86
"89Mario LeminaWolves, 32, D(C),M(C)","Mario Lemina Wolves, 32, D(C),M(C)",34(1),2976,4,1,10,1,1.4,86.7,1.0,2,6.85
"90Sergio ReguilónBrentford, 29, D(L),M(L)","Sergio Reguilón Brentford, 29, D(L),M(L)",14(2),1122,-,4,4,1,0.8,71.8,0.9,1,6.85
"91Moisés CaicedoChelsea, 24, D(R),DMC","Moisés Caicedo Chelsea, 24, D(R),DMC",33(2),2875,1,3,11,-,0.4,90.8,0.9,2,6.85
"92William SalibaArsenal, 25, D(C)","William Saliba Arsenal, 25, D(C)",38,3420,2,1,4,-,0.3,92.6,1.9,2,6.85
"93Vitalii MykolenkoEverton, 26, D(CL),M(L)","Vitalii Mykolenko Everton, 26, D(CL),M(L)",28,2472,2,-,1,-,0.9,74.9,1.1,2,6.85
"94Jordan AyewCrystal Palace, 34, AM(CLR),FW","Jordan Ayew Crystal Palace, 34, AM(CLR),FW",30(5),2551,4,7,7,1,1.4,80.6,1.0,3,6.85
"95Kyle WalkerMan City, 35, D(CR),M(R)","Kyle Walker Man City, 35, D(CR),M(R)",30(2),2767,-,4,2,-,0.5,90.4,0.8,-,6.85
"96André OnanaMan Utd, 30, GK","André Onana Man Utd, 30, GK",38,3420,-,-,5,-,-,70.4,0.4,2,6.84
"97Noni MaduekeChelsea, 24, AM(LR),FW","Noni Madueke Chelsea, 24, AM(LR),FW",13(10),1057,5,2,2,-,1.4,88.5,0.3,2,6.84
"98James GarnerEverton, 25, D(R),M(CR)","James Garner Everton, 25, D(R),M(CR)",34(3),3006,1,2,7,-,1.1,82.8,0.7,-,6.84
"99Ibrahima KonatéLiverpool, 26, D(C)","Ibrahima Konaté Liverpool, 26, D(C)",17(5),1571,-,-,3,1,0.5,88.0,3.5,-,6.84
"100RicharlisonTottenham, 28, AM(CLR),FW","Richarlison Tottenham, 28, AM(CLR),FW",18(10),1493,11,4,3,-,2.2,70.9,0.9,1,6.83
"101Rúben DiasMan City, 28, D(C)","Rúben Dias Man City, 28, D(C)",28(2),2558,-,-,-,-,0.7,94.1,1.6,-,6.83
"102Idrissa GueyeEverton, 36, M(C)","Idrissa Gueye Everton, 36, M(C)",24(1),1896,4,-,8,-,1,85.6,0.6,1,6.83
"103Lewis CookBournemouth, 29, D(R),M(CL)","Lewis Cook Bournemouth, 29, D(R),M(CL)",32(1),2792,-,3,5,1,0.4,81.2,1.3,2,6.83
"104Martin DúbravkaNewcastle, 37, GK","Martin Dúbravka Newcastle, 37, GK",22(1),1984,-,-,1,-,-,74.9,0.2,2,6.83
"105Alfie DoughtyLuton, 26, D(L),M(CLR)","Alfie Doughty Luton, 26, D(L),M(CLR)",34(3),2938,2,8,5,-,0.7,75.2,0.6,2,6.83
"106Leandro TrossardArsenal, 31, M(CLR),FW","Leandro Trossard Arsenal, 31, M(CLR),FW",18(16),1647,12,1,2,-,1.8,78.7,0.2,1,6.82
"107Oliver McBurnieSheff Utd, 29, AM(CL),FW","Oliver McBurnie Sheff Utd, 29, AM(CL),FW",15(6),1287,6,3,3,2,1.6,60.3,5.4,2,6.82
"108Jefferson LermaCrystal Palace, 31, D(CR),DMC","Jefferson Lerma Crystal Palace, 31, D(CR),DMC",27(1),2404,1,1,8,-,1.2,82.4,2.5,1,6.82
"109Levi ColwillChelsea, 23, D(CL)","Levi Colwill Chelsea, 23, D(CL)",20(3),1800,1,1,2,-,0.5,83.4,1.9,2,6.82
"110Mark TraversBournemouth, 26, GK","Mark Travers Bournemouth, 26, GK",4,360,-,-,-,-,-,51.4,0.5,-,6.82
"111Marc CucurellaChelsea, 27, D(CL),M(L)","Marc Cucurella Chelsea, 27, D(CL),M(L)",20(1),1786,-,2,10,-,0.4,86.7,1.2,-,6.81
"112Dominik SzoboszlaiLiverpool, 25, D(R),M(CLR),FW","Dominik Szoboszlai Liverpool, 25, D(R),M(CLR),FW",25(8),2110,3,2,1,-,1.8,87.3,0.4,1,6.81
"113Scott McKennaNottingham Forest, 29, D(C)","Scott McKenna Nottingham Forest, 29, D(C)",5,417,-,-,-,-,0.4,77.5,4.0,-,6.81
"114Craig DawsonWolves, 35, D(CR)","Craig Dawson Wolves, 35, D(CR)",25,2211,1,1,7,-,0.6,86.7,2.5,2,6.81
"115Fabian SchärNewcastle, 34, D(C)","Fabian Schär Newcastle, 34, D(C)",35(1),3057,4,1,5,-,1.0,83.2,1.9,1,6.81
"116Oleksandr ZinchenkoArsenal, 29, D(L),M(CLR)","Oleksandr Zinchenko Arsenal, 29, D(L),M(CLR)",20(7),1727,1,2,2,-,0.6,89.4,1.0,3,6.81
"117Raheem SterlingChelsea, 31, M(CLR),FW","Raheem Sterling Chelsea, 31, M(CLR),FW",22(9),1983,8,4,7,-,1.6,79.3,0.1,2,6.8
"118Tosin AdarabioyoFulham, 28, D(CR)","Tosin Adarabioyo Fulham, 28, D(CR)",18(2),1617,2,-,2,-,0.7,84.7,2.9,-,6.8
"119Kobbie MainooMan Utd, 21, M(C)","Kobbie Mainoo Man Utd, 21, M(C)",24,1942,3,1,3,-,0.5,86.7,0.8,-,6.8
"120Matheus NunesWolves, 27, D(R),M(CLR)","Matheus Nunes Wolves, 27, D(R),M(CLR)",2,180,-,-,-,1,0.5,84.0,1.0,-,6.8
"121Ben BreretonSheff Utd, 27, AM(CLR),FW","Ben Brereton Sheff Utd, 27, AM(CLR),FW",14,1111,6,1,3,-,2.5,77.1,0.5,1,6.8
"122Marcos SenesiBournemouth, 28, D(C)","Marcos Senesi Bournemouth, 28, D(C)",26(5),2248,4,5,13,-,0.4,78.5,1.3,1,6.8
"123Christian NørgaardBrentford, 32, D(C),DMC","Christian Nørgaard Brentford, 32, D(C),DMC",30(1),2513,2,1,8,-,1.1,81.2,1.3,1,6.8
"124Caoimhín KelleherLiverpool, 27, GK","Caoimhín Kelleher Liverpool, 27, GK",10,900,-,-,-,-,-,79.3,0.4,-,6.8
"125Boubacar KamaraAston Villa, 26, D(CL),DMC","Boubacar Kamara Aston Villa, 26, D(CL),DMC",20,1662,-,1,7,1,0.3,89.3,1.0,-,6.79
"126Micky van de VenTottenham, 25, D(CL)","Micky van de Ven Tottenham, 25, D(CL)",27,2344,3,-,5,-,0.3,94.3,1.4,1,6.79
"127Hwang Hee-ChanWolves, 30, AM(CLR),FW","Hwang Hee-Chan Wolves, 30, AM(CLR),FW",25(4),2133,12,3,6,-,1.6,77.7,0.2,2,6.79
"128Rodrigo MunizFulham, 24, FW","Rodrigo Muniz Fulham, 24, FW",18(8),1598,9,1,1,-,2.8,62.1,2.9,2,6.79
"129Callum Hudson-OdoiNottingham Forest, 25, M(CLR),FW","Callum Hudson-Odoi Nottingham Forest, 25, M(CLR),FW",20(9),1856,8,1,-,-,1.3,85.4,0.1,3,6.79
"130Dominic Calvert-LewinEverton, 29, AM(L),FW","Dominic Calvert-Lewin Everton, 29, AM(L),FW",26(6),2189,7,2,2,-,2.3,56.9,4.4,2,6.79
"131Manuel AkanjiMan City, 30, D(CLR),DMC","Manuel Akanji Man City, 30, D(CLR),DMC",28(2),2514,2,-,2,1,0.5,93.8,0.9,-,6.78
"132Carlton MorrisLuton, 30, AM(CL),FW","Carlton Morris Luton, 30, AM(CL),FW",32(6),2867,11,4,4,-,1.9,66.8,3.5,1,6.78
"133EmersonWest Ham, 31, D(CL),M(L)","Emerson West Ham, 31, D(CL),M(L)",35(1),3143,1,2,10,-,0.5,82.9,0.7,1,6.78
"134Tyrick MitchellCrystal Palace, 26, D(L),M(L)","Tyrick Mitchell Crystal Palace, 26, D(L),M(L)",37,3209,2,3,6,-,0.3,74.2,0.6,-,6.78
"135Albert Sambi LokongaLuton, 26, DMC","Albert Sambi Lokonga Luton, 26, DMC",16(1),1310,1,3,4,-,0.5,89.2,0.9,-,6.78
"136Robin OlsenAston Villa, 36, GK","Robin Olsen Aston Villa, 36, GK",4(1),405,-,-,-,-,-,79.3,0.6,-,6.78
"137Thiago SilvaChelsea, 41, D(C)","Thiago Silva Chelsea, 41, D(C)",28(3),2528,3,1,4,-,0.5,94.9,1.7,-,6.77
"138Joël MatipLiverpool, 34, D(C)","Joël Matip Liverpool, 34, D(C)",9(1),783,-,-,2,-,0.5,87.7,2.8,-,6.77
"139Alex IwobiFulham, 29, D(R),M(CLR)","Alex Iwobi Fulham, 29, D(R),M(CLR)",25(5),2205,5,2,2,-,1.7,81.8,0.2,2,6.77
"140Chiedozie OgbeneLuton, 28, M(CLR),FW","Chiedozie Ogbene Luton, 28, M(CLR),FW",20(10),1994,4,1,1,-,1.2,81.6,1.0,1,6.76
"141Brennan JohnsonTottenham, 24, M(CLR),FW","Brennan Johnson Tottenham, 24, M(CLR),FW",23(9),2093,5,10,3,-,1.6,76.2,0.2,-,6.76
"142Jarell QuansahLiverpool, 23, D(C)","Jarell Quansah Liverpool, 23, D(C)",13(4),1190,2,-,1,-,0.4,88.8,2.6,1,6.76
"143Alejandro GarnachoMan Utd, 21, AM(CLR)","Alejandro Garnacho Man Utd, 21, AM(CLR)",30(6),2578,7,4,4,-,2.8,79.4,0.2,2,6.76
"144Rayan Aït-NouriWolves, 24, D(L),M(L)","Rayan Aït-Nouri Wolves, 24, D(L),M(L)",29(4),2347,2,1,7,-,0.7,86.6,0.6,1,6.76
"145Ben GodfreyEverton, 28, D(CLR)","Ben Godfrey Everton, 28, D(CLR)",13(2),1123,-,-,2,-,1.0,70.8,1.7,-,6.76
"146Edson ÁlvarezWest Ham, 28, D(C),DMC","Edson Álvarez West Ham, 28, D(C),DMC",28(3),2385,1,1,11,-,0.5,86.1,1.0,-,6.76
"147Enzo FernándezChelsea, 25, M(C)","Enzo Fernández Chelsea, 25, M(C)",26(2),2215,3,2,7,-,1.7,86.9,0.8,1,6.75
"148Aaron Wan-BissakaMan Utd, 28, D(LR),M(R)","Aaron Wan-Bissaka Man Utd, 28, D(LR),M(R)",20(2),1782,-,2,4,-,0.1,82.9,1.0,1,6.75
"149Andreas PereiraFulham, 30, M(CLR)","Andreas Pereira Fulham, 30, M(CLR)",34(3),2638,3,7,6,-,1.4,78.8,0.4,2,6.75
"150Chris WoodNottingham Forest, 34, FW","Chris Wood Nottingham Forest, 34, FW",20(11),1810,14,1,-,-,1.5,64.5,2.4,3,6.75
"151JoelintonNewcastle, 29, AM(CLR),FW","Joelinton Newcastle, 29, AM(CLR),FW",15(5),1281,2,1,6,-,1,83.9,0.9,1,6.75
"152Guglielmo VicarioTottenham, 29, GK","Guglielmo Vicario Tottenham, 29, GK",38,3420,-,-,2,-,-,83.7,0.6,-,6.75
"153Malo GustoChelsea, 22, D(LR),M(R)","Malo Gusto Chelsea, 22, D(LR),M(R)",19(8),1756,-,6,7,1,0.6,89.2,0.3,1,6.74
"154Callum WilsonNewcastle, 34, FW","Callum Wilson Newcastle, 34, FW",9(11),984,9,1,3,-,1.8,65.2,0.5,-,6.74
"155Trevoh ChalobahChelsea, 26, D(CR),DMC","Trevoh Chalobah Chelsea, 26, D(CR),DMC",10(3),951,1,-,1,-,0.2,89.6,1.5,-,6.74
"156Morgan RogersAston Villa, 23, AM(CLR),FW","Morgan Rogers Aston Villa, 23, AM(CLR),FW",8(3),640,3,1,3,-,1,77.1,0.6,-,6.73
"157Nathan AkéMan City, 31, D(CL),DMC","Nathan Aké Man City, 31, D(CL),DMC",24(5),2044,2,2,-,-,0.7,92.8,1.6,-,6.73
"158Lewis DunkBrighton, 34, D(C)","Lewis Dunk Brighton, 34, D(C)",33,2873,3,1,7,1,1,92.5,1.7,1,6.73
"159NetoBournemouth, 36, GK","Neto Bournemouth, 36, GK",32,2880,-,-,5,-,-,60.2,0.3,2,6.73
"160Pervis EstupiñánBrighton, 28, D(L),M(L)","Pervis Estupiñán Brighton, 28, D(L),M(L)",15(4),1248,2,3,4,-,0.6,88.7,0.6,1,6.73
"161Jan Paul van HeckeBrighton, 25, D(C)","Jan Paul van Hecke Brighton, 25, D(C)",26(2),2368,-,-,4,-,0.5,92.5,2.4,1,6.72
"162Jordan BeyerBurnley, 25, D(CR)","Jordan Beyer Burnley, 25, D(CR)",15,1239,-,1,6,-,0.3,89.1,1.9,-,6.72
"163Chris RichardsCrystal Palace, 26, D(C),DMC","Chris Richards Crystal Palace, 26, D(C),DMC",23(3),2092,1,1,3,-,0.4,83.3,2.4,-,6.72
"164Pablo SarabiaWolves, 33, D(L),M(CLR),FW","Pablo Sarabia Wolves, 33, D(L),M(CLR),FW",20(10),1752,4,7,5,-,1.5,77.1,0.2,1,6.72
"165WillianFulham, 37, AM(CLR)","Willian Fulham, 37, AM(CLR)",24(7),2061,4,2,1,-,1.5,85.5,0.3,1,6.72
"166Jack GrealishMan City, 30, M(CL),FW","Jack Grealish Man City, 30, M(CL),FW",10(10),1004,3,1,7,-,1.1,87.7,0.2,-,6.72
"167Rico HenryBrentford, 28, D(L),M(L)","Rico Henry Brentford, 28, D(L),M(L)",5,402,-,1,1,-,0.4,84.6,0.8,-,6.72
"168José SáWolves, 33, GK","José Sá Wolves, 33, GK",35,3039,-,1,1,-,-,59.2,0.4,1,6.72
