Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"50Federico DimarcoInter, 28, D(CL),M(L)","Federico Dimarco Inter, 28, D(CL),M(L)",26(7),2089,4,3,-,-,1.5,80.6,0.2,-,6.87
"51Stanislav LobotkaNapoli, 31, DMC","Stanislav Lobotka Napoli, 31, DMC",34(4),3113,1,1,2,-,0.3,94.2,0.3,-,6.87
"52Pierluigi GolliniNapoli, 31, GK","Pierluigi Gollini Napoli, 31, GK",4,360,-,-,-,-,-,83.0,-,-,6.87
"53Theo HernándezAC Milan, 28, D(CL),M(L)","Theo Hernández AC Milan, 28, D(CL),M(L)",32,2777,4,3,7,-,1.6,81.1,1.2,2,6.87
"54IbañezRoma, 27, D(C)","Ibañez Roma, 27, D(C)",32(1),2797,3,-,9,1,0.9,88.0,1.8,1,6.87
"55Amir RrahmaniNapoli, 32, D(CL)","Amir Rrahmani Napoli, 32, D(CL)",27(2),2450,2,1,2,-,0.7,91.4,2.3,-,6.87
"56Destiny UdogieUdinese, 23, D(L),M(L)","Destiny Udogie Udinese, 23, D(L),M(L)",31(2),2714,3,4,5,-,0.8,83.0,0.5,-,6.87
"57Stefan de VrijInter, 34, D(C)","Stefan de Vrij Inter, 34, D(C)",22(5),1944,1,-,4,-,0.7,89.5,3.1,-,6.87
"58Matteo PessinaMonza, 29, M(CR)","Matteo Pessina Monza, 29, M(CR)",34(1),2938,5,3,6,-,0.8,86.5,1.1,-,6.86
"59Jaka BijolUdinese, 27, D(C),M(C),FW","Jaka Bijol Udinese, 27, D(C),M(C),FW",32,2732,3,2,10,-,0.6,85.0,2.8,2,6.86
"60Alessio RomagnoliLazio, 31, D(CL)","Alessio Romagnoli Lazio, 31, D(CL)",33(1),2925,2,-,6,-,0.4,90.5,2.3,1,6.86
"61Ivan IlicTorino, 25, AM(C)","Ivan Ilic Torino, 25, AM(C)",13(1),1180,2,2,3,-,0.4,89.1,0.9,1,6.85
"62Mattia PerinJuventus, 33, GK","Mattia Perin Juventus, 33, GK",10(1),947,-,-,-,-,-,71.3,0.2,1,6.85
"63Guglielmo VicarioEmpoli, 29, GK","Guglielmo Vicario Empoli, 29, GK",31,2784,-,-,3,-,-,68.7,0.3,1,6.85
"64Luigi SepeSalernitana, 34, GK","Luigi Sepe Salernitana, 34, GK",17,1530,-,-,3,-,-,63.9,0.3,1,6.84
"65Ángel Di MaríaJuventus, 38, M(CLR),FW","Ángel Di María Juventus, 38, M(CLR),FW",15(11),1364,4,4,1,1,1.5,78.7,-,-,6.83
"66Morten HjulmandLecce, 26, DMC","Morten Hjulmand Lecce, 26, DMC",34(1),2963,-,4,9,1,0.5,79.3,1.2,5,6.82
"67Junior MessiasAC Milan, 34, M(CR),FW","Junior Messias AC Milan, 34, M(CR),FW",19(6),1511,5,2,3,-,1.3,79.1,1,2,6.82
"68Rafael TolóiAtalanta, 35, D(C)","Rafael Tolói Atalanta, 35, D(C)",32,2791,2,1,8,-,0.9,81.3,1.3,3,6.82
"69Antonio SanabriaTorino, 30, FW","Antonio Sanabria Torino, 30, FW",28(5),2442,12,4,4,-,2.1,76.1,2.6,4,6.82
"70Rade KrunicAC Milan, 32, M(CL)","Rade Krunic AC Milan, 32, M(CL)",18(5),1659,-,1,8,-,0.6,85.9,1.2,1,6.81
"71Bryan CristanteRoma, 31, D(C),M(C)","Bryan Cristante Roma, 31, D(C),M(C)",34(2),2945,1,1,8,1,0.8,82.8,2.1,3,6.81
"72Ardian IsmajliEmpoli, 29, D(C)","Ardian Ismajli Empoli, 29, D(C)",22(3),2091,-,-,3,-,0.4,84.7,2.3,2,6.8
"73Leo ØstigårdNapoli, 26, D(C)","Leo Østigård Napoli, 26, D(C)",4(3),417,-,-,1,-,0.4,85.9,4.3,-,6.8
"74Georgios KyriakopoulosSassuolo, 30, D(L),M(L)","Georgios Kyriakopoulos Sassuolo, 30, D(L),M(L)",9(3),773,1,1,3,-,1.1,81.6,0.6,1,6.8
"75Guillermo OchoaSalernitana, 40, GK","Guillermo Ochoa Salernitana, 40, GK",20,1800,-,-,1,-,-,55.8,0.1,1,6.8
"76Davide ZappacostaAtalanta, 33, D(LR),M(LR)","Davide Zappacosta Atalanta, 33, D(LR),M(LR)",18(3),1479,4,2,4,-,1.2,87.1,0.1,2,6.8
"77Davide FrattesiSassuolo, 26, DMC","Davide Frattesi Sassuolo, 26, DMC",35(1),2891,7,-,4,-,1.8,80.5,0.6,1,6.8
"78Lukasz SkorupskiBologna, 34, GK","Lukasz Skorupski Bologna, 34, GK",37,3330,-,-,4,-,-,74.8,0.2,2,6.79
"79Brahim DíazAC Milan, 26, AM(CLR),FW","Brahim Díaz AC Milan, 26, AM(CLR),FW",27(6),1947,6,7,3,-,1.1,82.2,0.1,2,6.79
"80Christian KouaméFiorentina, 28, AM(LR),FW","Christian Kouamé Fiorentina, 28, AM(LR),FW",22(6),1871,4,4,5,-,1.5,73.3,2.2,3,6.79
"81Francesco AcerbiInter, 38, D(C)","Francesco Acerbi Inter, 38, D(C)",25(6),2418,-,2,4,-,0.6,89.8,2.5,-,6.79
"82Nico GonzálezFiorentina, 28, M(CLR),FW","Nico González Fiorentina, 28, M(CLR),FW",13(11),1355,6,1,3,-,2.5,69.3,2.7,2,6.79
"83Stephan El ShaarawyRoma, 33, M(CLR),FW","Stephan El Shaarawy Roma, 33, M(CLR),FW",14(15),1523,7,2,3,-,1.4,80.5,0.6,2,6.79
"84Michele Di GregorioMonza, 28, GK","Michele Di Gregorio Monza, 28, GK",37,3330,-,1,-,-,-,71.9,0.1,3,6.79
"85Jérémie BogaAtalanta, 29, AM(CLR),FW","Jérémie Boga Atalanta, 29, AM(CLR),FW",5(18),770,2,5,-,-,0.6,85.0,0.2,1,6.78
"86Marcelo BrozovicInter, 33, M(CR)","Marcelo Brozovic Inter, 33, M(CR)",19(9),1769,3,5,9,-,0.9,89.6,0.2,1,6.78
"87Nicolò RovellaMonza, 24, DMC","Nicolò Rovella Monza, 24, DMC",21(4),1749,1,2,6,1,0.8,89.7,0.4,-,6.78
"88Emil AuderoSampdoria, 29, GK","Emil Audero Sampdoria, 29, GK",25,2250,-,-,1,-,-,63.6,0.2,5,6.78
"89Filip KosticJuventus, 33, D(L),M(LR),FW","Filip Kostic Juventus, 33, D(L),M(LR),FW",33(4),2582,3,8,3,-,1,78.1,0.4,2,6.78
"90Marten de RoonAtalanta, 35, D(C),DMC","Marten de Roon Atalanta, 35, D(C),DMC",34(1),2966,3,1,7,-,0.5,83.6,1.5,-,6.78
"91Nikola MilenkovicFiorentina, 28, D(CR)","Nikola Milenkovic Fiorentina, 28, D(CR)",23(4),2136,2,1,4,-,0.7,85.9,2.7,-,6.77
"92Davide CalabriaAC Milan, 29, D(LR),M(R)","Davide Calabria AC Milan, 29, D(LR),M(R)",21(4),1697,1,4,6,-,0.6,82.5,0.5,-,6.77
"93Roberto PereyraUdinese, 35, M(CLR),FW","Roberto Pereyra Udinese, 35, M(CLR),FW",33(1),2837,5,7,7,-,1.2,84.5,0.1,3,6.77
"94Wojciech SzczesnyJuventus, 36, GK","Wojciech Szczesny Juventus, 36, GK",28,2473,-,-,-,-,-,75.7,0.4,-,6.77
"95Hirving LozanoNapoli, 30, AM(LR),FW","Hirving Lozano Napoli, 30, AM(LR),FW",20(12),1614,3,3,3,-,1.3,81.7,0.3,1,6.77
"96Riccardo OrsoliniBologna, 29, M(CR),FW","Riccardo Orsolini Bologna, 29, M(CR),FW",22(10),2122,11,4,6,2,2.9,68.1,0.5,3,6.77
"97Alessandro BuongiornoTorino, 26, D(C)","Alessandro Buongiorno Torino, 26, D(C)",30(4),2723,1,2,8,-,0.6,85.1,2.9,2,6.77
"98Juan JesusNapoli, 34, D(CL)","Juan Jesus Napoli, 34, D(CL)",10(5),929,1,-,2,-,0.3,90.3,2.0,1,6.77
"99Gabriel StrefezzaLecce, 29, M(CLR),FW","Gabriel Strefezza Lecce, 29, M(CLR),FW",30(5),2464,8,4,5,-,2,69.1,0.5,1,6.76
"100Malick ThiawAC Milan, 24, D(C)","Malick Thiaw AC Milan, 24, D(C)",15(5),1364,-,-,5,-,0.4,88.4,2.6,-,6.76
"101Edin DzekoInter, 40, FW","Edin Dzeko Inter, 40, FW",18(15),1729,9,3,3,-,2.2,72.0,1.2,3,6.75
"102Ivan IlicVerona, 25, AM(C)","Ivan Ilic Verona, 25, AM(C)",10(1),852,-,1,1,-,0.8,74.4,0.9,1,6.75
"103Dusan VlahovicJuventus, 26, FW","Dusan Vlahovic Juventus, 26, FW",22(5),1932,10,2,1,-,2.5,72.1,1.3,3,6.75
"104Tammy AbrahamRoma, 28, FW","Tammy Abraham Roma, 28, FW",24(14),2199,8,3,2,-,1.6,68.3,2.1,2,6.75
"105Rodrigo BecãoUdinese, 30, D(C)","Rodrigo Becão Udinese, 30, D(C)",28,2487,2,1,11,1,0.7,80.3,2.3,1,6.75
"106Razvan MarinEmpoli, 29, M(C)","Razvan Marin Empoli, 29, M(C)",28(5),2539,2,4,7,-,1,84.5,0.5,1,6.74
"107Marco CarnesecchiCremonese, 25, GK","Marco Carnesecchi Cremonese, 25, GK",27,2430,-,1,1,-,-,53.1,0.2,3,6.74
"108Patrick CiurriaMonza, 31, M(CLR)","Patrick Ciurria Monza, 31, M(CLR)",31(5),2757,6,5,4,-,1.4,82.5,0.3,3,6.74
"109Pasquale MazzocchiSalernitana, 30, D(LR),M(LR)","Pasquale Mazzocchi Salernitana, 30, D(LR),M(LR)",23(4),1968,2,3,2,-,0.7,79.9,0.4,1,6.74
"110Nikola VlasicTorino, 28, AM(CLR),FW","Nikola Vlasic Torino, 28, AM(CLR),FW",29(5),2732,5,6,1,-,1.6,81.7,0.8,1,6.74
"111PatricLazio, 33, D(CR),M(R)","Patric Lazio, 33, D(CR),M(R)",16(2),1415,-,-,1,-,0.1,89.3,0.5,1,6.74
"112Milan DjuricVerona, 35, FW","Milan Djuric Verona, 35, FW",14(14),1364,1,1,3,-,0.6,51.6,7.1,3,6.74
"113Lewis FergusonBologna, 26, M(C)","Lewis Ferguson Bologna, 26, M(C)",27(5),2324,7,-,4,-,1.3,86.1,0.9,2,6.73
"114Federico GattiJuventus, 27, D(C)","Federico Gatti Juventus, 27, D(C)",16(2),1446,-,-,4,-,0.7,85.2,1.8,1,6.73
"115Michele CerofoliniFiorentina, 27, GK","Michele Cerofolini Fiorentina, 27, GK",5,450,-,-,-,-,-,72.0,-,-,6.72
"116André OnanaInter, 30, GK","André Onana Inter, 30, GK",24,2160,-,-,1,-,-,79.2,0.2,2,6.72
"117Lassana CoulibalySalernitana, 30, M(CLR)","Lassana Coulibaly Salernitana, 30, M(CLR)",34(1),2901,3,3,12,-,0.5,84.0,0.9,2,6.72
"118Marko ArnautovicBologna, 37, AM(CLR),FW","Marko Arnautovic Bologna, 37, AM(CLR),FW",18(3),1540,10,-,5,-,1.5,72.3,0.5,1,6.71
"119Rolando MandragoraFiorentina, 28, DMC","Rolando Mandragora Fiorentina, 28, DMC",22(7),1955,2,4,8,-,1.3,84.4,1.2,1,6.71
"120Federico BaschirottoLecce, 29, D(C)","Federico Baschirotto Lecce, 29, D(C)",37,3330,3,-,6,-,0.6,74.1,2.5,1,6.71
"121Berat DjimsitiAtalanta, 33, D(C)","Berat Djimsiti Atalanta, 33, D(C)",20(4),1799,-,1,3,-,0.2,87.1,2.5,-,6.71
"122Norbert GyömbérSalernitana, 33, D(CR),DMC","Norbert Gyömbér Salernitana, 33, D(CR),DMC",23(4),1755,-,1,5,-,0.3,83.8,1.7,-,6.71
"123ÉdersonAtalanta, 26, M(C)","Éderson Atalanta, 26, M(C)",25(10),2226,1,1,4,-,1,81.9,0.6,-,6.71
"124Alex SandroJuventus, 35, D(CL),M(L)","Alex Sandro Juventus, 35, D(CL),M(L)",21(4),1789,-,1,5,1,0.2,87.5,1.6,-,6.7
"125Lazar SamardzicUdinese, 24, AM(C)","Lazar Samardzic Udinese, 24, AM(C)",19(18),1848,5,4,1,-,1.4,85.4,0.3,2,6.7
"126Jerdy SchoutenBologna, 29, D(C),DMC","Jerdy Schouten Bologna, 29, D(C),DMC",29(4),2516,-,2,3,-,0.2,87.1,0.8,-,6.7
"127Nicolò CasaleLazio, 28, D(C)","Nicolò Casale Lazio, 28, D(C)",27(2),2437,1,1,6,-,0.3,92.0,1.6,-,6.69
"128Giacomo BonaventuraFiorentina, 36, M(CLR)","Giacomo Bonaventura Fiorentina, 36, M(CLR)",21(9),1914,5,1,4,1,1.6,85.6,0.5,2,6.69
"129Alex MeretNapoli, 29, GK","Alex Meret Napoli, 29, GK",34,3060,-,-,-,-,-,86.0,0.1,2,6.69
"130Denzel DumfriesInter, 30, D(R),M(R)","Denzel Dumfries Inter, 30, D(R),M(R)",25(9),2223,1,4,4,-,1,79.1,1.2,-,6.69
"131Arkadiusz MilikJuventus, 32, AM(C),FW","Arkadiusz Milik Juventus, 32, AM(C),FW",17(10),1583,7,1,1,1,1.6,78.6,1.3,1,6.69
"132Henrikh MkhitaryanInter, 37, M(CLR),FW","Henrikh Mkhitaryan Inter, 37, M(CLR),FW",24(7),1997,3,2,4,-,1.1,88.4,0.3,1,6.69
"133Daniele RuganiJuventus, 31, D(C)","Daniele Rugani Juventus, 31, D(C)",6(3),563,-,-,-,-,0.4,88.2,1.2,-,6.69
"134Adam MarusicLazio, 33, D(CLR),M(LR)","Adam Marusic Lazio, 33, D(CLR),M(LR)",31(2),2767,-,2,8,1,0.5,87.6,0.9,-,6.69
"135Alessandro BastoniInter, 27, D(C)","Alessandro Bastoni Inter, 27, D(C)",26(3),2168,-,2,3,-,0.4,85.4,1.3,-,6.68
"136Samir HandanovicInter, 41, GK","Samir Handanovic Inter, 41, GK",14,1235,-,-,-,-,-,90.0,-,1,6.68
"137Antonio CandrevaSalernitana, 39, M(CLR)","Antonio Candreva Salernitana, 39, M(CLR)",32(3),2741,7,4,1,1,1.3,79.7,0.1,2,6.68
"138Ola AinaTorino, 29, D(CLR),M(LR)","Ola Aina Torino, 29, D(CLR),M(LR)",9(10),874,1,1,5,-,0.4,76.5,0.6,2,6.68
"139Alessandro TuiaLecce, 35, D(C)","Alessandro Tuia Lecce, 35, D(C)",6(1),511,-,-,1,-,0.3,69.5,1.4,-,6.68
"140Perr SchuursTorino, 26, D(C)","Perr Schuurs Torino, 26, D(C)",28(2),2334,-,2,5,-,0.5,88.2,2,-,6.67
"141Andrea RanocchiaMonza, 38, D(C)","Andrea Ranocchia Monza, 38, D(C)",1,48,-,-,-,-,-,84.2,1.0,-,6.67
"142Bram NuytinckSampdoria, 35, D(C)","Bram Nuytinck Sampdoria, 35, D(C)",19,1504,-,1,4,-,0.2,85.4,1.5,-,6.67
"143Rasmus HøjlundAtalanta, 23, FW","Rasmus Højlund Atalanta, 23, FW",20(12),1836,9,2,1,-,1.7,74.3,1.0,3,6.67
"144Hans HateboerAtalanta, 32, D(CR),M(R)","Hans Hateboer Atalanta, 32, D(CR),M(R)",17,1402,1,1,7,-,0.7,81.7,1.4,1,6.67
"145Gianluca ManciniRoma, 30, D(C),DMC","Gianluca Mancini Roma, 30, D(C),DMC",33(2),2867,1,2,7,-,0.6,82.1,1.7,-,6.67
"146Darko LazovicVerona, 35, M(CLR)","Darko Lazovic Verona, 35, M(CLR)",27(3),2254,4,5,-,-,1.4,68.5,0.2,2,6.67
"147Sandi LovricUdinese, 28, M(C)","Sandi Lovric Udinese, 28, M(C)",28(9),2351,5,6,4,-,1.9,83.9,0.2,1,6.66
"148Mathías OliveraNapoli, 28, D(CL),M(L)","Mathías Olivera Napoli, 28, D(CL),M(L)",17(13),1637,2,2,2,-,0.3,87.3,1.1,3,6.66
"149BetoUdinese, 28, FW","Beto Udinese, 28, FW",23(10),2132,10,1,2,-,1.8,65.7,2.2,3,6.66
"150Johan VásquezCremonese, 27, D(CL)","Johan Vásquez Cremonese, 27, D(CL)",19(6),1809,1,-,7,-,0.5,79.1,1.4,-,6.66
"151Koray GünterVerona, 31, D(C)","Koray Günter Verona, 31, D(C)",11(2),1003,1,1,3,-,0.7,77.0,1.7,-,6.66
"152WalaceUdinese, 31, DMC","Walace Udinese, 31, DMC",37,3200,-,1,6,-,0.9,84.7,0.6,-,6.66
"153Nehuén PérezUdinese, 25, D(C)","Nehuén Pérez Udinese, 25, D(C)",33(1),2831,2,-,7,1,0.5,86.4,1.1,1,6.65
"154Simone BastoniSpezia, 29, D(L),DMC,M(L)","Simone Bastoni Spezia, 29, D(L),DMC,M(L)",15(4),1198,2,4,7,-,1.2,69.3,0.6,-,6.65
"155Leonardo SernicolaCremonese, 28, D(R),M(R)","Leonardo Sernicola Cremonese, 28, D(R),M(R)",27(5),2319,2,2,11,-,0.8,72.6,0.9,3,6.65
"156Sebastiano LupertoEmpoli, 29, D(CL)","Sebastiano Luperto Empoli, 29, D(CL)",36,3137,2,-,2,2,0.5,86.6,2,3,6.65
"157Denis ZakariaJuventus, 29, D(C),DMC","Denis Zakaria Juventus, 29, D(C),DMC",1(1),122,-,-,-,-,-,94.1,-,-,6.65
"158Ricardo RodríguezTorino, 33, D(CL),M(L)","Ricardo Rodríguez Torino, 33, D(CL),M(L)",30(5),2670,-,-,3,-,0.3,84.1,0.9,-,6.65
"159Wladimiro FalconeLecce, 31, GK","Wladimiro Falcone Lecce, 31, GK",38,3420,-,-,2,-,-,44.8,0.3,4,6.65
"160Nemanja MaticRoma, 37, DMC","Nemanja Matic Roma, 37, DMC",16(19),1839,2,2,5,-,0.3,86.7,0.6,-,6.65
"161Mike MaignanAC Milan, 30, GK","Mike Maignan AC Milan, 30, GK",22,1979,-,1,-,-,-,80.6,0.1,1,6.64
"162Aleksey MiranchukTorino, 30, M(CLR),FW","Aleksey Miranchuk Torino, 30, M(CLR),FW",24(5),2099,4,5,-,-,1.4,81.4,0.3,-,6.64
"163M'Bala NzolaSpezia, 29, FW","M'Bala Nzola Spezia, 29, FW",29(2),2654,13,2,8,-,2,80.5,1.4,3,6.64
"164Stefano SensiMonza, 30, AM(C)","Stefano Sensi Monza, 30, AM(C)",21(7),1629,3,1,8,-,0.6,87.4,0.3,1,6.64
"165Eljif ElmasNapoli, 26, M(CLR),FW","Eljif Elmas Napoli, 26, M(CLR),FW",14(22),1618,6,3,5,-,0.9,88.1,0.1,1,6.64
"166Emil HolmSpezia, 25, D(R),M(R)","Emil Holm Spezia, 25, D(R),M(R)",17(3),1398,1,1,4,-,0.8,61.4,3.3,1,6.64
"167Nikola MoroBologna, 28, M(C)","Nikola Moro Bologna, 28, M(C)",12(14),1224,1,5,1,-,0.8,81.6,0.8,-,6.64
"168Tyronne EbuehiEmpoli, 30, D(LR)","Tyronne Ebuehi Empoli, 30, D(LR)",22(4),1926,2,4,-,-,0.7,80.5,0.7,1,6.64
"169Samuel UmtitiLecce, 32, D(CL)","Samuel Umtiti Lecce, 32, D(CL)",24(1),2115,-,-,8,-,0.5,83.9,1.4,-,6.64
"170Wilfried SingoTorino, 25, D(CR),M(R)","Wilfried Singo Torino, 25, D(CR),M(R)",24(7),2056,2,1,8,-,1.1,76.8,1.7,-,6.64
"171Dany MotaMonza, 27, AM(CL),FW","Dany Mota Monza, 27, AM(CL),FW",21(8),1925,5,1,2,-,1,74.2,1.1,-,6.64
"172DodôFiorentina, 27, D(R),M(R)","Dodô Fiorentina, 27, D(R),M(R)",28(5),2341,1,3,3,1,0.3,84.2,0.6,1,6.64
"173Giorgio ScalviniAtalanta, 22, D(C)","Giorgio Scalvini Atalanta, 22, D(C)",29(3),2346,2,2,7,-,0.5,81.5,1.5,-,6.63
"174Ethan AmpaduSpezia, 25, D(C),DMC","Ethan Ampadu Spezia, 25, D(C),DMC",31,2649,-,1,8,1,0.5,81.5,2,1,6.63
