Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"176Nicolò FagioliFiorentina, 25, M(C)","Nicolò Fagioli Fiorentina, 25, M(C)",10(5),963,1,2,-,-,0.7,87.5,0.1,1,6.64
"177Nicola ZalewskiInter, 24, D(L),M(CLR)","Nicola Zalewski Inter, 24, D(L),M(CLR)",4(7),433,1,1,3,-,0.5,88.9,0.4,1,6.64
"178Cristiano BiraghiTorino, 33, D(CL),M(L)","Cristiano Biraghi Torino, 33, D(CL),M(L)",13(2),1159,-,-,-,-,0.7,79.3,0.7,1,6.64
"179Samuel GigotLazio, 32, D(C)","Samuel Gigot Lazio, 32, D(C)",7(8),683,2,-,2,-,0.3,92.0,1.3,-,6.64
"180Tiago GabrielLecce, 21, D(C)","Tiago Gabriel Lecce, 21, D(C)",0(2),95,-,-,-,-,-,87.5,2.5,-,6.64
"181Yann BisseckInter, 25, D(C)","Yann Bisseck Inter, 25, D(C)",17(10),1643,3,2,4,-,0.8,92.4,1.8,-,6.64
"182Malick ThiawAC Milan, 24, D(C)","Malick Thiaw AC Milan, 24, D(C)",19(3),1803,-,-,2,-,0.3,93.6,2.2,1,6.64
"183Leonardo SpinazzolaNapoli, 33, D(LR),M(LR)","Leonardo Spinazzola Napoli, 33, D(LR),M(LR)",17(10),1521,1,1,1,-,0.4,83.5,0.1,-,6.63
"184Giorgio AltareVenezia, 27, D(C)","Giorgio Altare Venezia, 27, D(C)",8(4),753,-,-,2,-,0.3,76.0,1.8,-,6.63
"185Andrea PinamontiGenoa, 26, FW","Andrea Pinamonti Genoa, 26, FW",33(3),2860,10,1,4,-,2.2,64.3,2.4,6,6.63
"186Razvan SavaUdinese, 23, GK","Razvan Sava Udinese, 23, GK",12,1080,-,-,1,-,-,68.9,-,-,6.63
"187Enrico DelpratoParma Calcio 1913, 26, D(CR),M(R)","Enrico Delprato Parma Calcio 1913, 26, D(CR),M(R)",32(2),2946,4,-,8,-,0.4,85.9,1.1,-,6.63
"188PedroLazio, 38, M(CLR),FW","Pedro Lazio, 38, M(CLR),FW",6(24),1088,10,1,3,-,1.3,87.0,-,1,6.63
"189Gustav IsaksenLazio, 25, AM(R)","Gustav Isaksen Lazio, 25, AM(R)",29(8),2234,4,2,5,-,1.5,85.0,0.4,1,6.63
"190João FélixAC Milan, 26, AM(CL),FW","João Félix AC Milan, 26, AM(CL),FW",8(7),762,2,-,3,-,1.9,84.0,0.5,1,6.63
"191Joel PohjanpaloVenezia, 31, FW","Joel Pohjanpalo Venezia, 31, FW",19(1),1615,6,-,1,-,1.9,61.0,2.3,1,6.63
"192Alessandro CircatiParma Calcio 1913, 22, D(C)","Alessandro Circati Parma Calcio 1913, 22, D(C)",6,540,-,-,1,-,0.3,86.0,2.8,-,6.63
"193Victor NelssonRoma, 27, D(C)","Victor Nelsson Roma, 27, D(C)",1(3),185,-,-,-,-,0.3,89.7,2.0,-,6.63
"194Juan JesusNapoli, 34, D(CL)","Juan Jesus Napoli, 34, D(CL)",12(3),1075,-,1,2,-,0.2,89.7,1.7,-,6.62
"195Stefano TuratiMonza, 24, GK","Stefano Turati Monza, 24, GK",30,2677,-,-,1,-,-,67.5,0.4,2,6.62
"196Fikayo TomoriAC Milan, 28, D(CR)","Fikayo Tomori AC Milan, 28, D(CR)",19(3),1593,-,1,2,1,0.1,92.9,1.3,-,6.62
"197Enzo Le FéeRoma, 26, M(CLR)","Enzo Le Fée Roma, 26, M(CLR)",4(2),319,-,-,1,-,0.7,87.7,0.3,-,6.62
"198Ange-Yoan BonnyParma Calcio 1913, 22, FW","Ange-Yoan Bonny Parma Calcio 1913, 22, FW",30(7),2546,6,4,2,-,1.7,76.8,0.7,-,6.62
"199Hassane KamaraUdinese, 32, D(L),M(LR)","Hassane Kamara Udinese, 32, D(L),M(LR)",25(5),2010,1,4,6,1,0.6,81.8,0.7,3,6.62
"200Ruslan MalinovskyiGenoa, 32, M(CLR),FW","Ruslan Malinovskyi Genoa, 32, M(CLR),FW",4(5),385,-,2,2,-,1,81.6,0.8,-,6.62
"201Zeki ÇelikRoma, 29, D(CR),M(R)","Zeki Çelik Roma, 29, D(CR),M(R)",27(4),2266,-,2,5,-,0.4,84.5,1,2,6.62
"202Hans Nicolussi CavigliaVenezia, 25, M(C)","Hans Nicolussi Caviglia Venezia, 25, M(C)",33(2),2870,4,2,5,1,1.5,82.5,0.8,1,6.61
"203Tino AnjorinEmpoli, 24, AM(C)","Tino Anjorin Empoli, 24, AM(C)",14(8),1119,2,3,3,-,1,83.2,0.4,-,6.61
"204Alexis SaelemaekersAC Milan, 26, M(LR)","Alexis Saelemaekers AC Milan, 26, M(LR)",1,90,-,-,1,-,-,91.7,-,-,6.61
"205Albert GudmundssonFiorentina, 28, AM(CLR),FW","Albert Gudmundsson Fiorentina, 28, AM(CLR),FW",16(8),1280,6,1,2,-,1.1,86.8,0.2,1,6.61
"206Jacopo FazziniEmpoli, 23, AM(C)","Jacopo Fazzini Empoli, 23, AM(C)",16(4),1392,4,1,2,1,1.4,77.6,1,2,6.61
"207Ondrej DudaVerona, 31, M(C),FW","Ondrej Duda Verona, 31, M(C),FW",27(1),2404,1,3,10,2,0.9,82.6,0.6,1,6.61
"208Timothy WeahJuventus, 26, D(LR),M(LR),FW","Timothy Weah Juventus, 26, D(LR),M(LR),FW",18(12),1638,5,2,4,-,0.7,88.3,0.6,1,6.61
"209Ismaël BennacerAC Milan, 28, M(C)","Ismaël Bennacer AC Milan, 28, M(C)",4(2),304,-,-,2,-,0.5,90.7,0.5,-,6.61
"210Elseid HysajLazio, 32, D(LR),M(R)","Elseid Hysaj Lazio, 32, D(LR),M(R)",4(7),422,-,3,-,1,0.2,83.7,0.7,-,6.6
"211Lewis FergusonBologna, 26, M(C)","Lewis Ferguson Bologna, 26, M(C)",10(6),982,1,1,-,-,0.4,88.9,1.0,-,6.6
"212Youssouf FofanaAC Milan, 27, DMC","Youssouf Fofana AC Milan, 27, DMC",29(6),2510,1,6,5,-,1.0,86.3,0.3,-,6.6
"213Antoine HainautParma Calcio 1913, 24, D(R)","Antoine Hainaut Parma Calcio 1913, 24, D(R)",10(15),1200,2,-,3,-,0.2,76.7,1.3,-,6.6
"214Nikola MoroBologna, 28, M(C)","Nikola Moro Bologna, 28, M(C)",15(7),1212,-,2,1,-,0.6,82.6,0.8,-,6.6
"215Santiago CastroBologna, 21, FW","Santiago Castro Bologna, 21, FW",27(9),2303,8,4,8,-,1.8,78.0,1.1,1,6.6
"216Juan CuadradoAtalanta, 37, D(R),M(CLR),FW","Juan Cuadrado Atalanta, 37, D(R),M(CLR),FW",7(16),827,-,2,3,-,0.7,85.3,0.5,-,6.59
"217Samuel ChukwuezeAC Milan, 26, AM(CLR)","Samuel Chukwueze AC Milan, 26, AM(CLR)",9(17),920,3,2,-,-,1.2,83.7,0.3,-,6.59
"218Pierre KaluluJuventus, 25, D(CR),M(R)","Pierre Kalulu Juventus, 25, D(CR),M(R)",25(4),2336,1,-,2,1,0.2,93.8,0.9,-,6.59
"219Pietro ComuzzoFiorentina, 21, D(C)","Pietro Comuzzo Fiorentina, 21, D(C)",24(9),2197,1,-,5,-,0.2,86.3,2.0,-,6.59
"220Lorenzo VenturinoGenoa, 19, Forward","Lorenzo Venturino Genoa, 19, Forward",1(5),163,2,-,-,-,0.7,56.8,0.2,1,6.59
"221Georgios KyriakopoulosMonza, 30, D(L),M(L)","Georgios Kyriakopoulos Monza, 30, D(L),M(L)",32(1),2762,2,4,5,-,0.8,80.5,0.7,1,6.59
"222Alberto DossenaComo, 27, D(C)","Alberto Dossena Como, 27, D(C)",20(3),1829,-,2,1,1,0.5,87.9,2.7,-,6.58
"223Mattia BaniGenoa, 32, D(C)","Mattia Bani Genoa, 32, D(C)",19(1),1512,-,-,3,-,0.4,87.9,1.2,-,6.58
"224Tete MorenteLecce, 29, M(CLR)","Tete Morente Lecce, 29, M(CLR)",23(8),2031,3,2,5,-,1.3,79.3,1.3,2,6.58
"225Jhon LucumíBologna, 27, D(C)","Jhon Lucumí Bologna, 27, D(C)",29(3),2615,-,1,8,1,0.4,91.5,1.4,1,6.58
"226Maxwel CornetGenoa, 29, D(L),M(LR),FW","Maxwel Cornet Genoa, 29, D(L),M(LR),FW",2(5),243,2,1,-,-,0.7,74.2,0.1,-,6.58
"227Máximo PerroneComo, 23, DMC","Máximo Perrone Como, 23, DMC",20(6),1861,-,3,6,-,0.4,91.0,0.4,-,6.58
"228Armando IzzoMonza, 34, D(C)","Armando Izzo Monza, 34, D(C)",28(2),2440,1,1,12,-,0.2,88.3,1.9,2,6.58
"229Sebastiano LupertoCagliari, 29, D(CL)","Sebastiano Luperto Cagliari, 29, D(CL)",36,3240,1,3,4,-,0.6,84.9,1.7,-,6.58
"230Álex ValleComo, 22, D(L)","Álex Valle Como, 22, D(L)",12(3),1035,-,-,2,-,0.6,85.3,0.4,-,6.58
"231Milan BadeljGenoa, 37, M(C)","Milan Badelj Genoa, 37, M(C)",21(2),1487,1,-,3,-,0.6,82.4,0.4,-,6.58
"232Ché AdamsTorino, 29, AM(CL),FW","Ché Adams Torino, 29, AM(CL),FW",30(6),2660,9,3,3,-,1.8,75.2,1,2,6.57
"233Martín PayeroUdinese, 27, AM(C)","Martín Payero Udinese, 27, AM(C)",16(9),1386,1,1,5,-,1.2,82.4,0.8,1,6.57
"234Lucas Martínez QuartaFiorentina, 29, D(C)","Lucas Martínez Quarta Fiorentina, 29, D(C)",4(4),349,1,-,1,-,0.4,88.8,1.5,-,6.57
"235Emanuele ValeriParma Calcio 1913, 27, D(L),M(L)","Emanuele Valeri Parma Calcio 1913, 27, D(L),M(L)",34(1),2881,2,6,1,-,0.8,73.8,0.6,1,6.57
"236Patrick DorguLecce, 21, D(L),M(LR)","Patrick Dorgu Lecce, 21, D(L),M(LR)",21,1843,3,1,2,1,1.7,78.8,1.5,-,6.57
"237Estanis PedrolaBologna, 22, Forward","Estanis Pedrola Bologna, 22, Forward",0(1),8,-,-,-,-,2.0,87.5,-,-,6.57
"238Giuseppe PezzellaEmpoli, 28, D(L),M(L)","Giuseppe Pezzella Empoli, 28, D(L),M(L)",34(1),2889,-,3,7,-,0.4,72.8,1,2,6.57
"239Benja DomínguezBologna, 22, AM(L)","Benja Domínguez Bologna, 22, AM(L)",16(8),1290,3,2,-,-,1.3,80.9,0.1,1,6.57
"240Juan CabalJuventus, 25, D(L)","Juan Cabal Juventus, 25, D(L)",6(1),462,-,-,1,-,0.7,88.0,1.1,-,6.57
"241Matteo DarmianInter, 36, D(CLR),M(LR)","Matteo Darmian Inter, 36, D(CLR),M(LR)",20(9),1784,3,2,3,-,0.4,85.4,0.5,2,6.56
"242Santiago GiménezAC Milan, 25, FW","Santiago Giménez AC Milan, 25, FW",7(7),670,5,2,3,1,1.6,80.9,0.5,-,6.56
"243VítinhaGenoa, 26, AM(CL),FW","Vítinha Genoa, 26, AM(CL),FW",16(9),1335,2,3,2,-,1.3,64.2,1.2,-,6.56
"244Nadir ZorteaCagliari, 26, D(R),M(LR)","Nadir Zortea Cagliari, 26, D(R),M(LR)",33(2),2728,6,2,3,-,0.9,73.2,0.5,1,6.56
"245Michael SvobodaVenezia, 27, D(C)","Michael Svoboda Venezia, 27, D(C)",15(1),1314,1,-,1,-,0.3,85.1,2.3,-,6.56
"246Nicolò CambiaghiBologna, 25, AM(CLR),FW","Nicolò Cambiaghi Bologna, 25, AM(CLR),FW",4(14),610,1,3,-,-,0.8,85.0,0.2,-,6.56
"247Botond BaloghParma Calcio 1913, 23, D(C)","Botond Balogh Parma Calcio 1913, 23, D(C)",23(6),2053,-,1,5,-,0.1,89.6,1.2,-,6.55
"248Lucas BeltránFiorentina, 25, AM(C),FW","Lucas Beltrán Fiorentina, 25, AM(C),FW",21(12),1960,5,4,6,-,0.9,78.7,1.0,-,6.55
"249Mario PasalicAtalanta, 31, M(CLR),FW","Mario Pasalic Atalanta, 31, M(CLR),FW",23(11),1971,3,4,1,-,1.4,88.2,0.9,1,6.55
"250Lloyd KellyJuventus, 27, D(CL)","Lloyd Kelly Juventus, 27, D(CL)",11(1),1015,-,-,1,-,0.6,84.9,3.0,-,6.55
"251Roberto PiccoliCagliari, 25, FW","Roberto Piccoli Cagliari, 25, FW",37,3143,10,1,6,-,2.6,67.7,3.0,-,6.55
"252Patrizio MasiniGenoa, 25, DMC","Patrizio Masini Genoa, 25, DMC",16(10),1533,1,-,3,-,0.3,79.5,1.2,-,6.55
"253Nicolò SavonaJuventus, 23, D(CR)","Nicolò Savona Juventus, 23, D(CR)",19(9),1728,2,1,5,-,0.2,91.5,0.3,1,6.54
"254BrennerUdinese, 26, AM(C),FW","Brenner Udinese, 26, AM(C),FW",5(4),386,1,2,-,-,0.8,82.2,0.2,-,6.54
"255Maduka OkoyeUdinese, 26, GK","Maduka Okoye Udinese, 26, GK",25,2250,-,-,1,-,-,75.6,0.3,-,6.54
"256Lazar SamardzicAtalanta, 24, AM(C)","Lazar Samardzic Atalanta, 24, AM(C)",7(24),1151,2,1,3,-,1.1,83.6,0.1,1,6.54
"257Jay IdzesVenezia, 25, D(C),DMC","Jay Idzes Venezia, 25, D(C),DMC",35,3128,1,-,5,-,0.4,87.1,1.7,-,6.54
"258Álex JiménezAC Milan, 20, D(R),M(R)","Álex Jiménez AC Milan, 20, D(R),M(R)",14(8),1272,-,1,6,-,0.7,82.9,0.4,-,6.54
"259Kristjan AsllaniInter, 24, DMC","Kristjan Asllani Inter, 24, DMC",10(12),984,2,2,4,-,0.7,92.0,0.2,2,6.54
"260HernaniParma Calcio 1913, 32, M(CL)","Hernani Parma Calcio 1913, 32, M(CL)",15(10),1333,3,3,7,-,0.8,78.5,0.7,1,6.54
"261Patrick CutroneComo, 28, FW","Patrick Cutrone Como, 28, FW",23(10),2056,7,4,1,-,2.1,74.9,0.7,2,6.54
"262Thomas KristensenUdinese, 24, D(CR)","Thomas Kristensen Udinese, 24, D(CR)",19(5),1753,1,-,5,-,0.2,80.6,2.5,-,6.54
"263Daniel MaldiniMonza, 24, AM(CL),FW","Daniel Maldini Monza, 24, AM(CL),FW",16(4),1317,3,-,5,-,2.0,74.2,1.2,1,6.54
"264Daniel MaldiniAtalanta, 24, AM(CL),FW","Daniel Maldini Atalanta, 24, AM(CL),FW",2(8),254,3,-,-,-,1.0,66.3,0.8,-,6.53
"265Fabio MirettiGenoa, 22, AM(CL)","Fabio Miretti Genoa, 22, AM(CL)",22(3),1696,3,3,2,-,1.0,80.1,0.5,2,6.53
"266Tommaso PobegaBologna, 26, M(C)","Tommaso Pobega Bologna, 26, M(C)",13(8),1179,2,2,4,2,1.1,83.6,0.7,1,6.53
"267Ivan SmolcicComo, 25, D(R)","Ivan Smolcic Como, 25, D(R)",7(2),629,-,-,2,-,0.8,85.8,1.2,-,6.52
"268Mikael EllertssonVenezia, 24, D(L),M(CLR)","Mikael Ellertsson Venezia, 24, D(L),M(CLR)",29(7),2482,2,2,2,-,0.6,73.0,0.4,1,6.52
"269Matteo CancellieriParma Calcio 1913, 24, AM(CLR),FW","Matteo Cancellieri Parma Calcio 1913, 24, AM(CLR),FW",19(8),1433,3,-,2,1,0.8,70.6,1.1,2,6.52
"270Stephan El ShaarawyRoma, 33, M(CLR),FW","Stephan El Shaarawy Roma, 33, M(CLR),FW",12(19),1091,3,4,2,-,0.9,82.4,0.2,3,6.52
"271Andrea CarboniMonza, 25, D(CL)","Andrea Carboni Monza, 25, D(CL)",25(1),2196,-,1,5,-,0.3,86.9,1.5,-,6.52
"272Dennis ManParma Calcio 1913, 27, AM(CR)","Dennis Man Parma Calcio 1913, 27, AM(CR)",23(10),2003,4,4,-,-,1.5,81.5,0.3,2,6.52
"273Ruben Loftus-CheekAC Milan, 30, M(CLR),FW","Ruben Loftus-Cheek AC Milan, 30, M(CLR),FW",10(9),1032,-,-,3,-,0.5,90.6,1.0,-,6.52
"274Kyle WalkerAC Milan, 35, D(CR),M(R)","Kyle Walker AC Milan, 35, D(CR),M(R)",7(4),659,-,-,1,-,0.2,90.6,0.5,-,6.52
"275José PalominoCagliari, 36, D(C)","José Palomino Cagliari, 36, D(C)",10(8),1076,1,-,3,-,0.1,87.7,0.9,-,6.52
"276Nehuén PérezUdinese, 25, D(C)","Nehuén Pérez Udinese, 25, D(C)",2,180,-,-,-,-,-,81.7,1.5,-,6.52
"277Lorenzo PellegriniRoma, 29, M(CL),FW","Lorenzo Pellegrini Roma, 29, M(CL),FW",20(5),1636,2,1,4,-,1.7,83.9,0.4,-,6.51
"278Alberto CostaJuventus, 22, D(R),M(R)","Alberto Costa Juventus, 22, D(R),M(R)",3(6),353,-,1,3,-,0.8,83.9,0.6,-,6.51
"279Jesse JoronenVenezia, 33, GK","Jesse Joronen Venezia, 33, GK",7(1),702,-,-,-,-,-,69.4,0.4,1,6.51
"280Borna SosaTorino, 28, D(L),M(L)","Borna Sosa Torino, 28, D(L),M(L)",14(5),1187,-,-,-,-,0.2,83.1,0.8,1,6.51
"281Giovanni LeoniParma Calcio 1913, 19, D(C)","Giovanni Leoni Parma Calcio 1913, 19, D(C)",14(3),1204,1,-,3,1,0.1,88.7,1,1,6.51
"282Hamza RafiaLecce, 27, AM(C)","Hamza Rafia Lecce, 27, AM(C)",14(4),1067,-,-,4,-,0.6,83.1,0.3,-,6.51
"283Gianluca BusioVenezia, 23, M(C)","Gianluca Busio Venezia, 23, M(C)",28(5),2525,2,-,4,-,1.1,78.2,1,2,6.51
"284Kingsley EhizibueUdinese, 30, D(R),M(R)","Kingsley Ehizibue Udinese, 30, D(R),M(R)",30(3),2510,-,1,5,-,0.4,78.8,0.9,-,6.51
"285Jordan ZemuraUdinese, 26, D(L),M(L)","Jordan Zemura Udinese, 26, D(L),M(L)",13(10),1412,1,2,2,-,0.6,78.7,0.3,1,6.51
"286Saud AbdulhamidRoma, 26, M(R)","Saud Abdulhamid Roma, 26, M(R)",2(2),205,-,1,-,-,0.3,88.7,-,-,6.51
"287Lautaro ValentiParma Calcio 1913, 27, D(C)","Lautaro Valenti Parma Calcio 1913, 27, D(C)",18(2),1557,1,-,4,1,0.4,84.7,1.3,1,6.5
"288Samuel MbangulaJuventus, 22, AM(L)","Samuel Mbangula Juventus, 22, AM(L)",7(16),702,3,3,1,-,0.4,89.5,0.1,1,6.5
"289Davide CalabriaBologna, 29, D(LR),M(R)","Davide Calabria Bologna, 29, D(LR),M(R)",7(4),631,-,1,3,-,0.3,83.6,0.9,-,6.5
"290Sandi LovricUdinese, 28, M(C)","Sandi Lovric Udinese, 28, M(C)",31(5),2329,2,3,5,-,1.4,85.2,-,1,6.5
"291Billy GilmourNapoli, 24, DMC","Billy Gilmour Napoli, 24, DMC",13(13),1174,-,1,-,-,0.3,89.3,0.3,-,6.5
"292Stefan PoschBologna, 28, D(CR)","Stefan Posch Bologna, 28, D(CR)",7(7),711,-,-,1,-,0.1,78.3,1.1,-,6.49
"293Jesper KarlströmUdinese, 30, M(C)","Jesper Karlström Udinese, 30, M(C)",36(1),3189,-,3,9,-,0.4,83.8,0.9,-,6.49
"294Adam ObertCagliari, 23, D(CL),M(L)","Adam Obert Cagliari, 23, D(CL),M(L)",13(8),1077,1,1,4,-,0.4,77.0,1.2,-,6.49
"295Eldor ShomurodovRoma, 30, AM(C),FW","Eldor Shomurodov Roma, 30, AM(C),FW",11(16),1095,4,4,1,-,1.1,76.8,1.0,-,6.49
"296Sofyan AmrabatFiorentina, 29, D(L),DMC","Sofyan Amrabat Fiorentina, 29, D(L),DMC",2,180,-,-,-,-,-,86.0,0.5,-,6.49
"297Matías VecinoLazio, 34, M(C)","Matías Vecino Lazio, 34, M(C)",7(13),869,2,3,7,-,0.8,81.7,1.6,-,6.49
"298Lautaro GiannettiUdinese, 32, D(C)","Lautaro Giannetti Udinese, 32, D(C)",11(4),881,1,-,4,-,0.1,82.5,2.0,1,6.49
"299Magnus Kofod AndersenVenezia, 26, M(C)","Magnus Kofod Andersen Venezia, 26, M(C)",7(7),692,1,1,1,-,0.6,82.4,0.6,-,6.49
"300Morten ThorsbyGenoa, 29, M(CLR)","Morten Thorsby Genoa, 29, M(CLR)",22(8),1904,-,1,5,-,0.5,67.6,3.6,-,6.48
"301Tammy AbrahamAC Milan, 28, FW","Tammy Abraham AC Milan, 28, FW",12(16),1181,3,4,1,-,1.0,70.0,1.3,-,6.48
"302Adam MarusicLazio, 33, D(CLR),M(LR)","Adam Marusic Lazio, 33, D(CLR),M(LR)",26(9),2338,4,-,1,-,0.7,87.8,0.9,1,6.48
"303Luca MarianucciEmpoli, 21, D(C)","Luca Marianucci Empoli, 21, D(C)",12(6),1066,-,-,-,1,0.4,78.8,1.6,1,6.48
"304Alberto GrassiEmpoli, 31, DMC","Alberto Grassi Empoli, 31, DMC",27(1),2215,1,-,8,1,0.4,75.9,1.1,-,6.48
"305Gvidas GineitisTorino, 22, M(C)","Gvidas Gineitis Torino, 22, M(C)",15(15),1429,3,1,5,-,1.0,80.8,0.5,-,6.48
"306Valentin MihailaParma Calcio 1913, 26, AM(L)","Valentin Mihaila Parma Calcio 1913, 26, AM(L)",16(5),1296,-,3,2,-,1.5,80.3,0.7,-,6.48
"307Suat SerdarVerona, 29, M(CLR)","Suat Serdar Verona, 29, M(CLR)",16(6),1377,2,1,2,1,1.4,76.5,0.8,1,6.48
"308Liberato CacaceEmpoli, 25, D(CL),M(CL)","Liberato Cacace Empoli, 25, D(CL),M(CL)",24(9),2230,2,4,6,-,0.9,74.5,1.3,-,6.47
"309Tomás SuslovVerona, 23, M(CLR)","Tomás Suslov Verona, 23, M(CLR)",27(4),2098,-,1,5,1,1.0,77.7,0.2,-,6.47
"310Piotr ZielinskiInter, 31, M(CLR)","Piotr Zielinski Inter, 31, M(CLR)",8(18),971,2,2,-,-,0.7,92.5,0.4,-,6.47
"311Valentino LazaroTorino, 30, D(R),M(CLR)","Valentino Lazaro Torino, 30, D(R),M(CLR)",26(7),2319,-,6,6,-,0.5,81.6,0.5,1,6.47
"312Andrea ColpaniFiorentina, 26, AM(CR)","Andrea Colpani Fiorentina, 26, AM(CR)",17(8),1443,2,1,1,-,1.4,86.1,0.4,-,6.47
"313Davide CalabriaAC Milan, 29, D(LR),M(R)","Davide Calabria AC Milan, 29, D(LR),M(R)",4(3),317,-,-,-,-,0.3,91.7,0.3,-,6.47
"314Samuele RicciTorino, 24, M(C)","Samuele Ricci Torino, 24, M(C)",34,2841,1,1,8,1,0.6,89.8,0.6,-,6.47
"315Marin PongracicFiorentina, 28, D(C)","Marin Pongracic Fiorentina, 28, D(C)",14(6),1368,-,-,1,1,0.1,89.2,1.3,-,6.47
"316Joaquín CorreaInter, 31, AM(CL),FW","Joaquín Correa Inter, 31, AM(CL),FW",6(13),723,2,2,3,-,0.7,87.9,0.3,1,6.47
"317Davide FrattesiInter, 26, DMC","Davide Frattesi Inter, 26, DMC",9(19),1214,5,1,1,-,1,84.4,0.4,1,6.46
"318Stefano SabelliGenoa, 33, D(R),M(LR)","Stefano Sabelli Genoa, 33, D(R),M(LR)",23(11),2061,-,2,3,-,0.2,71.0,0.5,-,6.46
"319Leandro ChichizolaParma Calcio 1913, 36, GK","Leandro Chichizola Parma Calcio 1913, 36, GK",1,90,-,-,-,-,-,70.5,1.0,-,6.46
"320Nicolas ViolaCagliari, 36, M(C),FW","Nicolas Viola Cagliari, 36, M(C),FW",18(9),1278,3,1,2,-,1.1,68.9,0.8,2,6.46
"321Michael FolorunshoFiorentina, 28, M(CLR),FW","Michael Folorunsho Fiorentina, 28, M(CLR),FW",6(8),647,-,-,5,-,0.6,75.8,1.3,1,6.45
"322Kacper UrbanskiBologna, 21, AM(CL)","Kacper Urbanski Bologna, 21, AM(CL)",1(6),244,1,-,2,-,0.6,87.3,0.4,1,6.45
"323Keinan DavisUdinese, 28, FW","Keinan Davis Udinese, 28, FW",10(13),1064,2,1,2,-,1.3,76.8,1.7,1,6.45
"324Michel AdopoCagliari, 25, DMC","Michel Adopo Cagliari, 25, DMC",27(8),2418,1,1,3,1,0.6,83.9,0.8,1,6.45
"325Alessandro ZanoliGenoa, 25, D(R),M(R)","Alessandro Zanoli Genoa, 25, D(R),M(R)",19(12),1715,1,-,3,-,0.4,71.9,0.6,1,6.45
"326Abdou HarrouiVerona, 28, M(CLR)","Abdou Harroui Verona, 28, M(CLR)",5(5),463,1,2,1,-,1.5,82.0,0.8,-,6.45
"327Simon SohmParma Calcio 1913, 25, M(C)","Simon Sohm Parma Calcio 1913, 25, M(C)",36(1),3000,4,-,7,-,0.9,86.1,0.8,2,6.44
"328Dany MotaMonza, 27, AM(CL),FW","Dany Mota Monza, 27, AM(CL),FW",24(7),2112,5,2,3,-,1.4,76.0,2.0,1,6.44
"329Gaetano OristanioVenezia, 23, AM(CLR),FW","Gaetano Oristanio Venezia, 23, AM(CLR),FW",29(8),2334,3,3,3,-,1.2,77.3,0.4,1,6.44
"330Jurgen EkkelenkampUdinese, 26, M(CL)","Jurgen Ekkelenkamp Udinese, 26, M(CL)",20(14),1896,3,2,2,-,0.8,81.0,0.5,1,6.44
"331Edoardo GoldanigaComo, 32, D(CR)","Edoardo Goldaniga Como, 32, D(CR)",28(4),2531,1,-,10,1,0.4,88.0,1.7,-,6.44
"332Lukasz SkorupskiBologna, 34, GK","Lukasz Skorupski Bologna, 34, GK",27,2365,-,-,1,-,-,76.3,0.1,-,6.44
"333Casper TengstedtVerona, 25, FW","Casper Tengstedt Verona, 25, FW",20(5),1531,6,1,2,-,1.5,69.4,0.8,-,6.44
"334Ylber RamadaniLecce, 30, DMC","Ylber Ramadani Lecce, 30, DMC",22(8),1817,1,1,4,-,0.6,83.0,0.5,-,6.43
"335Riccardo SottilFiorentina, 26, AM(LR)","Riccardo Sottil Fiorentina, 26, AM(LR)",8(10),829,1,1,1,-,1.2,81.0,0.2,-,6.43
"336Lorenzo De SilvestriBologna, 37, D(R),M(R)","Lorenzo De Silvestri Bologna, 37, D(R),M(R)",13(5),1066,1,-,1,-,0.5,80.2,0.7,1,6.43
"337Thórir HelgasonLecce, 25, AM(C)","Thórir Helgason Lecce, 25, AM(C)",13(8),1158,-,4,-,-,0.8,73.2,0.8,-,6.43
"338Emmanuel GyasiEmpoli, 32, M(CLR),FW","Emmanuel Gyasi Empoli, 32, M(CLR),FW",37,3225,2,1,5,-,0.6,75.5,1.2,-,6.43
"339Gabriele ZappaCagliari, 26, D(CR),M(R)","Gabriele Zappa Cagliari, 26, D(CR),M(R)",35(2),3063,2,-,4,-,0.3,78.7,0.6,-,6.43
"340Rafael TolóiAtalanta, 35, D(C)","Rafael Tolói Atalanta, 35, D(C)",2(9),463,-,-,1,-,0.3,88.2,0.8,1,6.43
"341Matteo PessinaMonza, 29, M(CR)","Matteo Pessina Monza, 29, M(CR)",10(1),857,-,-,2,-,0.3,87.8,0.9,-,6.43
"342Jonathan IkonéComo, 27, AM(CLR),FW","Jonathan Ikoné Como, 27, AM(CLR),FW",5(8),538,2,-,1,-,1.2,81.1,0.3,-,6.43
"343Santiago PierottiLecce, 25, AM(CR),FW","Santiago Pierotti Lecce, 25, AM(CR),FW",22(14),1947,4,2,4,1,0.9,73.3,1.4,1,6.43
"344Cristiano BiraghiFiorentina, 33, D(CL),M(L)","Cristiano Biraghi Fiorentina, 33, D(CL),M(L)",5(3),431,1,-,1,-,0.6,91.0,0.4,-,6.43
"345Alessandro VogliaccoParma Calcio 1913, 27, D(C)","Alessandro Vogliacco Parma Calcio 1913, 27, D(C)",10,775,-,-,2,-,0.1,92.0,1.9,-,6.43
"346Mandela KeitaParma Calcio 1913, 23, DMC","Mandela Keita Parma Calcio 1913, 23, DMC",24(6),1833,-,2,4,1,0.2,90.5,0.5,-,6.42
