Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"154Christian KühlwetterFC Heidenheim, 30, M(CLR),FW","Christian Kühlwetter FC Heidenheim, 30, M(CLR),FW",0(1),7,-,1,-,-,-,50.0,-,-,6.68
"155Matthijs de LigtBayern, 26, D(C)","Matthijs de Ligt Bayern, 26, D(C)",16(6),1391,2,-,5,-,0.6,94.0,1.9,-,6.68
"156Phillipp MweneMainz, 32, D(LR),M(LR)","Phillipp Mwene Mainz, 32, D(LR),M(LR)",23,2004,1,2,4,1,1,74.5,0.8,-,6.68
"157Robin KochEintracht Frankfurt, 29, D(C),DMC","Robin Koch Eintracht Frankfurt, 29, D(C),DMC",31,2740,2,-,10,-,0.8,88.2,2.7,1,6.68
"158Joakim MæhleWolfsburg, 28, D(LR),M(LR)","Joakim Mæhle Wolfsburg, 28, D(LR),M(LR)",27(3),2455,2,3,5,-,0.7,82.4,0.7,-,6.68
"159Fredrik JensenAugsburg, 28, M(CLR),FW","Fredrik Jensen Augsburg, 28, M(CLR),FW",18(4),1352,2,4,1,-,0.6,69.4,1.1,-,6.68
"160Niclas FüllkrugWerder Bremen, 33, FW","Niclas Füllkrug Werder Bremen, 33, FW",2,180,-,-,-,-,2.5,72.7,6.5,-,6.68
"161Kevin MbabuAugsburg, 31, D(R),M(R)","Kevin Mbabu Augsburg, 31, D(R),M(R)",22(3),2049,-,2,5,-,0.2,70.9,1.1,1,6.67
"162Davie SelkeFC Koln, 31, FW","Davie Selke FC Koln, 31, FW",16(3),1274,6,-,3,-,1.7,62.9,3.7,2,6.67
"163John Anthony BrooksHoffenheim, 33, D(C)","John Anthony Brooks Hoffenheim, 33, D(C)",18(3),1541,2,-,6,1,0.5,83.0,2.2,-,6.67
"164Matthias GinterFreiburg, 32, D(CR),DMC","Matthias Ginter Freiburg, 32, D(CR),DMC",22(1),1918,-,2,3,-,0.3,84.4,2.3,-,6.67
"165Jeffrey GouweleeuwAugsburg, 34, D(C)","Jeffrey Gouweleeuw Augsburg, 34, D(C)",29(1),2595,1,-,7,-,0.8,78.3,1.8,1,6.67
"166Tim SkarkeDarmstadt, 29, AM(CLR),FW","Tim Skarke Darmstadt, 29, AM(CLR),FW",29(1),2418,8,-,7,-,2.3,79.2,0.4,1,6.65
"167Lovro MajerWolfsburg, 28, AM(CR)","Lovro Majer Wolfsburg, 28, AM(CR)",25(7),2121,5,5,5,-,1.2,78.1,0.4,3,6.65
"168Ihlas BebouHoffenheim, 32, M(CLR),FW","Ihlas Bebou Hoffenheim, 32, M(CLR),FW",16(16),1631,7,5,3,-,1.2,74.5,1.0,2,6.65
"169Alexander NübelStuttgart, 29, GK","Alexander Nübel Stuttgart, 29, GK",30,2700,-,-,1,-,-,80.1,0.4,1,6.64
"170Florian KainzFC Koln, 33, M(CLR)","Florian Kainz FC Koln, 33, M(CLR)",29(4),2212,5,4,4,-,0.8,75.6,0.5,1,6.64
"171Ramy BensebainiBorussia Dortmund, 31, D(CL),DMC,M(L)","Ramy Bensebaini Borussia Dortmund, 31, D(CL),DMC,M(L)",11(6),1031,-,-,2,1,0.9,83.0,1.1,-,6.64
"172Jordan SiebatcheuBorussia M.Gladbach, 30, FW","Jordan Siebatcheu Borussia M.Gladbach, 30, FW",18(7),1441,5,3,2,-,1.4,78.6,1.9,1,6.64
"173Philipp HofmannBochum, 33, FW","Philipp Hofmann Bochum, 33, FW",18(11),1578,4,2,1,-,1.3,64.7,3.8,1,6.64
"174Philipp LienhartFreiburg, 29, D(C)","Philipp Lienhart Freiburg, 29, D(C)",14(1),1265,1,-,3,-,0.5,83.7,2.2,1,6.63
"175Arne MaierAugsburg, 27, M(CR)","Arne Maier Augsburg, 27, M(CR)",10(12),1000,2,4,-,-,1,83.5,0.3,2,6.63
"176Mattias SvanbergWolfsburg, 27, M(CLR)","Mattias Svanberg Wolfsburg, 27, M(CLR)",20(5),1727,1,3,8,-,1.7,75.2,0.8,-,6.63
"177Tomás KoubekAugsburg, 33, GK","Tomás Koubek Augsburg, 33, GK",3,270,-,-,-,-,-,68.5,-,-,6.63
"178Fabian NürnbergerDarmstadt, 26, D(L),M(CL)","Fabian Nürnberger Darmstadt, 26, D(L),M(CL)",17(4),1519,1,1,2,-,0.9,83.3,0.6,1,6.63
"179Diogo LeiteUnion Berlin, 27, D(C)","Diogo Leite Union Berlin, 27, D(C)",31(1),2708,-,-,6,-,0.4,80.5,2.2,-,6.63
"180Alexander MeyerBorussia Dortmund, 35, GK","Alexander Meyer Borussia Dortmund, 35, GK",7(1),694,-,-,-,-,-,81.3,-,-,6.62
"181Pascal StenzelStuttgart, 30, D(CR),M(R)","Pascal Stenzel Stuttgart, 30, D(CR),M(R)",14(9),1092,-,5,1,1,0.6,88.2,0.4,1,6.62
"182Dayot UpamecanoBayern, 27, D(C)","Dayot Upamecano Bayern, 27, D(C)",19(6),1765,1,-,1,1,0.4,92.7,1.7,-,6.62
"183Anthony LosillaBochum, 40, D(C),DMC","Anthony Losilla Bochum, 40, D(C),DMC",31,2588,1,2,10,-,0.9,72.7,2.7,-,6.62
"184Nathan TellaLeverkusen, 26, M(CLR),FW","Nathan Tella Leverkusen, 26, M(CLR),FW",8(16),811,5,2,2,-,0.9,83.2,0.2,1,6.62
"185Yussuf PoulsenRBL, 31, AM(CR),FW","Yussuf Poulsen RBL, 31, AM(CR),FW",12(16),1213,5,2,-,-,1,72.1,0.7,-,6.62
"186Noah AtuboluFreiburg, 23, GK","Noah Atubolu Freiburg, 23, GK",34,3060,-,-,-,-,-,67.0,0.2,2,6.62
"187Maximilian EggesteinFreiburg, 29, M(CR)","Maximilian Eggestein Freiburg, 29, M(CR)",33,2919,1,1,6,-,1.2,82.1,1.5,-,6.61
"188Luca NetzBorussia M.Gladbach, 22, D(L),M(L)","Luca Netz Borussia M.Gladbach, 22, D(L),M(L)",25(5),2233,-,4,2,-,0.6,80.3,1.2,-,6.61
"189Marvin MehlemDarmstadt, 28, M(CL)","Marvin Mehlem Darmstadt, 28, M(CL)",19(1),1490,3,2,3,-,1.2,78.2,0.7,1,6.61
"190Lukas KüblerFreiburg, 33, D(CLR),M(R)","Lukas Kübler Freiburg, 33, D(CLR),M(R)",22(4),1853,1,-,7,-,0.3,79.5,1.3,-,6.61
"191Niklas SüleBorussia Dortmund, 30, D(CR)","Niklas Süle Borussia Dortmund, 30, D(CR)",14(9),1510,1,-,-,-,0.3,93.2,0.9,-,6.61
"192Florian NeuhausBorussia M.Gladbach, 29, M(C)","Florian Neuhaus Borussia M.Gladbach, 29, M(C)",15(10),1226,4,2,4,-,1.6,83.5,0.3,1,6.61
"193Manuel RiemannBochum, 37, GK","Manuel Riemann Bochum, 37, GK",33,2970,-,-,5,-,-,58.3,0.4,2,6.61
"194Robin ZentnerMainz, 31, GK","Robin Zentner Mainz, 31, GK",30,2700,-,-,3,-,-,58.5,0.3,2,6.6
"195Luca PfeifferDarmstadt, 29, AM(C),FW","Luca Pfeiffer Darmstadt, 29, AM(C),FW",20(4),1628,1,3,3,-,2,71.4,2.4,-,6.6
"196Roland SallaiFreiburg, 28, D(R),M(CLR),FW","Roland Sallai Freiburg, 28, D(R),M(CLR),FW",22(5),1852,3,-,6,-,2.1,78.0,1.1,-,6.6
"197Finn DahmenAugsburg, 28, GK","Finn Dahmen Augsburg, 28, GK",31,2790,-,-,4,-,-,74.9,0.2,2,6.59
"198Maximilian WittekBochum, 30, D(CL),M(LR)","Maximilian Wittek Bochum, 30, D(CL),M(LR)",13(8),1070,3,1,4,-,1.2,64.7,0.8,1,6.59
"199Mario GötzeEintracht Frankfurt, 33, M(CLR),FW","Mario Götze Eintracht Frankfurt, 33, M(CLR),FW",23(7),2077,3,2,3,1,0.4,81.7,0.3,2,6.59
"200Senne LynenWerder Bremen, 27, DMC","Senne Lynen Werder Bremen, 27, DMC",20(12),1795,-,3,6,-,0.4,82.9,0.4,-,6.59
"201Felix NmechaBorussia Dortmund, 25, M(C)","Felix Nmecha Borussia Dortmund, 25, M(C)",10(10),1016,1,2,3,-,1.2,84.1,1.1,-,6.59
"202András SchäferUnion Berlin, 27, M(C)","András Schäfer Union Berlin, 27, M(C)",14(6),1219,1,2,1,1,1.1,76.5,1.1,1,6.58
"203Grischa PrömelHoffenheim, 31, M(C)","Grischa Prömel Hoffenheim, 31, M(C)",27(1),2149,4,5,8,1,0.9,82.4,0.6,1,6.58
"204Justin NjinmahWerder Bremen, 25, AM(CR),FW","Justin Njinmah Werder Bremen, 25, AM(CR),FW",10(14),1013,6,2,1,-,1.4,69.8,0.3,1,6.58
"205Castello LukebaRBL, 23, D(C)","Castello Lukeba RBL, 23, D(C)",24(8),2186,1,-,3,-,0.2,91.7,1.0,-,6.57
"206Felix AguWerder Bremen, 26, D(LR),M(LR)","Felix Agu Werder Bremen, 26, D(LR),M(LR)",19(5),1623,-,-,2,-,0.5,74.6,0.7,-,6.57
"207Benedikt GimberFC Heidenheim, 29, D(C),DMC","Benedikt Gimber FC Heidenheim, 29, D(C),DMC",24,2027,1,1,9,-,0.8,80.9,2.0,1,6.57
"208Christian GünterFreiburg, 33, D(L),M(L)","Christian Günter Freiburg, 33, D(L),M(L)",13(2),1067,1,2,1,-,0.4,81.1,0.3,1,6.57
"209Moritz JenzWolfsburg, 26, D(C)","Moritz Jenz Wolfsburg, 26, D(C)",21(1),1747,-,1,5,1,0.3,88.3,2.2,-,6.57
"210Silvan WidmerMainz, 33, D(CR),M(LR)","Silvan Widmer Mainz, 33, D(CR),M(LR)",13(7),1246,1,3,4,-,0.7,76.9,1.0,-,6.57
"211Anthony JungWerder Bremen, 34, D(CL),M(L)","Anthony Jung Werder Bremen, 34, D(CL),M(L)",30(1),2584,1,-,4,1,0.2,87.8,1.4,-,6.56
"212Silas Katompa MvumpaStuttgart, 27, M(CLR),FW","Silas Katompa Mvumpa Stuttgart, 27, M(CLR),FW",8(19),890,5,2,-,-,0.9,82.7,0.2,1,6.55
"213Kevin AkpogumaHoffenheim, 31, D(CR),M(R)","Kevin Akpoguma Hoffenheim, 31, D(CR),M(R)",11(6),1097,-,-,7,-,0.1,86.6,1.5,-,6.55
"214Patrick OsterhageBochum, 26, DMC","Patrick Osterhage Bochum, 26, DMC",21(3),1864,2,1,5,-,0.9,80.4,1.1,-,6.55
"215Dominik KohrMainz, 32, D(C),DMC","Dominik Kohr Mainz, 32, D(C),DMC",27(4),2190,1,-,13,1,0.8,76.8,1.4,-,6.55
"216Angelo StillerHoffenheim, 25, DMC","Angelo Stiller Hoffenheim, 25, DMC",1,84,-,-,-,-,2.0,89.7,2.0,-,6.55
"217Lennard MaloneyFC Heidenheim, 26, D(C),DMC","Lennard Maloney FC Heidenheim, 26, D(C),DMC",27(2),2294,1,1,1,-,0.5,74.5,2.4,-,6.55
"218Andreas Hanche-OlsenMainz, 29, D(CR)","Andreas Hanche-Olsen Mainz, 29, D(CR)",12(3),996,1,-,5,-,0.3,78.3,2.1,-,6.55
"219Josip JuranovicUnion Berlin, 30, D(LR),M(LR)","Josip Juranovic Union Berlin, 30, D(LR),M(LR)",14(7),1291,-,2,4,-,0.6,77.1,0.1,-,6.55
"220Robert SkovHoffenheim, 29, D(L),M(CLR)","Robert Skov Hoffenheim, 29, D(L),M(CLR)",14(11),1265,3,4,2,-,1.3,78.3,0.5,1,6.55
"221Josha VagnomanStuttgart, 25, D(LR),M(LR)","Josha Vagnoman Stuttgart, 25, D(LR),M(LR)",12(6),1183,2,2,2,-,0.9,85.7,0.4,-,6.54
"222Jan ThielmannFC Koln, 23, D(R),M(CLR),FW","Jan Thielmann FC Koln, 23, D(R),M(CLR),FW",20(2),1590,1,-,4,1,1.7,69.4,1.0,-,6.54
"223Robin KnocheUnion Berlin, 33, D(C)","Robin Knoche Union Berlin, 33, D(C)",20(4),1917,1,-,1,-,0.3,81.1,2.0,-,6.54
"224Omar Haktab TraoréFC Heidenheim, 28, D(R),M(R)","Omar Haktab Traoré FC Heidenheim, 28, D(R),M(R)",29(2),2478,-,2,5,-,0.4,74.1,0.5,-,6.54
"225Luca WaldschmidtFC Koln, 29, AM(CLR),FW","Luca Waldschmidt FC Koln, 29, AM(CLR),FW",14(8),1151,3,-,-,-,2,77.6,0.4,1,6.54
"226Marvin SchwäbeFC Koln, 31, GK","Marvin Schwäbe FC Koln, 31, GK",34,3060,-,-,-,-,-,76.6,0.1,-,6.54
"227Matthias BaderDarmstadt, 28, D(R),DMC,M(R)","Matthias Bader Darmstadt, 28, D(R),DMC,M(R)",21(3),1810,1,2,1,-,0.7,74.3,0.5,1,6.54
"228Jamie LewelingStuttgart, 25, M(CLR),FW","Jamie Leweling Stuttgart, 25, M(CLR),FW",17(17),1523,4,4,3,-,1.3,82.5,0.1,-,6.53
"229Ansgar KnauffEintracht Frankfurt, 24, M(CLR),FW","Ansgar Knauff Eintracht Frankfurt, 24, M(CLR),FW",24(7),2122,7,2,5,1,1.2,64.7,0.8,1,6.53
"230Kevin ParedesWolfsburg, 22, D(L),M(LR)","Kevin Paredes Wolfsburg, 22, D(L),M(LR)",15(13),1430,3,-,4,-,0.7,78.6,0.4,-,6.53
"231Rafael BorréWerder Bremen, 30, AM(C),FW","Rafael Borré Werder Bremen, 30, AM(C),FW",11(8),992,4,-,-,-,1.1,76.5,1.4,1,6.53
"232Kevin TrappEintracht Frankfurt, 35, GK","Kevin Trapp Eintracht Frankfurt, 35, GK",32,2880,-,-,2,-,-,71.6,0.3,1,6.53
"233Rubén VargasAugsburg, 27, AM(CLR),FW","Rubén Vargas Augsburg, 27, AM(CLR),FW",25(6),1977,4,4,3,-,1.6,76.3,0.7,-,6.53
"234Marvin PieringerFC Heidenheim, 26, AM(C),FW","Marvin Pieringer FC Heidenheim, 26, AM(C),FW",18(13),1523,3,3,5,-,0.9,70.3,2.0,-,6.52
"235Milos VeljkovicWerder Bremen, 30, D(C),DMC","Milos Veljkovic Werder Bremen, 30, D(C),DMC",21(2),1921,2,1,2,-,0.3,83.6,1.7,1,6.52
"236Marcel SchuhenDarmstadt, 33, GK","Marcel Schuhen Darmstadt, 33, GK",31,2790,-,-,2,-,-,68.0,0.3,1,6.51
"237Manuel NeuerBayern, 40, GK","Manuel Neuer Bayern, 40, GK",23,2054,-,-,1,-,-,84.2,0.3,-,6.51
"238Mads PedersenAugsburg, 29, D(LR),M(CL)","Mads Pedersen Augsburg, 29, D(LR),M(CL)",19(8),1784,1,1,5,1,0.5,81.3,0.4,-,6.51
"239Thomas MeunierBorussia Dortmund, 34, D(R),M(R)","Thomas Meunier Borussia Dortmund, 34, D(R),M(R)",7(1),588,-,-,-,-,1,81.4,0.9,-,6.51
"240Yannik KeitelFreiburg, 26, D(C),DMC","Yannik Keitel Freiburg, 26, D(C),DMC",11(4),921,1,-,-,-,0.4,79.4,1.6,1,6.51
"241Merlin RöhlFreiburg, 23, M(C)","Merlin Röhl Freiburg, 23, M(C)",17(7),1487,2,3,3,1,1,80.8,0.9,-,6.51
"242Edimilson FernandesMainz, 30, D(CR),M(CR)","Edimilson Fernandes Mainz, 30, D(CR),M(CR)",13(8),1284,-,2,4,-,0.7,80.9,0.9,1,6.5
"243Eric Choupo-MotingBayern, 37, M(CLR),FW","Eric Choupo-Moting Bayern, 37, M(CLR),FW",7(20),704,2,2,1,-,1,84.1,0.6,-,6.5
"244Yorbe VertessenUnion Berlin, 25, AM(CL),FW","Yorbe Vertessen Union Berlin, 25, AM(CL),FW",7(6),595,3,2,1,-,1.8,72.7,0.3,-,6.5
"245Kiliann SildilliaFreiburg, 23, D(CR),M(R)","Kiliann Sildillia Freiburg, 23, D(CR),M(R)",20(7),1805,-,1,2,1,0.3,76.5,1.2,-,6.5
"246Maxim LeitschMainz, 27, D(C)","Maxim Leitsch Mainz, 27, D(C)",4(3),377,-,-,-,-,-,77.8,1.9,-,6.5
"247Josuha GuilavoguiMainz, 35, D(C),M(C)","Josuha Guilavogui Mainz, 35, D(C),M(C)",5(6),409,-,1,1,-,-,86.1,0.6,-,6.49
"248Christopher TrimmelUnion Berlin, 39, D(CR),M(R)","Christopher Trimmel Union Berlin, 39, D(CR),M(R)",19(7),1653,-,2,2,1,0.2,73.8,1.0,1,6.49
"249Kevin BehrensWolfsburg, 35, FW","Kevin Behrens Wolfsburg, 35, FW",7(6),616,1,1,1,-,0.8,65.3,2.5,-,6.49
"250Yannick GerhardtWolfsburg, 32, D(L),M(CL)","Yannick Gerhardt Wolfsburg, 32, D(L),M(CL)",18(7),1636,2,1,5,-,0.8,80.0,1.2,2,6.49
"251Ridle BakuWolfsburg, 28, D(R),M(CR)","Ridle Baku Wolfsburg, 28, D(R),M(CR)",22(11),2014,1,-,4,-,0.8,76.8,0.6,-,6.49
"252David Datro FofanaUnion Berlin, 23, FW","David Datro Fofana Union Berlin, 23, FW",8(4),687,1,-,-,-,2.2,73.4,0.8,-,6.49
"253Koen CasteelsWolfsburg, 33, GK","Koen Casteels Wolfsburg, 33, GK",25,2250,-,-,2,-,-,69.0,0.3,-,6.48
"254Janis BlaswichRBL, 34, GK","Janis Blaswich RBL, 34, GK",21,1890,-,-,-,-,-,86.3,0.4,-,6.48
"255Kevin VogtHoffenheim, 34, D(CR),M(C)","Kevin Vogt Hoffenheim, 34, D(CR),M(C)",14(2),1319,-,-,2,-,0.1,87.0,0.5,-,6.48
"256Lucas TousartUnion Berlin, 28, M(C)","Lucas Tousart Union Berlin, 28, M(C)",18(5),1578,-,-,5,-,1.1,75.9,1.7,-,6.48
"257Hugo LarssonEintracht Frankfurt, 21, M(C)","Hugo Larsson Eintracht Frankfurt, 21, M(C)",21(8),1886,2,1,1,-,0.3,87.1,0.3,-,6.47
"258Skelly AlveroWerder Bremen, 23, M(C)","Skelly Alvero Werder Bremen, 23, M(C)",1(5),121,1,-,1,-,0.8,77.6,1.0,-,6.47
"259Nick WoltemadeWerder Bremen, 24, AM(C),FW","Nick Woltemade Werder Bremen, 24, AM(C),FW",12(18),1182,2,-,1,-,0.7,77.3,0.9,1,6.47
"260Gonçalo PaciênciaBochum, 31, FW","Gonçalo Paciência Bochum, 31, FW",6(13),646,3,1,3,-,2,66.5,1.2,-,6.47
"261Felix PasslackBochum, 27, D(LR),M(CR)","Felix Passlack Bochum, 27, D(LR),M(CR)",13(2),967,2,2,2,1,0.9,64.9,0.5,1,6.46
"262Julian JustvanDarmstadt, 28, D(L),M(CLR)","Julian Justvan Darmstadt, 28, D(L),M(CLR)",11(3),1024,2,2,1,-,1.2,76.7,0.1,1,6.46
"263Christoph BaumgartnerRBL, 26, AM(CLR),FW","Christoph Baumgartner RBL, 26, AM(CLR),FW",11(21),1152,5,1,3,-,1.0,76.8,0.7,-,6.46
"264Tobias KempeDarmstadt, 36, M(CLR)","Tobias Kempe Darmstadt, 36, M(CLR)",15(9),1351,3,2,1,-,0.9,81.1,0.5,-,6.46
"265Leonardo BittencourtWerder Bremen, 32, M(CLR),FW","Leonardo Bittencourt Werder Bremen, 32, M(CLR),FW",19(10),1585,1,2,9,-,1.1,83.4,0.2,-,6.45
"266Manuel GuldeFreiburg, 35, D(C)","Manuel Gulde Freiburg, 35, D(C)",23(4),2048,1,-,3,1,0.4,86.3,1.9,1,6.45
"267Olivier DemanWerder Bremen, 26, D(L),M(CLR),FW","Olivier Deman Werder Bremen, 26, D(L),M(CLR),FW",14(15),1359,2,1,5,-,0.6,77.0,0.7,-,6.45
"268Sebastiaan BornauwWolfsburg, 27, D(C)","Sebastiaan Bornauw Wolfsburg, 27, D(C)",16(4),1432,-,-,5,-,0.5,87.6,1.5,1,6.45
"269Nathan NgoumouBorussia M.Gladbach, 26, AM(LR)","Nathan Ngoumou Borussia M.Gladbach, 26, AM(LR)",14(18),1384,5,2,1,-,1.0,77.1,0.3,-,6.45
"270Mateu MoreyBorussia Dortmund, 26, D(R),M(R)","Mateu Morey Borussia Dortmund, 26, D(R),M(R)",2(1),111,-,-,-,-,0.3,87.5,0.7,-,6.45
"271Aurélio ButaEintracht Frankfurt, 29, D(R),M(R)","Aurélio Buta Eintracht Frankfurt, 29, D(R),M(R)",20(10),1748,1,1,5,-,0.4,80.8,1,1,6.44
"272Dejan LjubicicFC Koln, 28, M(CLR)","Dejan Ljubicic FC Koln, 28, M(CLR)",24(2),2057,-,2,6,-,1.5,81.9,0.3,1,6.44
"273Philipp MaxEintracht Frankfurt, 32, D(L),M(L)","Philipp Max Eintracht Frankfurt, 32, D(L),M(L)",17(6),1360,1,2,2,-,0.3,84.7,0.6,-,6.44
"274Timo WernerRBL, 30, AM(CLR),FW","Timo Werner RBL, 30, AM(CLR),FW",2(6),204,2,-,-,-,1.1,70.0,-,1,6.44
"275Jonas FöhrenbachFC Heidenheim, 30, D(CL),M(L)","Jonas Föhrenbach FC Heidenheim, 30, D(CL),M(L)",32(1),2790,-,-,2,-,0.4,73.8,1.2,-,6.43
"276Marius BülterHoffenheim, 33, D(R),M(CLR),FW","Marius Bülter Hoffenheim, 33, D(R),M(CLR),FW",15(15),1350,1,4,1,1,0.7,76.0,0.8,-,6.43
"277Karim OnisiwoMainz, 34, AM(CLR),FW","Karim Onisiwo Mainz, 34, AM(CLR),FW",17(7),1498,1,3,1,-,1.4,63.0,1.4,-,6.43
"278Joe ScallyBorussia M.Gladbach, 23, D(CLR),M(LR)","Joe Scally Borussia M.Gladbach, 23, D(CLR),M(LR)",25(6),2238,1,4,4,-,0.4,81.9,0.7,-,6.43
"279Salih ÖzcanBorussia Dortmund, 28, M(C)","Salih Özcan Borussia Dortmund, 28, M(C)",13(10),1180,-,-,3,-,0.2,85.9,0.8,-,6.43
"280Arne EngelsAugsburg, 22, M(C)","Arne Engels Augsburg, 22, M(C)",13(19),1400,3,2,1,1,0.6,74.8,0.4,-,6.42
"281Elvis RexhbeçajAugsburg, 28, M(C)","Elvis Rexhbeçaj Augsburg, 28, M(C)",24(1),1995,2,-,4,-,1.2,75.1,1.1,-,6.42
"282Rani KhediraUnion Berlin, 32, D(C),DMC","Rani Khedira Union Berlin, 32, D(C),DMC",18(2),1350,-,-,5,1,0.2,74.2,1,-,6.42
"283Lukas KlostermannRBL, 29, D(CLR),M(R)","Lukas Klostermann RBL, 29, D(CLR),M(R)",16(9),1432,1,-,3,-,0.2,90.1,0.6,-,6.41
"284Youssoufa MoukokoBorussia Dortmund, 21, FW","Youssoufa Moukoko Borussia Dortmund, 21, FW",4(16),615,5,-,1,-,0.7,84.3,0.3,-,6.41
"285Kevin KamplRBL, 35, M(CLR)","Kevin Kampl RBL, 35, M(CLR)",14(12),1361,1,-,3,-,0.2,92.0,0.1,-,6.41
"286Christoph ZimmermannDarmstadt, 33, D(C)","Christoph Zimmermann Darmstadt, 33, D(C)",12(7),1214,-,-,5,-,0.2,82.3,1.5,-,6.41
"287Janik HabererUnion Berlin, 32, M(CLR),FW","Janik Haberer Union Berlin, 32, M(CLR),FW",14(7),1224,1,1,7,-,0.7,75.1,1,-,6.41
"288Anthony RouaultStuttgart, 24, D(C)","Anthony Rouault Stuttgart, 24, D(C)",11(11),1009,-,2,3,-,0.1,88.9,0.9,1,6.41
"289Fabian HollandDarmstadt, 35, D(L),DMC,M(L)","Fabian Holland Darmstadt, 35, D(L),DMC,M(L)",23,1847,-,2,4,1,0.5,80.2,0.5,-,6.41
"290Mert KömürAugsburg, 20, AM(C),FW","Mert Kömür Augsburg, 20, AM(C),FW",1(3),118,1,-,-,-,0.5,87.5,-,-,6.41
"291Dominique HeintzFC Koln, 32, D(CL)","Dominique Heintz FC Koln, 32, D(CL)",6(6),566,-,-,-,-,-,85.5,1.0,-,6.4
"292Aster VranckxWolfsburg, 23, M(C)","Aster Vranckx Wolfsburg, 23, M(C)",12(12),1143,-,-,6,-,0.2,86.4,0.7,-,6.4
"293Brenden AaronsonUnion Berlin, 25, AM(CLR),FW","Brenden Aaronson Union Berlin, 25, AM(CLR),FW",14(16),1267,2,2,1,1,0.6,80.2,0.4,1,6.4
"294Clemens RiedelDarmstadt, 22, D(C)","Clemens Riedel Darmstadt, 22, D(C)",9(5),755,-,-,2,-,0.6,86.0,0.8,-,6.4
"295Takuma AsanoBochum, 31, AM(CLR),FW","Takuma Asano Bochum, 31, AM(CLR),FW",26(3),2005,6,1,2,-,2.2,72.2,0.5,1,6.4
"296Marvin FriedrichBorussia M.Gladbach, 30, D(C)","Marvin Friedrich Borussia M.Gladbach, 30, D(C)",17(7),1563,-,-,1,-,0.5,83.9,1.6,-,6.4
"297Karim AdeyemiBorussia Dortmund, 24, AM(CLR),FW","Karim Adeyemi Borussia Dortmund, 24, AM(CLR),FW",10(11),915,3,1,4,1,1.1,77.9,0.7,-,6.4
"298Emir KaricDarmstadt, 28, D(L),M(LR)","Emir Karic Darmstadt, 28, D(L),M(LR)",18(9),1783,-,-,4,-,0.4,80.4,0.8,-,6.4
"299Mërgim BerishaAugsburg, 27, AM(C),FW","Mërgim Berisha Augsburg, 27, AM(C),FW",2,124,-,-,-,-,2.5,69.2,1.0,-,6.4
"300Benedict HollerbachUnion Berlin, 24, AM(CLR),FW","Benedict Hollerbach Union Berlin, 24, AM(CLR),FW",15(13),1283,5,-,2,-,1.2,69.9,0.7,1,6.39
"301Lukas NmechaWolfsburg, 27, AM(CR),FW","Lukas Nmecha Wolfsburg, 27, AM(CR),FW",0(3),39,1,-,-,-,0.3,50.0,1.0,-,6.39
"302Woo-yeong JeongStuttgart, 26, AM(CR),FW","Woo-yeong Jeong Stuttgart, 26, AM(CR),FW",5(21),621,2,3,1,-,0.7,85.4,0.1,-,6.39
"303Adrian BeckFC Heidenheim, 28, AM(CR)","Adrian Beck FC Heidenheim, 28, AM(CR)",11(12),975,1,1,1,-,0.5,73.5,0.8,-,6.38
"304Tom KraußMainz, 24, DMC","Tom Krauß Mainz, 24, DMC",13(16),1342,1,2,5,-,0.7,75.4,0.5,-,6.38
"305Jordy MakengoFreiburg, 24, D(L)","Jordy Makengo Freiburg, 24, D(L)",10(10),1021,-,-,1,-,0.2,85.4,0.9,-,6.38
"306Sven UlreichBayern, 37, GK","Sven Ulreich Bayern, 37, GK",11,990,-,-,1,-,-,81.7,0.1,-,6.38
"307Leonidas StergiouStuttgart, 24, D(R)","Leonidas Stergiou Stuttgart, 24, D(R)",6(9),589,1,-,-,-,0.2,86.5,0.3,-,6.38
"308Oscar VilhelmssonDarmstadt, 22, FW","Oscar Vilhelmsson Darmstadt, 22, FW",16(10),1375,4,1,2,-,1.1,60.7,1.6,-,6.38
"309Cédric ZesigerWolfsburg, 27, D(C)","Cédric Zesiger Wolfsburg, 27, D(C)",18(5),1635,-,-,5,-,0.7,84.6,1.7,-,6.38
"310Giovanni ReynaBorussia Dortmund, 23, AM(CLR)","Giovanni Reyna Borussia Dortmund, 23, AM(CLR)",1(10),272,-,-,1,-,0.7,86.6,0.4,-,6.38
"311Stefan LainerBorussia M.Gladbach, 33, D(R),M(R)","Stefan Lainer Borussia M.Gladbach, 33, D(R),M(R)",8(7),751,-,1,2,-,0.2,79.6,0.5,-,6.38
"312RogérioWolfsburg, 28, D(L),M(L)","Rogério Wolfsburg, 28, D(L),M(L)",10(3),907,1,-,-,-,0.3,82.9,0.6,-,6.37
"313Niklas DorschAugsburg, 28, M(C)","Niklas Dorsch Augsburg, 28, M(C)",16(5),1390,-,-,5,-,0.7,87.5,0.5,-,6.37
"314Steffen TiggesFC Koln, 27, FW","Steffen Tigges FC Koln, 27, FW",6(19),717,3,-,-,-,0.9,60.8,1.6,-,6.37
"315Patrick WimmerWolfsburg, 24, M(CLR),FW","Patrick Wimmer Wolfsburg, 24, M(CLR),FW",8(6),597,2,-,3,1,0.7,67.9,0.9,-,6.37
