Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"172Predrag RajkovicMallorca, 30, GK","Predrag Rajkovic Mallorca, 30, GK",36,3240,-,-,2,-,-,55.1,0.2,3,6.65
"173Julián AraujoLas Palmas, 24, D(R),M(R)","Julián Araujo Las Palmas, 24, D(R),M(R)",15(10),1462,1,-,5,-,0.3,83.3,1.2,-,6.65
"174JailsonCelta Vigo, 30, D(C),DMC","Jailson Celta Vigo, 30, D(C),DMC",9(5),893,-,1,1,-,0.4,83.9,1.2,-,6.64
"175Beñat PradosAthletic Club, 25, DMC","Beñat Prados Athletic Club, 25, DMC",16(10),1452,-,-,1,-,0.3,83.4,1.2,-,6.64
"176Aleksandar RadovanovicAlmeria, 32, D(C)","Aleksandar Radovanovic Almeria, 32, D(C)",8(1),572,-,-,2,-,0.1,92.3,1.6,-,6.64
"177Igor ZubeldiaReal Sociedad, 29, D(C),DMC","Igor Zubeldia Real Sociedad, 29, D(C),DMC",29(1),2524,-,2,11,1,0.4,85.0,2.8,-,6.64
"178Marcos AcuñaSevilla, 34, D(CL),M(CL)","Marcos Acuña Sevilla, 34, D(CL),M(CL)",18(3),1304,1,2,7,-,0.4,79.7,0.7,1,6.64
"179Cristhian MosqueraValencia, 21, D(CR)","Cristhian Mosquera Valencia, 21, D(CR)",33(3),3075,-,-,2,-,0.3,88.6,1.4,1,6.64
"180Gonçalo GuedesVillarreal, 29, AM(CLR),FW","Gonçalo Guedes Villarreal, 29, AM(CLR),FW",9(8),951,3,2,-,-,1.5,81.1,0.1,-,6.64
"181Oihan SancetAthletic Club, 26, M(C),FW","Oihan Sancet Athletic Club, 26, M(C),FW",25(5),1993,4,5,3,2,1.4,82.8,0.8,1,6.64
"182Rubén GarcíaOsasuna, 32, M(CLR),FW","Rubén García Osasuna, 32, M(CLR),FW",19(11),1552,3,2,1,-,0.9,72.7,1.0,-,6.63
"183Ferland MendyReal Madrid, 30, D(L),M(L)","Ferland Mendy Real Madrid, 30, D(L),M(L)",21(2),1727,-,-,5,-,0.2,94.2,0.3,-,6.63
"184Iker MuñozOsasuna, 23, DMC","Iker Muñoz Osasuna, 23, DMC",20(8),1855,4,-,5,-,0.8,76.2,2.0,1,6.63
"185Dani RodríguezMallorca, 37, AM(CLR),FW","Dani Rodríguez Mallorca, 37, AM(CLR),FW",31(5),2635,2,4,9,-,0.8,77.3,0.6,1,6.63
"186Willian JoséReal Betis, 34, FW","Willian José Real Betis, 34, FW",25(8),1984,10,5,-,1,1.5,80.1,1.0,2,6.63
"187Santi ComesañaVillarreal, 29, M(C)","Santi Comesaña Villarreal, 29, M(C)",20(7),1656,2,-,6,2,0.6,87.3,1.1,2,6.63
"188Augusto BatallaGranada, 29, GK","Augusto Batalla Granada, 29, GK",17,1530,-,-,3,-,0.1,60.3,0.2,-,6.63
"189Aihen MuñozReal Sociedad, 28, D(L)","Aihen Muñoz Real Sociedad, 28, D(L)",11(10),1120,-,2,2,-,0.3,77.3,1.1,-,6.63
"190Mika MármolLas Palmas, 24, D(CL)","Mika Mármol Las Palmas, 24, D(CL)",36,3181,-,1,4,1,0.1,89.0,0.9,-,6.63
"191André AlmeidaValencia, 25, M(CL),FW","André Almeida Valencia, 25, M(CL),FW",12(6),975,2,1,-,-,0.6,81.5,0.2,1,6.63
"192Matteo GabbiaVillarreal, 26, D(C)","Matteo Gabbia Villarreal, 26, D(C)",6(1),479,-,-,2,-,-,89.6,2.4,-,6.62
"193Diego LópezValencia, 23, AM(CLR),FW","Diego López Valencia, 23, AM(CLR),FW",30(6),2672,3,6,2,-,1.1,69.0,1.2,1,6.62
"194Luiz FelipeReal Betis, 29, D(C)","Luiz Felipe Real Betis, 29, D(C)",4,360,-,-,1,-,0.5,90.4,0.5,-,6.62
"195Mikel VesgaAthletic Club, 33, M(C)","Mikel Vesga Athletic Club, 33, M(C)",18(9),1537,3,1,2,-,0.7,78.0,1.1,-,6.61
"196Alberto MoleiroLas Palmas, 22, AM(CL)","Alberto Moleiro Las Palmas, 22, AM(CL)",21(7),1811,3,3,1,-,1.2,81.8,-,-,6.61
"197Jon GuridiDeportivo Alaves, 31, M(C),FW","Jon Guridi Deportivo Alaves, 31, M(C),FW",34(2),2697,3,4,2,-,1,79.6,1.3,1,6.61
"198Sergio HerreraOsasuna, 32, GK","Sergio Herrera Osasuna, 32, GK",32,2870,-,-,2,-,-,61.9,0.3,-,6.61
"199Antonio SiveraDeportivo Alaves, 29, GK","Antonio Sivera Deportivo Alaves, 29, GK",34,3060,-,-,3,-,-,54.7,0.2,1,6.61
"200Jon PachecoReal Sociedad, 25, D(C)","Jon Pacheco Real Sociedad, 25, D(C)",16(7),1521,1,1,8,-,0.3,87.3,2.5,2,6.61
"201Marcos PeñaAlmeria, 21, DMC","Marcos Peña Almeria, 21, DMC",4(3),438,-,-,3,-,0.6,86.6,0.4,-,6.61
"202SusoSevilla, 32, AM(CLR),FW","Suso Sevilla, 32, AM(CLR),FW",15(14),1516,1,4,5,1,0.9,85.3,0.3,1,6.61
"203Pathé CissRayo Vallecano, 32, D(C),DMC","Pathé Ciss Rayo Vallecano, 32, D(C),DMC",16(15),1661,1,-,10,-,0.7,83.6,1.6,1,6.61
"204Rubén DuarteDeportivo Alaves, 30, D(CL)","Rubén Duarte Deportivo Alaves, 30, D(CL)",21(7),1877,2,1,7,-,0.5,70.3,1.0,1,6.6
"205Ander HerreraAthletic Club, 36, M(C)","Ander Herrera Athletic Club, 36, M(C)",10(13),1023,-,3,4,-,0.6,86.6,0.6,-,6.6
"206Hamari TraoréReal Sociedad, 34, D(R),M(R)","Hamari Traoré Real Sociedad, 34, D(R),M(R)",27(4),2301,-,2,7,-,0.6,84.6,1.0,-,6.6
"207Javi LópezDeportivo Alaves, 24, D(L)","Javi López Deportivo Alaves, 24, D(L)",25(7),2387,1,3,3,-,0.6,72.4,0.9,1,6.6
"208Nemanja RadonjicMallorca, 30, M(CLR),FW","Nemanja Radonjic Mallorca, 30, M(CLR),FW",4(7),350,-,-,-,-,0.9,72.9,0.3,-,6.6
"209Álvaro GarcíaRayo Vallecano, 33, AM(CL),FW","Álvaro García Rayo Vallecano, 33, AM(CL),FW",30(2),2492,6,1,6,1,1.4,68.9,0.5,1,6.6
"210Chadi RiadReal Betis, 22, D(C)","Chadi Riad Real Betis, 22, D(C)",24(2),2165,-,-,1,-,0.4,89.7,1.7,-,6.6
"211Abdul MuminRayo Vallecano, 27, D(C)","Abdul Mumin Rayo Vallecano, 27, D(C)",19(1),1695,1,-,5,1,0.3,80.2,2.0,-,6.6
"212Juanlu SánchezSevilla, 22, D(R),M(CR)","Juanlu Sánchez Sevilla, 22, D(R),M(CR)",11(15),1178,-,2,2,-,0.4,83.2,0.5,-,6.6
"213Iñigo MartínezBarcelona, 34, D(C)","Iñigo Martínez Barcelona, 34, D(C)",13(7),1293,-,-,5,-,0.4,88.7,1.7,-,6.6
"214Andoni GorosabelDeportivo Alaves, 29, D(R),M(R)","Andoni Gorosabel Deportivo Alaves, 29, D(R),M(R)",33(3),2865,1,-,6,-,0.4,82.0,0.7,2,6.6
"215Julen AgirrezabalaAthletic Club, 25, GK","Julen Agirrezabala Athletic Club, 25, GK",2(2),236,-,-,-,-,-,58.8,0.3,1,6.6
"216Álex SuárezLas Palmas, 33, D(CR)","Álex Suárez Las Palmas, 33, D(CR)",30(2),2569,2,-,7,-,0.2,87.4,1.5,2,6.59
"217José María GiménezAtletico, 31, D(CR)","José María Giménez Atletico, 31, D(CR)",14(8),1325,-,-,5,-,0.3,86.5,1.4,-,6.59
"218Mikel OyarzabalReal Sociedad, 29, AM(CLR),FW","Mikel Oyarzabal Real Sociedad, 29, AM(CLR),FW",23(10),2160,9,3,3,-,1.2,75.6,0.8,1,6.59
"219Luís MaximianoAlmeria, 27, GK","Luís Maximiano Almeria, 27, GK",33,2970,-,-,1,-,-,62.1,0.1,2,6.59
"220Íñigo LekueAthletic Club, 32, D(LR),M(LR)","Íñigo Lekue Athletic Club, 32, D(LR),M(LR)",22(5),2001,-,2,4,-,0.2,80.4,0.6,-,6.59
"221Bertrand TraoréVillarreal, 30, AM(R),FW","Bertrand Traoré Villarreal, 30, AM(R),FW",6(5),568,1,-,4,-,1.8,80.6,0.4,-,6.59
"222Héctor FortBarcelona, 19, D(LR)","Héctor Fort Barcelona, 19, D(LR)",4(3),322,-,2,-,-,0.1,88.2,-,-,6.59
"223Pacha EspinoRayo Vallecano, 34, D(L)","Pacha Espino Rayo Vallecano, 34, D(L)",29(2),2514,-,1,9,-,0.6,75.1,0.4,-,6.58
"224David SoriaGetafe, 33, GK","David Soria Getafe, 33, GK",38,3414,-,-,3,-,-,48.4,0.1,2,6.58
"225Fran GarcíaReal Madrid, 26, D(L),M(L)","Fran García Real Madrid, 26, D(L),M(L)",15(10),1397,1,5,2,-,0.4,88.8,0.3,-,6.58
"226Carlos ProtesoniDeportivo Alaves, 28, DMC","Carlos Protesoni Deportivo Alaves, 28, DMC",10(19),1122,3,1,5,-,0.5,70.5,1.2,1,6.58
"227Adrià PedrosaSevilla, 27, D(L),M(L)","Adrià Pedrosa Sevilla, 27, D(L),M(L)",15(16),1750,1,4,1,-,0.5,78.6,0.3,-,6.58
"228Youssouf SabalyReal Betis, 33, D(LR),M(R)","Youssouf Sabaly Real Betis, 33, D(LR),M(R)",12,1048,-,1,2,-,0.3,85.6,0.8,1,6.57
"229Aritz ElustondoReal Sociedad, 32, D(CR)","Aritz Elustondo Real Sociedad, 32, D(CR)",7(8),809,-,1,2,-,0.5,87.4,1.9,-,6.57
"230Miguel RubioGranada, 28, D(C)","Miguel Rubio Granada, 28, D(C)",17(2),1561,1,-,5,-,0.5,80.3,3.1,-,6.57
"231Ferran TorresBarcelona, 26, AM(LR),FW","Ferran Torres Barcelona, 26, AM(LR),FW",12(17),1203,7,2,2,-,1.3,80.4,0.1,1,6.57
"232Moi GómezOsasuna, 31, M(CLR)","Moi Gómez Osasuna, 31, M(CLR)",23(5),2012,3,-,3,-,0.7,83.8,0.5,-,6.57
"233Stefan SavicAtletico, 35, D(C)","Stefan Savic Atletico, 35, D(C)",19(4),1631,-,-,5,1,0.2,83.5,2.0,-,6.57
"234Aleksandar SedlarDeportivo Alaves, 34, D(C)","Aleksandar Sedlar Deportivo Alaves, 34, D(C)",11,949,1,-,2,-,0.4,84.9,1.5,1,6.57
"235Juan IglesiasGetafe, 27, D(CLR),M(R)","Juan Iglesias Getafe, 27, D(CLR),M(R)",17(7),1420,-,2,4,-,0.6,65.2,0.5,1,6.57
"236Manu SánchezCelta Vigo, 25, D(L),M(L)","Manu Sánchez Celta Vigo, 25, D(L),M(L)",20(6),1776,-,5,3,-,0.3,76.5,0.3,-,6.57
"237Ilias AkhomachVillarreal, 22, AM(R)","Ilias Akhomach Villarreal, 22, AM(R)",17(14),1514,2,2,4,-,1.0,80.6,0.1,-,6.57
"238Aitor ParedesAthletic Club, 25, D(C)","Aitor Paredes Athletic Club, 25, D(C)",31(3),2708,1,-,7,1,0.4,85.6,1.8,-,6.57
"239Lucas TorróOsasuna, 31, DMC","Lucas Torró Osasuna, 31, DMC",21(7),1794,1,-,5,-,1.1,76.1,2.6,1,6.56
"240Alejandro BaldeBarcelona, 22, D(LR),M(L)","Alejandro Balde Barcelona, 22, D(LR),M(L)",15(3),1378,-,1,1,-,0.3,88.5,0.7,-,6.56
"241Álex SolaDeportivo Alaves, 26, D(R),M(LR)","Álex Sola Deportivo Alaves, 26, D(R),M(LR)",14(15),1261,-,3,2,-,1,71.8,0.6,-,6.56
"242Gastón ÁlvarezGetafe, 26, D(CL)","Gastón Álvarez Getafe, 26, D(CL)",29(5),2538,2,-,7,-,0.4,76.2,1.5,-,6.56
"243Yeray ÁlvarezAthletic Club, 31, D(C)","Yeray Álvarez Athletic Club, 31, D(C)",14(5),1156,-,-,1,1,0.4,81.1,2.3,-,6.56
"244Javi HernándezCadiz, 27, D(CL)","Javi Hernández Cadiz, 27, D(CL)",28(2),2518,1,2,10,-,1,73.9,1.0,-,6.56
"245Giovanni GonzálezMallorca, 31, D(CR)","Giovanni González Mallorca, 31, D(CR)",27(7),2466,1,1,7,-,0.4,77.2,1.1,2,6.56
"246Ander BarrenetxeaReal Sociedad, 24, M(LR)","Ander Barrenetxea Real Sociedad, 24, M(LR)",20(9),1440,4,1,1,-,1.3,72.5,0.5,-,6.55
"247Stole DimitrievskiRayo Vallecano, 32, GK","Stole Dimitrievski Rayo Vallecano, 32, GK",37,3330,-,-,2,-,-,55.4,0.2,4,6.55
"248Boubakary SoumaréSevilla, 27, DMC","Boubakary Soumaré Sevilla, 27, DMC",26(2),2288,-,1,10,-,-,90.3,0.7,-,6.55
"249Antonio BlancoDeportivo Alaves, 25, DMC","Antonio Blanco Deportivo Alaves, 25, DMC",29(4),2437,-,1,5,1,0.6,77.9,0.7,-,6.55
"250Sokratis PapastathopoulosReal Betis, 37, D(CR)","Sokratis Papastathopoulos Real Betis, 37, D(CR)",12(3),1135,-,-,6,-,0.1,88.3,1.7,-,6.55
"251Joseph AidooCelta Vigo, 30, D(C)","Joseph Aidoo Celta Vigo, 30, D(C)",4(2),407,-,-,-,-,0.5,78.5,2.3,-,6.55
"252CopeteMallorca, 26, D(C)","Copete Mallorca, 26, D(C)",17(2),1339,1,1,7,-,0.4,78.1,1.1,1,6.55
"253Érik LamelaSevilla, 34, AM(CLR),FW","Érik Lamela Sevilla, 34, AM(CLR),FW",5(8),459,2,-,3,-,0.7,86.0,0.2,-,6.55
"254NachoReal Madrid, 36, D(CLR)","Nacho Real Madrid, 36, D(CLR)",18(11),1741,-,1,4,2,0.2,92.5,1.0,-,6.54
"255César AzpilicuetaAtletico, 36, D(CLR),M(R)","César Azpilicueta Atletico, 36, D(CLR),M(R)",14(11),1423,-,2,4,-,0.1,86.1,0.9,-,6.54
"256Sergi CanósValencia, 29, M(LR)","Sergi Canós Valencia, 29, M(LR)",15(12),1236,1,2,2,-,1.6,69.2,0.5,1,6.54
"257Javi GuerraValencia, 22, M(C)","Javi Guerra Valencia, 22, M(C)",28(8),2505,4,1,3,1,1.2,74.1,0.7,-,6.54
"258Alex BerenguerAthletic Club, 30, D(LR),M(CLR),FW","Alex Berenguer Athletic Club, 30, D(LR),M(CLR),FW",15(20),1582,7,3,4,-,0.9,73.2,0.6,2,6.54
"259Marko DmitrovicSevilla, 34, GK","Marko Dmitrovic Sevilla, 34, GK",13,1170,-,-,1,-,-,68.7,0.2,-,6.54
"260Jesús NavasSevilla, 40, D(R),M(R)","Jesús Navas Sevilla, 40, D(R),M(R)",25(4),2012,-,2,6,1,0.2,78.4,0.3,-,6.53
"261Pablo MaffeoMallorca, 28, D(LR),M(R)","Pablo Maffeo Mallorca, 28, D(LR),M(R)",17(5),1458,1,2,3,1,0.5,66.3,1.5,1,6.53
"262Lucien AgouméSevilla, 24, M(C)","Lucien Agoumé Sevilla, 24, M(C)",9(3),778,-,-,3,-,0.5,83.5,0.8,-,6.53
"263Martin ValjentMallorca, 30, D(C)","Martin Valjent Mallorca, 30, D(C)",28,2355,-,1,5,-,0.3,81.5,1.7,2,6.53
"264Dodi LukébakioSevilla, 28, AM(CLR),FW","Dodi Lukébakio Sevilla, 28, AM(CLR),FW",12(11),1127,5,1,-,-,1.8,84.2,0.5,-,6.53
"265Sergio RuizGranada, 31, DMC","Sergio Ruiz Granada, 31, DMC",31(5),2504,-,4,9,-,0.4,85.1,0.9,1,6.53
"266Rafa MarínDeportivo Alaves, 23, D(C)","Rafa Marín Deportivo Alaves, 23, D(C)",27(6),2441,-,-,6,-,0.4,82.8,1.7,-,6.53
"267Anthony LozanoAlmeria, 33, AM(L),FW","Anthony Lozano Almeria, 33, AM(L),FW",10(3),778,3,-,1,-,1.8,74.8,1.6,-,6.53
"268Éder MilitãoReal Madrid, 28, D(CR)","Éder Militão Real Madrid, 28, D(CR)",6(4),497,-,-,-,-,0.2,90.8,1.1,-,6.53
"269Rodrigo RiquelmeAtletico, 26, D(L),M(CL)","Rodrigo Riquelme Atletico, 26, D(L),M(CL)",17(17),1527,3,5,1,-,1.1,79.3,0.1,1,6.52
"270Enzo LoiodiceLas Palmas, 25, DMC","Enzo Loiodice Las Palmas, 25, DMC",19(15),1793,-,1,2,-,0.5,84.3,0.8,-,6.52
"271Abdel AbqarDeportivo Alaves, 27, D(C)","Abdel Abqar Deportivo Alaves, 27, D(C)",27,2316,-,-,10,-,0.4,72.9,1.4,-,6.52
"272Sergio AkiemeAlmeria, 28, D(L),M(L)","Sergio Akieme Almeria, 28, D(L),M(L)",19,1676,2,-,2,-,0.5,79.8,0.5,-,6.52
"273Bruno LangaAlmeria, 28, D(L),M(L)","Bruno Langa Almeria, 28, D(L),M(L)",9(2),819,1,-,1,1,0.7,76.0,0.2,-,6.52
"274Léo BaptistãoAlmeria, 33, AM(CLR),FW","Léo Baptistão Almeria, 33, AM(CLR),FW",22(10),1844,6,-,6,1,1.5,67.2,1.5,-,6.52
"275Edgar GonzálezAlmeria, 29, D(C),DMC","Edgar González Almeria, 29, D(C),DMC",30(1),2529,2,-,5,1,0.4,85.4,2.3,1,6.51
"276FaliCadiz, 32, D(C),DMC","Fali Cadiz, 32, D(C),DMC",30,2552,-,-,12,-,0.4,77.3,1.3,-,6.51
"277Sheraldo BeckerReal Sociedad, 31, AM(CLR),FW","Sheraldo Becker Real Sociedad, 31, AM(CLR),FW",8(7),774,2,2,1,-,1.4,75.9,0.3,1,6.51
"278Unai LópezRayo Vallecano, 30, M(CR)","Unai López Rayo Vallecano, 30, M(CR)",28(7),2127,1,2,9,-,0.9,84.3,0.5,1,6.51
"279Dion LopyAlmeria, 24, DMC","Dion Lopy Almeria, 24, DMC",23(7),1921,-,-,5,-,0.8,85.0,1.1,1,6.51
"280Nacho VidalMallorca, 31, D(R)","Nacho Vidal Mallorca, 31, D(R)",5(3),417,-,-,2,-,1.0,77.4,1.6,-,6.51
"281PortuGirona, 33, M(CLR),FW","Portu Girona, 33, M(CLR),FW",11(22),1180,7,5,3,-,0.6,80.1,0.2,1,6.51
"282Raúl AlbiolVillarreal, 40, D(C)","Raúl Albiol Villarreal, 40, D(C)",24(2),2036,-,1,6,-,0.2,86.3,1.8,-,6.5
"283Alfonso PedrazaVillarreal, 30, D(L),M(L)","Alfonso Pedraza Villarreal, 30, D(L),M(L)",14(5),1120,1,3,4,1,0.5,78.9,0.3,-,6.5
"284Ignasi MiquelGranada, 33, D(C)","Ignasi Miquel Granada, 33, D(C)",33(1),2992,1,1,5,-,0.6,82.0,1.7,1,6.5
"285Iván BalliuRayo Vallecano, 34, D(LR),M(R)","Iván Balliu Rayo Vallecano, 34, D(LR),M(R)",32(1),2876,-,1,4,-,0.3,77.0,0.9,-,6.5
"286Sandro RamírezLas Palmas, 30, AM(LR),FW","Sandro Ramírez Las Palmas, 30, AM(LR),FW",21(6),1818,1,3,3,-,1.9,82.5,0.3,-,6.5
"287Héctor BellerínReal Betis, 31, D(R),M(R)","Héctor Bellerín Real Betis, 31, D(R),M(R)",20(3),1715,-,1,-,1,0.1,79.9,0.7,-,6.5
"288Gonzalo VillarGranada, 28, M(C)","Gonzalo Villar Granada, 28, M(C)",21(14),1790,1,3,7,-,0.6,84.0,0.9,1,6.5
"289Victor ChustCadiz, 26, D(C)","Victor Chust Cadiz, 26, D(C)",22,1870,-,1,3,2,0.2,80.6,1.2,-,6.5
"290Saúl CocoLas Palmas, 27, D(C)","Saúl Coco Las Palmas, 27, D(C)",26(4),2295,1,-,6,1,0.7,88.9,1.9,2,6.5
"291Aridane HernándezRayo Vallecano, 37, D(C)","Aridane Hernández Rayo Vallecano, 37, D(C)",19,1691,-,-,3,-,0.3,85.8,1.8,-,6.49
"292Mihailo RisticCelta Vigo, 30, D(L),M(L)","Mihailo Ristic Celta Vigo, 30, D(L),M(L)",9(3),809,-,-,2,-,0.8,74.8,0.8,-,6.49
"293Gabriel PaulistaValencia, 35, D(CR)","Gabriel Paulista Valencia, 35, D(CR)",16(2),1401,-,-,4,1,0.4,86.1,1.6,-,6.49
"294Kike GarcíaDeportivo Alaves, 36, FW","Kike García Deportivo Alaves, 36, FW",15(18),1424,3,2,3,-,1.7,68.4,1.5,-,6.49
"295Damián RodríguezCelta Vigo, 23, M(C)","Damián Rodríguez Celta Vigo, 23, M(C)",3(2),258,-,2,1,-,0.2,93.1,-,-,6.49
"296Cristhian StuaniGirona, 39, AM(CLR),FW","Cristhian Stuani Girona, 39, AM(CLR),FW",5(26),784,9,3,6,-,1.1,73.7,0.8,2,6.49
"297FernandoSevilla, 38, D(C),DMC","Fernando Sevilla, 38, D(C),DMC",5(3),461,-,-,-,-,0.1,87.3,1.3,-,6.49
"298Nahuel TenagliaDeportivo Alaves, 30, D(CR)","Nahuel Tenaglia Deportivo Alaves, 30, D(CR)",11(14),1131,1,-,5,-,0.3,74.5,1,-,6.49
"299Williot SwedbergCelta Vigo, 22, AM(CL)","Williot Swedberg Celta Vigo, 22, AM(CL)",4(11),434,5,-,1,-,0.8,77.5,0.3,-,6.48
"300Jorge HerrandoOsasuna, 25, D(C)","Jorge Herrando Osasuna, 25, D(C)",18(1),1644,-,-,4,-,0.2,79.9,1.4,-,6.48
"301Nahuel MolinaAtletico, 28, D(R),M(R)","Nahuel Molina Atletico, 28, D(R),M(R)",19(11),1860,2,3,4,1,0.4,76.9,0.2,-,6.48
"302Francis CoquelinVillarreal, 34, M(CLR)","Francis Coquelin Villarreal, 34, M(CLR)",10(7),912,-,-,4,-,0.2,88.1,0.6,-,6.48
"303Enes ÜnalGetafe, 28, FW","Enes Ünal Getafe, 28, FW",1(2),138,-,1,-,-,0.3,67.6,1,-,6.48
"304Pablo BustoReal Betis, 20, Defender","Pablo Busto Real Betis, 20, Defender",0(2),42,-,-,-,-,0.5,76.2,-,-,6.48
"305Ander GuevaraDeportivo Alaves, 28, DMC","Ander Guevara Deportivo Alaves, 28, DMC",33(4),2937,1,-,7,-,0.4,76.0,1.2,1,6.47
"306Arnau MartínezGirona, 23, D(CLR),DMC,M(R)","Arnau Martínez Girona, 23, D(CLR),DMC,M(R)",14(7),1242,-,2,5,-,-,89.9,0.5,-,6.47
"307Damián SuárezGetafe, 37, D(R),M(R)","Damián Suárez Getafe, 37, D(R),M(R)",16(1),1307,-,2,7,1,0.2,70.8,0.5,-,6.47
"308Aimar OrozOsasuna, 24, AM(CL),FW","Aimar Oroz Osasuna, 24, AM(CL),FW",26(7),2351,2,1,3,-,0.8,82.2,0.6,-,6.47
"309Juanmi LatasaGetafe, 25, FW","Juanmi Latasa Getafe, 25, FW",15(17),1557,2,-,5,1,1.4,52.9,4.6,-,6.47
"310Munir El HaddadiLas Palmas, 30, AM(CLR),FW","Munir El Haddadi Las Palmas, 30, AM(CLR),FW",32(6),2471,3,2,3,-,1.1,80.4,0.6,-,6.47
"311Manu MorlanesMallorca, 27, DMC","Manu Morlanes Mallorca, 27, DMC",16(19),1611,-,2,2,-,0.3,84.8,0.5,-,6.47
"312Memphis DepayAtletico, 32, AM(CL),FW","Memphis Depay Atletico, 32, AM(CL),FW",9(14),892,5,1,2,-,1.7,76.1,0.2,1,6.46
"313Iza CarcelénCadiz, 33, D(R)","Iza Carcelén Cadiz, 33, D(R)",29(6),2609,-,-,2,-,0.3,74.4,0.6,-,6.46
"314Beñat TurrientesReal Sociedad, 24, DMC","Beñat Turrientes Real Sociedad, 24, DMC",19(10),1692,-,1,4,-,0.8,87.2,0.6,-,6.46
"315Fran PérezValencia, 23, AM(LR)","Fran Pérez Valencia, 23, AM(LR)",27(5),2070,1,4,4,-,0.6,80.0,0.2,-,6.46
"316Imanol García de AlbénizAthletic Club, 25, D(L)","Imanol García de Albéniz Athletic Club, 25, D(L)",5(4),520,-,-,2,-,0.1,83.5,1.1,-,6.46
"317Johan MojicaOsasuna, 33, D(L),M(L)","Johan Mojica Osasuna, 33, D(L),M(L)",22(8),2041,-,3,1,-,0.6,77.0,0.5,-,6.46
"318Kiko FemeníaVillarreal, 35, D(LR),M(R)","Kiko Femenía Villarreal, 35, D(LR),M(R)",16(7),1581,-,-,6,1,-,85.3,0.4,-,6.46
"319Kamil JózwiakGranada, 28, AM(CLR)","Kamil Józwiak Granada, 28, AM(CLR)",7(4),573,-,1,2,-,0.4,73.1,1.3,-,6.46
"320Umar SadiqReal Sociedad, 29, FW","Umar Sadiq Real Sociedad, 29, FW",12(14),1078,3,1,4,-,1.3,71.1,1.1,-,6.45
"321Alejandro CatenaOsasuna, 31, D(C)","Alejandro Catena Osasuna, 31, D(C)",28(2),2536,1,3,8,1,0.6,81.9,2.0,-,6.45
"322Srdjan BabicAlmeria, 30, D(C)","Srdjan Babic Almeria, 30, D(C)",1,90,-,-,-,-,1.0,93.5,3.0,-,6.45
"323Myrto UzuniGranada, 30, AM(LR),FW","Myrto Uzuni Granada, 30, AM(LR),FW",28(6),2460,11,1,3,-,1.9,78.9,0.3,-,6.45
"324Cenk ÖzkacarValencia, 25, D(CL)","Cenk Özkacar Valencia, 25, D(CL)",18(5),1596,-,-,3,-,0.3,81.7,1.3,1,6.45
"325Álex CentellesAlmeria, 26, D(L)","Álex Centelles Almeria, 26, D(L)",11(3),980,-,1,2,-,0.1,76.3,1.1,-,6.45
"326Carlos DomínguezCelta Vigo, 25, D(C)","Carlos Domínguez Celta Vigo, 25, D(C)",18(4),1586,-,-,2,-,0.2,79.2,1.6,-,6.44
"327Alberto MorenoVillarreal, 33, D(L),M(L)","Alberto Moreno Villarreal, 33, D(L),M(L)",17(10),1490,2,2,1,2,0.6,83.5,0.4,-,6.44
"328PejiñoLas Palmas, 29, Forward","Pejiño Las Palmas, 29, Forward",6(11),501,2,-,1,-,1.0,80.6,0.2,-,6.44
"329Facundo PellistriGranada, 24, AM(R)","Facundo Pellistri Granada, 24, AM(R)",14(1),1221,2,1,-,1,1.1,75.6,0.6,-,6.44
"330Eric BaillyVillarreal, 32, D(CR)","Eric Bailly Villarreal, 32, D(CR)",9(1),839,-,-,4,-,0.2,88.0,1.6,-,6.44
"331Yarek GasiorowskiValencia, 21, D(CL)","Yarek Gasiorowski Valencia, 21, D(CL)",7(7),733,-,-,1,-,0.1,74.8,1.1,-,6.44
"332Lucas PiresCadiz, 25, D(L),M(L)","Lucas Pires Cadiz, 25, D(L),M(L)",15(13),1529,1,-,6,-,0.4,77.7,0.4,-,6.44
"333Djené DakonamGetafe, 34, D(CR),DMC","Djené Dakonam Getafe, 34, D(CR),DMC",30(3),2494,-,-,12,1,0.2,78.6,1.2,-,6.43
"334Óliver TorresSevilla, 31, M(CLR)","Óliver Torres Sevilla, 31, M(CLR)",18(9),1624,-,1,3,-,0.3,83.8,0.4,-,6.43
"335Toni LatoMallorca, 28, D(L),M(L)","Toni Lato Mallorca, 28, D(L),M(L)",16(12),1545,-,1,3,-,0.2,77.5,0.4,-,6.43
"336César MontesAlmeria, 29, D(C)","César Montes Almeria, 29, D(C)",21,1792,-,-,5,-,0.6,77.7,2.9,-,6.43
"337Largie RamazaniAlmeria, 25, AM(LR),FW","Largie Ramazani Almeria, 25, AM(LR),FW",16(13),1561,3,5,7,2,1.4,64.4,0.2,2,6.43
"338Andrés GuardadoReal Betis, 39, D(L),M(CL)","Andrés Guardado Real Betis, 39, D(L),M(CL)",4(8),443,-,-,2,-,0.4,87.0,0.3,-,6.42
"339Óscar RodríguezGetafe, 27, AM(CLR),FW","Óscar Rodríguez Getafe, 27, AM(CLR),FW",9(15),965,2,1,9,-,1.4,77.4,0.4,1,6.42
"340Ricardo VisusReal Betis, 25, D(C)","Ricardo Visus Real Betis, 25, D(C)",1(2),166,-,-,-,-,-,82.0,0.7,-,6.42
