Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"16Gorka GuruzetaAthletic Club, 29, FW","Gorka Guruzeta Athletic Club, 29, FW",30(2),2241,14,5,2,-,2.0,69.3,2.2,4,7.15
"17Ilkay GündoganBarcelona, 35, M(C)","Ilkay Gündogan Barcelona, 35, M(C)",33(3),2998,5,9,5,-,1.2,90.5,0.2,2,7.15
"18RodrygoReal Madrid, 25, AM(CLR),FW","Rodrygo Real Madrid, 25, AM(CLR),FW",28(6),2391,10,5,2,-,2.6,89.9,0.1,3,7.14
"19Gerard MorenoVillarreal, 34, AM(CR),FW","Gerard Moreno Villarreal, 34, AM(CR),FW",28(2),2232,10,6,-,-,2.1,79.5,0.9,4,7.13
"20Frenkie de JongBarcelona, 28, D(C),M(C)","Frenkie de Jong Barcelona, 28, D(C),M(C)",20,1644,2,-,7,-,0.4,93.1,1.2,2,7.12
"21Toni KroosReal Madrid, 36, M(C)","Toni Kroos Real Madrid, 36, M(C)",24(9),2130,1,8,3,-,1.1,94.7,0.2,2,7.12
"22Federico ValverdeReal Madrid, 27, D(R),M(CLR)","Federico Valverde Real Madrid, 27, D(R),M(CLR)",33(4),2911,2,7,2,-,1.5,91.2,0.6,3,7.12
"23Jaume DomènechValencia, 35, GK","Jaume Domènech Valencia, 35, GK",1(1),74,-,-,-,-,-,37.9,-,-,7.12
"24Yangel HerreraGirona, 28, M(C)","Yangel Herrera Girona, 28, M(C)",27(2),2121,5,-,9,-,1.8,87.4,2.1,1,7.11
"25Lamine YamalBarcelona, 18, AM(R)","Lamine Yamal Barcelona, 18, AM(R)",22(15),2200,5,5,3,-,1.6,84.1,0.1,4,7.11
"26Takefusa KuboReal Sociedad, 24, AM(CLR),FW","Takefusa Kubo Real Sociedad, 24, AM(CLR),FW",24(6),2155,7,4,2,-,1.5,80.6,0.4,3,7.11
"27João CanceloBarcelona, 31, D(LR),M(LR)","João Cancelo Barcelona, 31, D(LR),M(LR)",29(3),2506,2,4,7,-,1,84.6,0.8,4,7.09
"28GaviBarcelona, 21, M(CL)","Gavi Barcelona, 21, M(CL)",10(2),943,1,1,5,-,0.8,91.4,1.1,-,7.08
"29Artem DovbykGirona, 28, FW","Artem Dovbyk Girona, 28, FW",32(4),2606,24,8,2,-,2.4,71.8,1.1,4,7.08
"30Aleix GarcíaGirona, 28, M(C)","Aleix García Girona, 28, M(C)",36(1),3201,3,6,4,1,1.1,91.7,0.5,5,7.08
"31Sergio RamosSevilla, 40, D(CR)","Sergio Ramos Sevilla, 40, D(CR)",28,2518,3,-,7,1,1,89.2,2.9,2,7.06
"32Brahim DíazReal Madrid, 26, AM(CLR),FW","Brahim Díaz Real Madrid, 26, AM(CLR),FW",18(13),1553,8,6,-,-,1.2,87.1,0.1,4,7.06
"33Johnny CardosoReal Betis, 24, M(C)","Johnny Cardoso Real Betis, 24, M(C)",15(2),1332,1,2,3,-,0.7,84.7,2.2,-,7.06
"34Ante BudimirOsasuna, 34, FW","Ante Budimir Osasuna, 34, FW",29(4),2449,17,2,4,-,2.3,54.8,4.9,6,7.06
"35Arda GülerReal Madrid, 21, AM(CLR)","Arda Güler Real Madrid, 21, AM(CLR)",4(6),373,6,-,1,-,1.5,88.2,-,-,7.04
"36PepeluValencia, 27, DMC","Pepelu Valencia, 27, DMC",37,3305,7,1,4,-,0.9,82.4,1.6,5,7.04
"37Antonio RaílloMallorca, 34, D(C)","Antonio Raíllo Mallorca, 34, D(C)",25(1),2203,3,2,4,1,1.1,85.8,4.7,2,7.03
"38Yannick CarrascoAtletico, 32, D(L),M(CLR),FW","Yannick Carrasco Atletico, 32, D(L),M(CLR),FW",3,223,-,1,-,-,0.7,77.3,-,1,7.03
"39Fran VieitesReal Betis, 26, GK","Fran Vieites Real Betis, 26, GK",3(1),315,-,-,-,-,-,58.6,0.3,-,7.01
"40Iago AspasCelta Vigo, 38, AM(CR),FW","Iago Aspas Celta Vigo, 38, AM(CR),FW",31(4),2716,9,10,6,1,2.3,78.4,0.2,4,7.01
"41Ayoze PérezReal Betis, 32, AM(CLR),FW","Ayoze Pérez Real Betis, 32, AM(CLR),FW",29(2),2309,9,1,4,-,2.2,79.7,0.6,6,7.0
"42Aurélien TchouaméniReal Madrid, 26, D(C),DMC","Aurélien Tchouaméni Real Madrid, 26, D(C),DMC",22(5),1987,3,1,7,-,1,92.0,1.9,1,7.0
"43Viktor TsygankovGirona, 28, M(CLR)","Viktor Tsygankov Girona, 28, M(CLR)",26(4),2067,8,7,-,-,1.5,83.1,0.5,-,6.99
"44RaphinhaBarcelona, 29, AM(CLR),FW","Raphinha Barcelona, 29, AM(CLR),FW",17(11),1373,6,9,4,1,2.1,80.9,0.3,3,6.99
"45Eduardo CamavingaReal Madrid, 23, D(L),DMC,M(L)","Eduardo Camavinga Real Madrid, 23, D(L),DMC,M(L)",21(10),1826,-,2,9,-,0.5,91.3,0.6,-,6.98
"46Pablo FornalsReal Betis, 30, M(CLR)","Pablo Fornals Real Betis, 30, M(CLR)",14(1),1155,3,2,2,-,1.1,78.3,0.7,1,6.98
"47Álex BaenaVillarreal, 24, AM(CL),FW","Álex Baena Villarreal, 24, AM(CL),FW",33(1),2599,2,14,11,1,2.1,78.5,0.2,2,6.97
"48PichuMallorca, 41, GK","Pichu Mallorca, 41, GK",1,90,-,-,-,-,-,59.3,-,-,6.96
"49Juan FoythVillarreal, 28, D(CR),DMC","Juan Foyth Villarreal, 28, D(CR),DMC",12,1062,1,1,1,-,0.5,82.8,2.2,1,6.96
"50Ivan RakiticSevilla, 38, M(CL)","Ivan Rakitic Sevilla, 38, M(CL)",16(2),1426,2,1,6,-,1.8,81.3,0.7,1,6.95
"51Borja MayoralGetafe, 29, AM(R),FW","Borja Mayoral Getafe, 29, AM(R),FW",25(2),2165,15,1,2,-,1.7,77.7,1.9,4,6.95
"52Jesús OwonoDeportivo Alaves, 25, GK","Jesús Owono Deportivo Alaves, 25, GK",4,360,-,-,1,-,-,61.8,0.5,-,6.94
"53Andrii LuninReal Madrid, 27, GK","Andrii Lunin Real Madrid, 27, GK",21,1890,-,-,2,-,-,85.2,0.5,-,6.94
"54Lucas OcamposSevilla, 31, M(CLR),FW","Lucas Ocampos Sevilla, 31, M(CLR),FW",34(1),2887,4,3,9,-,1.8,73.6,1.9,2,6.93
"55Yerson MosqueraVillarreal, 24, D(C)","Yerson Mosquera Villarreal, 24, D(C)",14(2),1229,2,1,4,-,0.6,86.0,1.8,-,6.93
"56Dani CarvajalReal Madrid, 34, D(R)","Dani Carvajal Real Madrid, 34, D(R)",25(3),2177,4,3,3,1,0.6,87.3,0.8,2,6.92
"57Paulo GazzanigaGirona, 34, GK","Paulo Gazzaniga Girona, 34, GK",38,3420,-,-,2,-,-,75.9,0.2,4,6.92
"58Samuel LinoAtletico, 26, D(L),M(CLR),FW","Samuel Lino Atletico, 26, D(L),M(CLR),FW",25(9),2092,4,5,-,-,1.6,83.3,0.3,-,6.91
"59Loïc BadéSevilla, 26, D(C)","Loïc Badé Sevilla, 26, D(C)",27(1),2284,-,1,5,1,0.5,83.0,2.7,1,6.91
"60Bryan ZaragozaGranada, 24, AM(CLR)","Bryan Zaragoza Granada, 24, AM(CLR)",18(3),1640,6,2,5,-,1.6,65.6,0.2,4,6.91
"61Brais MéndezReal Sociedad, 29, AM(CR),FW","Brais Méndez Real Sociedad, 29, AM(CR),FW",27(5),2422,5,6,7,-,2.1,81.0,0.8,2,6.91
"62Luka ModricReal Madrid, 40, M(C)","Luka Modric Real Madrid, 40, M(C)",18(14),1688,2,6,2,-,0.8,91.1,0.3,3,6.9
"63Eric GarcíaGirona, 25, D(CR),DMC","Eric García Girona, 25, D(CR),DMC",30,2641,5,-,4,-,0.5,90.2,1.7,-,6.88
"64Martín ZubimendiReal Sociedad, 27, DMC","Martín Zubimendi Real Sociedad, 27, DMC",29(2),2655,4,1,5,-,0.7,86.4,1.4,3,6.88
"65PedriBarcelona, 23, M(CL)","Pedri Barcelona, 23, M(CL)",16(8),1476,4,2,3,-,0.6,87.8,0.1,1,6.87
"66Mason GreenwoodGetafe, 24, AM(CLR),FW","Mason Greenwood Getafe, 24, AM(CLR),FW",30(3),2668,8,6,6,1,3.1,81.8,0.2,2,6.87
"67Jules KoundéBarcelona, 27, D(CR)","Jules Koundé Barcelona, 27, D(CR)",32(3),2899,1,2,4,-,0.7,90.8,2.0,2,6.86
"68Sergi CardonaLas Palmas, 26, D(L)","Sergi Cardona Las Palmas, 26, D(L)",30(5),2816,1,2,10,-,0.7,82.5,1.5,2,6.86
"69Álvaro MorataAtletico, 33, AM(CL),FW","Álvaro Morata Atletico, 33, AM(CL),FW",21(11),1912,15,3,2,1,2.1,70.7,1.4,2,6.85
"70João FélixBarcelona, 26, AM(CL),FW","João Félix Barcelona, 26, AM(CL),FW",18(12),1544,7,3,3,-,2.0,83.7,0.3,3,6.85
"71Marc PubillAlmeria, 22, D(CR)","Marc Pubill Almeria, 22, D(CR)",22(1),1889,1,3,2,-,0.9,76.7,1.1,1,6.85
"72Vedat MuriqiMallorca, 32, FW","Vedat Muriqi Mallorca, 32, FW",25(4),2330,7,2,5,-,2.2,64.0,5.0,3,6.84
"73Carlos VicenteDeportivo Alaves, 27, AM(R)","Carlos Vicente Deportivo Alaves, 27, AM(R)",12(6),1121,2,4,1,-,0.8,63.8,1.3,1,6.84
"74Lucas VázquezReal Madrid, 34, D(R),M(R)","Lucas Vázquez Real Madrid, 34, D(R),M(R)",14(15),1412,3,6,-,-,0.4,88.5,0.1,2,6.84
"75Youssef En-NesyriSevilla, 28, FW","Youssef En-Nesyri Sevilla, 28, FW",28(5),2576,16,2,4,-,2.2,65.0,2.1,3,6.84
"76Yéremy PinoVillarreal, 23, AM(CLR),FW","Yéremy Pino Villarreal, 23, AM(CLR),FW",7,481,-,-,4,-,1.3,82.9,1.1,-,6.83
"77Álvaro VallesLas Palmas, 28, GK","Álvaro Valles Las Palmas, 28, GK",37,3264,-,-,2,1,-,78.8,0.2,3,6.83
"78Miguel GutiérrezGirona, 24, D(L),M(LR)","Miguel Gutiérrez Girona, 24, D(L),M(LR)",35,3037,2,7,4,-,1,88.4,0.6,-,6.83
"79Yuri BerchicheAthletic Club, 36, D(L),M(L)","Yuri Berchiche Athletic Club, 36, D(L),M(L)",22(5),1934,3,1,5,-,0.7,83.6,1.3,2,6.83
"80Isaac RomeroSevilla, 25, FW","Isaac Romero Sevilla, 25, FW",14,1050,4,4,2,-,3,75.5,1.1,1,6.82
"81Cristian RiveroValencia, 28, Goalkeeper","Cristian Rivero Valencia, 28, Goalkeeper",0(1),56,-,-,-,-,-,64.3,1.0,-,6.82
"82Jørgen Strand LarsenCelta Vigo, 26, FW","Jørgen Strand Larsen Celta Vigo, 26, FW",36(1),2889,13,3,5,-,2.2,70.1,2.0,1,6.82
"83Claudio BravoReal Betis, 43, GK","Claudio Bravo Real Betis, 43, GK",7,630,-,-,-,-,-,78.4,0.4,1,6.81
"84Diego RicoGetafe, 33, D(CL),M(L)","Diego Rico Getafe, 33, D(CL),M(L)",28(4),2538,-,7,10,-,0.6,67.4,1.0,1,6.81
"85Germán PezzellaReal Betis, 34, D(C)","Germán Pezzella Real Betis, 34, D(C)",32,2771,1,-,7,-,0.7,86.0,2.7,2,6.81
"86Marc-André ter StegenBarcelona, 33, GK","Marc-André ter Stegen Barcelona, 33, GK",28,2520,-,-,3,-,-,88.4,0.1,2,6.8
"87Óscar De MarcosAthletic Club, 37, D(LR),M(CR)","Óscar De Marcos Athletic Club, 37, D(LR),M(CR)",26(2),2263,1,5,5,-,0.2,83.0,0.5,2,6.8
"88Guido RodríguezReal Betis, 32, DMC","Guido Rodríguez Real Betis, 32, DMC",22(2),1852,2,-,6,-,0.8,85.9,0.9,1,6.8
"89Lucas RobertoneAlmeria, 29, M(C)","Lucas Robertone Almeria, 29, M(C)",29(4),2392,-,5,11,-,1.1,84.5,1.2,2,6.8
"90Renato TapiaCelta Vigo, 30, D(C),DMC","Renato Tapia Celta Vigo, 30, D(C),DMC",15(6),1338,-,-,3,1,0.9,76.6,2.1,1,6.8
"91Daley BlindGirona, 36, D(CL),DMC,M(L)","Daley Blind Girona, 36, D(CL),DMC,M(L)",33(1),2972,1,2,6,-,0.5,90.3,1.1,-,6.8
"92Pablo BarriosAtletico, 22, M(C)","Pablo Barrios Atletico, 22, M(C)",17(7),1559,-,1,5,-,0.7,85.9,0.6,-,6.79
"93Giorgi MamardashviliValencia, 25, GK","Giorgi Mamardashvili Valencia, 25, GK",37,3289,-,-,3,1,-,46.9,0.3,4,6.79
"94Unai SimónAthletic Club, 28, GK","Unai Simón Athletic Club, 28, GK",36,3184,-,-,2,-,-,54.4,0.3,3,6.79
"95Iván MartínGirona, 27, M(CR)","Iván Martín Girona, 27, M(CR)",33(3),2747,5,4,5,-,0.5,92.3,0.2,-,6.79
"96Filip JörgensenVillarreal, 24, GK","Filip Jörgensen Villarreal, 24, GK",36,3240,-,-,4,-,-,78.0,0.3,3,6.79
"97Hugo ÁlvarezCelta Vigo, 22, M(LR)","Hugo Álvarez Celta Vigo, 22, M(LR)",8(4),763,1,1,1,-,1,85.5,0.4,1,6.79
"98Íñigo Ruíz de GalarretaAthletic Club, 32, DMC","Íñigo Ruíz de Galarreta Athletic Club, 32, DMC",25(4),2106,1,1,7,-,0.4,83.1,0.8,-,6.78
"99Carl StarfeltCelta Vigo, 30, D(C)","Carl Starfelt Celta Vigo, 30, D(C)",26(1),2221,1,-,4,-,0.4,87.9,2.7,1,6.78
"100Rodrigo De PaulAtletico, 31, M(CLR),FW","Rodrigo De Paul Atletico, 31, M(CLR),FW",25(9),2088,3,5,7,-,0.9,85.7,0.2,2,6.77
"101Robin Le NormandReal Sociedad, 29, D(C)","Robin Le Normand Real Sociedad, 29, D(C)",28(1),2473,2,-,13,-,0.3,88.6,3.9,1,6.77
"102Aitor RuibalReal Betis, 30, D(R),M(LR),FW","Aitor Ruibal Real Betis, 30, D(R),M(LR),FW",11(7),1018,2,1,5,-,0.7,78.6,0.2,2,6.77
"103Pau CubarsíBarcelona, 19, D(C)","Pau Cubarsí Barcelona, 19, D(C)",18(1),1563,-,-,4,-,0.2,91.7,1.5,-,6.77
"104Javi GalánReal Sociedad, 31, D(L),M(L)","Javi Galán Real Sociedad, 31, D(L),M(L)",13(1),1076,-,1,3,-,0.2,82.2,0.5,1,6.77
"105Jonathan BambaCelta Vigo, 30, AM(CLR),FW","Jonathan Bamba Celta Vigo, 30, AM(CLR),FW",24(3),1997,3,2,-,-,1.5,80.7,0.3,-,6.76
"106Lucas BoyéGranada, 30, AM(L),FW","Lucas Boyé Granada, 30, AM(L),FW",30(1),2555,6,3,8,1,1.8,73.7,1.9,2,6.76
"107Luiz HenriqueReal Betis, 25, AM(CLR),FW","Luiz Henrique Real Betis, 25, AM(CLR),FW",6(8),612,-,3,1,-,1.3,74.6,1.1,1,6.76
"108Ronald AraujoBarcelona, 27, D(CR)","Ronald Araujo Barcelona, 27, D(CR)",21(4),1996,1,2,6,-,0.9,89.6,2.4,-,6.75
"109Sergi RobertoBarcelona, 34, D(R),M(CR)","Sergi Roberto Barcelona, 34, D(R),M(CR)",10(4),864,3,2,4,-,0.7,90.3,0.9,1,6.75
"110David GilCadiz, 32, GK","David Gil Cadiz, 32, GK",4(1),371,-,-,1,-,-,48.6,0.8,1,6.75
"111David AlabaReal Madrid, 33, D(CL),M(CL)","David Alaba Real Madrid, 33, D(CL),M(CL)",14,1156,-,1,2,-,1,91.5,0.7,-,6.75
"112Kepa ArrizabalagaReal Madrid, 31, GK","Kepa Arrizabalaga Real Madrid, 31, GK",13(1),1197,-,-,1,-,-,82.5,0.1,-,6.74
"113Nemanja MaksimovicGetafe, 31, M(C)","Nemanja Maksimovic Getafe, 31, M(C)",37,3272,4,-,4,-,0.9,82.0,1.9,2,6.74
"114Ørjan NylandSevilla, 35, GK","Ørjan Nyland Sevilla, 35, GK",24,2160,-,-,1,-,-,56.7,0.5,1,6.74
"115Mario HermosoAtletico, 30, D(CL)","Mario Hermoso Atletico, 30, D(CL)",29(2),2558,-,1,9,-,0.5,87.1,1.5,1,6.74
"116José GayàValencia, 30, D(L),M(L)","José Gayà Valencia, 30, D(L),M(L)",22(2),1799,1,2,2,-,0.4,79.2,0.5,-,6.74
"117Sergi DarderMallorca, 32, M(CLR)","Sergi Darder Mallorca, 32, M(CLR)",21(15),2155,2,5,4,-,0.9,79.5,0.2,2,6.73
"118Florian LejeuneRayo Vallecano, 34, D(C)","Florian Lejeune Rayo Vallecano, 34, D(C)",37,3328,3,1,5,-,1.8,81.3,2.2,3,6.73
"119Unai NúñezCelta Vigo, 29, D(C)","Unai Núñez Celta Vigo, 29, D(C)",31(3),2802,1,-,4,-,0.6,79.9,2.7,-,6.73
"120Jan OblakAtletico, 33, GK","Jan Oblak Atletico, 33, GK",38,3420,-,-,1,-,-,70.9,0.2,-,6.73
"121Kike SalasSevilla, 24, D(CL)","Kike Salas Sevilla, 24, D(CL)",20(4),1609,3,-,10,-,0.7,79.1,2.8,-,6.73
"122Yan CoutoGirona, 23, D(R),M(R)","Yan Couto Girona, 23, D(R),M(R)",24(10),2246,1,8,8,-,0.9,82.6,0.1,-,6.73
"123Nabil FekirReal Betis, 32, AM(CLR),FW","Nabil Fekir Real Betis, 32, AM(CLR),FW",10(9),1050,1,2,1,-,1.5,84.1,0.5,-,6.73
"124Kirian RodríguezLas Palmas, 30, M(C)","Kirian Rodríguez Las Palmas, 30, M(C)",36(1),3217,6,2,7,-,1.2,89.5,0.6,5,6.73
"125Álex RemiroReal Sociedad, 31, GK","Álex Remiro Real Sociedad, 31, GK",37,3276,-,-,2,1,-,74.9,0.2,-,6.72
"126Dani ParejoVillarreal, 37, M(C)","Dani Parejo Villarreal, 37, M(C)",29(4),2588,3,5,4,-,0.4,90.2,0.7,1,6.72
"127Vicente GuaitaCelta Vigo, 39, GK","Vicente Guaita Celta Vigo, 39, GK",26(1),2402,-,-,2,-,-,63.3,0.5,2,6.72
"128Mouctar DiakhabyValencia, 29, D(C),DMC","Mouctar Diakhaby Valencia, 29, D(C),DMC",12(2),1072,1,-,6,-,0.5,87.2,1.8,1,6.72
"129Jeremías LedesmaCadiz, 33, GK","Jeremías Ledesma Cadiz, 33, GK",34,3049,-,-,-,-,-,54.2,0.2,1,6.71
"130JoseluReal Madrid, 36, FW","Joselu Real Madrid, 36, FW",15(19),1676,10,2,1,-,1.9,73.6,1.2,2,6.71
"131Hugo DuroValencia, 26, AM(L),FW","Hugo Duro Valencia, 26, AM(L),FW",35(2),2998,13,2,4,-,1.8,72.3,1.6,2,6.71
"132Ángel CorreaAtletico, 31, AM(CLR),FW","Ángel Correa Atletico, 31, AM(CLR),FW",14(18),1528,9,2,3,-,1.3,79.5,0.2,3,6.71
"133Axel WitselAtletico, 37, D(C),M(C)","Axel Witsel Atletico, 37, D(C),M(C)",30(5),2784,2,-,5,-,0.2,92.2,1.6,2,6.71
"134Juan MirandaReal Betis, 26, D(L)","Juan Miranda Real Betis, 26, D(L)",21(4),1862,1,1,8,-,0.6,82.4,1.0,1,6.7
"135Sergio ArribasAlmeria, 24, AM(CR)","Sergio Arribas Almeria, 24, AM(CR)",22(12),2057,9,4,1,-,1.8,83.1,0.6,1,6.7
"136Adri EmbarbaAlmeria, 33, AM(CLR),FW","Adri Embarba Almeria, 33, AM(CLR),FW",29(7),2487,3,2,5,-,1.8,75.6,0.7,-,6.7
"137Nemanja GudeljSevilla, 34, D(C),M(C)","Nemanja Gudelj Sevilla, 34, D(C),M(C)",20(2),1744,1,1,7,-,0.9,86.5,1.9,2,6.7
"138Reinildo MandavaAtletico, 32, D(CL),M(L)","Reinildo Mandava Atletico, 32, D(CL),M(L)",7(9),726,2,1,2,-,0.3,86.1,0.8,1,6.69
"139David LópezGirona, 36, D(C),DMC","David López Girona, 36, D(C),DMC",25,1977,3,-,4,-,0.6,92.9,1.3,-,6.69
"140Jonathan VieraLas Palmas, 36, AM(CLR),FW","Jonathan Viera Las Palmas, 36, AM(CLR),FW",7(2),621,2,1,1,-,1.6,91.1,0.1,-,6.69
"141Jorge CuencaVillarreal, 26, D(CL)","Jorge Cuenca Villarreal, 26, D(CL)",21(8),1963,3,1,7,-,0.7,84.0,2.1,1,6.69
"142Rui SilvaReal Betis, 32, GK","Rui Silva Real Betis, 32, GK",28,2476,-,-,4,-,-,66.0,0.4,2,6.69
"143Luis SuárezAlmeria, 28, AM(L),FW","Luis Suárez Almeria, 28, AM(L),FW",10(5),918,6,-,3,-,2.7,76.3,0.7,2,6.69
"144Marcos AlonsoBarcelona, 35, D(CL),M(L)","Marcos Alonso Barcelona, 35, D(CL),M(L)",3(2),251,-,-,-,-,0.6,89.0,0.4,-,6.69
"145Rubén AlcarazCadiz, 34, DMC","Rubén Alcaraz Cadiz, 34, DMC",36,3141,3,1,14,-,1.3,82.2,1.4,2,6.69
"146David GarcíaOsasuna, 32, D(C)","David García Osasuna, 32, D(C)",27,2336,-,1,5,-,0.6,83.1,3.5,1,6.69
"147Matija NastasicMallorca, 33, D(C)","Matija Nastasic Mallorca, 33, D(C)",25(1),2257,2,-,8,-,0.3,80.0,1.7,1,6.69
"148KokeAtletico, 34, M(CLR)","Koke Atletico, 34, M(CLR)",32(3),2504,-,4,5,-,0.3,90.9,0.5,-,6.69
"149Luis MillaGetafe, 31, M(C)","Luis Milla Getafe, 31, M(C)",25(2),2124,-,1,6,-,0.6,84.1,1.0,-,6.68
"150Bruno MéndezGranada, 26, D(CR)","Bruno Méndez Granada, 26, D(CR)",15(2),1337,2,-,4,-,0.5,72.0,1.2,-,6.68
"151Isi PalazónRayo Vallecano, 31, AM(CR),FW","Isi Palazón Rayo Vallecano, 31, AM(CR),FW",34(3),2810,4,1,8,-,1.9,74.9,1.1,1,6.68
"152Thierry CorreiaValencia, 27, D(R),M(R)","Thierry Correia Valencia, 27, D(R),M(R)",25(6),2162,-,2,4,1,0.2,76.3,0.5,-,6.68
"153Robert NavarroCadiz, 24, AM(LR)","Robert Navarro Cadiz, 24, AM(LR)",24(4),1906,1,1,-,1,1.1,79.3,0.4,2,6.68
"154Samú CostaMallorca, 25, DMC","Samú Costa Mallorca, 25, DMC",26(8),2307,1,1,8,-,0.6,77.8,1.8,-,6.68
"155Jonathan VieraAlmeria, 36, AM(CLR),FW","Jonathan Viera Almeria, 36, AM(CLR),FW",12,923,-,3,1,1,1.0,86.9,0.3,-,6.67
"156Jesús AresoOsasuna, 26, D(R)","Jesús Areso Osasuna, 26, D(R)",29(8),2663,1,6,3,-,0.2,80.6,0.8,-,6.66
"157Antonio RüdigerReal Madrid, 33, D(CLR)","Antonio Rüdiger Real Madrid, 33, D(CLR)",30(3),2708,1,-,7,-,0.6,90.0,1.5,-,6.66
"158Gabriel PaulistaAtletico, 35, D(CR)","Gabriel Paulista Atletico, 35, D(CR)",5,406,-,-,1,-,0.2,87.9,2.6,-,6.66
"159Rubén PeñaOsasuna, 34, D(LR),M(LR),FW","Rubén Peña Osasuna, 34, D(LR),M(LR),FW",26(3),2105,-,2,3,-,0.6,71.8,0.5,4,6.66
"160Óscar MinguezaCelta Vigo, 26, D(CLR),M(LR)","Óscar Mingueza Celta Vigo, 26, D(CLR),M(LR)",33(5),3004,2,2,4,-,0.7,80.9,0.4,3,6.66
"161Chris RamosCadiz, 29, FW","Chris Ramos Cadiz, 29, FW",30(7),2627,5,1,5,-,2.1,57.6,4.7,2,6.66
"162Luis RiojaDeportivo Alaves, 32, M(LR)","Luis Rioja Deportivo Alaves, 32, M(LR)",31(6),2515,5,4,4,-,1.5,74.9,0.3,3,6.66
"163Fermín LópezBarcelona, 22, AM(CL)","Fermín López Barcelona, 22, AM(CL)",14(17),1446,8,-,2,-,1.6,85.0,0.3,1,6.65
"164Marc RocaReal Betis, 29, D(C),DMC","Marc Roca Real Betis, 29, D(C),DMC",24(2),1988,2,2,5,-,0.8,85.5,0.4,-,6.65
"165Andreas ChristensenBarcelona, 30, D(C),DMC","Andreas Christensen Barcelona, 30, D(C),DMC",27(3),1999,2,2,4,-,0.4,94.3,1.8,-,6.65
"166Marcos LlorenteAtletico, 31, D(R),M(CR),FW","Marcos Llorente Atletico, 31, D(R),M(CR),FW",29(8),2573,6,4,5,-,0.8,83.3,0.5,2,6.65
"167Dani VivianAthletic Club, 26, D(C)","Dani Vivian Athletic Club, 26, D(C)",31(2),2879,-,-,6,-,0.3,84.4,1.0,-,6.65
"168Óscar ValentínRayo Vallecano, 31, DMC","Óscar Valentín Rayo Vallecano, 31, DMC",32(2),2702,1,-,5,1,0.4,81.7,1.0,1,6.65
"169Kieran TierneyReal Sociedad, 28, D(CL),M(L)","Kieran Tierney Real Sociedad, 28, D(CL),M(L)",14(6),1244,-,2,1,-,0.1,80.1,0.8,1,6.65
"170SaúlAtletico, 31, D(CL),M(CLR)","Saúl Atletico, 31, D(CL),M(CLR)",14(20),1365,1,5,8,1,0.5,82.1,1.4,2,6.65
"171Momo MbayeCadiz, 27, D(C)","Momo Mbaye Cadiz, 27, D(C)",2(2),286,-,-,2,-,0.5,56.6,2.3,-,6.65
