Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"31Youssouf FofanaMonaco, 27, DMC","Youssouf Fofana Monaco, 27, DMC",31(1),2703,4,4,3,-,1.6,82.2,0.5,3,7.03
"32Maxence CaqueretLyon, 26, M(C)","Maxence Caqueret Lyon, 26, M(C)",34,3025,1,3,1,-,0.7,85.6,0.3,2,7.02
"33Teddy TeumaReims, 32, AM(C)","Teddy Teuma Reims, 32, AM(C)",25(3),2125,6,3,7,-,1.6,83.5,0.4,4,7.01
"34Rémy DescampsNantes, 29, GK","Rémy Descamps Nantes, 29, GK",6,540,-,-,1,-,-,54.3,0.5,1,7.01
"35VandersonMonaco, 24, D(R),M(R)","Vanderson Monaco, 24, D(R),M(R)",20,1649,3,1,4,1,1.5,76.5,0.6,1,7.01
"36Achraf HakimiPSG, 27, D(LR),M(R)","Achraf Hakimi PSG, 27, D(LR),M(R)",20(5),1931,4,5,3,-,1.7,88.7,0.4,1,7.0
"37Leonardo BalerdiMarseille, 27, D(C)","Leonardo Balerdi Marseille, 27, D(C)",26(1),2275,2,-,4,1,0.5,86.5,2.1,1,7.0
"38Othmane MaammaMontpellier, 20, AM(LR)","Othmane Maamma Montpellier, 20, AM(LR)",1(1),88,1,-,-,-,1.5,89.3,-,-,7.0
"39Azor MatusiwaReims, 27, DMC","Azor Matusiwa Reims, 27, DMC",16,1388,1,-,3,-,0.8,86.8,1.6,2,6.99
"40Kenny LalaBrest, 34, D(LR),M(R)","Kenny Lala Brest, 34, D(LR),M(R)",33,2970,2,3,7,-,0.4,81.9,0.2,1,6.97
"41Tiago SantosLille, 23, D(R)","Tiago Santos Lille, 23, D(R)",26(3),2364,1,2,6,-,1.1,83.2,0.5,1,6.96
"42Brendan ChardonnetBrest, 31, D(C)","Brendan Chardonnet Brest, 31, D(C)",33,2970,1,1,4,-,0.5,83.3,2.6,1,6.95
"43Jonathan ClaussMarseille, 33, D(R),M(LR)","Jonathan Clauss Marseille, 33, D(R),M(LR)",25(2),2072,3,4,2,1,1.0,79.9,0.5,3,6.95
"44Joseph OkumuReims, 28, D(C)","Joseph Okumu Reims, 28, D(C)",19(2),1743,1,-,3,-,0.5,82.7,2.0,1,6.95
"45Youcef AtalNice, 29, D(R),M(R)","Youcef Atal Nice, 29, D(R),M(R)",5(1),363,1,-,2,-,0.7,92.1,0.3,1,6.95
"46Lee Kang-InPSG, 25, M(CLR),FW","Lee Kang-In PSG, 25, M(CLR),FW",18(5),1472,3,4,2,-,1.0,89.4,0.2,1,6.94
"47Nemanja MaticRennes, 37, DMC","Nemanja Matic Rennes, 37, DMC",11(2),1028,-,-,7,-,0.4,87.0,1.5,-,6.94
"48Bradley BarcolaPSG, 23, AM(LR),FW","Bradley Barcola PSG, 23, AM(LR),FW",18(7),1381,4,7,1,1,1.2,80.4,0.4,1,6.94
"49Wissam Ben YedderMonaco, 35, AM(C),FW","Wissam Ben Yedder Monaco, 35, AM(C),FW",26(6),2323,16,2,2,-,2.0,74.5,0.5,2,6.94
"50Marco AsensioPSG, 30, AM(CLR),FW","Marco Asensio PSG, 30, AM(CLR),FW",13(6),1114,4,5,-,-,1.4,88.4,0.1,1,6.93
"51Dimitry BertaudMontpellier, 27, GK","Dimitry Bertaud Montpellier, 27, GK",4,360,-,-,-,-,-,56.5,0.8,1,6.93
"52Matthieu UdolMetz, 30, D(CL),M(L)","Matthieu Udol Metz, 30, D(CL),M(L)",30,2700,3,3,5,-,0.6,78.1,0.9,3,6.92
"53Anthony LopesLyon, 35, GK","Anthony Lopes Lyon, 35, GK",31,2790,-,-,-,-,-,70.4,0.2,4,6.92
"54Takumi MinaminoMonaco, 31, AM(CLR),FW","Takumi Minamino Monaco, 31, AM(CLR),FW",25(5),2128,9,6,4,-,2,75.9,0.2,2,6.92
"55Gonçalo RamosPSG, 24, AM(C),FW","Gonçalo Ramos PSG, 24, AM(C),FW",16(13),1422,11,1,1,-,1.9,77.3,1.0,3,6.91
"56Yann GbohoToulouse, 25, AM(CL),FW","Yann Gboho Toulouse, 25, AM(CL),FW",13(3),1200,3,2,1,-,1.4,79.5,0.3,2,6.91
"57Mohamed BambaLorient, 24, FW","Mohamed Bamba Lorient, 24, FW",14(2),1149,8,3,3,-,2.4,73.6,1.5,2,6.91
"58Laurent AbergelLorient, 33, DMC","Laurent Abergel Lorient, 33, DMC",32(1),2862,2,1,4,-,0.8,85.9,0.5,2,6.91
"59Emmanuel AgbadouReims, 28, D(CR),DMC","Emmanuel Agbadou Reims, 28, D(CR),DMC",29(3),2597,1,1,1,-,1,87.2,1.4,2,6.91
"60Thijs DallingaToulouse, 25, FW","Thijs Dallinga Toulouse, 25, FW",28(5),2518,14,2,6,-,2.5,68.3,1.8,3,6.9
"61Khéphren ThuramNice, 25, DMC,M(L)","Khéphren Thuram Nice, 25, DMC,M(L)",25(2),2114,1,1,7,-,1.4,87.4,0.7,-,6.9
"62Modibo SagnanMontpellier, 27, D(C)","Modibo Sagnan Montpellier, 27, D(C)",12(1),1056,2,-,5,-,0.7,85.9,1.5,-,6.9
"63Abdoul KonéReims, 21, Defender","Abdoul Koné Reims, 21, Defender",3,196,-,-,1,-,-,59.7,0.3,-,6.9
"64Ruben AguilarLens, 33, D(R),M(R)","Ruben Aguilar Lens, 33, D(R),M(R)",22(3),1923,1,3,3,-,0.5,84.0,1.0,2,6.9
"65Dilane BakwaStrasbourg, 23, M(CLR)","Dilane Bakwa Strasbourg, 23, M(CLR)",25(6),2188,3,6,4,1,1.4,76.9,0.4,6,6.9
"66Thilo KehrerMonaco, 29, D(CLR),M(R)","Thilo Kehrer Monaco, 29, D(CLR),M(R)",15,1324,1,1,2,1,0.8,89.1,1.5,1,6.9
"67IsmailyLille, 36, D(L)","Ismaily Lille, 36, D(L)",28(2),2467,1,1,1,-,0.2,83.4,1.4,1,6.89
"68Frédéric GuilbertStrasbourg, 31, D(CLR),M(R)","Frédéric Guilbert Strasbourg, 31, D(CLR),M(R)",29(3),2495,2,-,3,-,0.7,80.7,0.8,1,6.89
"69Melvin BardNice, 25, D(CL),M(L)","Melvin Bard Nice, 25, D(CL),M(L)",31(1),2663,1,2,7,1,0.5,84.0,0.8,1,6.88
"70Romain FaivreLorient, 27, AM(CLR)","Romain Faivre Lorient, 27, AM(CLR)",16(1),1453,5,1,1,-,1.6,86.9,0.2,1,6.88
"71Angel GomesLille, 25, M(CL),FW","Angel Gomes Lille, 25, M(CL),FW",29(2),2583,-,8,5,-,1.1,91.3,0.2,-,6.88
"72Bafodé DiakitéLille, 25, D(CR)","Bafodé Diakité Lille, 25, D(CR)",19(2),1697,5,2,3,-,0.8,92.3,1.6,1,6.88
"73Nuno MendesPSG, 23, D(L),M(L)","Nuno Mendes PSG, 23, D(L),M(L)",2(4),266,1,1,3,-,0.7,83.7,1.0,-,6.88
"74Jean-Clair TodiboNice, 26, D(C)","Jean-Clair Todibo Nice, 26, D(C)",30,2654,-,2,2,1,0.3,90.1,1.4,2,6.87
"75Benjamin BourigeaudRennes, 32, M(CLR)","Benjamin Bourigeaud Rennes, 32, M(CLR)",29(3),2437,9,6,1,-,1.6,82.1,0.4,3,6.87
"76Ismail JakobsMonaco, 26, D(L),M(L)","Ismail Jakobs Monaco, 26, D(L),M(L)",16(6),1467,1,2,-,-,1,78.3,1.8,3,6.87
"77Valentin RongierMarseille, 31, D(R),M(C)","Valentin Rongier Marseille, 31, D(R),M(C)",10,853,-,-,2,-,1,87.9,0.9,-,6.87
"78Bamo MeïtéLorient, 24, D(C)","Bamo Meïté Lorient, 24, D(C)",2,147,-,-,-,-,-,85.5,0.5,-,6.87
"79Denis ZakariaMonaco, 29, D(C),DMC","Denis Zakaria Monaco, 29, D(C),DMC",24(1),2142,4,-,9,2,1,91.6,0.4,2,6.87
"80Mory DiawClermont Foot, 32, GK","Mory Diaw Clermont Foot, 32, GK",30,2700,-,-,3,-,-,64.7,0.4,3,6.87
"81Maghnes AklioucheMonaco, 24, AM(CR),FW","Maghnes Akliouche Monaco, 24, AM(CR),FW",18(10),1620,7,4,5,-,1.3,81.9,0.1,1,6.87
"82DanteNice, 42, D(C)","Dante Nice, 42, D(C)",32,2844,1,1,5,1,0.5,91.1,1.7,1,6.87
"83Lilian BrassierBrest, 26, D(CL)","Lilian Brassier Brest, 26, D(CL)",30,2679,3,-,9,1,0.4,83.1,1.8,-,6.86
"84Arnaud NordinMontpellier, 27, M(CLR),FW","Arnaud Nordin Montpellier, 27, M(CLR),FW",15(5),1254,5,3,1,1,1.5,84.8,0.5,2,6.86
"85Mahdi CamaraBrest, 27, D(CR),M(C)","Mahdi Camara Brest, 27, D(CR),M(C)",26(6),2039,7,3,7,-,1.3,84.0,1.0,2,6.86
"86Samuel GigotMarseille, 32, D(C)","Samuel Gigot Marseille, 32, D(C)",20(1),1729,3,-,7,1,0.9,88.1,2.3,1,6.85
"87Youssef MazizMetz, 27, AM(CLR),FW","Youssef Maziz Metz, 27, AM(CLR),FW",2,126,1,-,-,-,1.5,81.8,1.0,-,6.85
"88Joris ChotardMontpellier, 24, DMC","Joris Chotard Montpellier, 24, DMC",30(1),2594,-,3,5,-,0.7,83.2,0.8,-,6.84
"89MarquinhosPSG, 31, D(CR),DMC","Marquinhos PSG, 31, D(CR),DMC",18(3),1540,-,1,1,-,0.2,94.5,1.1,-,6.84
"90Vincent SierroToulouse, 30, M(C)","Vincent Sierro Toulouse, 30, M(C)",25(5),2265,6,2,8,-,1.2,82.0,1.1,3,6.83
"91Alexandre OukidjaMetz, 37, GK","Alexandre Oukidja Metz, 37, GK",34,2988,-,-,3,-,-,44.9,0.4,4,6.83
"92Rayan CherkiLyon, 22, AM(CLR),FW","Rayan Cherki Lyon, 22, AM(CLR),FW",19(14),1723,1,6,-,-,1.7,81.1,0.1,1,6.83
"93Martin TerrierRennes, 29, AM(CL),FW","Martin Terrier Rennes, 29, AM(CL),FW",19(5),1533,7,3,2,1,1.6,80.2,1.4,2,6.83
"94Warren Zaïre-EmeryPSG, 20, D(R),DMC,M(R)","Warren Zaïre-Emery PSG, 20, D(R),DMC,M(R)",21(5),1963,2,3,4,-,0.5,92.4,0.3,-,6.83
"95Maxime EstèveMontpellier, 23, D(C)","Maxime Estève Montpellier, 23, D(C)",12,999,1,1,1,1,0.4,79.6,1.7,-,6.83
"96Lucas HernándezPSG, 30, D(CL)","Lucas Hernández PSG, 30, D(CL)",23(4),1917,1,1,6,-,0.2,90.6,0.9,-,6.82
"97Désiré DouéRennes, 20, AM(CLR),FW","Désiré Doué Rennes, 20, AM(CLR),FW",17(14),1626,4,4,3,-,1.1,79.0,0.2,4,6.82
"98Danilo PereiraPSG, 34, D(C),DMC","Danilo Pereira PSG, 34, D(C),DMC",22(4),1993,-,-,2,-,0.4,94.1,1.8,-,6.82
"99Rasmus NicolaisenToulouse, 29, D(C)","Rasmus Nicolaisen Toulouse, 29, D(C)",33,2927,2,-,4,1,0.6,85.0,3.3,1,6.81
"100Moses SimonNantes, 30, M(CLR),FW","Moses Simon Nantes, 30, M(CLR),FW",21(1),1794,3,5,-,-,1.5,75.9,0.7,1,6.8
"101Brice SambaLens, 32, GK","Brice Samba Lens, 32, GK",33,2970,-,-,3,-,-,75.7,0.2,2,6.8
"102Lucas ChevalierLille, 24, GK","Lucas Chevalier Lille, 24, GK",33,2970,-,-,1,-,-,74.9,0.2,3,6.8
"103Benjamin LecomteMontpellier, 35, GK","Benjamin Lecomte Montpellier, 35, GK",30,2700,-,1,1,-,-,62.1,0.2,2,6.8
"104Amir MurilloMarseille, 30, D(CLR),M(R)","Amir Murillo Marseille, 30, D(CLR),M(R)",10(6),995,3,2,3,-,0.4,85.0,0.9,-,6.8
"105Imrân LouzaLorient, 26, M(CLR)","Imrân Louza Lorient, 26, M(CLR)",10(4),866,1,3,1,-,1.6,84.5,0.6,1,6.8
"106Gautier LlorisLe Havre, 30, D(C)","Gautier Lloris Le Havre, 30, D(C)",31,2780,2,-,2,-,0.5,85.6,2.4,-,6.8
"107VítinhaMarseille, 26, AM(CL),FW","Vítinha Marseille, 26, AM(CL),FW",10(8),922,3,2,1,-,2.1,77.1,0.7,1,6.79
"108Facundo MedinaLens, 26, D(CL)","Facundo Medina Lens, 26, D(CL)",30(1),2714,1,3,11,-,0.6,87.0,1.2,1,6.79
"109Amine GouiriRennes, 26, AM(CLR),FW","Amine Gouiri Rennes, 26, AM(CLR),FW",24(7),2076,7,3,2,-,2.5,82.6,0.5,2,6.79
"110Neto BorgesClermont Foot, 29, D(CL),M(L)","Neto Borges Clermont Foot, 29, D(CL),M(L)",28,2517,-,1,3,1,0.6,82.8,1.3,1,6.78
"111Przemyslaw FrankowskiLens, 31, D(R),M(CLR)","Przemyslaw Frankowski Lens, 31, D(R),M(CLR)",24(6),2196,3,2,4,-,1,81.1,0.6,3,6.78
"112Fabián RuizPSG, 30, M(CL)","Fabián Ruiz PSG, 30, M(CL)",14(7),1195,1,3,3,-,0.9,90.1,0.2,1,6.78
"113Kevin DansoLens, 27, D(C)","Kevin Danso Lens, 27, D(C)",30,2656,1,-,6,-,0.7,88.1,1.9,-,6.78
"114Christian MawissaToulouse, 21, D(CL),M(L)","Christian Mawissa Toulouse, 21, D(CL),M(L)",12(5),1116,2,-,3,-,0.3,84.5,1.2,1,6.77
"115Steve MouniéBrest, 31, FW","Steve Mounié Brest, 31, FW",20(12),1773,6,2,2,1,1.9,63.0,4.3,-,6.77
"116Randal Kolo MuaniPSG, 27, AM(CLR),FW","Randal Kolo Muani PSG, 27, AM(CLR),FW",13(13),1265,6,5,1,-,0.8,73.1,0.6,1,6.77
"117Nabil BentalebLille, 31, M(C)","Nabil Bentaleb Lille, 31, M(C)",23(3),1968,-,3,7,-,0.4,86.3,0.9,1,6.77
"118Arnau TenasPSG, 24, GK","Arnau Tenas PSG, 24, GK",5(1),528,-,1,-,-,-,80.2,-,-,6.77
"119Marvin SenayaStrasbourg, 25, D(CR),M(R)","Marvin Senaya Strasbourg, 25, D(CR),M(R)",23(9),2141,1,1,3,1,0.5,81.7,1.3,1,6.77
"120Arthur DesmasLe Havre, 32, GK","Arthur Desmas Le Havre, 32, GK",33,2970,-,-,2,-,-,59.1,0.4,2,6.77
"121Gabriel SuazoToulouse, 28, D(L),M(L)","Gabriel Suazo Toulouse, 28, D(L),M(L)",27(4),2363,-,4,5,-,0.3,81.8,0.6,-,6.77
"122Yunis AbdelhamidReims, 38, D(C)","Yunis Abdelhamid Reims, 38, D(C)",31,2782,4,-,5,-,0.7,85.2,2.0,1,6.77
"123Andrey SantosStrasbourg, 21, DMC","Andrey Santos Strasbourg, 21, DMC",9(2),831,1,-,4,-,1.1,87.6,1.1,1,6.76
"124Mostafa MohamedNantes, 28, FW","Mostafa Mohamed Nantes, 28, FW",24(5),2018,8,2,3,1,2.2,66.1,2.6,4,6.76
"125Arthur TheateRennes, 25, D(CL)","Arthur Theate Rennes, 25, D(CL)",27(1),2300,2,-,4,-,0.8,88.5,1.6,1,6.76
"126David da CostaLens, 25, AM(CL)","David da Costa Lens, 25, AM(CL)",17(8),1498,4,2,3,-,1.2,85.0,0.2,2,6.76
"127Kiki KouyatéMontpellier, 29, D(C)","Kiki Kouyaté Montpellier, 29, D(C)",22(1),1930,-,2,5,1,0.6,82.7,2.7,-,6.76
"128Clinton MataLyon, 33, D(CR),M(R)","Clinton Mata Lyon, 33, D(CR),M(R)",25(3),2222,-,3,6,-,0.5,86.1,1.0,-,6.75
"129Martín SatrianoBrest, 25, AM(L),FW","Martín Satriano Brest, 25, AM(L),FW",21(12),1871,4,4,4,-,1.9,72.4,1.9,-,6.75
"130Arouna SanganteLe Havre, 24, D(CR)","Arouna Sangante Le Havre, 24, D(CR)",30,2690,-,-,8,-,0.5,81.9,1.7,1,6.75
"131Muhammed ChamClermont Foot, 25, AM(C),FW","Muhammed Cham Clermont Foot, 25, AM(C),FW",29(4),2563,8,4,4,-,2.2,85.7,0.2,1,6.75
"132Chancel MbembaMarseille, 31, D(CLR),DMC","Chancel Mbemba Marseille, 31, D(CLR),DMC",25,2209,2,2,1,-,0.8,88.2,1.6,1,6.75
"133Marco BizotBrest, 35, GK","Marco Bizot Brest, 35, GK",32,2878,-,-,3,1,-,72.0,0.1,1,6.74
"134Leny YoroLille, 20, D(C)","Leny Yoro Lille, 20, D(C)",30(2),2672,2,-,5,-,0.4,92.2,1.4,1,6.74
"135Issiaga SyllaMontpellier, 32, D(LR),M(L)","Issiaga Sylla Montpellier, 32, D(LR),M(L)",17(2),1457,1,2,3,-,0.7,75.1,1.0,1,6.74
"136Neil El AynaouiLens, 24, DMC","Neil El Aynaoui Lens, 24, DMC",17(8),1567,1,2,1,-,0.9,86.7,0.7,-,6.74
"137Amine HaritMarseille, 28, AM(CLR),FW","Amine Harit Marseille, 28, AM(CLR),FW",21(7),1829,1,2,5,-,1.2,87.1,0.1,1,6.73
"138Ismaïla SarrMarseille, 28, AM(CLR),FW","Ismaïla Sarr Marseille, 28, AM(CLR),FW",15(8),1449,3,4,1,-,1.1,80.9,1.0,-,6.73
"139Marcin BulkaNice, 26, GK","Marcin Bulka Nice, 26, GK",34,3060,-,-,2,-,-,84.2,0.3,3,6.73
"140Mohamed DaramyReims, 24, AM(L),FW","Mohamed Daramy Reims, 24, AM(L),FW",19(6),1657,4,5,-,-,1.2,77.7,0.2,-,6.73
"141Lamine CamaraMetz, 22, M(C)","Lamine Camara Metz, 22, M(C)",26(5),2266,1,4,3,-,1.0,79.3,0.4,-,6.73
"142Mousa TamariMontpellier, 28, M(LR),FW","Mousa Tamari Montpellier, 28, M(LR),FW",24(3),1943,5,2,-,-,1.7,76.2,0.4,1,6.73
"143Renan LodiMarseille, 28, D(L),M(L)","Renan Lodi Marseille, 28, D(L),M(L)",14,1237,-,-,6,-,0.4,84.1,0.5,-,6.73
"144Guillermo MaripánMonaco, 31, D(C)","Guillermo Maripán Monaco, 31, D(C)",21(2),1769,1,-,-,1,0.5,88.7,2.0,-,6.72
"145Lorenz AssignonRennes, 25, D(R),M(R)","Lorenz Assignon Rennes, 25, D(R),M(R)",12(2),1013,1,1,4,-,0.8,87.3,0.8,1,6.72
"146Enzo Le FéeRennes, 26, M(CLR)","Enzo Le Fée Rennes, 26, M(CLR)",19(6),1537,-,1,3,-,0.5,87.2,0.4,1,6.72
"147Ernest NuamahLyon, 22, AM(LR)","Ernest Nuamah Lyon, 22, AM(LR)",21(8),1849,3,2,4,-,1.5,83.8,0.3,1,6.71
"148Morgan SansonNice, 31, M(CLR)","Morgan Sanson Nice, 31, M(CLR)",24(5),1978,2,3,4,-,1.4,84.1,0.3,2,6.71
"149Jonathan GraditLens, 33, D(CR)","Jonathan Gradit Lens, 33, D(CR)",26,2122,1,-,9,1,0.2,86.5,2.2,1,6.71
"150Bradley BarcolaLyon, 23, AM(LR),FW","Bradley Barcola Lyon, 23, AM(LR),FW",3,270,-,-,1,-,0.7,77.8,3.0,-,6.7
"151Nabil AliouiLe Havre, 27, AM(CL),FW","Nabil Alioui Le Havre, 27, AM(CL),FW",12(6),1018,4,1,1,-,1.6,69.0,0.6,-,6.7
"152BeraldoPSG, 22, D(CL)","Beraldo PSG, 22, D(CL)",12(1),1011,1,-,4,1,0.4,89.9,1.2,-,6.7
"153Lovro MajerRennes, 28, AM(CR)","Lovro Majer Rennes, 28, AM(CR)",0(1),16,-,-,-,-,1,86.7,-,-,6.7
"154Rémy CabellaLille, 36, M(CLR),FW","Rémy Cabella Lille, 36, M(CLR),FW",14(16),1468,2,2,-,-,1.1,84.5,0.2,2,6.7
"155Quentin MerlinNantes, 23, D(L),DMC,M(L)","Quentin Merlin Nantes, 23, D(L),DMC,M(L)",15(1),1289,-,1,-,-,0.9,76.7,0.4,-,6.69
"156Yvon MvogoLorient, 31, GK","Yvon Mvogo Lorient, 31, GK",34,3060,-,-,1,-,-,72.0,0.2,2,6.69
"157Krépin DiattaMonaco, 27, D(LR),M(CLR),FW","Krépin Diatta Monaco, 27, D(LR),M(CLR),FW",12(14),1196,-,2,2,-,0.3,78.6,1.2,-,6.69
"158Marshall MunetsiReims, 29, D(C),M(C)","Marshall Munetsi Reims, 29, D(C),M(C)",25(2),2180,4,3,5,-,1.6,72.0,1.6,1,6.69
"159Arnaud KalimuendoRennes, 24, AM(C),FW","Arnaud Kalimuendo Rennes, 24, AM(C),FW",25(5),2154,10,1,6,-,2,82.7,0.3,1,6.69
"160Jordan VeretoutMarseille, 33, M(C)","Jordan Veretout Marseille, 33, M(C)",24(5),2184,1,2,4,-,1.2,84.0,0.3,1,6.69
"161Logan CostaToulouse, 25, D(C)","Logan Costa Toulouse, 25, D(C)",29(2),2650,1,1,6,-,0.5,84.1,2.1,-,6.69
"162Étienne YoutéLe Havre, 24, D(C)","Étienne Youté Le Havre, 24, D(C)",22,1943,-,-,1,-,0.3,86.6,1.4,-,6.69
"163Yoram ZaguePSG, 19, Defender","Yoram Zague PSG, 19, Defender",4(1),372,1,-,1,-,0.4,91.5,-,-,6.68
"164Warmed OmariRennes, 26, D(C)","Warmed Omari Rennes, 26, D(C)",23(2),2072,1,-,5,1,0.2,90.1,2,-,6.68
"165Nemanja MaticLyon, 37, DMC","Nemanja Matic Lyon, 37, DMC",15,1259,-,-,2,-,0.4,86.4,1.4,-,6.68
"166Nicolas PalloisNantes, 38, D(C)","Nicolas Pallois Nantes, 38, D(C)",17(6),1586,-,1,5,-,0.2,81.4,1.3,2,6.68
"167Steve MandandaRennes, 41, GK","Steve Mandanda Rennes, 41, GK",34,3060,-,-,1,-,-,69.6,0.4,-,6.68
"168Alexsandro RibeiroLille, 26, D(C)","Alexsandro Ribeiro Lille, 26, D(C)",24(5),2217,-,-,6,1,0.6,89.7,1.4,-,6.68
"169Saïdou SowStrasbourg, 23, D(C)","Saïdou Sow Strasbourg, 23, D(C)",8(2),718,-,1,2,-,0.3,85.2,1.4,-,6.68
"170Nampalys MendyLens, 33, M(C)","Nampalys Mendy Lens, 33, M(C)",13(3),1056,-,1,2,-,0.4,89.4,0.6,-,6.68
"171André AyewLe Havre, 36, M(CLR),FW","André Ayew Le Havre, 36, M(CLR),FW",12(7),1105,5,-,2,1,1.7,75.6,2.3,-,6.68
"172Montassar TalbiLorient, 27, D(C)","Montassar Talbi Lorient, 27, D(C)",25,2205,-,-,2,-,0.2,85.5,2.1,1,6.68
"173Stijn SpieringsToulouse, 30, M(C)","Stijn Spierings Toulouse, 30, M(C)",16(6),1514,-,1,5,-,0.5,87.8,0.7,1,6.67
"174Niklas SchmidtToulouse, 28, M(C),FW","Niklas Schmidt Toulouse, 28, M(C),FW",15(7),1273,1,1,4,-,0.9,84.1,0.3,1,6.67
