"Player,Unnamed: 1_level_1,Net Fixed P/W (USD),Net Fixed P/Y (USD),Net Bonus P/Y (USD),Net Total P/Y (USD),""Adj. Net Total P/Y (2026, USD)"",Status,Pos. DFKM,Age,Country,Club,Active,Loan"
"Kylian Mbappé,,""$ 824,145"",""$ 42,855,556"",""$ 35,712,963"",""$ 78,568,519"",""$ 79,310,069"",Active,F,25,France,PSG,,"
"Maxime Dupé,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,K,30,France,Nice,,"
"Igor Silva,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,D,27,Brazil,Lorient,,"
"Montassar Talbi,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,D,25,Tunisia,Lorient,,"
"Jérémy Le Douaron,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,F,25,France,Brest,,"
"Marco Bizot,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,K,32,Netherlands,Brest,,"
"Ignatius Ganago,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,F,24,Cameroon,Nantes,,"
"Christopher Jullien,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,D,30,France,Montpellier,,"
"Lucas Perri,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,K,26,Brazil,Lyon,,"
"Mohamed-Ali Cho,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,F,20,France,Nice,,"
"Andy Diouf,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,M,20,France,Lens,,"
"Sergio Akieme,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,D,26,Spain,Reims,,"
"Douglas Augusto,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,M,27,Brazil,Nantes,,"
"Bamba Dieng,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,F,23,Senegal,Lorient,,"
"Abakar Sylla,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,D,21,Cote d'Ivoire,Strasbourg,,"
"Ulisses Garcia,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,D,28,Switzerland,Marseille,,"
"Luis Henrique,,""$ 10,198"",""$ 530,283"",,""$ 530,283"",""$ 535,288"",Active,F,22,Brazil,Marseille,,"
"Khéphren Thuram,,""$ 9,990"",""$ 519,461"",,""$ 519,461"",""$ 524,364"",Active,M,22,France,Nice,,"
"Morgan Guilavogui,,""$ 9,782"",""$ 508,639"",,""$ 508,639"",""$ 513,440"",Active,F,25,Guinea,Lens,,"
"Teddy Teuma,,""$ 9,782"",""$ 508,639"",,""$ 508,639"",""$ 513,440"",Active,M,30,Malta,Reims,,"
"Henrique,,""$ 9,782"",""$ 508,639"",,""$ 508,639"",""$ 513,440"",Active,D,29,Brazil,Lyon,,"
"Ernest Nuamah,,""$ 9,782"",""$ 508,639"",,""$ 508,639"",""$ 513,440"",Loan,F,20,Ghana,Lyon,,"
"Jonathan Gradit,,""$ 9,573"",""$ 497,817"",,""$ 497,817"",""$ 502,516"",Active,D,31,France,Lens,,"
"Salis Abdul Samed,,""$ 9,573"",""$ 497,817"",,""$ 497,817"",""$ 502,516"",Active,M,23,Ghana,Lens,,"
"Lebo Mothiba,,""$ 9,573"",""$ 497,817"",,""$ 497,817"",""$ 502,516"",Active,F,28,South Africa,Strasbourg,,"
"Kévin N'Doram,,""$ 9,573"",""$ 497,817"",,""$ 497,817"",""$ 502,516"",Active,M,28,France,Metz,,"
"Steve Mounié,,""$ 9,573"",""$ 497,817"",,""$ 497,817"",""$ 502,516"",Active,F,29,Benin,Brest,,"
"Sanjin Prcic,,""$ 9,573"",""$ 497,817"",,""$ 497,817"",""$ 502,516"",Active,M,30,Bosnia-Herzegovina,Strasbourg,,"
"Souleymane Isaak Touré,,""$ 9,365"",""$ 486,995"",,""$ 486,995"",""$ 491,591"",Active,D,20,France,Lorient,,"
"Cristian Cásseres Jr,,""$ 9,365"",""$ 486,995"",,""$ 486,995"",""$ 491,591"",Active,M,24,Venezuela,Toulouse,,"
"Stijn Spierings,,""$ 9,157"",""$ 476,173"",,""$ 476,173"",""$ 480,667"",Loan,M,27,Netherlands,Toulouse,,"
"Jonas Martin,,""$ 9,157"",""$ 476,173"",,""$ 476,173"",""$ 480,667"",Active,M,33,France,Brest,,"
"Matthieu Udol,,""$ 8,949"",""$ 465,351"",,""$ 465,351"",""$ 469,743"",Active,D,27,France,Metz,,"
"Maxime Gonalons,,""$ 8,949"",""$ 465,351"",,""$ 465,351"",""$ 469,743"",Active,M,34,France,Clermont,,"
"Ismaël Traoré,,""$ 8,949"",""$ 465,351"",,""$ 465,351"",""$ 469,743"",Active,D,37,Cote d'Ivoire,Metz,,"
"Koffi Kouao,,""$ 8,949"",""$ 465,351"",,""$ 465,351"",""$ 469,743"",Active,D,25,Cote d'Ivoire,Metz,,"
"Jordan Lotomba,,""$ 8,741"",""$ 454,529"",,""$ 454,529"",""$ 458,819"",Active,D,25,Switzerland,Nice,,"
"Mama Baldé,,""$ 8,741"",""$ 454,529"",,""$ 454,529"",""$ 458,819"",Loan,F,28,Guinea-Bissau,Lyon,,"
"Paul Akouokou,,""$ 8,533"",""$ 443,707"",,""$ 443,707"",""$ 447,894"",Active,M,26,Cote d'Ivoire,Lyon,,"
"Arnaud Nordin,,""$ 8,533"",""$ 443,707"",,""$ 443,707"",""$ 447,894"",Active,F,25,France,Montpellier,,"
"Chrislain Matsima,,""$ 8,533"",""$ 443,707"",,""$ 443,707"",""$ 447,894"",Loan,D,21,France,Clermont,,"
"Mohamed Bamba,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,F,22,Cote d'Ivoire,Lorient,,"
"Arouna Sangante,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,D,21,Senegal,Le Havre,,"
"Ayyoub Bouaddi,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,F,16,France,Lille,,"
"Cheikh Sabaly,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,F,24,Senegal,Metz,,"
"Panos Katseris,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,M,22,Greece,Lorient,,"
"Joel Asoro,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,F,24,Sweden,Metz,,"
"David Costa,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,F,23,Portugal,Lens,,"
"Marshall Munetsi,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,M,27,Zimbabwe,Reims,,"
"Thibault De Smet,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,D,25,Belgium,Reims,,"
"Thomas Foket,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,D,29,Belgium,Reims,,"
"Johann Lepenant,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,M,21,France,Lyon,,"
"Marcus Coco,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,F,27,Guadeloupe,Nantes,,"
"Pedro Chirivella,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,M,26,Spain,Nantes,,"
"Jimmy Cabot,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,M,29,France,Lens,,"
"Jean-Louis Leca,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,K,38,France,Lens,,"
"Kenny Lala,,""$ 8,325"",""$ 432,884"",,""$ 432,884"",""$ 436,970"",Active,D,32,France,Brest,,"
"Angel Gomes,,""$ 8,117"",""$ 422,062"",,""$ 422,062"",""$ 426,046"",Active,M,23,England,Lille,,"
"Tiago Santos,,""$ 8,117"",""$ 422,062"",,""$ 422,062"",""$ 426,046"",Active,D,21,Portugal,Lille,,"
"Dilane Bakwa,,""$ 8,117"",""$ 422,062"",,""$ 422,062"",""$ 426,046"",Active,F,21,France,Strasbourg,,"
"Christophe Hérelle,,""$ 8,117"",""$ 422,062"",,""$ 422,062"",""$ 426,046"",Active,D,31,Martinique,Metz,,"
"Reda Khadra,,""$ 8,117"",""$ 422,062"",,""$ 422,062"",""$ 426,046"",Active,F,22,Germany,Reims,,"
"Yoann Salmier,,""$ 8,117"",""$ 422,062"",,""$ 422,062"",""$ 426,046"",Active,D,31,French Guiana,Le Havre,,"
"Junior Mwanga,,""$ 7,700"",""$ 400,418"",,""$ 400,418"",""$ 404,197"",Active,D,20,France,Strasbourg,,"
"Jérémie Bela,,""$ 7,492"",""$ 389,596"",,""$ 389,596"",""$ 393,273"",Active,F,30,Angola,Clermont,,"
"Saïdou Sow,,""$ 7,492"",""$ 389,596"",,""$ 389,596"",""$ 393,273"",Active,D,21,Guinea,Strasbourg,,"
"Ismail Jakobs,,""$ 11,863"",""$ 616,860"",,""$ 616,860"",""$ 622,682"",Active,D,24,Senegal,Monaco,,"
"Yann Gboho,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,F,23,France,Toulouse,,"
"Bilal Nadir,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,M,20,Morocco,Marseille,,"
"Yassine Kechta,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,M,21,Morocco,Le Havre,,"
"Johan Gastien,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,M,36,France,Clermont,,"
"Warmed Omari,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,D,23,France,Rennes,,"
"Andrey Santos,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Loan,M,19,Brazil,Strasbourg,,"
"Kiki Kouyaté,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,D,26,Mali,Montpellier,,"
"Guillaume Restes,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,K,18,France,Toulouse,,"
"Martín Satriano,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Loan,F,22,Uruguay,Brest,,"
"Alaa Bellaarouch,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,K,22,Morocco,Strasbourg,,"
"Youssouf Fofana,,""$ 11,446"",""$ 595,216"",,""$ 595,216"",""$ 600,834"",Active,M,25,France,Monaco,,"
"Mory Diaw,,""$ 7,076"",""$ 367,952"",,""$ 367,952"",""$ 371,425"",Active,K,30,Senegal,Clermont,,"
"Jean-Kévin Duverne,,""$ 7,076"",""$ 367,952"",,""$ 367,952"",""$ 371,425"",Active,D,26,Haiti,Nantes,,"
"Sinaly Diomandé,,""$ 7,076"",""$ 367,952"",,""$ 367,952"",""$ 371,425"",Active,D,22,Cote d'Ivoire,Lyon,,"
"Eliesse Ben Seghir,,""$ 10,822"",""$ 562,750"",,""$ 562,750"",""$ 568,061"",Active,F,19,France,Monaco,,"
"Bertuğ Yıldırım,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,F,21,Turkey,Rennes,,"
"Akor Adams,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,F,24,Nigeria,Montpellier,,"
"Emmanuel Agbadou,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,D,26,Cote d'Ivoire,Reims,,"
"Mikkel Desler,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,D,28,Denmark,Toulouse,,"
"Gabriel Suazo,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,D,26,Chile,Toulouse,,"
"Matthieu Dreyer,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,K,34,France,Strasbourg,,"
"Yehvann Diouf,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,K,24,France,Reims,,"
"Bénie Traoré,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Loan,F,21,Cote d'Ivoire,Nantes,,"
"Alexandre Letellier,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,K,33,France,PSG,,"
"Julien Laporte,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,D,30,France,Lorient,,"
"Formose Mendy,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,D,23,Senegal,Lorient,,"
"Jessy Deminguet,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,M,26,France,Strasbourg,,"
"Massadio Haidara,,""$ 6,868"",""$ 357,130"",,""$ 357,130"",""$ 360,500"",Active,D,31,Mali,Lens,,"
"Edan Diop,,""$ 10,406"",""$ 541,106"",,""$ 541,106"",""$ 546,213"",Active,M,19,France,Monaco,,"
"Darline Yongwa,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,D,23,Cameroon,Lorient,,"
"Jake O'Brien,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,D,22,Ireland,Lyon,,"
"Quentin Boisgard,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,F,26,France,Lorient,,"
"Théo Le Bris,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,M,21,France,Lorient,,"
"Becir Omeragic,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,D,22,Switzerland,Montpellier,,"
"Alfred Gomis,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Loan,K,30,Senegal,Lorient,,"
"Christopher Operi,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,D,26,Cote d'Ivoire,Le Havre,,"
"Matthis Abline,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Loan,F,20,France,Nantes,,"
"Brendan Chardonnet,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,D,29,France,Brest,,"
"Gédéon Kalulu,,""$ 6,244"",""$ 324,663"",,""$ 324,663"",""$ 327,728"",Active,D,26,Democratic Republic of the Congo,Lorient,,"
"Maximiliano Caufriez,,""$ 6,035"",""$ 313,841"",,""$ 313,841"",""$ 316,803"",Active,D,26,Belgium,Clermont,,"
"Désiré Doué,,""$ 6,035"",""$ 313,841"",,""$ 313,841"",""$ 316,803"",Active,F,18,France,Rennes,,"
"Thomas Delaine,,""$ 6,035"",""$ 313,841"",,""$ 313,841"",""$ 316,803"",Active,D,31,France,Strasbourg,,"
"Benjamin Tetteh,,""$ 6,035"",""$ 313,841"",,""$ 313,841"",""$ 316,803"",Active,F,26,Ghana,Metz,,"
"Samuel Grandsir,,""$ 5,827"",""$ 303,019"",,""$ 303,019"",""$ 305,879"",Active,F,27,France,Le Havre,,"
"Mathias Pereira Lage,,""$ 5,827"",""$ 303,019"",,""$ 303,019"",""$ 305,879"",Active,M,27,France,Brest,,"
"Modibo Sagnan,,""$ 5,827"",""$ 303,019"",,""$ 303,019"",""$ 305,879"",Active,D,24,France,Montpellier,,"
"Bilal Boutobba,,""$ 5,827"",""$ 303,019"",,""$ 303,019"",""$ 305,879"",Active,F,25,France,Clermont,,"
"Karol Fila,,""$ 5,827"",""$ 303,019"",,""$ 303,019"",""$ 305,879"",Active,D,25,Poland,Strasbourg,,"
"Oumar Diakité,,""$ 5,827"",""$ 303,019"",,""$ 303,019"",""$ 305,879"",Active,F,20,Cote d'Ivoire,Reims,,"
"Alexandre Oukidja,,""$ 5,827"",""$ 303,019"",,""$ 303,019"",""$ 305,879"",Active,K,35,Algeria,Metz,,"
"Saël Kumbedi,,""$ 5,411"",""$ 281,375"",,""$ 281,375"",""$ 284,031"",Active,D,18,France,Lyon,,"
"Julien Le Cardinal,,""$ 5,411"",""$ 281,375"",,""$ 281,375"",""$ 284,031"",Loan,D,26,France,Brest,,"
"Aboubacar Lô,,""$ 5,411"",""$ 281,375"",,""$ 281,375"",""$ 284,031"",Active,D,24,Senegal,Metz,,"
"Ignacio Miramón,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,M,20,Argentina,Lille,,"
"Didier Lamkel Zé,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Loan,F,27,Cameroon,Metz,,"
"Mousa Al-Tamari,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,F,26,Jordan,Montpellier,,"
"Nathan Zeze,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,D,18,France,Nantes,,"
"Jhoanner Chávez,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,D,21,Ecuador,Lens,,"
"Gauthier Gallon,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,K,30,France,Rennes,,"
"Neto Borges,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,D,27,Brazil,Clermont,,"
"Andy Pelmard,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,D,23,France,Clermont,,"
"Logan Costa,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,D,22,Cape Verde,Toulouse,,"
"Bradley Locko,,""$ 5,203"",""$ 270,553"",,""$ 270,553"",""$ 273,106"",Active,D,21,France,Brest,,"
"Andrej Ilic,,""$ 4,995"",""$ 259,731"",,""$ 259,731"",""$ 262,182"",Active,F,23,Serbia,Lille,,"
"Ibrahim Cissoko,,""$ 4,787"",""$ 248,909"",,""$ 248,909"",""$ 251,258"",Active,F,20,Netherlands,Toulouse,,"
"Florent Ogier,,""$ 4,787"",""$ 248,909"",,""$ 248,909"",""$ 251,258"",Active,D,34,France,Clermont,,"
"Kevin Van Den Kerkhof,,""$ 4,787"",""$ 248,909"",,""$ 248,909"",""$ 251,258"",Active,D,27,Algeria,Metz,,"
"Aliou Baldé,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 240,334"",Active,F,21,Senegal,Nice,,"
"Loïc Nego,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 240,334"",Active,D,33,Hungary,Le Havre,,"
"Ismaël Doukouré,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 240,334"",Active,D,20,France,Strasbourg,,"
"Kassoum Ouattara,,""$ 7,284"",""$ 378,774"",,""$ 378,774"",""$ 382,349"",Active,D,19,France,Monaco,,"
"Issiaga Sylla,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 240,334"",Active,D,30,Guinea,Montpellier,,"
"Gabriel Gudmundsson,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 240,334"",Active,D,24,Sweden,Lille,,"
"Mahamadou Diawara,,""$ 4,579"",""$ 238,086"",,""$ 238,086"",""$ 240,334"",Active,M,19,France,Lyon,,"
"Julien Ponceau,,""$ 4,370"",""$ 227,264"",,""$ 227,264"",""$ 229,409"",Active,F,23,France,Lorient,,"
"Pablo Rosario,,""$ 4,370"",""$ 227,264"",,""$ 227,264"",""$ 229,409"",Active,M,27,Netherlands,Nice,,"
"Tiago Morais,,""$ 4,370"",""$ 227,264"",,""$ 227,264"",""$ 229,409"",Active,F,20,Portugal,Lille,,"
"Massamba N'Diaye,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,K,22,Senegal,Clermont,,"
"Eli Junior Kroupi,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,F,17,France,Lorient,,"
"Théo Sainte-Luce,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,D,25,France,Montpellier,,"
"Rafael Fernandes,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,D,21,Portugal,Lille,,"
"Rassoul Ndiaye,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,M,22,Senegal,Le Havre,,"
"Vincent Sierro,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,M,28,Switzerland,Toulouse,,"
"Marcin Bulka,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,K,24,Poland,Nice,,"
"Alexis Beka Beka,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,M,22,France,Nice,,"
"Simon Ngapandouetnbu,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,K,21,Cameroon,Marseille,,"
"Ablie Jallow,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,F,25,The Gambia,Metz,,"
"Bafodé Diakité,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,D,23,France,Lille,,"
"Leny Yoro,,""$ 4,162"",""$ 216,442"",,""$ 216,442"",""$ 218,485"",Active,D,18,France,Lille,,"
"Soungoutou Magassa,,""$ 6,452"",""$ 335,485"",,""$ 335,485"",""$ 338,652"",Active,D,20,France,Monaco,,"
"Ludovic Butelle,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 207,561"",Active,K,40,France,Reims,,"
"Mathieu Gorgelin,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 207,561"",Active,K,33,France,Le Havre,,"
"Amir Richardson,,""$ 3,954"",""$ 205,620"",,""$ 205,620"",""$ 207,561"",Active,M,22,Morocco,Reims,,"
"Jeanuël Belocian,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 196,637"",Active,D,18,France,Rennes,,"
"Ibrahima Sissoko,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 196,637"",Active,M,26,Mali,Strasbourg,,"
"Habib Keïta,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 196,637"",Active,M,21,Mali,Clermont,,"
"Alexandre Olliero,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 196,637"",Active,K,27,France,Reims,,"
"Abdoul Kader Bamba,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 196,637"",Active,F,29,France,Nantes,,"
"Tanguy Coulibaly,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 196,637"",Active,F,22,France,Montpellier,,"
"Oualid El Hajjam,,""$ 3,746"",""$ 194,798"",,""$ 194,798"",""$ 196,637"",Active,D,32,Morocco,Le Havre,,"
"Bamo Meïté,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Loan,D,22,Cote d'Ivoire,Marseille,,"
"Emran Soglo,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,M,18,England,Marseille,,"
"Khalil Fayad,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,M,19,France,Montpellier,,"
"Josué Casimir,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,F,22,Guadeloupe,Le Havre,,"
"Komnen Andric,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,F,28,Serbia,Clermont,,"
"Arthur Desmas,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,K,29,France,Le Havre,,"
"Mahdi Camara,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,M,25,France,Brest,,"
"Zakaria Aboukhlal,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,F,23,Morocco,Toulouse,,"
"Evann Guessand,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,F,22,Cote d'Ivoire,Nice,,"
"Grejohn Kyei,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Active,F,28,France,Clermont,,"
"Ayman Kari,,""$ 3,538"",""$ 183,976"",,""$ 183,976"",""$ 185,712"",Loan,M,19,France,Lorient,,"
"Arthur Atta,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 163,864"",Active,M,21,France,Metz,,"
"Moïse Sahi Dion,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 163,864"",Active,F,22,Cote d'Ivoire,Strasbourg,,"
"Bonke Innocent,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 163,864"",Active,M,28,Nigeria,Lorient,,"
"Oussama Targhalline,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 163,864"",Active,M,21,Morocco,Le Havre,,"
"Alan Virginius,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 163,864"",Loan,F,21,France,Clermont,,"
"Shamar Nicholson,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 163,864"",Loan,F,26,Jamaica,Clermont,,"
"Muhammed Cham,,""$ 3,122"",""$ 162,332"",,""$ 162,332"",""$ 163,864"",Active,F,23,Austria,Clermont,,"
"Léo Leroy,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 152,940"",Active,M,23,France,Montpellier,,"
"Emmanuel Sabbi,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 152,940"",Active,F,26,United States,Le Havre,,"
"Adam Jakubech,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 152,940"",Active,K,27,Slovakia,Lille,,"
"Álex Domínguez,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 152,940"",Active,K,25,Spain,Toulouse,,"
"Vito Mannone,,""$ 2,914"",""$ 151,510"",,""$ 151,510"",""$ 152,940"",Active,K,35,Italy,Lille,,"
"Mehdi Zeffane,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 142,015"",Active,D,31,Algeria,Clermont,,"
"Denis Petric,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 142,015"",Active,K,35,Slovenia,Nantes,,"
"Shavy Babicka,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 142,015"",Active,F,23,Gabon,Toulouse,,"
"Christopher Wooh,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 142,015"",Active,D,22,Cameroon,Rennes,,"
"Warren Kamanzi,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 142,015"",Active,D,23,Norway,Toulouse,,"
"César Gelabert,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 142,015"",Active,F,23,Spain,Toulouse,,"
"Yoël Armougom,,""$ 2,706"",""$ 140,687"",,""$ 140,687"",""$ 142,015"",Active,D,25,France,Clermont,,"
"Étienne Youté Kinkoué,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 131,091"",Active,D,22,France,Le Havre,,"
"Jean N'Guessan,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 131,091"",Active,M,20,Cote d'Ivoire,Metz,,"
"Samuel Moutoussamy,,""$ 2,497"",""$ 129,865"",,""$ 129,865"",""$ 131,091"",Active,M,27,Democratic Republic of the Congo,Nantes,,"
"Dominique Youfeigane,,""$ 2,289"",""$ 119,043"",,""$ 119,043"",""$ 120,167"",Active,K,23,Central African Republic,Lorient,,"
"Adrien Lebeau,,""$ 2,289"",""$ 119,043"",,""$ 119,043"",""$ 120,167"",Active,F,24,France,Brest,,"
"Melvin Bard,,""$ 2,289"",""$ 119,043"",,""$ 119,043"",""$ 120,167"",Active,D,23,France,Nice,,"
