Player_Name,Team,Rating,Mins,Goals,Assists,Apps
Dylan Bronn,Salernitana,6.41,1684,,,19(5)
Jean-Victor Makengo,Udinese,6.4,812,,1.0,11(5)
Alfred Duncan,Fiorentina,6.4,1107,1.0,,13(12)
Mattia De Sciglio,Juventus,6.4,1046,,,11(6)
Mattia Caldara,Spezia,6.4,1251,,,13(7)
Joan González,Lecce,6.39,2212,1.0,3.0,26(9)
Gary Medel,Bologna,6.39,1477,,1.0,17(12)
Tomás Rincón,Sampdoria,6.39,2566,,2.0,30(4)
Miguel Veloso,Verona,6.39,1169,,,14(8)
Fabio Miretti,Juventus,6.39,1233,,2.0,14(13)
Luca Zanimacchia,Cremonese,6.39,748,,,9(6)
Riccardo Sottil,Fiorentina,6.39,834,,2.0,9(9)
Domagoj Bradaric,Salernitana,6.39,2254,,3.0,24(7)
Filippo Terracciano,Verona,6.39,816,,1.0,7(13)
Joaquín Correa,Inter,6.39,947,3.0,1.0,12(14)
Thomas Henry,Verona,6.38,1038,2.0,,13(3)
Antonín Barák,Fiorentina,6.38,1807,2.0,,21(9)
Marko Pjaca,Empoli,6.38,518,,,5(12)
Pedro Obiang,Sassuolo,6.38,881,,1.0,11(6)
Cyriel Dessers,Cremonese,6.38,1595,6.0,2.0,19(7)
Andrea Pinamonti,Sassuolo,6.38,2174,5.0,,25(7)
Petar Zovko,Spezia,6.38,72,,,0(1)
Charles De KetelaereAC,Milan,6.38,1102,,1.0,9(23)
Emil Bohinen,Salernitana,6.38,825,,,9(15)
Brandon Soppy,Atalanta,6.37,650,,3.0,8(7)
Fabio Depaoli,Verona,6.37,2172,2.0,2.0,24(7)
Alex Ferrari,Sampdoria,6.37,869,,,10(2)
Lameck Banda,Lecce,6.37,1637,2.0,1.0,19(17)
Jeremy Toljan,Sassuolo,6.37,2672,,1.0,29(2)
Federico Di Francesco,Lecce,6.37,2040,2.0,2.0,23(13)
Albin Ekdal,Spezia,6.37,1732,,2.0,18(13)
Paolo Ghiglione,Cremonese,6.37,709,1.0,1.0,8(7)
Diego Coppola,Verona,6.36,1171,,,11(8)
Dimitrios Nikolaou,Spezia,6.36,2964,1.0,,34(2)
David Zima,Torino,6.36,402,,,4(5)
Hamed Traoré,Sassuolo,6.36,593,,3.0,6(5)
Roberto Piccoli,Empoli,6.36,516,2.0,,6(7)
Samuel Iling-Junior,Juventus,6.36,308,1.0,1.0,1(11)
Martin Hongla,Verona,6.36,524,,,6(3)
José Machín,Monza,6.35,1119,,2.0,11(14)
Juan Cabal,Verona,6.35,441,,,3(8)
Adam Ounas,Napoli,6.35,13,,,0(2)
Cristian Buonaiuto,Cremonese,6.34,970,1.0,,7(22)
Gianluca Gaetano,Napoli,6.34,65,1.0,1.0,0(8)
Mady Camara,Roma,6.34,699,,,8(7)
Michaël Cuisance,Sampdoria,6.34,624,,,9(3)
Rick Karsdorp,Roma,6.34,713,,,8(5)
Jacopo Fazzini,Empoli,6.34,818,,,8(13)
Samuel Ntanda,Sampdoria,6.34,1,,,0(1)
Daniel Ciofani,Cremonese,6.34,1058,8.0,,10(22)
Marvin Zeegelaar,Udinese,6.34,354,1.0,,4(3)
Marlon,Monza,6.34,1591,,,18(10)
Nedim Bajrami,Empoli,6.34,931,1.0,1.0,8(11)
Adolfo Gaich,Verona,6.34,724,2.0,,8(8)
Edoardo Bove,Roma,6.34,990,1.0,,10(12)
Festy Ebosele,Udinese,6.34,400,,1.0,4(13)
Luca Pellegrini,Lazio,6.33,174,,,1(6)
Matteo GabbiaAC,Milan,6.33,609,,,6(6)
Daniele Verde,Spezia,6.33,997,3.0,,11(14)
Martín Satriano,Empoli,6.33,1709,2.0,1.0,20(11)
Axel Guessand,Udinese,6.33,80,,,1
Pietro Ceccaroni,Lecce,6.33,41,,,0(2)
Charles Pickel,Cremonese,6.33,2491,1.0,,30(3)
Samuele Birindelli,Monza,6.33,1397,,1.0,14(17)
Matías Viña,Roma,6.33,55,,,1(2)
Moise Kean,Juventus,6.33,990,6.0,,11(17)
Junior Sambia,Salernitana,6.33,691,,1.0,7(15)
Divock OrigiAC,Milan,6.32,1015,2.0,1.0,10(17)
Ruan Tressoldi,Sassuolo,6.32,1717,,,21(2)
Ola Solbakken,Roma,6.32,504,1.0,2.0,7(7)
Ibrahim Sulemana,Verona,6.32,648,,,6(10)
Lorenzo Venuti,Fiorentina,6.32,923,,1.0,9(8)
Domen Crnigoj,Salernitana,6.32,296,,,4(3)
Andrea Consigli,Sassuolo,6.32,3150,,,35
Enzo Ebosse,Udinese,6.31,919,,,9(11)
Abdou Harroui,Sassuolo,6.31,637,2.0,,5(18)
Alessandro Zanoli,Napoli,6.31,11,,,0(1)
Vincenzo Fiorillo,Salernitana,6.31,90,,,1
Giuseppe Pezzella,Lecce,6.31,922,,1.0,10(6)
Ilija Nestorovski,Udinese,6.31,626,2.0,1.0,5(16)
Gian Marco Ferrari,Sassuolo,6.31,2221,1.0,,24(9)
Emanuel Vignato,Empoli,6.31,52,1.0,,0(5)
