Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
54,Federico Baschirotto,it ITA,DF,Lecce,26,1996,37,3294,89,96.3,36.6,37,89,36,0,,0,0.95,31,54,-23,-0.63,-1.34,Matches
55,Toma Bašić,hr CRO,MF,Lazio,26,1996,0,,,,,0,,0,0,,16,,,,,,,Matches
56,Toma Bašić,hr CRO,MF,Salernitana,26,1996,15,1162,77,34.0,12.9,14,83,9,1,4,0,0.20,6,23,-17,-1.32,-0.04,Matches
57,Alessandro Bastoni,it ITA,DF,Inter,24,1999,28,2268,81,66.3,25.2,28,81,14,0,,6,2.43,53,16,+37,+1.47,-0.88,Matches
58,Simone Bastoni,it ITA,"MF,DF",Empoli,26,1996,16,745,47,21.8,8.3,9,70,2,7,17,15,1.13,4,14,-10,-1.21,-0.70,Matches
59,Brian Bayeye,cd COD,DF,Torino,23,2000,0,,,,,0,,0,0,,2,,,,,,,Matches
60,Reda Belahyane,ma MAR,MF,Hellas Verona,19,2004,2,90,45,2.6,1.0,1,73,0,1,17,14,1.00,2,2,0,0.00,+0.35,Matches
61,Raoul Bellanova,it ITA,MF,Torino,23,2000,37,3046,82,89.1,33.8,36,84,17,1,10,0,1.41,31,33,-2,-0.06,-0.54,Matches
62,Andrea Belotti,it ITA,FW,Fiorentina,29,1993,15,949,63,27.7,10.5,11,78,4,4,24,0,1.33,17,15,+2,+0.19,-0.28,Matches
63,Andrea Belotti,it ITA,FW,Roma,29,1993,14,679,49,19.9,7.5,6,82,4,8,23,8,1.43,12,12,0,0.00,-0.62,Matches
64,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,22,2001,32,1692,53,49.5,18.8,21,69,3,11,22,3,1.44,32,21,+11,+0.59,+0.38,Matches
65,Ismaël Bennacer,dz ALG,MF,Milan,25,1997,20,1151,58,33.7,12.8,13,76,4,7,23,1,1.90,26,19,+7,+0.55,-0.25,Matches
66,Alessandro Berardi,it ITA,GK,Hellas Verona,32,1991,0,,,,,0,,0,0,,20,,,,,,,Matches
67,Domenico Berardi,it ITA,"MF,FW",Sassuolo,28,1994,17,1431,84,41.8,15.9,17,84,10,0,,1,1.12,23,27,-4,-0.25,+1.02,Matches
68,Bartosz Bereszyński,pl POL,DF,Empoli,31,1992,24,1762,73,51.5,19.6,22,78,15,2,26,7,1.21,17,30,-13,-0.66,-0.01,Matches
69,Etrit Berisha,al ALB,GK,Empoli,34,1989,14,1260,90,36.8,14.0,14,90,14,0,,12,0.86,10,25,-15,-1.07,-0.65,Matches
70,Medon Berisha,al ALB,MF,Lecce,19,2003,6,205,34,6.0,2.3,2,65,0,4,19,32,0.67,0,3,-3,-1.32,-0.79,Matches
71,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20,2002,32,2307,72,67.5,25.6,26,84,16,6,23,3,1.88,36,20,+16,+0.62,+0.14,Matches
72,Alessandro Berretta,it ITA,MF,Monza,17,2006,0,,,,,0,,0,0,,2,,,,,,,Matches
73,Beto,gw GNB,FW,Udinese,25,1998,1,74,74,2.2,0.8,1,74,0,0,,0,0.00,0,3,-3,-3.65,-3.30,Matches
74,Davide Bettella,it ITA,DF,Monza,23,2000,1,3,3,0.1,0.0,0,,0,1,3,17,3.00,0,0,0,0.00,+0.32,Matches
75,Sam Beukema,nl NED,DF,Bologna,24,1998,30,2547,85,74.5,28.3,29,87,26,1,16,5,1.90,40,27,+13,+0.46,-0.47,Matches
76,Christian Biagetti,it ITA,DF,Fiorentina,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
77,Côme Bianay Balcot,fr FRA,DF,Torino,18,2005,0,,,,,0,,0,0,,3,,,,,,,Matches
78,Soufiane Bidaoui,ma MAR,"FW,MF",Frosinone,33,1990,0,,,,,0,,0,0,,7,,,,,,,Matches
79,Jaka Bijol,si SVN,DF,Udinese,24,1999,24,2084,87,60.9,23.2,23,90,23,1,14,0,1.00,18,29,-11,-0.48,-0.14,Matches
80,El Bilal Touré,ml MLI,FW,Atalanta,21,2001,11,394,36,11.5,4.4,3,75,2,8,21,8,2.18,6,3,+3,+0.69,-0.12,Matches
81,Cristiano Biraghi,it ITA,DF,Fiorentina,30,1992,29,2356,81,68.9,26.2,27,86,21,2,14,7,1.59,39,31,+8,+0.31,-0.29,Matches
82,Davide Biraschi,it ITA,DF,Genoa,29,1994,1,90,90,2.6,1.0,1,90,1,0,,2,0.00,1,4,-3,-3.00,-3.08,Matches
83,Samuele Birindelli,it ITA,"MF,DF",Monza,24,1999,35,2013,58,58.9,22.4,22,76,8,13,25,2,1.20,25,33,-8,-0.36,-0.10,Matches
84,Alexis Blin,fr FRA,MF,Lecce,26,1996,31,1642,53,48.0,18.2,16,81,9,15,23,4,1.16,19,25,-6,-0.33,+0.48,Matches
85,Jérôme Boateng,de GER,DF,Salernitana,34,1988,7,238,34,7.0,2.6,4,47,0,3,17,1,0.29,2,9,-7,-2.65,-1.46,Matches
86,Pietro Boer,it ITA,GK,Roma,21,2002,0,,,,,0,,0,0,,36,,,,,,,Matches
87,Emil Bohinen,no NOR,MF,Salernitana,24,1999,12,535,45,15.6,5.9,7,57,0,5,28,5,0.50,3,14,-11,-1.85,-0.67,Matches
88,Emil Bohinen,no NOR,MF,Genoa,24,1999,5,56,11,1.6,0.6,0,,0,5,11,12,2.60,0,0,0,0.00,0.00,Matches
89,Daniel Boloca,ro ROU,MF,Sassuolo,24,1998,30,2022,67,59.1,22.5,23,80,13,7,26,4,0.93,29,42,-13,-0.58,+0.64,Matches
90,Giacomo Bonaventura,it ITA,MF,Fiorentina,33,1989,31,2277,73,66.6,25.3,27,80,11,4,28,4,1.35,35,29,+6,+0.24,-0.47,Matches
91,Federico Bonazzoli,it ITA,FW,Hellas Verona,26,1997,24,1016,42,29.7,11.3,10,62,0,14,28,14,0.88,13,12,+1,+0.09,+0.61,Matches
92,Luca Boncori,it ITA,FW,Salernitana,17,2006,0,,,,,0,,0,0,,2,,,,,,,Matches
93,Warren Bondo,fr FRA,MF,Monza,19,2003,25,1475,59,43.1,16.4,14,79,8,11,34,11,1.28,20,27,-7,-0.43,-0.20,Matches
94,Giovanni Bonfanti,it ITA,DF,Atalanta,20,2003,2,89,45,2.6,1.0,1,74,0,1,15,18,1.50,2,1,+1,+1.01,+0.23,Matches
95,Kevin Bonifazi,it ITA,DF,Frosinone,27,1996,6,309,52,9.0,3.4,3,90,3,3,13,3,1.33,1,10,-9,-2.62,-2.16,Matches
96,Kevin Bonifazi,it ITA,DF,Bologna,27,1996,1,90,90,2.6,1.0,1,90,1,0,,13,1.00,1,1,0,0.00,-0.59,Matches
97,Alexandru Borbei,ro ROU,GK,Lecce,20,2003,0,,,,,0,,0,0,,13,,,,,,,Matches
98,Gennaro Borrelli,it ITA,FW,Frosinone,23,2000,1,24,24,0.7,0.3,0,,0,1,24,1,0.00,0,1,-1,-3.75,-3.11,Matches
99,Erik Botheim,no NOR,"FW,MF",Salernitana,23,2000,7,316,45,9.2,3.5,4,64,0,3,21,14,0.43,2,7,-5,-1.42,-0.15,Matches
100,Mehdi Bourabia,ma MAR,MF,Frosinone,31,1991,10,200,20,5.8,2.2,3,50,0,7,7,10,0.90,1,9,-8,-3.60,-3.12,Matches
101,Edoardo Bove,it ITA,MF,Roma,21,2002,31,1780,57,52.0,19.8,18,78,9,13,29,7,1.68,30,21,+9,+0.46,-0.09,Matches
102,Domagoj Bradarić,hr CRO,"MF,DF",Salernitana,23,1999,34,2749,81,80.4,30.5,30,87,25,4,38,0,0.44,24,65,-41,-1.34,-0.27,Matches
103,Federico Brancolini,it ITA,GK,Lecce,22,2001,0,,,,,0,,0,0,,34,,,,,,,Matches
104,Josip Brekalo,hr CRO,MF,Fiorentina,25,1998,11,652,59,19.1,7.2,8,72,2,3,27,9,1.82,13,11,+2,+0.28,-0.15,Matches
105,Gleison Bremer,br BRA,DF,Juventus,26,1997,36,3233,90,94.5,35.9,36,90,35,0,,1,1.86,50,29,+21,+0.58,-0.38,Matches
106,Brenner,br BRA,"MF,FW",Udinese,23,2000,8,189,24,5.5,2.1,2,49,0,6,15,9,1.38,0,1,-1,-0.48,-0.06,Matches
107,Marco Brescianini,it ITA,MF,Frosinone,23,2000,36,2321,64,67.9,25.8,24,83,11,12,28,1,0.94,29,49,-20,-0.78,-0.37,Matches
108,Matteo Brezzo,it ITA,GK,Torino,18,2005,0,,,,,0,,0,0,,4,,,,,,,Matches
109,Dylan Bronn,tn TUN,DF,Salernitana,28,1995,4,52,13,1.5,0.6,0,,0,4,13,13,1.00,0,4,-4,-6.92,-5.72,Matches
110,Tajon Buchanan,ca CAN,"DF,MF",Inter,24,1999,10,161,16,4.7,1.8,0,,0,10,16,9,1.90,6,0,+6,+3.35,+1.67,Matches
111,Alessandro Buongiorno,it ITA,DF,Torino,24,1999,29,2527,87,73.9,28.1,29,87,26,0,,1,1.52,29,22,+7,+0.25,+0.95,Matches
112,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19,2004,1,8,8,0.2,0.1,0,,0,1,8,17,3.00,2,0,+2,+22.50,+23.13,Matches
113,Jovane Cabral,cv CPV,"MF,FW",Salernitana,25,1998,12,678,57,19.8,7.5,8,78,3,4,14,3,0.33,2,14,-12,-1.59,-0.38,Matches
114,Liberato Cacace,nz NZL,"DF,MF",Empoli,22,2000,31,1912,62,55.9,21.2,18,84,11,13,31,6,1.10,22,30,-8,-0.38,+0.64,Matches
115,Jens Cajuste,se SWE,MF,Napoli,23,1999,26,1016,39,29.7,11.3,11,70,2,15,16,8,1.62,18,18,0,0.00,-0.26,Matches
116,Nicolò Calabrese,it ITA,DF,Hellas Verona,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches
117,Davide Calabria,it ITA,DF,Milan,26,1996,29,2185,75,63.9,24.3,26,81,13,3,29,4,2.07,49,27,+22,+0.91,+0.54,Matches
118,Riccardo Calafiori,it ITA,DF,Bologna,21,2002,30,2349,78,68.7,26.1,26,89,23,4,12,6,1.97,44,20,+24,+0.92,+1.09,Matches
119,Mattia Caldara,it ITA,DF,Milan,29,1994,1,33,33,1.0,0.4,0,,0,1,33,5,1.00,1,3,-2,-5.45,-6.23,Matches
120,Luca Caldirola,it ITA,DF,Monza,32,1991,29,2141,74,62.6,23.8,23,87,19,6,22,7,1.10,25,37,-12,-0.50,-0.50,Matches
121,Hakan Çalhanoğlu,tr TUR,MF,Inter,29,1994,32,2556,80,74.7,28.4,32,80,12,0,,3,2.47,59,19,+40,+1.41,-1.40,Matches
122,Alessandro Calligaris,it ITA,GK,Inter,18,2005,0,,,,,0,,0,0,,2,,,,,,,Matches
123,Simone Calvani,it ITA,GK,Genoa,18,2005,0,,,,,0,,0,0,,2,,,,,,,Matches
124,Etienne Camara,fr FRA,MF,Udinese,20,2003,0,,,,,0,,0,0,,22,,,,,,,Matches
125,Francesco Camarda,it ITA,FW,Milan,15,2008,2,14,7,0.4,0.2,0,,0,2,7,0,3.00,0,0,0,0.00,-0.71,Matches
126,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,22,2000,37,2553,69,74.6,28.4,29,82,11,8,24,0,0.97,20,42,-22,-0.78,-0.46,Matches
127,Andrea Cambiaso,it ITA,MF,Juventus,23,2000,34,2372,70,69.4,26.4,28,79,4,6,27,1,1.82,31,22,+9,+0.34,-0.86,Matches
128,Matteo Cancellieri,it ITA,"FW,MF",Empoli,21,2002,36,1788,50,52.3,19.9,18,74,4,18,25,0,0.92,17,25,-8,-0.40,+0.53,Matches
129,Antonio Candreva,it ITA,MF,Salernitana,36,1987,34,2750,81,80.4,30.6,32,83,22,2,40,0,0.47,23,60,-37,-1.21,+0.40,Matches
130,Luigi Canotto,it ITA,"FW,MF",Frosinone,29,1994,1,16,16,0.5,0.2,0,,0,1,16,1,0.00,0,1,-1,-5.63,-4.99,Matches
131,Elio Capradossi,ug UGA,DF,Cagliari,27,1996,0,,,,,0,,0,0,,2,,,,,,,Matches
132,Gianluca Caprari,it ITA,"MF,FW",Monza,30,1993,6,285,48,8.3,3.2,4,64,1,2,15,3,0.83,4,5,-1,-0.32,0.00,Matches
133,Elia Caprile,it ITA,GK,Empoli,21,2001,23,2070,90,60.5,23.0,23,90,23,0,,9,1.04,19,27,-8,-0.35,+0.79,Matches
134,Francesco Caputo,it ITA,FW,Empoli,35,1987,20,1268,63,37.1,14.1,15,75,4,5,27,6,0.70,8,22,-14,-0.99,-0.53,Matches
135,Andrea Carboni,it ITA,DF,Monza,22,2001,21,1487,71,43.5,16.5,16,81,10,5,37,9,1.29,17,17,0,0.00,+0.56,Matches
136,Franco Carboni,it ITA,MF,Monza,20,2003,0,,,,,0,,0,0,,18,,,,,,,Matches
137,Valentin Carboni,ar ARG,MF,Monza,18,2005,31,1169,38,34.2,13.0,10,70,2,21,22,6,1.16,14,20,-6,-0.46,-0.22,Matches
138,Marco Carnesecchi,it ITA,GK,Atalanta,23,2000,27,2425,90,70.9,26.9,27,90,26,0,,11,1.85,53,30,+23,+0.85,+0.22,Matches
139,Nicolò Casale,it ITA,DF,Lazio,25,1998,20,1559,78,45.6,17.3,16,85,14,4,49,13,1.50,22,24,-2,-0.12,-0.70,Matches
140,Giuseppe Caso,it ITA,FW,Frosinone,24,1998,14,417,30,12.2,4.6,2,64,0,12,24,8,0.93,10,10,0,0.00,+0.75,Matches
141,Valentín Castellanos,ar ARG,FW,Lazio,24,1998,35,1682,48,49.2,18.7,16,76,5,19,24,2,1.60,25,15,+10,+0.54,+0.54,Matches
142,Samu Castillejo,es ESP,"MF,FW",Sassuolo,28,1995,17,536,32,15.7,6.0,6,60,0,11,16,8,0.71,8,12,-4,-0.67,+0.20,Matches
143,Santiago Castro,ar ARG,FW,Bologna,18,2004,8,242,30,7.1,2.7,2,76,1,6,15,4,1.50,4,2,+2,+0.74,+0.18,Matches
144,Gaetano Castrovilli,it ITA,MF,Fiorentina,26,1997,6,367,61,10.7,4.1,5,72,1,1,8,5,2.50,8,7,+1,+0.25,-0.17,Matches
145,Danilo Cataldi,it ITA,MF,Lazio,28,1994,28,1361,49,39.8,15.1,15,74,3,13,19,9,1.68,19,20,-1,-0.07,-0.55,Matches
146,Denis Cazzadori,it ITA,FW,Hellas Verona,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
147,Emil Ceide,no NOR,FW,Sassuolo,21,2001,11,176,16,5.1,2.0,0,,0,11,16,27,0.55,0,8,-8,-4.09,-3.43,Matches
148,Zeki Çelik,tr TUR,"DF,MF",Roma,26,1997,17,671,39,19.6,7.5,6,78,3,11,19,21,1.59,12,11,+1,+0.13,-0.46,Matches
149,Fabien Centonze,fr FRA,DF,Hellas Verona,27,1996,10,676,68,19.8,7.5,7,85,5,3,27,6,1.10,8,11,-3,-0.40,-0.07,Matches
150,Michele Cerofolini,it ITA,GK,Frosinone,24,1999,8,675,84,19.7,7.5,7,90,7,1,45,30,1.38,7,11,-4,-0.53,+0.16,Matches
151,Alberto Cerri,it ITA,FW,Empoli,27,1996,12,545,45,15.9,6.1,10,52,0,2,13,3,1.58,6,6,0,0.00,+0.78,Matches
152,Leonardo Cerri,it ITA,FW,Juventus,20,2003,1,7,7,0.2,0.1,0,,0,1,7,0,0.00,0,0,0,0.00,-0.61,Matches
153,Charlys,br BRA,MF,Hellas Verona,19,2004,2,25,13,0.7,0.3,0,,0,2,13,32,0.50,0,1,-1,-3.60,-3.28,Matches
154,Walid Cheddira,ma MAR,FW,Frosinone,25,1998,36,2120,59,62.0,23.6,24,80,5,12,18,1,0.89,23,44,-21,-0.89,-0.61,Matches
155,Luigi Cherubini,it ITA,MF,Roma,19,2004,0,,,,,0,,0,0,,3,,,,,,,Matches
156,Federico Chiesa,it ITA,FW,Juventus,25,1997,33,2197,67,64.2,24.4,25,79,9,8,29,0,1.76,35,22,+13,+0.53,-0.20,Matches
157,Mattia Chiesa,it ITA,GK,Hellas Verona,23,2000,0,,,,,0,,0,0,,18,,,,,,,Matches
158,Oliver Christensen,dk DEN,GK,Fiorentina,24,1999,4,360,90,10.5,4.0,4,90,4,0,,24,1.00,8,9,-1,-0.25,-0.72,Matches
159,Samuel Chukwueze,ng NGA,"MF,FW",Milan,24,1999,24,1017,42,29.7,11.3,12,67,2,12,18,3,2.08,25,17,+8,+0.71,0.00,Matches
160,Aaron Ciammaglichella,it ITA,MF,Torino,18,2005,0,,,,,0,,0,0,,7,,,,,,,Matches
161,Alphadjo Cissè,it ITA,MF,Hellas Verona,16,2006,1,8,8,0.2,0.1,0,,0,1,8,8,1.00,0,0,0,0.00,+0.34,Matches
162,Faroukou Cissé,de GER,DF,Genoa,19,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
163,Moustapha Cissé,gn GUI,FW,Atalanta,19,2003,0,,,,,0,,0,0,,3,,,,,,,Matches
164,Giorgio Cittadini,it ITA,DF,Monza,21,2002,1,15,15,0.4,0.2,0,,0,1,15,15,1.00,0,0,0,0.00,+0.32,Matches
165,Giorgio Cittadini,it ITA,DF,Genoa,21,2002,5,106,21,3.1,1.2,1,76,0,4,8,10,1.80,3,0,+3,+2.55,+2.63,Matches
166,Patrick Ciurria,it ITA,MF,Monza,28,1995,22,1598,73,46.7,17.8,18,80,10,4,38,7,1.32,16,20,-4,-0.23,+0.17,Matches
167,Massimo Coda,it ITA,FW,Genoa,34,1988,0,,,,,0,,0,0,,1,,,,,,,Matches
168,Leonardo Colombo,it ITA,MF,Monza,18,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
169,Lorenzo Colombo,it ITA,FW,Monza,21,2002,25,1359,54,39.7,15.1,16,70,3,9,26,11,1.24,16,15,+1,+0.07,+0.63,Matches
170,Lorenzo Colombo,it ITA,FW,Milan,21,2002,0,,,,,0,,0,0,,2,,,,,,,Matches
171,Matteo Colombo,it ITA,MF,Atalanta,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
172,Andrea Colpani,it ITA,MF,Monza,24,1999,38,2657,70,77.7,29.5,36,72,6,2,33,0,1.18,28,40,-12,-0.41,-0.41,Matches
173,Pietro Comi,it ITA,DF,Atalanta,18,2005,0,,,,,0,,0,0,,5,,,,,,,Matches
174,Pietro Comuzzo,it ITA,DF,Fiorentina,18,2005,4,43,11,1.3,0.5,0,,0,4,11,28,3.00,2,0,+2,+4.19,+3.84,Matches
175,Andrea Consigli,it ITA,GK,Sassuolo,36,1987,35,3150,90,92.1,35.0,35,90,35,0,,0,0.74,36,68,-32,-0.91,-0.91,Matches
176,Nikita Contini Baranovsky,it ITA,GK,Napoli,27,1996,1,17,17,0.5,0.2,0,,0,1,17,34,1.00,0,0,0,0.00,-0.19,Matches
177,Diego Coppola,it ITA,DF,Hellas Verona,19,2003,24,1634,68,47.8,18.2,18,87,14,6,11,13,1.21,22,25,-3,-0.17,+0.34,Matches
178,Tommaso Corazza,it ITA,DF,Bologna,19,2004,9,195,22,5.7,2.2,1,67,0,8,16,26,1.44,4,1,+3,+1.38,+0.85,Matches
179,Jeppe Corfitzen,dk DEN,FW,Lecce,18,2004,1,9,9,0.3,0.1,0,,0,1,9,8,0.00,0,2,-2,-20.00,-19.47,Matches
180,Giacomo Corona,it ITA,FW,Empoli,19,2004,1,5,5,0.1,0.1,0,,0,1,5,1,0.00,0,0,0,0.00,+0.66,Matches
