Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
32,Emil Audero,id IDN,GK,Como,27,1997,8,720,90,21.1,8.0,8,90,8,0,,15,1.00,11,18,-7,-0.87,-1.01,Matches
33,Tommaso Augello,it ITA,"MF,DF",Cagliari,29,1994,38,2713,71,79.3,30.1,30,84,20,8,26,0,0.95,30,46,-16,-0.53,-0.53,Matches
34,Carlos Augusto,br BRA,"DF,MF",Inter,25,1999,29,1691,58,49.4,18.8,15,86,13,14,29,3,2.07,37,17,+20,+1.06,-0.18,Matches
35,Yann Aurel Bisseck,de GER,DF,Inter,23,2000,27,1643,61,48.0,18.3,17,78,10,10,32,8,2.22,42,20,+22,+1.21,+0.09,Matches
36,Henrijs Auseklis,lv LVA,GK,Cagliari,17,2006,0,,,,,0,,0,0,,3,,,,,,,Matches
37,Ivan Azón,es ESP,FW,Como,21,2002,0,,,,,0,,0,0,,6,,,,,,,Matches
38,Paulo Azzi,br BRA,MF,Cagliari,30,1994,6,426,71,12.5,4.7,5,79,3,1,31,15,0.33,1,5,-4,-0.85,-0.48,Matches
39,Oussama El Azzouzi,ma MAR,MF,Bologna,23,2001,2,19,10,0.6,0.2,0,,0,2,10,16,1.50,0,1,-1,-4.74,-5.03,Matches
40,Jacopo Bacci,it ITA,MF,Empoli,19,2005,3,31,10,0.9,0.3,0,,0,3,10,16,0.33,1,0,+1,+2.90,+3.62,Matches
41,Milan Badelj,hr CRO,MF,Genoa,35,1989,23,1472,64,43.0,16.4,21,68,4,2,19,11,1.09,13,17,-4,-0.24,+0.13,Matches
42,Nicola Bagnolini,it ITA,GK,Bologna,20,2004,0,,,,,0,,0,0,,36,,,,,,,Matches
43,Mitchel Bakker,nl NED,"DF,MF",Atalanta,24,2000,1,22,22,0.6,0.2,0,,0,1,22,0,3.00,0,0,0,0.00,-1.09,Matches
44,Tommaso Baldanzi,it ITA,"MF,FW",Roma,21,2003,31,832,27,24.3,9.2,5,64,0,26,20,7,1.81,16,8,+8,+0.87,+0.41,Matches
45,Keita Baldé,sn SEN,FW,Monza,29,1995,11,638,58,18.7,7.1,8,72,2,3,20,0,0.45,6,19,-13,-1.83,-0.93,Matches
46,Botond Balogh,hu HUN,DF,Parma,22,2002,29,2053,71,60.0,22.8,23,82,17,6,30,7,1.00,27,32,-5,-0.22,+0.37,Matches
47,Mario Balotelli,it ITA,FW,Genoa,33,1990,6,62,10,1.8,0.7,0,,0,6,10,3,1.50,1,0,+1,+1.45,+1.80,Matches
48,Lameck Banda,zm ZAM,"MF,FW",Lecce,23,2001,15,610,41,17.8,6.8,6,59,0,9,29,7,0.60,2,11,-9,-1.33,-0.62,Matches
49,Daniel Bandeira,pt POR,MF,Hellas Verona,24,2000,11,407,37,11.9,4.5,4,71,1,7,18,12,0.82,6,12,-6,-1.33,-0.55,Matches
50,Mattia Bani,it ITA,DF,Genoa,30,1993,20,1507,75,44.1,16.7,19,78,13,1,22,4,1.25,18,19,-1,-0.06,+0.46,Matches
51,Antonín Barák,cz CZE,MF,Fiorentina,29,1994,1,54,54,1.6,0.6,1,54,0,0,,1,1.00,0,0,0,0.00,-0.51,Matches
52,Federico Barba,it ITA,DF,Como,30,1993,7,431,62,12.6,4.8,5,82,3,2,12,8,0.57,3,9,-6,-1.25,-1.34,Matches
53,Matteo Barbini,it ITA,DF,Genoa,17,2006,0,,,,,0,,0,0,,3,,,,,,,Matches
54,Nicolò Barella,it ITA,MF,Inter,27,1997,33,2493,76,72.9,27.7,29,82,18,4,30,2,2.12,56,24,+32,+1.16,-0.01,Matches
55,Leonardo Baroncelli,it ITA,DF,Fiorentina,18,2005,0,,,,,0,,0,0,,4,,,,,,,Matches
56,Davide Bartesaghi,it ITA,DF,Milan,18,2005,4,118,30,3.5,1.3,1,60,0,3,19,19,3.00,2,1,+1,+0.76,+0.30,Matches
57,Federico Baschirotto,it ITA,DF,Lecce,27,1996,38,3420,90,100.0,38.0,38,90,38,0,,0,0.89,27,58,-31,-0.82,,Matches
58,Daniele Baselli,it ITA,MF,Como,32,1992,2,22,11,0.6,0.2,1,21,0,1,1,11,1.50,0,1,-1,-4.09,-4.04,Matches
59,Toma Bašić,hr CRO,MF,Lazio,27,1996,0,,,,,0,,0,0,,16,,,,,,,Matches
60,Alessandro Bastoni,it ITA,DF,Inter,25,1999,33,2401,73,70.2,26.7,31,76,8,2,19,3,2.15,64,21,+43,+1.61,+1.52,Matches
61,Reda Belahyane,ma MAR,MF,Hellas Verona,20,2004,22,1658,75,48.5,18.4,17,88,13,5,32,0,0.91,20,39,-19,-1.03,-0.37,Matches
62,Reda Belahyane,ma MAR,MF,Lazio,20,2004,6,198,33,5.8,2.2,1,90,1,5,22,8,1.50,1,1,0,0.00,-0.34,Matches
63,Luca Belardinelli,it ITA,MF,Empoli,23,2001,0,,,,,0,,0,0,,6,,,,,,,Matches
64,Raoul Bellanova,it ITA,MF,Atalanta,24,2000,34,2402,71,70.2,26.7,27,81,16,7,32,2,1.97,53,27,+26,+0.97,-0.35,Matches
65,Raoul Bellanova,it ITA,MF,Torino,24,2000,1,87,87,2.5,1.0,1,87,0,0,,0,1.00,2,0,+2,+2.07,+2.28,Matches
66,Andrea Belotti,it ITA,FW,Como,30,1993,18,593,33,17.3,6.6,7,66,0,11,12,5,0.83,5,12,-7,-1.06,-1.19,Matches
67,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,23,2001,33,1953,59,57.1,21.7,21,78,5,12,27,4,1.67,37,25,+12,+0.55,+0.12,Matches
68,Dawid Bembnista,pl POL,DF,Empoli,17,2007,0,,,,,0,,0,0,,7,,,,,,,Matches
69,Adrian Benedyczak,pl POL,MF,Parma,23,2000,9,214,24,6.3,2.4,2,45,0,7,18,5,1.11,4,7,-3,-1.26,-0.95,Matches
70,Ismaël Bennacer,dz ALG,MF,Milan,26,1997,6,300,50,8.8,3.3,4,53,0,2,45,2,1.50,3,3,0,0.00,-0.52,Matches
71,Alessandro Berardi,it ITA,GK,Hellas Verona,33,1991,0,,,0.0,0.0,0,,0,0,,29,1.00,1,1,0,,,Matches
72,Thomas Berenbruch,it ITA,MF,Inter,19,2005,0,,,,,0,,0,0,,11,,,,,,,Matches
73,Medon Berisha,al ALB,MF,Lecce,20,2003,17,716,42,20.9,8.0,7,67,1,10,25,5,0.59,7,10,-3,-0.38,+0.55,Matches
74,Adrian Bernabe,es ESP,MF,Parma,23,2001,21,1453,69,42.5,16.1,18,73,8,3,48,2,1.10,20,22,-2,-0.12,+0.43,Matches
75,Lorenzo Bernasconi,it ITA,MF,Atalanta,20,2003,0,,,,,0,,0,0,,2,,,,,,,Matches
76,Antoine Bernede,fr FRA,MF,Hellas Verona,25,1999,14,594,42,17.4,6.6,7,60,0,7,24,1,0.79,2,13,-11,-1.67,-1.00,Matches
77,Alessandro Berretta,it ITA,MF,Monza,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches
78,Davide Bettella,it ITA,DF,Monza,24,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
79,Sam Beukema,nl NED,DF,Bologna,25,1998,35,3012,86,88.1,33.5,33,90,32,2,25,3,1.74,51,39,+12,+0.36,+0.80,Matches
80,Noah El Biache,be BEL,MF,Empoli,19,2005,0,,,,,0,,0,0,,2,,,,,,,Matches
81,Côme Bianay Balcot,fr FRA,DF,Torino,19,2005,0,,,,,0,,0,0,,13,,,,,,,Matches
82,Alessandro Bianco,it ITA,MF,Monza,21,2002,34,2600,76,76.0,28.9,29,84,17,5,30,1,0.47,19,60,-41,-1.42,-1.42,Matches
83,Alessandro Bianco,it ITA,MF,Fiorentina,21,2002,1,18,18,0.5,0.2,0,,0,1,18,1,1.00,1,0,+1,+5.00,+4.52,Matches
84,Davide Bifulco,it ITA,GK,Monza,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches
85,Jaka Bijol,si SVN,DF,Udinese,25,1999,34,2963,87,86.6,32.9,34,87,32,0,,0,1.18,37,46,-9,-0.27,+0.91,Matches
86,Philip Billing,dk DEN,MF,Napoli,28,1996,10,197,20,5.8,2.2,1,61,0,9,15,8,2.10,2,3,-1,-0.46,-1.38,Matches
87,Cristiano Biraghi,it ITA,DF,Torino,31,1992,15,1158,77,33.9,12.9,13,87,10,2,15,0,1.13,12,15,-3,-0.23,-0.11,Matches
88,Cristiano Biraghi,it ITA,"DF,MF",Fiorentina,31,1992,8,433,54,12.7,4.8,5,81,4,3,9,5,1.88,5,7,-2,-0.42,-1.05,Matches
89,Samuele Birindelli,it ITA,MF,Monza,25,1999,21,1468,70,42.9,16.3,18,79,7,3,15,3,0.29,10,30,-20,-1.23,-0.26,Matches
90,Bjarki Bjarkason,is ISL,MF,Venezia,24,2000,9,165,18,4.8,1.8,1,75,0,8,11,16,0.67,2,1,+1,+0.55,+1.24,Matches
91,Emil Bohinen,no NOR,MF,Genoa,25,1999,3,166,55,4.9,1.8,1,90,1,2,38,19,0.33,2,8,-6,-3.25,-3.09,Matches
92,Pierre Bolchini,it ITA,GK,Como,25,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
93,Warren Bondo,fr FRA,MF,Monza,20,2003,20,1618,81,47.3,18.0,19,85,13,1,10,0,0.65,18,25,-7,-0.39,+1.31,Matches
94,Warren Bondo,fr FRA,MF,Milan,20,2003,4,162,41,4.7,1.8,3,50,0,1,11,8,1.75,0,5,-5,-2.78,-3.41,Matches
95,Kevin Bonifazi,it ITA,DF,Lecce,28,1996,3,65,22,1.9,0.7,0,,0,3,22,6,1.00,1,4,-3,-4.15,-3.40,Matches
96,Ange-Yoan Bonny,fr FRA,FW,Parma,20,2003,37,2529,68,73.9,28.1,30,75,7,7,40,0,0.97,33,36,-3,-0.11,+1.00,Matches
97,Alexandru Borbei,ro ROU,GK,Lecce,21,2003,0,,,,,0,,0,0,,22,,,,,,,Matches
98,Filipe Bordon,br BRA,DF,Lazio,19,2005,0,,,,,0,,0,0,,2,,,,,,,Matches
99,Edoardo Bove,it ITA,MF,Fiorentina,22,2002,12,851,71,24.9,9.5,11,74,5,1,33,0,2.42,21,7,+14,+1.48,+1.31,Matches
100,Edoardo Bove,it ITA,MF,Roma,22,2002,0,,,,,0,,0,0,,2,,,,,,,Matches
101,Domagoj Bradarić,hr CRO,"MF,DF",Hellas Verona,24,1999,28,1933,69,56.5,21.5,24,76,7,4,28,7,0.96,16,39,-23,-1.07,-0.53,Matches
102,Federico Brancolini,it ITA,GK,Empoli,23,2001,0,,,,,0,,0,0,,24,,,,,,,Matches
103,Matthias Braunöder,at AUT,MF,Como,22,2002,8,268,34,7.8,3.0,3,65,1,5,14,28,0.75,1,9,-8,-2.69,-2.83,Matches
104,Iker Bravo,es ESP,FW,Udinese,19,2005,29,682,24,19.9,7.6,4,64,0,25,17,7,1.17,7,11,-4,-0.53,-0.17,Matches
105,Brayan,br BRA,FW,Empoli,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches
106,Josip Brekalo,hr CRO,"FW,MF",Fiorentina,26,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
107,Gleison Bremer,br BRA,DF,Juventus,27,1997,6,540,90,15.8,6.0,6,90,6,0,,0,2.00,9,0,+9,+1.50,+1.06,Matches
108,Brenner,br BRA,"MF,FW",Udinese,24,2000,9,386,43,11.3,4.3,5,70,1,4,9,10,1.56,5,4,+1,+0.23,+0.71,Matches
109,Marco Brescianini,it ITA,MF,Atalanta,24,2000,29,991,34,29.0,11.0,9,63,1,20,21,5,1.83,21,13,+8,+0.73,-0.50,Matches
110,Arvid Brorsson,se SWE,DF,Monza,25,1999,6,362,60,10.6,4.0,3,90,3,3,31,10,0.67,3,11,-8,-1.99,-1.02,Matches
111,Bruno,br BRA,GK,Venezia,26,1998,0,,,,,0,,0,0,,11,,,,,,,Matches
112,Tajon Buchanan,ca CAN,"DF,MF",Inter,25,1999,6,95,16,2.8,1.1,0,,0,6,16,7,2.67,2,1,+1,+0.95,-0.22,Matches
113,Alessandro Buongiorno,it ITA,DF,Napoli,25,1999,22,1924,87,56.3,21.4,22,87,20,0,,4,2.14,33,14,+19,+0.89,+0.11,Matches
114,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,20,2004,4,28,7,0.8,0.3,0,,0,4,7,23,1.00,0,2,-2,-6.43,-5.66,Matches
115,Gianluca Busio,us USA,MF,Venezia,22,2002,33,2518,76,73.6,28.0,28,85,16,5,29,1,0.82,25,45,-20,-0.71,-0.32,Matches
116,Jean Butez,fr FRA,GK,Como,29,1995,19,1666,88,48.7,18.5,18,90,18,1,46,1,1.47,26,20,+6,+0.32,+0.79,Matches
117,Naïm Byar,ma MAR,MF,Bologna,19,2005,0,,,,,0,,0,0,,2,,,,,,,Matches
118,Liberato Cacace,nz NZL,"MF,DF",Empoli,23,2000,33,2230,68,65.2,24.8,24,86,16,9,20,4,0.85,21,46,-25,-1.01,-0.93,Matches
119,Alessio Cacciamani,it ITA,MF,Torino,17,2007,2,31,16,0.9,0.3,0,,0,2,16,4,0.00,0,0,0,0.00,+0.16,Matches
120,Davide Calabria,it ITA,DF,Bologna,27,1996,11,632,57,18.5,7.0,7,86,5,4,8,2,1.82,13,6,+7,+1.00,+0.90,Matches
121,Davide Calabria,it ITA,DF,Milan,27,1996,7,316,45,9.2,3.5,4,72,0,3,10,9,1.71,3,5,-2,-0.57,-1.15,Matches
122,Luca Caldirola,it ITA,DF,Monza,33,1991,14,876,63,25.6,9.7,10,75,6,4,31,9,0.21,3,16,-13,-1.34,-0.35,Matches
123,Hakan Çalhanoğlu,tr TUR,MF,Inter,30,1994,29,1947,67,56.9,21.6,26,72,6,3,25,1,2.07,46,20,+26,+1.20,+0.10,Matches
124,Alessandro Calligaris,it ITA,GK,Inter,19,2005,0,,,,,0,,0,0,,14,,,,,,,Matches
125,Drissa Camara,ci CIV,FW,Parma,22,2002,21,447,21,13.1,5.0,1,57,0,20,20,16,0.81,5,13,-8,-1.61,-1.43,Matches
126,Francesco Camarda,it ITA,FW,Milan,16,2008,10,206,21,6.0,2.3,1,65,0,9,16,16,1.30,5,3,+2,+0.87,+0.43,Matches
127,Nicolò Cambiaghi,it ITA,"MF,FW",Bologna,23,2000,18,620,34,18.1,6.9,4,69,1,14,25,1,1.61,11,7,+4,+0.58,+0.39,Matches
128,Andrea Cambiaso,it ITA,"DF,MF",Juventus,24,2000,33,2221,67,64.9,24.7,25,81,16,8,25,0,1.79,35,20,+15,+0.61,+0.01,Matches
129,Thomas Campaniello,it ITA,FW,Empoli,16,2008,3,25,8,0.7,0.3,0,,0,3,8,9,0.00,0,1,-1,-3.60,-2.94,Matches
130,Matteo Cancellieri,it ITA,"MF,FW",Parma,22,2002,27,1424,53,41.6,15.8,19,65,2,8,23,2,1.00,17,26,-9,-0.57,-0.34,Matches
131,Fali Candé,gw GNB,DF,Venezia,26,1998,17,1530,90,44.7,17.0,17,90,17,0,,0,0.82,13,22,-9,-0.53,+0.18,Matches
132,Antonio Candela,it ITA,"MF,DF",Venezia,24,2000,14,1008,72,29.5,11.2,12,80,6,2,24,5,0.71,9,23,-14,-1.25,-0.88,Matches
133,Gianluca Caprari,it ITA,"MF,FW",Monza,31,1993,34,1651,49,48.3,18.3,18,74,3,16,20,0,0.53,14,31,-17,-0.93,+0.29,Matches
134,Elia Caprile,it ITA,GK,Napoli,22,2001,4,325,81,9.5,3.6,3,90,3,1,55,15,2.50,6,1,+5,+1.38,+0.60,Matches
135,Elia Caprile,it ITA,GK,Cagliari,22,2001,18,1620,90,47.4,18.0,18,90,18,0,,0,1.06,22,22,0,0.00,+0.80,Matches
136,Francesco Caputo,it ITA,FW,Empoli,36,1987,1,6,6,0.2,0.1,0,,0,1,6,0,1.00,0,0,0,0.00,+0.69,Matches
137,Maxence Caqueret,fr FRA,MF,Como,24,2000,18,1087,60,31.8,12.1,15,67,1,3,26,1,1.67,21,12,+9,+0.75,+1.21,Matches
138,Filippo Carbone,it ITA,MF,Genoa,17,2006,0,,,,,0,,0,0,,1,,,,,,,Matches
139,Andrea Carboni,it ITA,DF,Monza,23,2001,26,2191,84,64.1,24.3,25,86,19,1,52,6,0.62,21,39,-18,-0.74,+0.94,Matches
140,Franco Carboni,it ITA,MF,Venezia,21,2003,8,226,28,6.6,2.5,3,56,0,5,12,27,0.63,2,1,+1,+0.40,+1.10,Matches
141,Marco Carnesecchi,it ITA,GK,Atalanta,24,2000,34,3060,90,89.5,34.0,34,90,34,0,,2,1.88,65,34,+31,+0.91,-1.59,Matches
142,Cesare Casadei,it ITA,MF,Torino,21,2003,15,1017,68,29.7,11.3,13,75,4,2,24,0,1.13,10,13,-3,-0.27,-0.15,Matches
143,Nicolò Casale,it ITA,DF,Bologna,26,1998,15,900,60,26.3,10.0,9,84,7,6,24,17,1.73,14,16,-2,-0.20,-0.63,Matches
144,Nicolò Casale,it ITA,DF,Lazio,26,1998,2,135,68,3.9,1.5,2,68,1,0,,0,1.50,3,2,+1,+0.67,+0.37,Matches
145,Federico Cassa,it ITA,MF,Atalanta,18,2006,2,14,7,0.4,0.2,0,,0,2,7,4,1.50,0,0,0,0.00,-1.08,Matches
146,Tommaso Cassandro,it ITA,"DF,MF",Como,24,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
147,Marco Cassin,it ITA,GK,Udinese,16,2008,0,,,,,0,,0,0,,1,,,,,,,Matches
148,Valentín Castellanos,ar ARG,FW,Lazio,25,1998,29,2384,82,69.7,26.5,28,84,16,1,31,2,1.90,48,28,+20,+0.76,+1.45,Matches
149,Santiago Castro,ar ARG,FW,Bologna,19,2004,36,2294,64,67.1,25.5,27,78,9,9,21,1,1.64,37,32,+5,+0.20,-0.20,Matches
150,Gaetano Castrovilli,it ITA,MF,Monza,27,1997,12,596,50,17.4,6.6,7,66,0,5,27,3,0.33,5,12,-7,-1.06,+0.03,Matches
151,Gaetano Castrovilli,it ITA,MF,Lazio,27,1997,9,148,16,4.3,1.6,1,60,0,8,11,10,1.78,3,4,-1,-0.61,-0.97,Matches
152,Danilo Cataldi,it ITA,MF,Lazio,29,1994,0,,,,,0,,0,0,,2,,,,,,,Matches
153,Danilo Cataldi,it ITA,MF,Fiorentina,29,1994,25,1728,69,50.5,19.2,23,73,8,2,21,1,1.64,31,20,+11,+0.57,+0.15,Matches
154,Zeki Çelik,tr TUR,"DF,MF",Roma,27,1997,31,2256,73,66.0,25.1,27,80,16,4,26,3,1.61,26,25,+1,+0.04,-1.51,Matches
155,Alberto Cerri,it ITA,FW,Como,28,1996,5,87,17,2.5,1.0,0,,0,5,17,8,0.20,0,4,-4,-4.14,-4.16,Matches
156,Gabriel Charpentier,cg CGO,FW,Parma,25,1999,10,271,27,7.9,3.0,0,,0,10,27,0,1.00,5,6,-1,-0.33,+0.04,Matches
157,Walid Cheddira,ma MAR,FW,Napoli,26,1998,1,12,12,0.4,0.1,0,,0,1,12,1,0.00,0,1,-1,-7.50,-8.37,Matches
158,Leandro Chichizola,ar ARG,GK,Parma,34,1990,1,90,90,2.6,1.0,1,90,1,0,,18,0.00,2,3,-1,-1.00,-0.65,Matches
159,Alessio Chiesa,it ITA,DF,Como,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches
160,Alberto Chiesurin,it ITA,MF,Venezia,19,2005,0,,,,,0,,0,0,,8,,,,,,,Matches
161,Federico Chinetti,it ITA,FW,Como,19,2005,0,,,,,0,,0,0,,7,,,,,,,Matches
162,Niccolò Chiorra,it ITA,GK,Empoli,23,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
163,Samuel Chukwueze,ng NGA,"MF,FW",Milan,25,1999,26,925,36,27.0,10.3,9,73,1,17,16,8,1.46,17,11,+6,+0.58,+0.15,Matches
164,Aaron Ciammaglichella,it ITA,MF,Torino,19,2005,1,1,1,0.0,0.0,0,,0,1,1,12,3.00,0,0,0,0.00,+0.16,Matches
165,Giuseppe Ciocci,it ITA,GK,Cagliari,22,2002,1,9,9,0.3,0.1,0,,0,1,9,25,0.00,0,0,0,0.00,+0.42,Matches
166,Alessandro Circati,au AUS,DF,Parma,20,2003,6,540,90,15.8,6.0,6,90,6,0,,6,1.33,9,9,0,0.00,+0.44,Matches
167,Alphadjo Cissè,it ITA,MF,Hellas Verona,17,2006,2,9,5,0.3,0.1,0,,0,2,5,33,0.00,0,0,0,0.00,+0.84,Matches
168,Patrick Ciurria,it ITA,MF,Monza,29,1995,21,1111,53,32.5,12.3,12,80,7,9,17,8,0.38,6,23,-17,-1.38,-0.44,Matches
169,Matteo Cocchi,it ITA,DF,Inter,17,2007,0,,,,,0,,0,0,,5,,,,,,,Matches
170,Saúl Coco,gq EQG,DF,Torino,25,1999,32,2845,89,83.2,31.6,32,89,29,0,,3,1.19,34,36,-2,-0.06,+0.56,Matches
171,Andrea Cogoni,it ITA,DF,Cagliari,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches
172,Leonardo Colombo,it ITA,MF,Monza,19,2005,0,,,,,0,,0,0,,20,,,,,,,Matches
173,Lorenzo Colombo,it ITA,"FW,MF",Empoli,22,2002,37,2233,60,65.3,24.8,26,72,7,11,33,0,0.76,27,36,-9,-0.36,+0.93,Matches
174,Andrea Colpani,it ITA,MF,Fiorentina,25,1999,25,1450,58,42.4,16.1,18,71,2,7,25,2,1.56,25,20,+5,+0.31,-0.33,Matches
175,Florinel Coman,ro ROU,"MF,FW",Cagliari,26,1998,9,263,29,7.7,2.9,2,46,0,7,25,4,0.67,3,4,-1,-0.34,+0.09,Matches
176,Pietro Comi,it ITA,DF,Atalanta,19,2005,0,,,,,0,,0,0,,7,,,,,,,Matches
177,Pietro Comuzzo,it ITA,DF,Fiorentina,19,2005,33,2200,67,64.3,24.4,24,85,18,9,18,4,1.88,35,25,+10,+0.41,-0.25,Matches
178,Francisco Conceição,pt POR,MF,Juventus,21,2002,26,1340,52,39.2,14.9,12,84,4,14,24,2,1.81,28,16,+12,+0.81,+0.33,Matches
179,Nikita Contini Baranovsky,it ITA,GK,Napoli,28,1996,0,,,0.0,0.0,0,,0,0,,29,1.00,1,1,0,,,Matches
180,Diego Coppola,it ITA,DF,Hellas Verona,20,2003,34,2927,86,85.6,32.5,33,89,32,1,2,1,1.09,31,51,-20,-0.61,+1.58,Matches
181,Tommaso Corazza,it ITA,MF,Bologna,20,2004,0,,,,,0,,0,0,,17,,,,,,,Matches
182,Maxwel Cornet,ci CIV,MF,Genoa,27,1996,7,246,35,7.2,2.7,2,60,0,5,25,0,1.57,6,4,+2,+0.73,+1.13,Matches
183,Christian Corradi,it ITA,DF,Hellas Verona,19,2005,0,,,,,0,,0,0,,12,,,,,,,Matches
