"Player,Unnamed: 1_level_1,Net Fixed P/W (USD),Net Fixed P/Y (USD),Net Bonus P/Y (USD),Net Total P/Y (USD),""Adj. Net Total P/Y (2026, USD)"",Status,Pos. DFKM,Age,Country,Club,Active,Loan"
"Juan Cuadrado,,""$ 104,062"",""$ 5,411,225"",,""$ 5,411,225"",""$ 5,548,080"",Active,M,34,Colombia,Juventus,,"
"Georginio Wijnaldum,,""$ 104,062"",""$ 5,411,225"",,""$ 5,411,225"",""$ 5,548,080"",Loan,M,32,Netherlands,Roma,,"
"Leandro Paredes,,""$ 145,687"",""$ 7,575,715"",""$ 541,122"",""$ 8,116,837"",""$ 8,322,120"",Loan,M,28,Argentina,Juventus,,"
"Adrien Rabiot,,""$ 145,687"",""$ 7,575,715"",""$ 2,164,490"",""$ 9,740,205"",""$ 9,986,543"",Active,M,28,France,Juventus,,"
"Ángel Di María,,""$ 124,874"",""$ 6,493,470"",""$ 1,082,245"",""$ 7,575,715"",""$ 7,767,312"",Active,F,34,Argentina,Juventus,,"
"Nemanja Matić,,""$ 83,250"",""$ 4,328,980"",,""$ 4,328,980"",""$ 4,438,464"",Active,M,34,Serbia,Roma,,"
"Ciro Immobile,,""$ 83,250"",""$ 4,328,980"",,""$ 4,328,980"",""$ 4,438,464"",Active,F,32,Italy,Lazio,,"
"Ismaël Bennacer,,""$ 79,087"",""$ 4,112,531"",""$ 216,449"",""$ 4,328,980"",""$ 4,438,464"",Active,M,25,Algeria,AC Milan,,"
"Stefan de Vrij,,""$ 79,087"",""$ 4,112,531"",,""$ 4,112,531"",""$ 4,216,541"",Active,D,30,Netherlands,Inter Milan,,"
"Paulo Dybala,,""$ 79,087"",""$ 4,112,531"",""$ 2,380,939"",""$ 6,493,470"",""$ 6,657,696"",Active,F,29,Argentina,Roma,,"
"Piotr Zielinski,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Active,M,28,Poland,Napoli,,"
"Daniele Rugani,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Active,D,28,Italy,Juventus,,"
"Joaquín Correa,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Active,F,28,Argentina,Inter Milan,,"
"Gianluca Mancini,,""$ 72,843"",""$ 3,787,857"",""$ 541,122"",""$ 4,328,980"",""$ 4,438,464"",Active,D,26,Italy,Roma,,"
"Stephan El Shaarawy,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Active,F,30,Italy,Roma,,"
"Lorenzo Pellegrini,,""$ 72,843"",""$ 3,787,857"",""$ 541,122"",""$ 4,328,980"",""$ 4,438,464"",Active,F,26,Italy,Roma,,"
"Rafael Leão,,""$ 104,062"",""$ 5,411,225"",""$ 2,164,490"",""$ 7,575,715"",""$ 7,767,312"",Active,F,23,Portugal,AC Milan,,"
"Sergiño Dest,,""$ 97,402"",""$ 5,064,907"",,""$ 5,064,907"",""$ 5,193,003"",Loan,D,22,United States,AC Milan,,"
"Sergej Milinković-Savić,,""$ 66,600"",""$ 3,463,184"",,""$ 3,463,184"",""$ 3,550,771"",Active,M,27,Serbia,Lazio,,"
"Tammy Abraham,,""$ 93,656"",""$ 4,870,102"",,""$ 4,870,102"",""$ 4,993,272"",Active,F,25,England,Roma,,"
"Alexis Sánchez,,""$ 93,656"",""$ 4,870,102"",,""$ 4,870,102"",""$ 4,993,272"",Inactive,F,33,Chile,Inter Milan,,"
"Milan Skriniar,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Active,D,27,Slovakia,Inter Milan,,"
"Nikola Milenković,,""$ 62,437"",""$ 3,246,735"",""$ 1,082,245"",""$ 4,328,980"",""$ 4,438,464"",Active,D,25,Serbia,Fiorentina,,"
"Alessandro Florenzi,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Active,D,31,Italy,AC Milan,,"
"Leonardo Spinazzola,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Active,D,29,Italy,Roma,,"
"Domenico Berardi,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Active,F,28,Italy,Sassuolo,,"
"Alessio Romagnoli,,""$ 62,437"",""$ 3,246,735"",""$ 432,898"",""$ 3,679,633"",""$ 3,772,694"",Active,D,28,Italy,Lazio,,"
"Manuel Locatelli,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Loan,M,25,Italy,Juventus,,"
"Victor Osimhen,,""$ 88,453"",""$ 4,599,541"",,""$ 4,599,541"",""$ 4,715,868"",Active,F,24,Nigeria,Napoli,,"
"Alessandro Bastoni,,""$ 58,275"",""$ 3,030,286"",,""$ 3,030,286"",""$ 3,106,925"",Active,D,23,Italy,Inter Milan,,"
"Bryan Cristante,,""$ 58,275"",""$ 3,030,286"",""$ 757,571"",""$ 3,787,857"",""$ 3,883,656"",Active,M,28,Italy,Roma,,"
"Hirving Lozano,,""$ 83,250"",""$ 4,328,980"",,""$ 4,328,980"",""$ 4,438,464"",Active,F,27,Mexico,Napoli,,"
"Divock Origi,,""$ 83,250"",""$ 4,328,980"",,""$ 4,328,980"",""$ 4,438,464"",Active,F,27,Belgium,AC Milan,,"
"Danilo,,""$ 83,250"",""$ 4,328,980"",,""$ 4,328,980"",""$ 4,438,464"",Active,D,31,Brazil,Juventus,,"
"Theo Hernández,,""$ 83,250"",""$ 4,328,980"",,""$ 4,328,980"",""$ 4,438,464"",Active,D,25,France,AC Milan,,"
"Henrikh Mkhitaryan,,""$ 79,087"",""$ 4,112,531"",,""$ 4,112,531"",""$ 4,216,541"",Active,F,34,Armenia,Inter Milan,,"
"Sandro Tonali,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,M,22,Italy,AC Milan,,"
"Luis Alberto,,""$ 52,031"",""$ 2,705,612"",""$ 1,082,245"",""$ 3,787,857"",""$ 3,883,656"",Active,M,30,Spain,Lazio,,"
"Min-jae Kim,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,D,26,South Korea,Napoli,,"
"Robin Gosens,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Loan,M,28,Germany,Inter Milan,,"
"Tiemoué Bakayoko,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Loan,M,28,France,AC Milan,,"
"Giacomo Raspadori,,""$ 52,031"",""$ 2,705,612"",""$ 541,122"",""$ 3,246,735"",""$ 3,328,848"",Loan,F,22,Italy,Napoli,,"
"Samir Handanovic,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,K,38,Slovenia,Inter Milan,,"
"Federico Fazio,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,D,35,Argentina,Salernitana,,"
"Chris Smalling,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Active,D,33,England,Roma,,"
"Fikayo Tomori,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Active,D,25,England,AC Milan,,"
"Arkadiusz Milik,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Loan,F,28,Poland,Juventus,,"
"Ante Rebic,,""$ 72,843"",""$ 3,787,857"",,""$ 3,787,857"",""$ 3,883,656"",Active,F,29,Croatia,AC Milan,,"
"Olivier Giroud,,""$ 72,843"",""$ 3,787,857"",""$ 324,673"",""$ 4,112,531"",""$ 4,216,541"",Active,F,36,France,AC Milan,,"
"Andrea Pinamonti,,""$ 49,950"",""$ 2,597,388"",,""$ 2,597,388"",""$ 2,663,078"",Loan,F,23,Italy,Sassuolo,,"
"Giovanni Di Lorenzo,,""$ 49,950"",""$ 2,597,388"",,""$ 2,597,388"",""$ 2,663,078"",Active,D,29,Italy,Napoli,,"
"Andrea Belotti,,""$ 49,950"",""$ 2,597,388"",""$ 432,898"",""$ 3,030,286"",""$ 3,106,925"",Active,F,29,Italy,Roma,,"
"Matteo Politano,,""$ 45,787"",""$ 2,380,939"",,""$ 2,380,939"",""$ 2,441,155"",Active,F,29,Italy,Napoli,,"
"Andrea Petagna,,""$ 45,787"",""$ 2,380,939"",,""$ 2,380,939"",""$ 2,441,155"",Loan,F,27,Italy,Monza,,"
"Elseid Hysaj,,""$ 45,787"",""$ 2,380,939"",,""$ 2,380,939"",""$ 2,441,155"",Active,D,28,Albania,Lazio,,"
"Rick Karsdorp,,""$ 45,787"",""$ 2,380,939"",,""$ 2,380,939"",""$ 2,441,155"",Active,D,27,Netherlands,Roma,,"
"Mário Rui,,""$ 43,706"",""$ 2,272,714"",,""$ 2,272,714"",""$ 2,330,193"",Active,D,31,Portugal,Napoli,,"
"Krzysztof Piatek,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Loan,F,27,Poland,Salernitana,,"
"Moise Kean,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Loan,F,22,Italy,Juventus,,"
"Aaron Ramsey,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Inactive,M,31,Wales,Juventus,,"
"André Onana,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Active,K,26,Cameroon,Inter Milan,,"
"Rui Patrício,,""$ 62,437"",""$ 3,246,735"",,""$ 3,246,735"",""$ 3,328,848"",Active,K,34,Portugal,Roma,,"
"Stefano Sensi,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Loan,M,27,Italy,Monza,,"
"Alex Meret,,""$ 41,625"",""$ 2,164,490"",""$ 541,122"",""$ 2,705,612"",""$ 2,774,040"",Active,K,25,Italy,Napoli,,"
"Andrea Conti,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Active,D,28,Italy,Sampdoria,,"
"Merih Demiral,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Active,D,24,Turkey,Atalanta,,"
"Davide Calabria,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Active,D,26,Italy,AC Milan,,"
"Federico Dimarco,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Active,D,25,Italy,Inter Milan,,"
"Danilo D'Ambrosio,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Active,D,34,Italy,Inter Milan,,"
"Mike Maignan,,""$ 58,275"",""$ 3,030,286"",,""$ 3,030,286"",""$ 3,106,925"",Active,K,27,France,AC Milan,,"
"Stanislav Lobotka,,""$ 58,275"",""$ 3,030,286"",""$ 541,122"",""$ 3,571,408"",""$ 3,661,733"",Active,M,28,Slovakia,Napoli,,"
"Mattia Zaccagni,,""$ 39,544"",""$ 2,056,265"",,""$ 2,056,265"",""$ 2,108,270"",Active,F,27,Italy,Lazio,,"
"Marko Arnautovic,,""$ 56,193"",""$ 2,922,061"",,""$ 2,922,061"",""$ 2,995,963"",Active,F,33,Austria,Bologna,,"
"André Zambo Anguissa,,""$ 56,193"",""$ 2,922,061"",""$ 324,673"",""$ 3,246,735"",""$ 3,328,848"",Active,M,27,Cameroon,Napoli,,"
"Adam Marusic,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Active,D,30,Montenegro,Lazio,,"
"Matías Vecino,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Active,M,31,Uruguay,Lazio,,"
"Duván Zapata,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Active,F,31,Colombia,Atalanta,,"
"Giovanni Simeone,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Loan,F,27,Argentina,Napoli,,"
"Marash Kumbulla,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Active,D,22,Albania,Roma,,"
"Matteo Darmian,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,D,33,Italy,Inter Milan,,"
"Arthur,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Inactive,M,26,Brazil,Juventus,,"
"Tanguy Ndombélé,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Loan,M,26,France,Napoli,,"
"Filip Kostić,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,M,30,Serbia,Juventus,,"
"Denzel Dumfries,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,M,26,Netherlands,Inter Milan,,"
"Pedro,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,F,35,Spain,Lazio,,"
"Diego Demme,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,M,31,Germany,Napoli,,"
"Amir Rrahmani,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,D,29,Kosovo,Napoli,,"
"Nicolás González,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,F,24,Argentina,Fiorentina,,"
"Luka Jović,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Active,F,25,Serbia,Fiorentina,,"
"Nikola Vlasic,,""$ 52,031"",""$ 2,705,612"",,""$ 2,705,612"",""$ 2,774,040"",Loan,F,25,Croatia,Torino,,"
"Simone Verdi,,""$ 35,381"",""$ 1,839,816"",,""$ 1,839,816"",""$ 1,886,347"",Loan,F,30,Italy,Hellas Verona,,"
"Manuel Lazzari,,""$ 35,381"",""$ 1,839,816"",,""$ 1,839,816"",""$ 1,886,347"",Active,D,29,Italy,Lazio,,"
"Armando Izzo,,""$ 35,381"",""$ 1,839,816"",,""$ 1,839,816"",""$ 1,886,347"",Loan,D,30,Italy,Monza,,"
"Antonio Sanabria,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,F,26,Paraguay,Torino,,"
"Juan Musso,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,K,28,Argentina,Atalanta,,"
"Rolando Mandragora,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,M,25,Italy,Fiorentina,,"
"Felipe Anderson,,""$ 45,787"",""$ 2,380,939"",,""$ 2,380,939"",""$ 2,441,155"",Active,F,29,Brazil,Lazio,,"
"Charles De Ketelaere,,""$ 45,787"",""$ 2,380,939"",,""$ 2,380,939"",""$ 2,441,155"",Active,F,21,Belgium,AC Milan,,"
"Ricardo Rodríguez,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,D,30,Switzerland,Torino,,"
"Danilo Cataldi,,""$ 31,219"",""$ 1,623,367"",""$ 541,122"",""$ 2,164,490"",""$ 2,219,232"",Active,M,28,Italy,Lazio,,"
"Rade Krunic,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,M,29,Bosnia-Herzegovina,AC Milan,,"
"Antonin Barak,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,F,28,Czech Republic,Fiorentina,,"
"Jérémie Boga,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,F,26,Cote d'Ivoire,Atalanta,,"
"Francesco Acerbi,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Loan,D,34,Italy,Inter Milan,,"
"Roberto Gagliardini,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,M,28,Italy,Inter Milan,,"
"Mattia Perin,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,K,30,Italy,Juventus,,"
"Mattia De Sciglio,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,D,30,Italy,Juventus,,"
"Aleksey Miranchuk,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Loan,F,27,Russia,Torino,,"
"Giacomo Bonaventura,,""$ 31,219"",""$ 1,623,367"",""$ 432,898"",""$ 2,056,265"",""$ 2,108,270"",Active,M,33,Italy,Fiorentina,,"
"Karol Linetty,,""$ 29,137"",""$ 1,515,143"",,""$ 1,515,143"",""$ 1,553,462"",Active,M,27,Poland,Torino,,"
"Gaetano Castrovilli,,""$ 29,137"",""$ 1,515,143"",,""$ 1,515,143"",""$ 1,553,462"",Active,M,25,Italy,Fiorentina,,"
"Marlon,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Loan,D,27,Brazil,Monza,,"
"Éderson,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Active,M,23,Brazil,Atalanta,,"
"Zeki Celik,,""$ 41,625"",""$ 2,164,490"",,""$ 2,164,490"",""$ 2,219,232"",Active,D,25,Turkey,Roma,,"
"Pierre Kalulu,,""$ 41,625"",""$ 2,164,490"",""$ 432,898"",""$ 2,597,388"",""$ 2,663,078"",Active,D,22,France,AC Milan,,"
"Marin Pongracic,,""$ 40,584"",""$ 2,110,378"",,""$ 2,110,378"",""$ 2,163,751"",Loan,D,25,Croatia,Lecce,,"
"Marco Benassi,,""$ 27,056"",""$ 1,406,918"",,""$ 1,406,918"",""$ 1,442,501"",Loan,M,28,Italy,Cremonese,,"
"Alfred Duncan,,""$ 27,056"",""$ 1,406,918"",,""$ 1,406,918"",""$ 1,442,501"",Active,M,29,Ghana,Fiorentina,,"
"Antonio Candreva,,""$ 27,056"",""$ 1,406,918"",,""$ 1,406,918"",""$ 1,442,501"",Loan,M,35,Italy,Salernitana,,"
"Luca Pellegrini,,""$ 27,056"",""$ 1,406,918"",,""$ 1,406,918"",""$ 1,442,501"",Loan,D,23,Italy,Lazio,,"
"Ademola Lookman,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Active,F,25,Nigeria,Atalanta,,"
"Luis Muriel,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Active,F,31,Colombia,Atalanta,,"
"Florian Thauvin,,""$ 37,462"",""$ 1,948,041"",,""$ 1,948,041"",""$ 1,997,309"",Active,F,30,France,Udinese,,"
"Christian Kouamé,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Active,F,25,Cote d'Ivoire,Fiorentina,,"
"Federico Bonazzoli,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Active,F,25,Italy,Salernitana,,"
"Dalbert,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Active,D,29,Brazil,Inter Milan,,"
"Viktor Kovalenko,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Loan,F,26,Ukraine,Spezia,,"
"Stefan Radu,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Active,D,36,Romania,Lazio,,"
"Patric,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Active,D,29,Spain,Lazio,,"
"Mohamed Fares,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Active,M,26,Algeria,Lazio,,"
"Cristiano Biraghi,,""$ 24,975"",""$ 1,298,694"",,""$ 1,298,694"",""$ 1,331,539"",Active,D,30,Italy,Fiorentina,,"
"Arthur Cabral,,""$ 35,381"",""$ 1,839,816"",,""$ 1,839,816"",""$ 1,886,347"",Active,F,24,Brazil,Fiorentina,,"
"Jonathan Ikoné,,""$ 35,381"",""$ 1,839,816"",,""$ 1,839,816"",""$ 1,886,347"",Active,F,24,France,Fiorentina,,"
"Roberto Soriano,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,F,31,Italy,Bologna,,"
"Toma Basic,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,M,26,Croatia,Lazio,,"
"Khvicha Kvaratskhelia,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,F,21,Georgia,Napoli,,"
"Pablo Marí,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Loan,D,29,Spain,Monza,,"
"Josip Brekalo,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,F,24,Croatia,Fiorentina,,"
"Nicola Sansone,,""$ 33,300"",""$ 1,731,592"",,""$ 1,731,592"",""$ 1,775,385"",Active,F,31,Italy,Bologna,,"
"Riccardo Orsolini,,""$ 22,894"",""$ 1,190,470"",,""$ 1,190,470"",""$ 1,220,578"",Active,F,26,Italy,Bologna,,"
"Soualiho Meïté,,""$ 22,894"",""$ 1,190,470"",,""$ 1,190,470"",""$ 1,220,578"",Loan,M,28,France,Cremonese,,"
"Mathías Olivera,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,D,25,Uruguay,Napoli,,"
"Simon Kjaer,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,D,33,Denmark,AC Milan,,"
"Eljif Elmas,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,M,23,North Macedonia,Napoli,,"
"Teun Koopmeiners,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,M,24,Netherlands,Atalanta,,"
"Valentino Lazaro,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Loan,D,26,Austria,Torino,,"
"Gary Medel,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,M,35,Chile,Bologna,,"
"Eldor Shomurodov,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Inactive,F,27,Uzbekistan,Roma,,"
"Aster Vranckx,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Loan,M,20,Belgium,AC Milan,,"
"Brahim Díaz,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Loan,F,23,Spain,AC Milan,,"
"Roger Ibañez,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,D,24,Brazil,Roma,,"
"Sofyan Amrabat,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,M,26,Morocco,Fiorentina,,"
"Eldor Shomurodov,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Loan,F,27,Uzbekistan,Spezia,,"
"Dodô,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,D,24,Brazil,Fiorentina,,"
"Zlatan Ibrahimović,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,F,41,Sweden,AC Milan,,"
"Junior Sambia,,""$ 31,219"",""$ 1,623,367"",,""$ 1,623,367"",""$ 1,664,424"",Active,D,26,France,Salernitana,,"
"Andrea Cambiaso,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Loan,D,22,Italy,Bologna,,"
"Sebastiano Luperto,,""$ 20,812"",""$ 1,082,245"",""$ 216,449"",""$ 1,298,694"",""$ 1,331,539"",Loan,D,26,Italy,Empoli,,"
"Giulio Maggiore,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Active,M,24,Italy,Salernitana,,"
"Alessio Cragno,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Loan,K,28,Italy,Monza,,"
"Riccardo Saponara,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Active,F,31,Italy,Fiorentina,,"
"Andrea Consigli,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Active,K,36,Italy,Sassuolo,,"
"Alex Ferrari,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Loan,D,28,Italy,Cremonese,,"
"Etrit Berisha,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Active,K,33,Albania,Torino,,"
"Kevin Bonifazi,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Active,D,26,Italy,Bologna,,"
"Ola Aina,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Active,D,26,Nigeria,Torino,,"
"Samuele Ricci,,""$ 20,812"",""$ 1,082,245"",,""$ 1,082,245"",""$ 1,109,616"",Active,M,21,Italy,Torino,,"
