Player_Name,Team,Rating,Mins,Goals,Assists,Apps
Anthony Caci,Mainz,6.69,2036,2.0,1.0,23(8)
Mërgim Berisha,Augsburg,6.69,1688,9.0,4.0,20(3)
Marco Reus,Borussia Dortmund,6.69,1352,6.0,4.0,14(11)
Nico ElvediBorussia M.,Gladbach,6.69,2828,3.0,,32
Eric MartelFC,Koln,6.68,2024,1.0,1.0,23(6)
Davie SelkeFC,Koln,6.68,877,5.0,,12(5)
Ozan Kabak,Hoffenheim,6.68,2395,2.0,2.0,28(2)
Maximilian Eggestein,Freiburg,6.68,2459,1.0,2.0,27(4)
Philipp Max,Eintracht Frankfurt,6.68,698,,1.0,8(2)
Jonas Wind,Wolfsburg,6.68,1294,6.0,,15(9)
Jamie Gittens,Borussia Dortmund,6.67,527,3.0,1.0,4(11)
Evan Ndicka,Eintracht Frankfurt,6.67,2693,1.0,,30
Josko GvardiolRBL,Desconocido,6.67,2171,1.0,,24(6)
Marco Friedl,Werder Bremen,6.67,2597,,,30
André Hahn,Augsburg,6.67,389,2.0,,4(3)
Piero Hincapié,Leverkusen,6.66,2466,1.0,1.0,27(3)
Jesper Lindstrøm,Eintracht Frankfurt,6.66,1696,7.0,2.0,22(5)
Patrik Schick,Leverkusen,6.66,941,3.0,1.0,10(4)
Aarón Martín,Mainz,6.66,1848,5.0,3.0,20(8)
Tom Krauß,Schalke,6.66,2531,2.0,,31(1)
Micky van de Ven,Wolfsburg,6.66,2970,1.0,1.0,33
Suat Serdar,Hertha Berlin,6.66,2034,4.0,2.0,24(8)
Maxence Lacroix,Wolfsburg,6.66,1628,1.0,,18(6)
Christopher Lenz,Eintracht Frankfurt,6.66,1286,,2.0,13(11)
Rani Khedira,Union Berlin,6.66,2887,2.0,,33
Mario Götze,Eintracht Frankfurt,6.65,2749,3.0,1.0,32
Robin Zentner,Mainz,6.65,2340,,,26
Marcel Sabitzer,Bayern,6.65,627,1.0,1.0,7(8)
Chris Führich,Stuttgart,6.65,1892,5.0,2.0,21(12)
Christian Günter,Freiburg,6.65,2749,1.0,4.0,31(2)
Andrej Kramaric,Hoffenheim,6.65,2394,12.0,3.0,26(6)
Mohamed SimakanRBL,Desconocido,6.65,1461,1.0,1.0,18(6)
Maximilian Mittelstädt,Hertha Berlin,6.65,845,,,7(10)
Roland Sallai,Freiburg,6.64,1003,1.0,3.0,10(9)
Malick Thiaw,Schalke,6.64,270,,,3
Clinton Mola,Stuttgart,6.64,14,,,0(1)
Leonardo Bittencourt,Werder Bremen,6.64,1644,3.0,2.0,22(3)
Lucas Hernández,Bayern,6.63,479,,,6(1)
Janik Haberer,Union Berlin,6.63,2213,5.0,1.0,30(2)
Edmond Tapsoba,Leverkusen,6.63,2872,1.0,,32(1)
David RaumRBL,Desconocido,6.63,1688,,2.0,19(9)
Maya Yoshida,Schalke,6.63,2554,,,28(1)
Mattias Svanberg,Wolfsburg,6.63,1836,4.0,6.0,21(11)
André SilvaRBL,Desconocido,6.63,1741,4.0,3.0,20(11)
Manuel Riemann,Bochum,6.63,3060,,,34
Janis BlaswichRBL,Desconocido,6.63,2340,,,26
Niklas Schmidt,Werder Bremen,6.62,1084,3.0,,11(13)
Dominik Kohr,Mainz,6.62,2296,3.0,,27(3)
Jeffrey Gouweleeuw,Augsburg,6.62,2797,,1.0,32
Yannick Gerhardt,Wolfsburg,6.62,1869,6.0,4.0,22(7)
Silas Katompa Mvumpa,Stuttgart,6.62,2004,5.0,2.0,23(7)
Jirí Pavlenka,Werder Bremen,6.62,2909,,,33
Dennis Geiger,Hoffenheim,6.61,1973,1.0,3.0,27
Djibril Sow,Eintracht Frankfurt,6.61,2648,4.0,,30(2)
Aïssa Laïdouni,Union Berlin,6.61,879,2.0,,11(3)
Gil Dias,Stuttgart,6.6,403,1.0,,6(1)
Edimilson Fernandes,Mainz,6.6,2445,,3.0,28(4)
Atakan Karazor,Stuttgart,6.6,1961,,1.0,22(7)
Youssoufa Moukoko,Borussia Dortmund,6.6,1135,7.0,3.0,11(15)
Christopher Antwi-Adjei,Bochum,6.6,1990,3.0,6.0,22(7)
Stevan Jovetic,Hertha Berlin,6.6,887,4.0,2.0,8(9)
Sebastiaan Bornauw,Wolfsburg,6.6,1930,1.0,,23(3)
Philipp Förster,Bochum,6.6,1313,3.0,7.0,15(10)
Alassane PléaBorussia M.,Gladbach,6.59,1780,2.0,9.0,20(9)
Steffen TiggesFC,Koln,6.59,1598,6.0,1.0,17(13)
Sven Ulreich,Bayern,6.59,271,,,4
Niklas Stark,Werder Bremen,6.59,2082,,,23(4)
Alexander Meyer,Borussia Dortmund,6.58,630,,,7
Jonathan Tah,Leverkusen,6.58,2487,1.0,,28(5)
Diogo Leite,Union Berlin,6.58,2254,,1.0,26(2)
Grischa Prömel,Hoffenheim,6.58,1458,1.0,1.0,17(1)
Giovanni Reyna,Borussia Dortmund,6.58,612,7.0,2.0,4(18)
Chidera Ejuke,Hertha Berlin,6.58,885,,3.0,9(11)
Amos Pieper,Werder Bremen,6.58,1959,2.0,1.0,22(7)
Timo Baumgartl,Union Berlin,6.57,564,,1.0,6(2)
Julian WeiglBorussia M.,Gladbach,6.57,1897,1.0,,21(2)
Rubén Vargas,Augsburg,6.57,1137,3.0,4.0,13(10)
Dion Beljo,Augsburg,6.57,1140,3.0,2.0,16(2)
Keven Schlotterbeck,Bochum,6.57,732,2.0,,8(5)
Robert Skov,Hoffenheim,6.57,1356,3.0,2.0,16(7)
Almamy Touré,Eintracht Frankfurt,6.57,400,,1.0,5(2)
Waldemar Anton,Stuttgart,6.57,2940,1.0,2.0,34
Anthony Jung,Werder Bremen,6.56,2637,2.0,5.0,32(2)
Jordan Siebatcheu,Union Berlin,6.56,1359,4.0,3.0,16(15)
Jonjoe Kenny,Hertha Berlin,6.55,2243,,1.0,25(4)
Dejan LjubicicFC,Koln,6.55,1724,5.0,1.0,20(7)
Dan-Axel Zagadou,Stuttgart,6.55,1273,,,14(3)
Danilo Soares,Bochum,6.55,1777,,,23
Mahmoud Dahoud,Borussia Dortmund,6.54,337,,,4(5)
Erhan Masovic,Bochum,6.54,2174,4.0,,23(6)
Felix Uduokhai,Augsburg,6.54,1449,,1.0,16(3)
Levin Öztunali,Union Berlin,6.54,8,,1.0,0(2)
Felix Passlack,Borussia Dortmund,6.54,61,,,0(3)
Péter GulácsiRBL,Desconocido,6.54,540,,,6
Mu'nas Dabbur,Hoffenheim,6.53,934,6.0,2.0,8(13)
Lukás Hrádecky,Leverkusen,6.53,2970,,,33
Emil ForsbergRBL,Desconocido,6.53,1487,6.0,4.0,16(14)
Cédric Brunner,Schalke,6.53,2325,,,28
Konstantinos Stafylidis,Bochum,6.52,1043,,2.0,11(8)
Sebastian Rode,Eintracht Frankfurt,6.52,1426,4.0,1.0,19(8)
Tanguy Coulibaly,Stuttgart,6.52,318,4.0,,0(14)
Tobias SippelBorussia M.,Gladbach,6.52,509,,,5(1)
Silvan Widmer,Mainz,6.52,1690,2.0,2.0,19(7)
Thomas Meunier,Borussia Dortmund,6.51,584,,,7(3)
Omar Marmoush,Wolfsburg,6.51,1480,5.0,1.0,15(18)
Ansgar Knauff,Eintracht Frankfurt,6.51,1289,1.0,1.0,14(10)
Christian Groß,Werder Bremen,6.51,1902,1.0,1.0,23(3)
Milos Veljkovic,Werder Bremen,6.51,2265,1.0,1.0,25(4)
Kristijan Jakic,Eintracht Frankfurt,6.51,1460,1.0,,17(7)
Paul Jaeckel,Union Berlin,6.5,1197,1.0,,13(3)
Lukas KlostermannRBL,Desconocido,6.5,904,,,10(5)
Adam Hlozek,Leverkusen,6.5,1290,5.0,3.0,16(13)
Marcel HalstenbergRBL,Desconocido,6.5,1557,1.0,1.0,17(14)
Niko Gießelmann,Union Berlin,6.5,1298,,2.0,14(12)
Odilon Kossounou,Leverkusen,6.5,1520,,1.0,17(7)
Lennart Grill,Union Berlin,6.5,450,,,5
Kenneth Schmidt,Freiburg,6.49,252,,,3(2)
Tiago Tomás,Stuttgart,6.49,1295,3.0,3.0,16(11)
Arijon Ibrahimovic,Bayern,6.49,13,,,0(1)
Simon Terodde,Schalke,6.49,1825,5.0,,21(11)
Salih Özcan,Borussia Dortmund,6.49,1574,,1.0,17(9)
Christoph KramerBorussia M.,Gladbach,6.49,2230,,,27(2)
Linton MainaFC,Koln,6.49,2258,3.0,7.0,27(6)
Josuha Guilavogui,Wolfsburg,6.48,1173,1.0,,11(12)
Jérôme Roussillon,Union Berlin,6.48,960,,2.0,11(5)
Jens Stage,Werder Bremen,6.48,1858,3.0,3.0,21(11)
Lukas Nmecha,Wolfsburg,6.48,901,4.0,,10(6)
Bartol Franjic,Wolfsburg,6.48,230,,1.0,3(2)
Jonathan Burkardt,Mainz,6.48,537,1.0,2.0,7(4)
Arne Engels,Augsburg,6.48,1446,,3.0,18
Jan ThielmannFC,Koln,6.48,858,2.0,2.0,6(17)
Joe ScallyBorussia M.,Gladbach,6.47,2215,,,25(3)
Naouirou Ahamada,Stuttgart,6.47,1409,2.0,2.0,17
Maxim Leitsch,Mainz,6.47,662,,,7(2)
Tim Skarke,Schalke,6.47,444,1.0,1.0,6(3)
Dominique Heintz,Bochum,6.47,798,,,8(3)
Amadou HaidaraRBL,Desconocido,6.47,1430,2.0,1.0,15(16)
Pavel Kaderábek,Hoffenheim,6.47,1663,1.0,1.0,17(9)
Benno SchmitzFC,Koln,6.46,2431,1.0,,30(1)
Arne Maier,Augsburg,6.46,1972,5.0,1.0,24(6)
Kelvin Yeboah,Augsburg,6.45,347,1.0,1.0,3(10)
Marvin Plattenhardt,Hertha Berlin,6.45,2408,,2.0,29(2)
Genki Haraguchi,Stuttgart,6.45,753,,2.0,9(2)
Ibrahim Maza,Hertha Berlin,6.45,70,1.0,,0(2)
Josha Vagnoman,Stuttgart,6.44,1477,2.0,2.0,16(7)
Florian NeuhausBorussia M.,Gladbach,6.44,1409,1.0,,16(7)
Anthony Modeste,Borussia Dortmund,6.44,807,2.0,1.0,7(12)
Sardar Azmoun,Leverkusen,6.44,917,4.0,1.0,8(15)
Kevin Trapp,Eintracht Frankfurt,6.44,2970,,,33
Kiliann Sildillia,Freiburg,6.43,1977,,2.0,23(4)
Kevin Vogt,Hoffenheim,6.43,1781,,,22
Michael Frey,Schalke,6.43,875,,3.0,10(5)
Henning Matriciani,Schalke,6.42,1868,,,22
Florian Niederlechner,Hertha Berlin,6.42,787,1.0,,11(5)
Wilfried Kanga,Hertha Berlin,6.42,1421,2.0,,15(8)
Enzo Millot,Stuttgart,6.42,885,,1.0,9(14)
Takuma Asano,Bochum,6.42,1730,3.0,2.0,21(4)
Iago Borduchi,Augsburg,6.42,1605,,2.0,19(3)
Pascal Klemens,Hertha Berlin,6.42,90,,,1
Nadiem Amiri,Leverkusen,6.42,970,4.0,1.0,9(16)
Callum Hudson-Odoi,Leverkusen,6.42,609,,1.0,7(7)
Jere Uronen,Schalke,6.42,681,,,9(2)
Carlos Gruezo,Augsburg,6.42,965,,,12(1)
Marcus Ingvartsen,Mainz,6.42,1318,10.0,,16(12)
Charles Aránguiz,Leverkusen,6.41,493,1.0,,4(6)
Genki Haraguchi,Union Berlin,6.41,499,,,6(5)
Yussuf PoulsenRBL,Desconocido,6.41,400,2.0,1.0,3(16)
Mads Pedersen,Augsburg,6.41,1840,,,20(8)
Dominick Drexler,Schalke,6.41,1370,4.0,3.0,16(11)
Alexander Hack,Mainz,6.41,1134,,,14(5)
Paul Seguin,Union Berlin,6.41,677,1.0,3.0,4(16)
Tobias Mohr,Schalke,6.41,835,,3.0,8(10)
Éder Balanta,Schalke,6.41,239,,,3(3)
Kevin KamplRBL,Desconocido,6.41,1371,2.0,2.0,16(14)
Nikola SoldoFC,Koln,6.41,592,,,6(1)
Filip Uremovic,Hertha Berlin,6.39,1733,,,21(1)
Elvis Rexhbeçaj,Augsburg,6.39,2536,,,30(1)
Oliver Christensen,Hertha Berlin,6.39,2970,,,33
Danny da Costa,Mainz,6.39,1238,,2.0,14(9)
Marvin FriedrichBorussia M.,Gladbach,6.39,1244,1.0,,13(10)
Makoto Hasebe,Eintracht Frankfurt,6.39,1309,,,15(3)
Kristian PedersenFC,Koln,6.38,274,,,3(3)
Mitchel Bakker,Leverkusen,6.38,1657,3.0,2.0,19(9)
Hugo NovoaRBL,Desconocido,6.38,182,1.0,,2(5)
András Schäfer,Union Berlin,6.38,864,,,10(6)
Stanley Nsoki,Hoffenheim,6.38,1288,1.0,,14(5)
Kevin Paredes,Wolfsburg,6.38,515,1.0,3.0,1(21)
Alex Král,Schalke,6.38,2357,,,26(3)
Angelo Stiller,Hoffenheim,6.37,700,1.0,1.0,7(14)
Robert Gumny,Augsburg,6.37,2021,1.0,2.0,23(6)
Nikolas Nartey,Stuttgart,6.37,472,,,5(4)
Yann Sommer,Bayern,6.37,1710,,,19
Romano Schmid,Werder Bremen,6.37,1521,1.0,3.0,15(12)
Manuel Gulde,Freiburg,6.37,641,1.0,,8(7)
Florian Flick,Schalke,6.37,511,,,5(3)
Niklas Dorsch,Augsburg,6.36,478,,,5(6)
Pascal Stenzel,Stuttgart,6.36,327,,1.0,3(9)
Mathys Tel,Bayern,6.36,399,5.0,,1(21)
Luca NetzBorussia M.,Gladbach,6.35,700,1.0,3.0,7(13)
Alexander Schwolow,Schalke,6.35,2034,,,22(1)
Sebastian Polter,Schalke,6.35,619,2.0,3.0,5(14)
Tolga Cigerci,Hertha Berlin,6.35,681,,1.0,10(1)
Josip Stanisic,Bayern,6.35,573,,,4(10)
Cristian Gamboa,Bochum,6.34,1485,,,17(2)
Kilian Fischer,Wolfsburg,6.34,501,,,5(5)
Sepp van den Berg,Schalke,6.34,696,1.0,,8(1)
Daley Sinkgraven,Leverkusen,6.34,342,,2.0,4(8)
Sebastian Rudy,Hoffenheim,6.34,790,,1.0,6(16)
Kevin Schade,Freiburg,6.33,175,1.0,,1(7)
Josip Brekalo,Wolfsburg,6.33,271,,1.0,3(3)
Gerrit Holtmann,Bochum,6.33,934,1.0,1.0,8(15)
Kenan Karaman,Schalke,6.33,971,1.0,2.0,10(11)
Marvin SchwäbeFC,Koln,6.33,3060,,,34
Maximilian Bauer,Augsburg,6.33,1845,,1.0,20(7)
Jessic Ngankam,Hertha Berlin,6.33,825,4.0,,8(10)
Fredrik Jensen,Augsburg,6.33,922,2.0,1.0,8(12)
Reece Oxford,Augsburg,6.32,93,,,1(2)
Jean-Paul Boëtius,Hertha Berlin,6.32,1046,,,10(11)
Ivan Sunjic,Hertha Berlin,6.32,993,,,12(6)
Raphael Framberger,Augsburg,6.32,177,,,2(1)
Noah Weisshaupt,Freiburg,6.32,419,,1.0,3(15)
Keven Schlotterbeck,Freiburg,6.32,12,,,0(2)
Ilia Gruev,Werder Bremen,6.31,1588,,,18(13)
Davie Selke,Hertha Berlin,6.31,276,1.0,1.0,3(10)
Mehmet Aydin,Schalke,6.31,560,,,3(13)
Lee Buchanan,Werder Bremen,6.31,456,1.0,,2(19)
Florian DietzFC,Koln,6.3,394,1.0,,4(7)
Márton Dárdai,Hertha Berlin,6.3,948,1.0,,11(6)
Thomas Ouwejan,Schalke,6.3,902,,1.0,10(7)
Denis HuseinbasicFC,Koln,6.3,782,4.0,1.0,7(17)
Fabian Bredlow,Stuttgart,6.3,1350,,,15
David Colina,Augsburg,6.3,161,1.0,,0(7)
Merlin Röhl,Freiburg,6.3,54,,1.0,0(3)
Max Kruse,Wolfsburg,6.3,270,,,2(3)
Ryan Gravenberch,Bayern,6.29,561,,,3(21)
Kingsley SchindlerFC,Koln,6.29,1072,,1.0,8(21)
Finn Becker,Hoffenheim,6.29,512,,,6(7)
Rafael Borré,Eintracht Frankfurt,6.29,1062,2.0,2.0,10(22)
Maximilian Philipp,Werder Bremen,6.29,438,1.0,,3(12)
Stefan LainerBorussia M.,Gladbach,6.29,820,,,9(8)
Daniel-Kofi Kyereh,Freiburg,6.29,564,2.0,,7(5)
Dimitrios LimniosFC,Koln,6.29,38,,,0(2)
Tom Rothe,Borussia Dortmund,6.29,24,,,0(2)
Yannik Keitel,Freiburg,6.28,678,,2.0,8(14)
Paulinho,Leverkusen,6.28,80,1.0,,1(3)
Thorgan Hazard,Borussia Dortmund,6.28,455,,,2(12)
Sven Michel,Union Berlin,6.28,480,3.0,1.0,2(19)
Paul Wanner,Bayern,6.28,23,,,0(2)
Aymen Barkok,Mainz,6.27,571,,1.0,3(20)
Morten Thorsby,Union Berlin,6.27,827,1.0,1.0,8(16)
Jordi Osei-Tutu,Bochum,6.27,750,,,8(12)
Darko Churlinov,Stuttgart,6.27,26,,,0(1)
Veit Stange,Hertha Berlin,6.27,7,,,0(1)
Paxten Aaronson,Eintracht Frankfurt,6.27,167,,,0(7)
Renato Veiga,Augsburg,6.27,639,,,7(6)
Nelson Weiper,Mainz,6.26,94,2.0,,0(9)
Sargis AdamyanFC,Koln,6.26,634,1.0,2.0,4(20)
Ermin Bicakcic,Hoffenheim,6.26,258,,,0(9)
Pierre Kunde,Bochum,6.25,371,1.0,,3(9)
Oliver Burke,Werder Bremen,6.25,255,2.0,,1(14)
Hannes WolfBorussia M.,Gladbach,6.25,441,1.0,1.0,4(14)
Agustín Rogel,Hertha Berlin,6.25,1423,,1.0,14(6)
Lilian Egloff,Stuttgart,6.24,235,,,2(8)
Angelo Fulgini,Mainz,6.24,520,,1.0,5(11)
Daniel Caligiuri,Augsburg,6.24,285,1.0,,2(11)
Vasilios Lampropoulos,Bochum,6.23,622,,,7(8)
Daley Blind,Bayern,6.23,131,,,1(3)
Luca KilianFC,Koln,6.23,1123,1.0,,13(3)
Patrick Osterhage,Bochum,6.23,1024,,,11(12)
Simon Zoller,Bochum,6.23,1463,3.0,2.0,19(8)
Nathan NgoumouBorussia M.,Gladbach,6.23,692,1.0,,7(13)
Ondrej DudaFC,Koln,6.22,694,,,9(4)
Kasper Dolberg,Hoffenheim,6.22,398,1.0,,4(9)
Keke Topp,Schalke,6.22,19,,,0(1)
Jacek Góralski,Bochum,6.22,146,,,2(2)
Florian Müller,Stuttgart,6.21,1710,,,19
Moritz Broschinski,Bochum,6.21,204,2.0,,0(11)
Luca Waldschmidt,Wolfsburg,6.21,515,4.0,,4(14)
Saidy Janko,Bochum,6.21,1132,,,12(8)
