Player_Name,Team,Rating,Mins,Goals,Assists,Apps
Franco Cervi,Celta Vigo,6.33,539,,1.0,5(12)
Jorge Pascual,Villarreal,6.33,13,,,0(1)
Jesús Vázquez,Valencia,6.33,705,1.0,,6(14)
Javier Manquillo,Celta Vigo,6.33,747,,1.0,10(2)
Abde Ezzalzouli,Real Betis,6.33,857,1.0,,6(20)
Ricard Sánchez,Granada,6.33,2300,3.0,,25(8)
Peter Federico,Valencia,6.33,646,,,5(10)
Gonzalo Escalante,Cadiz,6.32,1705,1.0,2.0,18(7)
Marc Guiu,Barcelona,6.32,73,1.0,,1(2)
Sergio Camello,Rayo Vallecano,6.32,1671,3.0,1.0,20(11)
Luca de la Torre,Celta Vigo,6.32,1959,1.0,4.0,22(9)
Luis Hernández,Cadiz,6.32,722,1.0,,8(1)
Jorge Meré,Cadiz,6.32,678,,,8(2)
Diego Hormigo,Sevilla,6.32,36,,,0(1)
Juanpe,Girona,6.32,738,,,6(11)
Asier Villalibre,Athletic Club,6.32,507,2.0,1.0,4(14)
Pablo Ibáñez,Osasuna,6.32,1143,1.0,2.0,12(21)
Luka Romero,Almeria,6.31,437,3.0,,5(8)
Randy Nteka,Rayo Vallecano,6.31,563,1.0,1.0,3(13)
Hugo Guillamón,Valencia,6.31,1307,1.0,,12(14)
Dani García,Athletic Club,6.31,739,1.0,,7(10)
Rodri,Real Betis,6.31,1043,,,9(20)
Iván Alejo,Cadiz,6.31,1705,,2.0,21(9)
Selim Amallah,Valencia,6.3,598,,1.0,7(13)
José Ángel Carmona,Getafe,6.3,1316,1.0,1.0,15(15)
Iván Villar,Celta Vigo,6.3,1016,,,13
Siebe Van der Heyden,Mallorca,6.3,288,,,5(2)
Jorge de Frutos,Rayo Vallecano,6.3,1543,2.0,,14(22)
Adu Ares,Athletic Club,6.3,258,,,2(10)
