Player_Name,Team,Rating,Mins,Goals,Assists,Apps
Yuri Berchiche,Athletic Club,6.79,2408,1.0,1.0,27(2)
Yeray Álvarez,Athletic Club,6.79,2337,1.0,1.0,27(1)
Nahuel Molina,Atletico,6.79,2872,4.0,2.0,33
Lucas Boyé,Elche,6.79,2475,7.0,2.0,29(6)
Iza Carcelén,Cadiz,6.79,2204,,1.0,25(2)
Selim Amallah,Real Valladolid,6.79,270,2.0,1.0,3(4)
Eduardo Camavinga,Real Madrid,6.78,2003,,1.0,21(16)
Youssouf Sabaly,Real Betis,6.78,1681,1.0,1.0,19(4)
Pablo Maffeo,Mallorca,6.78,2980,2.0,4.0,34(1)
Marcos Acuña,Sevilla,6.78,1917,3.0,2.0,21(9)
Javi Guerra,Valencia,6.77,603,1.0,,6(4)
Pape Gueye,Sevilla,6.77,1177,1.0,3.0,15(1)
Santi Comesaña,Rayo Vallecano,6.77,2470,3.0,2.0,29(6)
David García,Osasuna,6.77,2684,2.0,,31(1)
Robin Le Normand,Real Sociedad,6.76,2795,,,31(2)
Dominik Greif,Mallorca,6.76,90,,,1
Ivo Grbic,Atletico,6.76,923,,,11(2)
David López,Girona,6.75,1658,3.0,1.0,19(1)
Gonzalo Plata,Real Valladolid,6.75,2310,1.0,5.0,26(8)
Diego Rico,Real Sociedad,6.75,1647,,,18(2)
Alexander Isak,Real Sociedad,6.74,154,1.0,,2
Dani Ceballos,Real Madrid,6.74,1568,,4.0,19(11)
Gerard Gumbau,Elche,6.74,2745,1.0,6.0,31(4)
Alex Berenguer,Athletic Club,6.74,2304,4.0,1.0,26(11)
Copete,Mallorca,6.74,2215,1.0,,27(1)
Omar Alderete,Getafe,6.74,2051,1.0,1.0,23(2)
Arnau Martínez,Girona,6.74,2737,3.0,4.0,32(1)
Diego López,Valencia,6.74,448,3.0,1.0,5(5)
Germán Pezzella,Real Betis,6.74,2515,,,29(2)
Unai Núñez,Celta Vigo,6.74,3151,,,35(1)
Edgar Badia,Elche,6.73,3240,,,36
Fernando Pacheco,Espanyol,6.73,1440,,,16
Iker Muniain,Athletic Club,6.72,1692,,3.0,19(11)
Pacha Espino,Cadiz,6.72,3123,,4.0,35(1)
Oihan Sancet,Athletic Club,6.72,2555,10.0,2.0,32(4)
Mario Hermoso,Atletico,6.72,2111,3.0,2.0,24(2)
João Félix,Atletico,6.72,651,4.0,3.0,7(7)
William Carvalho,Real Betis,6.72,2454,3.0,,31(2)
Adri Embarba,Espanyol,6.72,34,,,0(1)
Koke,Atletico,6.72,2560,,3.0,30(3)
Fran García,Rayo Vallecano,6.72,3409,2.0,3.0,38
Étienne Capoue,Villarreal,6.72,1958,3.0,,22(6)
Sergio Canales,Real Betis,6.72,2417,4.0,3.0,28(3)
Stefan Savic,Atletico,6.72,1946,,,22
Cyle Larin,Real Valladolid,6.71,1471,8.0,3.0,16(3)
Lucas Torró,Osasuna,6.71,2489,1.0,,31(2)
Lucas Ocampos,Sevilla,6.71,1163,4.0,,11(8)
Álex Remiro,Real Sociedad,6.71,3420,,,38
Carlos García,Cadiz,6.71,24,,1.0,0(1)
Valentín Castellanos,Girona,6.71,2618,13.0,,33(2)
Moi Gómez,Osasuna,6.71,2458,3.0,2.0,28(5)
Martín Zubimendi,Real Sociedad,6.71,3102,1.0,3.0,35(1)
Héctor Bellerín,Barcelona,6.71,141,,,1(2)
Oriol Romeu,Girona,6.71,2952,2.0,,33
Lucas Vázquez,Real Madrid,6.7,1141,4.0,1.0,12(11)
Eray Cömert,Valencia,6.7,1675,1.0,,19(4)
Rui Silva,Real Betis,6.7,2340,,,26
El Bilal Touré,Almeria,6.7,1275,7.0,2.0,15(6)
Ante Budimir,Osasuna,6.7,1811,8.0,,22(9)
Paulo Gazzaniga,Girona,6.69,2520,,,28
Predrag Rajkovic,Mallorca,6.69,3240,,,36
Luis Suárez,Almeria,6.69,1498,4.0,4.0,18(3)
Nabil Fekir,Real Betis,6.69,970,2.0,2.0,12(3)
Sergio Escudero,Real Valladolid,6.69,1442,1.0,,17(6)
Aitor Ruibal,Real Betis,6.68,1451,,,15(11)
Vinicius Souza,Espanyol,6.68,2434,1.0,1.0,27(7)
Thierry Correia,Valencia,6.68,2015,,,24(3)
Rubén Sobrino,Cadiz,6.68,2471,3.0,2.0,28(5)
Jan Oblak,Atletico,6.67,2493,,,28
Omar Mascarell,Elche,6.67,2450,,1.0,28
Nemanja Gudelj,Sevilla,6.67,2779,3.0,1.0,31(3)
Íñigo Ruíz de Galarreta,Mallorca,6.67,2457,,1.0,28(2)
Suso,Sevilla,6.67,1063,2.0,4.0,10(15)
Marko Dmitrovic,Sevilla,6.66,1268,,,13(2)
Justin Kluivert,Valencia,6.66,1452,6.0,,15(11)
Óscar De Marcos,Athletic Club,6.66,2824,1.0,6.0,32(5)
Fernando Martínez,Almeria,6.66,3286,,,37
Aridane Hernández,Osasuna,6.66,1791,,1.0,20(3)
Alfonso Pedraza,Villarreal,6.65,1636,,3.0,20(6)
Abde Ezzalzouli,Osasuna,6.65,1516,4.0,2.0,19(9)
Raúl Albiol,Villarreal,6.65,2120,,,24(1)
Luka Modric,Real Madrid,6.65,1746,4.0,3.0,19(14)
Luiz Felipe,Real Betis,6.65,1769,,,22(1)
Sergi Roberto,Barcelona,6.65,1309,4.0,1.0,15(8)
Mouctar Diakhaby,Valencia,6.65,2449,3.0,,28(1)
Joseph Aidoo,Celta Vigo,6.65,3121,3.0,,35
Igor Zubeldia,Real Sociedad,6.64,2547,1.0,1.0,29(2)
Luiz Henrique,Real Betis,6.64,1816,1.0,3.0,21(12)
Ander Barrenetxea,Real Sociedad,6.64,874,3.0,1.0,9(14)
Hugo Mallo,Celta Vigo,6.64,2171,,1.0,26
Óscar Trejo,Rayo Vallecano,6.64,2164,3.0,4.0,28(6)
Chris Ramos,Cadiz,6.64,707,1.0,,7(8)
Thomas Lemar,Atletico,6.63,1259,1.0,3.0,17(10)
Mikel Vesga,Athletic Club,6.63,2576,3.0,3.0,28(8)
Carlos Clerc,Elche,6.63,2647,,1.0,31(1)
Borja Iglesias,Real Betis,6.63,2385,15.0,3.0,29(6)
Aimar Oroz,Osasuna,6.63,2023,3.0,6.0,23(8)
Rodrigo Riquelme,Girona,6.63,2188,4.0,4.0,25(9)
Luis Milla,Getafe,6.63,1862,,3.0,22(5)
Martin Valjent,Mallorca,6.62,2659,,,30
Memphis Depay,Atletico,6.62,269,4.0,,3(5)
Carlos Soler,Valencia,6.62,243,1.0,,3
Nacho,Real Madrid,6.62,1632,1.0,1.0,18(9)
Federico Fernández,Elche,6.62,90,,,1
Álex Collado,Elche,6.62,725,1.0,1.0,8(7)
Eric García,Barcelona,6.62,1414,1.0,,15(9)
Aihen Muñoz,Real Sociedad,6.62,1758,,1.0,20(3)
Cenk Özkacar,Valencia,6.62,1364,,,14(3)
Manu Morlanes,Mallorca,6.61,713,1.0,,9(3)
Kike Barja,Osasuna,6.61,1316,1.0,6.0,15(12)
Álvaro Aceves,Real Valladolid,6.61,12,,,0(1)
Léo Baptistão,Almeria,6.61,1746,5.0,2.0,24(4)
Alejandro Catena,Rayo Vallecano,6.61,3105,1.0,1.0,35
Aïssa Mandi,Villarreal,6.61,1460,,,16(5)
Brian Oliván,Espanyol,6.6,2413,1.0,7.0,29(1)
César Montes,Espanyol,6.6,1589,3.0,,18(2)
Dani Rodríguez,Mallorca,6.6,2115,3.0,6.0,26(9)
José Gragera,Espanyol,6.6,461,1.0,,5(4)
Umar Sadiq,Real Sociedad,6.6,83,1.0,,1(1)
Carles Pérez,Celta Vigo,6.6,2150,3.0,5.0,23(12)
Jawad El Yamiq,Real Valladolid,6.59,1612,1.0,,19(6)
Théo Bongonda,Cadiz,6.59,1951,4.0,3.0,24(7)
Óscar Valentín,Rayo Vallecano,6.59,2564,,,29(5)
Álex Baena,Villarreal,6.59,1947,6.0,2.0,19(16)
Martín Montoya,Real Betis,6.59,456,,,6
Chimy Ávila,Osasuna,6.59,1724,8.0,2.0,23(6)
Dani Vivian,Athletic Club,6.59,2374,1.0,,26(3)
Nico González,Valencia,6.59,1410,1.0,1.0,18(8)
Sergi Guardiola,Cadiz,6.59,1176,3.0,,14(3)
Álex Centelles,Almeria,6.59,1124,1.0,2.0,12(4)
David Alaba,Real Madrid,6.58,1841,1.0,3.0,21(2)
Santiago Bueno,Girona,6.58,3012,,1.0,34
Tete Morente,Elche,6.58,2073,4.0,,23(9)
Pepe Reina,Villarreal,6.58,1980,,,22
Gonzalo Melero,Almeria,6.58,1877,4.0,3.0,24(3)
Edgar González,Real Betis,6.58,1770,,,18(7)
Ferland Mendy,Real Madrid,6.58,1359,,1.0,17(1)
Franco Cervi,Celta Vigo,6.57,1898,,4.0,21(15)
Fernando,Sevilla,6.57,1581,,1.0,19(3)
Samu Castillejo,Valencia,6.57,1371,4.0,,17(8)
Kike Pérez,Real Valladolid,6.57,2319,1.0,2.0,28(8)
Florian Lejeune,Rayo Vallecano,6.57,2570,4.0,,31
Iván Sánchez,Real Valladolid,6.57,1122,1.0,1.0,13(12)
Rodri,Real Betis,6.57,1610,2.0,3.0,19(11)
Isco,Sevilla,6.57,803,,2.0,10(2)
Miguel Gutiérrez,Girona,6.57,2400,2.0,3.0,27(7)
Iván Fresneda,Real Valladolid,6.56,1776,,,18(4)
Martin Braithwaite,Espanyol,6.56,2468,10.0,2.0,29(2)
Saúl,Atletico,6.56,1091,3.0,1.0,11(20)
Nemanja Maksimovic,Getafe,6.55,2069,,,26(3)
Youssef En-Nesyri,Sevilla,6.55,1660,8.0,1.0,17(14)
Samú Costa,Almeria,6.55,1988,1.0,2.0,22(10)
Geoffrey Kondogbia,Atletico,6.55,1001,,2.0,11(10)
Óliver Torres,Sevilla,6.55,2149,3.0,1.0,27(5)
Lázaro,Almeria,6.55,711,6.0,,7(12)
Iván Martín,Girona,6.55,1592,3.0,3.0,18(6)
Ansu Fati,Barcelona,6.55,1382,7.0,3.0,12(24)
Borja García,Girona,6.55,686,1.0,,10(1)
Axel Witsel,Atletico,6.55,2255,,,25(8)
Íñigo Lekue,Athletic Club,6.54,1323,,1.0,14(6)
Asier Illarramendi,Real Sociedad,6.54,1077,1.0,,13(11)
Damián Suárez,Getafe,6.54,1961,1.0,1.0,26(2)
Sergio Camello,Rayo Vallecano,6.54,2412,6.0,5.0,27(11)
Jorge Cuenca,Villarreal,6.54,503,,,5(5)
Sergio Herrera,Osasuna,6.54,1530,,,17
Javi Sánchez,Real Valladolid,6.54,2395,1.0,,28(4)
Fernando Pacheco,Almeria,6.54,90,,,1
Ramon Terrats,Villarreal,6.54,824,1.0,1.0,11(5)
Álex Sola,Real Sociedad,6.54,346,,,3(7)
Luis Pérez,Real Valladolid,6.54,1216,,1.0,15(3)
Giorgi Mamardashvili,Valencia,6.54,3420,,,38
Ivan Rakitic,Sevilla,6.54,1791,1.0,3.0,21(10)
Manu Sánchez,Osasuna,6.54,2117,,2.0,22(9)
Marcão,Sevilla,6.53,374,,,4(1)
Érik Lamela,Sevilla,6.53,1847,6.0,,20(12)
Bryan Gil,Sevilla,6.53,921,2.0,2.0,10(7)
Rubén Peña,Osasuna,6.53,1282,,1.0,14(6)
Lucas Rosa,Real Valladolid,6.53,930,,1.0,11(6)
Djené Dakonam,Getafe,6.53,2847,,1.0,33
Diego Mariño,Almeria,6.53,45,,,0(1)
Iker Benito,Osasuna,6.53,176,,,2(2)
Julen Agirrezabala,Athletic Club,6.53,675,,,7(1)
Srdjan Babic,Almeria,6.53,2999,3.0,,33(1)
Marcos Alonso,Barcelona,6.53,1163,1.0,,11(13)
Antonio Rüdiger,Real Madrid,6.53,2411,1.0,,26(7)
Rodrigo Ely,Almeria,6.52,3158,,1.0,36
Monchu,Real Valladolid,6.52,2030,3.0,2.0,24(10)
Joaquín Fernández,Real Valladolid,6.52,2158,1.0,,24(3)
Jaume Costa,Mallorca,6.52,2610,,1.0,30(2)
Jorge Meré,Cadiz,6.52,600,,,6(4)
Yan Couto,Girona,6.52,1154,1.0,2.0,12(13)
Alex Telles,Sevilla,6.52,1428,,2.0,15(12)
Agustín Marchesín,Celta Vigo,6.52,1710,,,19
Gorka Guruzeta,Athletic Club,6.52,1421,6.0,1.0,17(13)
Manu Bueno,Sevilla,6.52,150,,,2
Javi Puado,Espanyol,6.51,2350,7.0,2.0,25(12)
Andrés Guardado,Real Betis,6.51,1376,1.0,1.0,16(10)
Óscar Plano,Real Valladolid,6.51,2048,1.0,1.0,22(11)
Brian Ocampo,Cadiz,6.51,1129,1.0,1.0,15(3)
Juan Iglesias,Getafe,6.51,2144,1.0,,21(11)
Ángel Correa,Atletico,6.5,1449,9.0,1.0,13(22)
Domingos Duarte,Getafe,6.5,2658,,2.0,30(1)
Jon Pacheco,Real Sociedad,6.5,1189,,1.0,12(5)
Borja Mayoral,Getafe,6.5,2775,8.0,2.0,33(2)
Giovanni González,Mallorca,6.5,924,,2.0,10(6)
Rubén Alcaraz,Cadiz,6.5,2047,3.0,,22(9)
Gastón Álvarez,Getafe,6.5,1504,2.0,,16(6)
Darwin Machís,Real Valladolid,6.5,599,,1.0,7(4)
Fran Beltrán,Celta Vigo,6.49,2864,,2.0,33(3)
Andoni Gorosabel,Real Sociedad,6.49,1712,,,19(8)
Leandro Cabrera,Espanyol,6.48,2673,,1.0,31(1)
Víctor Ruiz,Real Betis,6.48,557,,,5(5)
Óscar Rodríguez,Celta Vigo,6.48,1772,2.0,,19(14)
Ferran Torres,Barcelona,6.48,1385,4.0,2.0,14(19)
Álex Pozo,Almeria,6.48,1878,,3.0,20(10)
José Luis Morales,Villarreal,6.48,1205,7.0,,11(18)
Jørgen Strand Larsen,Celta Vigo,6.48,1713,4.0,4.0,20(12)
Unai Simón,Athletic Club,6.48,2746,,,31
Mauro Arambarri,Getafe,6.48,1000,,1.0,13
Stefan Mitrovic,Getafe,6.48,1678,,,18(4)
Edu Expósito,Espanyol,6.47,1165,2.0,2.0,13(15)
Toni Villa,Girona,6.47,896,1.0,3.0,12(12)
Dani García,Athletic Club,6.47,1492,,2.0,18(7)
Rubén Sánchez,Espanyol,6.47,894,,2.0,9(9)
Mohamed-Ali Cho,Real Sociedad,6.47,580,1.0,2.0,5(14)
Andrii Lunin,Real Madrid,6.46,630,,,7
Hugo Guillamón,Valencia,6.46,1634,1.0,4.0,19(6)
Lucas Olaza,Real Valladolid,6.46,1497,,1.0,16(7)
Luis Hernández,Cadiz,6.46,3150,,,35
Álvaro Aguado,Real Valladolid,6.46,1887,1.0,2.0,18(16)
Unai García,Osasuna,6.46,1718,,1.0,20(1)
Óscar Mingueza,Celta Vigo,6.46,1285,,,13(8)
Jesús Navas,Sevilla,6.46,1980,,,21(11)
Paul Akouokou,Real Betis,6.45,442,,,3(9)
Nacho Vidal,Osasuna,6.45,1250,,,15(5)
Yangel Herrera,Girona,6.45,966,2.0,2.0,12(8)
Javi Hernández,Girona,6.45,1117,1.0,2.0,13(12)
Fernando Calero,Espanyol,6.45,1618,,1.0,20(7)
Luca Koleosho,Espanyol,6.45,54,1.0,,0(4)
Karim Rekik,Sevilla,6.44,1185,1.0,1.0,15(1)
Raúl de Tomás,Rayo Vallecano,6.44,804,4.0,,9(10)
Haris Seferovic,Celta Vigo,6.44,889,3.0,1.0,10(8)
Fali,Cadiz,6.44,1722,,,22(3)
Stole Dimitrievski,Rayo Vallecano,6.44,3325,,,37
Lisandro Magallán,Elche,6.44,903,,,11(3)
Kiko Femenía,Villarreal,6.44,1137,,,13(7)
Jon Moncayola,Osasuna,6.44,2445,1.0,3.0,25(12)
Rubén García,Osasuna,6.44,1152,2.0,2.0,11(18)
Dani Carvajal,Real Madrid,6.44,1788,,2.0,20(7)
Iván Balliu,Rayo Vallecano,6.44,3237,,,37
Jesús Corona,Sevilla,6.44,110,1.0,,1(3)
Ronaël Pierre-Gabriel,Espanyol,6.43,239,1.0,,2(6)
Gabriel Paulista,Valencia,6.43,1508,1.0,,18(3)
Denis Suárez,Espanyol,6.43,950,,,11(7)
Felipe,Atletico,6.43,193,,,2(1)
Johan Mojica,Elche,6.43,270,,,3
Jorge Pascual,Villarreal,6.43,8,1.0,,0(2)
Munir El Haddadi,Getafe,6.43,1149,3.0,1.0,10(18)
Josan,Elche,6.43,1070,1.0,3.0,9(17)
Sergi Gómez,Espanyol,6.43,2343,,,26(3)
Miguel Rodríguez,Celta Vigo,6.43,252,1.0,1.0,3(4)
Alberto Moreno,Villarreal,6.43,1298,,1.0,14(10)
Papu Gómez,Sevilla,6.42,1063,1.0,1.0,11(8)
Francis Coquelin,Villarreal,6.42,746,1.0,,9(7)
Edinson Cavani,Valencia,6.42,1463,5.0,2.0,20(5)
Pere Milla,Elche,6.42,1875,6.0,1.0,22(10)
Sergio Akieme,Almeria,6.42,2300,1.0,,27(2)
Yassine Bounou,Sevilla,6.42,2154,,,26
Matheus Cunha,Atletico,6.42,372,,2.0,2(9)
Yunus Musah,Valencia,6.42,2121,,2.0,26(7)
Mikel Oyarzabal,Real Sociedad,6.42,1217,4.0,1.0,14(9)
Iván Villar,Celta Vigo,6.42,1710,,,19
Álvaro Fernández,Espanyol,6.42,991,,,12
John Donald,Elche,6.41,1095,,,13(1)
Aritz Elustondo,Real Sociedad,6.41,1450,,1.0,16(9)
Juanmi Latasa,Getafe,6.4,437,1.0,,2(16)
Pedro Bigas,Elche,6.4,2027,,,25(3)
Randy Nteka,Elche,6.4,730,,,10(4)
Ander Guevara,Real Sociedad,6.4,218,,,2(6)
Adrià Pedrosa,Espanyol,6.4,226,,,2(5)
Óscar Gil,Espanyol,6.4,2571,,1.0,31(2)
César de la Hoz,Almeria,6.4,1672,1.0,,18(7)
Roque Mesa,Real Valladolid,6.4,1629,2.0,1.0,21(9)
Fidel,Elche,6.4,1730,3.0,2.0,21(6)
Dimitri Foulquier,Valencia,6.39,1729,,2.0,17(13)
Rafa Mir,Sevilla,6.39,1300,6.0,,16(10)
Iddrisu Baba,Mallorca,6.39,1751,,,20(9)
Matija Nastasic,Mallorca,6.39,904,1.0,,10(4)
Manu Vallejo,Girona,6.39,203,,1.0,2(5)
Bernardo Espinosa,Girona,6.39,1226,1.0,1.0,14(6)
Dennis Hadzikadunic,Mallorca,6.38,616,,,7(1)
Renato Tapia,Celta Vigo,6.38,1450,,,16(12)
Manuel Pozo,Real Valladolid,6.38,18,,,0(1)
Tino Kadewere,Mallorca,6.38,540,1.0,,5(10)
Joseba Zaldúa,Cadiz,6.38,640,,1.0,7(3)
Tanguy Nianzou,Sevilla,6.38,1370,1.0,,16(3)
Pablo Ibáñez,Osasuna,6.37,1061,,1.0,12(13)
Helibelton Palacios,Elche,6.37,1922,,,23(1)
Ander Herrera,Athletic Club,6.37,700,,1.0,9(8)
Jon Olasagasti,Real Sociedad,6.37,63,,,0(3)
Victor Chust,Cadiz,6.36,965,1.0,,10(4)
Nico Melamed,Espanyol,6.36,1251,1.0,2.0,16(16)
Fernando Medrano,Celta Vigo,6.36,12,,,0(1)
Juan Cruz,Osasuna,6.36,2058,,,21(6)
José Ángel Carmona,Elche,6.36,593,1.0,,8(1)
Sergio Asenjo,Real Valladolid,6.36,900,,,10
José Carlos Lazo,Espanyol,6.35,149,1.0,1.0,0(10)
Gonzalo Montiel,Sevilla,6.35,1522,,3.0,17(11)
Hugo Sotelo,Celta Vigo,6.35,17,,,0(1)
Unai López,Rayo Vallecano,6.35,1244,1.0,2.0,12(22)
Joan Jordán,Sevilla,6.35,1595,,1.0,19(4)
Pathé Ciss,Rayo Vallecano,6.35,1268,1.0,,12(20)
Juanpe,Girona,6.35,1429,1.0,,17(2)
Álvaro Negredo,Cadiz,6.35,756,1.0,2.0,9(12)
José Ángel Carmona,Sevilla,6.35,529,2.0,1.0,5(5)
Álex Fernández,Cadiz,6.35,1575,3.0,,17(11)
Darko Brasanac,Osasuna,6.35,1037,1.0,1.0,9(16)
Pol Lirola,Elche,6.35,628,1.0,,7(5)
Rober González,Real Betis,6.35,52,,,0(2)
Chumi,Almeria,6.34,1486,1.0,,15(6)
Kike Salas,Sevilla,6.34,370,1.0,1.0,4(2)
Alberto Perea,Cadiz,6.34,46,,,1
Reinier,Girona,6.34,640,2.0,1.0,6(13)
Raúl García,Athletic Club,6.34,948,2.0,3.0,6(29)
Adnan Januzaj,Sevilla,6.34,47,,,1(1)
Cristhian Stuani,Girona,6.33,1078,9.0,,8(24)
Toni Lato,Valencia,6.33,909,1.0,,9(15)
Juan Carlos,Girona,6.33,900,,,10
Juanmi,Real Betis,6.33,922,4.0,,9(13)
Largie Ramazani,Almeria,6.32,1395,3.0,1.0,13(20)
Luca de la Torre,Celta Vigo,6.32,1489,,2.0,16(12)
Anthony Lozano,Cadiz,6.32,1441,1.0,1.0,14(14)
Ilaix Moriba,Valencia,6.32,1006,,2.0,10(14)
Carlos Domínguez,Celta Vigo,6.32,107,,,1(2)
Portu,Getafe,6.32,1762,,3.0,17(17)
Momo Mbaye,Cadiz,6.32,754,,,7(7)
José de la Rosa,Cadiz,6.32,45,,1.0,0(2)
Kasper Dolberg,Sevilla,6.32,198,,1.0,2(2)
Valery Fernández,Girona,6.31,959,,2.0,7(18)
Pablo Barrios,Atletico,6.31,716,,1.0,6(15)
Joaquín,Real Betis,6.31,471,,2.0,2(20)
Federico San Emeterio,Cadiz,6.31,1856,,1.0,24(9)
Zouhair Feddal,Real Valladolid,6.31,374,,,4(4)
Franck Kessie,Barcelona,6.3,980,1.0,1.0,7(21)
Pablo Marín,Real Sociedad,6.3,356,,,3(7)
Juan Cruz,Real Betis,6.3,174,1.0,,1(5)
Jesús Vallejo,Real Madrid,6.3,21,,,0(1)
Juan Cala,Cadiz,6.3,137,,,1(2)
Johan Mojica,Villarreal,6.29,634,,,5(12)
Pep Chavarría,Rayo Vallecano,6.29,357,,2.0,2(14)
Amath Ndiaye,Mallorca,6.29,1220,2.0,,12(16)
Jesús Vázquez,Valencia,6.29,306,,,3(7)
Adu Ares,Athletic Club,6.29,77,,,0(8)
Lucas Pérez,Cadiz,6.29,623,3.0,,5(9)
Gonzalo Villar,Getafe,6.28,449,,,3(13)
Haissem Hassan,Villarreal,6.28,50,,,0(2)
Sergio León,Real Valladolid,6.28,1332,6.0,1.0,14(15)
Abdul Mumin,Rayo Vallecano,6.28,919,,,9(7)
Dyego Sousa,Almeria,6.28,516,,1.0,3(17)
Aitor Paredes,Athletic Club,6.27,854,,,9(7)
