Player_Name,Team,Rating,Mins,Goals,Assists,Apps
Romain HamoumaAC,Ajaccio,6.31,1091,2.0,2.0,14(5)
Papa Yade,Troyes,6.31,566,,2.0,6(8)
Farid El Melali,Angers,6.31,809,,,9(8)
M'Baye Niang,Auxerre,6.31,1486,6.0,,17(13)
Warren Zaïre-EmeryPSG,Desconocido,6.31,919,2.0,,8(18)
Gelson Martins,Monaco,6.31,341,,,3(8)
Mamadou Sakho,Montpellier,6.3,762,1.0,,7(8)
Julien Le Cardinal,Lens,6.3,162,,,2(6)
Clément VidalAC,Ajaccio,6.29,1901,1.0,,21(5)
Ibrahim Salah,Rennes,6.29,218,,,1(12)
Myron Boadu,Monaco,6.29,290,3.0,,3(9)
Youssouf M'Changama,Auxerre,6.29,1079,,,11(15)
Mohamed Bayo,Lille,6.29,640,4.0,1.0,6(21)
Eliot Matazo,Monaco,6.29,1176,1.0,,13(10)
Ayoub Amraoui,Nice,6.29,293,,,3(4)
Maghnes Akliouche,Monaco,6.28,403,,,5(6)
Steven Fortès,Lens,6.28,6,,,0(1)
Andy Delort,Nantes,6.28,471,,,6(6)
Jérémie Bela,Clermont Foot,6.28,737,1.0,1.0,7(12)
Ismail Jakobs,Monaco,6.27,1102,,2.0,9(23)
Yanis CimignaniAC,Ajaccio,6.27,276,,,3(5)
Fallou Fall,Reims,6.27,31,,,0(1)
Kévin Danois,Auxerre,6.27,1,,,0(1)
Carlos Baleba,Lille,6.27,472,,,5(14)
Sada Thioub,Angers,6.26,1056,1.0,2.0,11(16)
Andreas Bruus,Troyes,6.26,1626,,2.0,18(9)
Rares Ilie,Nice,6.26,149,,,2(2)
Kevin SpadanudaAC,Ajaccio,6.26,1069,,1.0,13(9)
Sébastien Corchia,Nantes,6.26,775,,1.0,6(16)
Benjamin LeroyAC,Ajaccio,6.26,2799,,,32
Marcin Bulka,Nice,6.26,180,,,2
Siriné Doucouré,Lorient,6.25,126,,1.0,0(12)
Ismaël Boura,Lens,6.25,85,,,0(9)
Pablo SarabiaPSG,Desconocido,6.25,364,,,3(11)
Alexis Claude-Maurice,Nice,6.25,64,,,1(1)
Ibrahim Amadou,Angers,6.25,422,,,4(3)
Oliver Zandén,Toulouse,6.25,143,,,1(4)
Souleymane Cissé,Clermont Foot,6.25,35,,,0(2)
Charles Traoré,Nantes,6.25,482,,,6(6)
Islam Slimani,Brest,6.25,989,1.0,1.0,11(5)
Mathieu CoutadeurAC,Ajaccio,6.24,1951,,,22(5)
Riad NouriAC,Ajaccio,6.24,1692,1.0,1.0,16(17)
RuanAC,Ajaccio,6.24,23,,,0(3)
Arial Mendy,Clermont Foot,6.23,218,,,1(4)
Taïryk Arconte,Brest,6.23,126,,,1(3)
Valère Germain,Montpellier,6.23,673,2.0,,5(26)
Matthis Abline,Auxerre,6.23,803,2.0,1.0,8(11)
Halid Sabanovic,Angers,6.23,638,2.0,,8(7)
Lebo Mothiba,Strasbourg,6.22,428,3.0,,3(16)
Ado Onaiwu,Toulouse,6.22,1073,2.0,1.0,9(25)
Lukasz Poreba,Lens,6.22,260,,1.0,3(7)
Matthis Abline,Rennes,6.22,97,1.0,,0(11)
Jonas Martin,Lille,6.22,272,,,2(10)
Ayman Kari,Lorient,6.22,91,,,0(5)
Loïs Diony,Angers,6.2,503,1.0,,5(6)
Abdoulaye Bamba,Angers,6.2,1359,,,12(9)
Gaëtan Charbonnier,Auxerre,6.2,253,1.0,,3(3)
Iké Ugbo,Troyes,6.2,889,2.0,1.0,9(16)
Serhou Guirassy,Rennes,6.2,22,,,0(1)
Lorenz Assignon,Rennes,6.2,254,,1.0,2(10)
Mehdi Puch-HerrantzAC,Ajaccio,6.2,44,,,0(4)
Fábio,Nantes,6.2,225,,,3(3)
Ismaël GharbiPSG,Desconocido,6.2,53,,,0(6)
Karol Fila,Strasbourg,6.19,46,,,0(2)
Tony StrataAC,Ajaccio,6.18,136,,,1(2)
Cédric AvinelAC,Ajaccio,6.18,1791,1.0,,19(5)
Theocharis Tsingaras,Toulouse,6.18,7,,,0(1)
Justin Kalumba,Angers,6.18,550,,,7
Gaël Kakuta,Lens,6.18,20,,,0(2)
Amar Fatah,Troyes,6.17,19,,,0(1)
Joe Bryan,Nice,6.17,177,,,2(4)
Marin Jakolis,Angers,6.16,27,,,0(1)
Martin Adeline,Reims,6.16,102,,,0(5)
Kyliane Dong,Troyes,6.16,211,,,2(4)
Flavius Daniliuc,Nice,6.15,91,,,1(1)
Théo Pellenard,Auxerre,6.15,99,,,1(1)
Lohann Doucet,Nantes,6.15,84,,,0(9)
Qazim LaçiAC,Ajaccio,6.15,207,,,2(7)
Derek Mazou-Sacko,Troyes,6.15,16,,,0(1)
Antonin Bobichon,Angers,6.15,15,,,0(3)
Axel Camblan,Brest,6.15,62,,,0(7)
Ousmane Camara,Angers,6.15,521,,,6(3)
Adil Aouchiche,Lorient,6.14,242,,,1(10)
Duje Caleta-Car,Marseille,6.14,7,,,0(1)
Rémy Dugimont,Auxerre,6.14,105,,1.0,0(11)
Mohamed Achi,Nantes,6.14,34,,,0(2)
Alexis Tibidi,Troyes,6.13,73,,,0(3)
Ben TouréAC,Ajaccio,6.13,211,,,2(2)
Samuel Koeberlé,Reims,6.13,2,,,0(1)
Yanis Massolin,Clermont Foot,6.13,54,,,0(6)
Waniss Taïbi,Angers,6.13,180,,,1(10)
Chrislain Matsima,Lorient,6.13,223,,,2(4)
Stredair Appuah,Nantes,6.12,62,,,0(5)
Ivane ChegraAC,Ajaccio,6.12,191,,,1(5)
Noah Holm,Reims,6.12,189,,,2(6)
Félix Lemaréchal,Brest,6.12,278,,,2(11)
Mamadou Diakhon,Reims,6.12,20,,,0(2)
Ilyés Chétti,Angers,6.11,206,,,2(4)
Jean-Mattéo Bahoya,Angers,6.11,266,,,2(8)
Brandon Baiye,Clermont Foot,6.11,47,,,0(7)
Junior Kroupi,Lorient,6.11,7,,,0(1)
Marvin Senaya,Strasbourg,6.11,8,,,0(1)
Rémy Labeau Lascary,Lens,6.11,112,,,0(10)
Marlos Moreno,Troyes,6.11,11,,,0(2)
El Chadaille BitshiabuPSG,Desconocido,6.11,580,,,6(7)
Veljko Birmancevic,Toulouse,6.11,427,,,2(23)
Valentin Atangana,Reims,6.11,170,,,2(5)
Tristan Dingomé,Troyes,6.11,91,,,0(8)
Dogan Alemdar,Rennes,6.11,406,,,4(2)
Mohamed Touré,Reims,6.1,19,,,0(3)
Kaj Sierhuis,Reims,6.09,208,,,1(13)
Abdoul Kader Bamba,Nantes,6.09,77,,,2(3)
Patrick Pentz,Reims,6.09,630,,,7
Jean BotuéAC,Ajaccio,6.09,225,,,2(6)
Hianga'a Mbock,Brest,6.09,15,,,0(2)
Naatan Skyttä,Toulouse,6.09,21,,,0(2)
Baïla Diallo,Clermont Foot,6.08,83,,,0(6)
Alan Virginius,Lille,6.08,248,1.0,,1(14)
Nathanaël Mbuku,Reims,6.08,60,,,0(6)
Zinédine Ould Khaled,Angers,6.08,47,,,0(4)
Ousmane Camara,Auxerre,6.08,22,,,0(3)
Moussa SoumanoAC,Ajaccio,6.07,491,1.0,,5(9)
Ilyes HousniPSG,Desconocido,6.07,10,,,0(1)
Guéla Doué,Rennes,6.07,10,,,0(2)
Béni Makouana,Montpellier,6.06,194,,,1(7)
Karamoko Dembélé,Brest,6.06,165,,,0(15)
Sérigné Faye,Montpellier,6.05,35,,,0(2)
Mamadou Sarr,Lyon,6.05,7,,,0(1)
Florian ChabrolleAC,Ajaccio,6.04,325,,,3(4)
Irvin Cardona,Brest,6.04,225,,,1(9)
Rafik Guitane,Reims,6.04,2,,,0(1)
Thibault Tamas,Montpellier,6.04,9,,,0(1)
Alberth Elis,Brest,6.04,253,,,2(8)
El Bilal Touré,Reims,6.04,91,,,1(2)
Jason Berthomier,Clermont Foot,6.04,21,,,0(2)
Alan Do Marcolino,Rennes,6.03,16,,,0(3)
Kévin Keben,Toulouse,6.03,357,,,4(7)
Christopher Wooh,Lens,6.02,3,,,0(1)
Isaak Touré,Marseille,6.02,66,,,0(5)
Yanis Begraoui,Toulouse,6.02,64,,,1(2)
Saïd Hamulic,Toulouse,6.01,101,,,0(6)
Alexandre LetellierPSG,Desconocido,6.01,10,,,0(1)
Amine Messoussa,Lille,6.0,1,,,0(1)
Andréa Dacourt,Nice,6.0,1,,,0(1)
Axel Guéguin,Montpellier,6.0,21,,,0(5)
Mohamed El Arouch,Lyon,6.0,1,,,0(1)
Paolo LebasAC,Ajaccio,6.0,55,,,0(1)
Romain Salin,Rennes,6.0,1,,,1
Simon Ramet,Lille,6.0,1,,,0(1)
Théo Trinker,Nice,6.0,1,,,0(1)
Danel Dongmo,Troyes,5.99,19,,,0(2)
Yoann TouzgharAC,Ajaccio,5.98,447,,,5(6)
Adrian Grbic,Lorient,5.98,23,,,0(2)
Ignatius Ganago,Lens,5.98,58,,,0(4)
Adam Buksa,Lens,5.98,94,,,0(8)
Moussa DjittéAC,Ajaccio,5.97,134,,,1(5)
Patrick Berg,Lens,5.97,22,,,0(3)
Anthony KhelifaAC,Ajaccio,5.97,9,,,0(2)
Dany Jean,Strasbourg,5.96,12,,,0(2)
Jason Mbock,Angers,5.95,23,,,0(2)
Salim Ben Seghir,Marseille,5.92,4,,,0(1)
François Mughe,Marseille,5.88,10,,,0(1)
François-Joseph SollacaroAC,Ajaccio,5.86,541,,,7
Ouparine Djoco,Clermont Foot,5.82,90,,,1
Mathis Hamdi,Troyes,5.78,68,,,0(2)
Pedro Mendes,Montpellier,5.72,12,,,0(1)
Léo Jardim,Lille,5.66,540,,,6
Christian Mawissa,Toulouse,5.65,97,,,1(1)
