Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
525,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36,1987,25,1259,50,41.1,14.0,14,74,4,11,20,8,1.40,20,21,-1,-0.07,+0.13,Matches
526,Niclas Thiede,de GER,GK,Bochum,24,1999,0,,,,,0,,0,0,,20,,,,,,,Matches
527,Jan Thielmann,de GER,"FW,MF",Köln,21,2002,22,1579,72,51.6,17.5,20,76,7,2,29,1,0.86,8,18,-10,-0.57,+0.77,Matches
528,Denis Thomalla,de GER,MF,Heidenheim,30,1992,21,446,21,14.6,5.0,3,68,0,18,13,5,1.24,9,10,-1,-0.20,-0.06,Matches
529,Phillip Tietz,de GER,FW,Augsburg,26,1997,34,2382,70,77.8,26.5,31,74,4,3,30,0,1.15,41,45,-4,-0.15,+0.65,Matches
530,Steffen Tigges,de GER,FW,Köln,25,1998,25,727,29,23.8,8.1,6,69,1,19,17,4,0.88,9,10,-1,-0.12,+1.07,Matches
531,Umut Tohumcu,de GER,MF,Hoffenheim,18,2004,20,1011,51,33.0,11.2,12,67,2,8,26,6,1.40,22,17,+5,+0.45,+0.66,Matches
532,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21,2002,26,1032,40,33.7,11.5,11,63,0,15,23,2,1.08,11,20,-9,-0.78,-0.52,Matches
533,Fabio Torsiello,it ITA,FW,Darmstadt 98,18,2005,10,156,16,5.1,1.7,1,45,0,9,12,7,0.10,2,5,-3,-1.73,-0.09,Matches
534,Lucas Tousart,fr FRA,MF,Union Berlin,26,1997,23,1572,68,51.4,17.5,18,80,10,5,28,3,0.83,11,28,-17,-0.97,-0.49,Matches
535,Omar Traoré,de GER,DF,Heidenheim,25,1998,31,2472,80,80.8,27.5,29,83,19,2,38,1,1.13,43,46,-3,-0.11,+0.20,Matches
536,Kevin Trapp,de GER,GK,Eintracht Frankfurt,33,1990,32,2880,90,94.1,32.0,32,90,32,0,,0,1.34,47,48,-1,-0.03,-1.03,Matches
537,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,36,1987,26,1646,63,53.8,18.3,19,79,8,7,20,6,0.88,15,33,-18,-0.98,-0.54,Matches
538,Tuta,br BRA,"DF,MF",Eintracht Frankfurt,24,1999,30,2600,87,85.0,28.9,30,87,22,0,,1,1.40,43,42,+1,+0.03,+0.03,Matches
539,Lukas Ullrich,de GER,DF,Gladbach,19,2004,4,47,12,1.5,0.5,0,,0,4,12,2,0.00,0,3,-3,-5.74,-5.51,Matches
540,Sven Ulreich,de GER,GK,Bayern Munich,34,1988,11,990,90,32.4,11.0,11,90,11,0,,21,2.09,30,12,+18,+1.64,+0.29,Matches
541,Deniz Undav,de GER,"FW,MF",Stuttgart,27,1996,30,2089,70,68.3,23.2,23,83,8,7,27,0,2.20,53,27,+26,+1.12,-0.08,Matches
542,Dayot Upamecano,fr FRA,DF,Bayern Munich,24,1998,25,1762,70,57.6,19.6,19,82,14,6,34,3,1.92,43,28,+15,+0.77,-1.59,Matches
543,Mark Uth,de GER,"MF,FW",Köln,31,1991,11,373,34,12.2,4.1,3,65,0,8,22,2,0.91,6,9,-3,-0.72,+0.25,Matches
544,Josha Vagnoman,de GER,"MF,DF",Stuttgart,22,2000,18,1183,66,38.7,13.1,12,85,7,6,28,0,2.17,25,19,+6,+0.46,-1.13,Matches
545,Ruben Vargas,ch SUI,"MF,FW",Augsburg,24,1998,31,1962,63,64.1,21.8,25,72,3,6,26,0,1.16,32,41,-9,-0.41,-0.33,Matches
546,Miloš Veljković,rs SRB,DF,Werder Bremen,27,1995,23,1920,83,62.7,21.3,21,88,19,2,36,1,1.04,33,40,-7,-0.33,-0.41,Matches
547,Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,22,2001,13,593,46,19.4,6.6,7,60,0,6,28,2,1.00,7,10,-3,-0.46,+0.35,Matches
548,Oscar Vilhelmsson,se SWE,FW,Darmstadt 98,19,2003,26,1374,53,44.9,15.3,16,73,5,10,21,2,0.31,12,37,-25,-1.64,+0.02,Matches
549,Kevin Vogt,de GER,DF,Union Berlin,31,1991,16,1323,83,43.2,14.7,16,83,13,0,,0,0.88,8,22,-14,-0.95,-0.38,Matches
550,Kevin Vogt,de GER,DF,Hoffenheim,31,1991,16,1319,82,43.1,14.7,14,88,13,2,42,0,1.50,32,27,+5,+0.34,+0.60,Matches
551,Kevin Volland,de GER,"FW,MF",Union Berlin,31,1992,26,1345,52,44.0,14.9,17,68,3,9,22,1,1.12,13,22,-9,-0.60,+0.24,Matches
552,Aster Vranckx,be BEL,MF,Wolfsburg,20,2002,24,1153,48,37.7,12.8,12,84,9,12,13,3,1.21,13,24,-11,-0.86,-0.67,Matches
553,Simon Walde,de GER,DF,Gladbach,18,2005,0,,,,,0,,0,0,,3,,,,,,,Matches
554,Luca Waldschmidt,de GER,MF,Köln,27,1996,22,1146,52,37.5,12.7,14,68,2,8,25,0,0.86,11,19,-8,-0.63,+0.50,Matches
555,Kjell-Arik Wätjen,de GER,MF,Dortmund,17,2006,2,105,53,3.4,1.2,1,90,1,1,15,3,1.50,5,1,+4,+3.43,+2.79,Matches
556,Wout Weghorst,nl NED,FW,Hoffenheim,30,1992,28,1977,71,64.6,22.0,24,79,12,4,20,1,1.57,40,37,+3,+0.14,+0.39,Matches
557,Julian Weigl,de GER,MF,Gladbach,27,1995,31,2764,89,90.3,30.7,31,89,29,0,,0,0.97,53,63,-10,-0.33,-0.02,Matches
558,Nelson Weiper,de GER,FW,Mainz 05,18,2005,5,124,25,4.1,1.4,1,69,0,4,14,2,1.00,1,3,-2,-1.45,-1.15,Matches
559,Mitchell Weiser,de GER,MF,Werder Bremen,29,1994,30,2636,88,86.1,29.3,30,88,26,0,,1,1.20,43,45,-2,-0.07,+0.78,Matches
560,Noah Weißhaupt,de GER,MF,Freiburg,21,2001,24,759,32,24.8,8.4,6,82,3,18,15,3,1.04,13,15,-2,-0.24,+0.19,Matches
561,Timo Werner,de GER,"MF,FW",RB Leipzig,27,1996,8,207,26,6.8,2.3,2,62,0,6,14,4,2.00,6,4,+2,+0.87,-0.27,Matches
562,Silvan Widmer,ch SUI,"MF,DF",Mainz 05,30,1993,20,1242,62,40.6,13.8,13,82,4,7,26,5,1.25,16,19,-3,-0.22,+0.23,Matches
563,Lasse Wilhelm,de GER,DF,Mainz 05,20,2003,0,,,,,0,,0,0,,4,,,,,,,Matches
564,Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,22,2001,14,589,42,19.2,6.5,8,61,0,6,17,4,1.36,14,8,+6,+0.92,+1.68,Matches
565,Jonas Wind,dk DEN,FW,Wolfsburg,24,1999,34,2651,78,86.6,29.5,31,84,16,3,16,0,1.09,38,47,-9,-0.31,+1.01,Matches
566,Frederik Winther,dk DEN,DF,Augsburg,22,2001,0,,,,,0,,0,0,,3,,,,,,,Matches
567,Florian Wirtz,de GER,MF,Leverkusen,20,2003,32,2372,74,77.5,26.4,26,85,9,6,29,0,2.63,68,19,+49,+1.86,-0.23,Matches
568,Maximilian Wittek,de GER,"MF,DF",Bochum,27,1995,21,1070,51,35.0,11.9,13,73,6,8,15,11,0.81,14,36,-22,-1.85,-1.40,Matches
569,Maximilian Wöber,at AUT,DF,Gladbach,25,1998,25,2066,83,67.5,23.0,24,85,17,1,21,0,0.96,45,46,-1,-0.04,+0.86,Matches
570,Marius Wolf,de GER,DF,Dortmund,28,1995,22,1166,53,38.1,13.0,12,82,9,10,19,10,1.95,30,22,+8,+0.62,-0.19,Matches
571,Nick Woltemade,de GER,"FW,MF",Werder Bremen,21,2002,30,1189,40,38.9,13.2,12,73,1,18,18,3,1.37,20,17,+3,+0.23,+0.66,Matches
572,Jeong Woo-yeong,kr KOR,MF,Stuttgart,23,1999,26,633,24,20.7,7.0,5,75,1,21,12,0,2.12,19,9,+10,+1.42,+0.35,Matches
573,Granit Xhaka,ch SUI,MF,Leverkusen,30,1992,33,2821,85,92.2,31.3,32,88,24,1,21,0,2.70,78,21,+57,+1.82,-1.19,Matches
574,Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24,1999,19,1453,76,47.5,16.1,16,88,14,3,13,0,1.95,37,22,+15,+0.93,-0.42,Matches
575,Bryan Zaragoza,es ESP,MF,Bayern Munich,21,2001,7,183,26,6.0,2.0,1,74,0,6,18,6,1.29,4,6,-2,-0.98,-2.58,Matches
576,Robin Zentner,de GER,GK,Mainz 05,28,1994,30,2700,90,88.2,30.0,30,90,30,0,,0,1.10,38,48,-10,-0.33,+0.17,Matches
577,Cedric Zesiger,ch SUI,DF,Wolfsburg,25,1998,23,1634,71,53.4,18.2,18,84,14,5,24,10,1.35,20,32,-12,-0.66,-0.47,Matches
578,Michael Zetterer,de GER,GK,Werder Bremen,28,1995,27,2430,90,79.4,27.0,27,90,27,0,,7,1.33,36,37,-1,-0.04,+0.68,Matches
579,Christoph Zimmermann,de GER,DF,Darmstadt 98,30,1993,19,1220,64,39.9,13.6,12,81,8,7,35,5,0.42,8,34,-26,-1.92,-0.45,Matches
580,Leopold Zingerle,de GER,GK,RB Leipzig,29,1994,0,,,,,0,,0,0,,10,,,,,,,Matches
581,Simon Zoller,de GER,"FW,MF",Bochum,32,1991,1,45,45,1.5,0.5,0,,0,1,45,0,0.00,0,3,-3,-6.00,-5.13,Matches
582,Lovro Zvonarek,hr CRO,MF,Bayern Munich,18,2005,5,163,33,5.3,1.8,1,89,0,4,19,9,2.40,2,4,-2,-1.10,-2.69,Matches
583,Marcel Łubik,pl POL,GK,Augsburg,19,2004,0,,,,,0,,0,0,,3,,,,,,,Matches
