Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
20,Charles Aránguiz,cl CHI,MF,Leverkusen,33,1989,10,493,49,16.1,5.5,4,60,0,6,42,0,0.80,7,10,-3,-0.55,-0.93,Matches
21,Maximilian Arnold,de GER,MF,Wolfsburg,28,1994,32,2767,86,90.4,30.7,32,86,24,0,,0,1.47,53,44,+9,+0.29,+0.29,Matches
22,Takuma Asano,jp JPN,"MF,FW",Bochum,27,1994,25,1713,69,56.0,19.0,21,75,4,4,33,0,0.88,24,38,-14,-0.74,+0.47,Matches
23,Fisnik Asllani,xk KVX,FW,Hoffenheim,19,2002,8,167,21,5.5,1.9,0,,0,8,21,2,0.38,1,3,-2,-1.08,-0.86,Matches
24,Noah Atubolu,de GER,GK,Freiburg,20,2002,0,,,,,0,,0,0,,8,,,,,,,Matches
25,Mehmet Aydin,de GER,"MF,DF",Schalke 04,20,2002,16,567,35,18.5,6.3,3,78,1,13,26,9,0.75,5,12,-7,-1.11,-0.06,Matches
26,Ayman Azhil,ma MAR,MF,Leverkusen,21,2001,1,1,1,0.0,0.0,0,,0,1,1,10,3.00,0,0,0,0.00,-0.24,Matches
27,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,27,1995,23,927,40,30.3,10.3,8,81,3,15,19,3,1.22,13,17,-4,-0.39,-0.89,Matches
28,Sanoussy Ba,de GER,FW,RB Leipzig,18,2004,1,1,1,0.0,0.0,0,,0,1,1,18,3.00,0,0,0,0.00,-0.68,Matches
29,Elias Bakatukanda,de GER,DF,Köln,18,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
30,Mitchel Bakker,nl NED,"MF,DF",Leverkusen,22,2000,28,1659,59,54.2,18.4,19,80,11,9,15,4,1.50,33,28,+5,+0.27,+0.08,Matches
31,Ridle Baku,de GER,"DF,MF",Wolfsburg,24,1998,33,2580,78,84.3,28.7,29,86,23,4,25,0,1.48,52,41,+11,+0.38,+0.76,Matches
32,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,23,584,25,19.1,6.5,3,76,0,20,18,10,1.43,12,11,+1,+0.15,+0.23,Matches
33,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,31,2141,69,70.0,23.8,25,81,14,6,21,2,1.39,41,36,+5,+0.21,+0.80,Matches
34,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,7,398,57,13.0,4.4,6,59,0,1,45,3,0.57,3,8,-5,-1.13,-0.89,Matches
35,Maximilian Bauer,de GER,DF,Augsburg,22,2000,27,1846,68,60.3,20.5,20,84,17,7,25,6,1.11,25,41,-16,-0.78,-0.41,Matches
36,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34,3060,90,100.0,34.0,34,90,34,0,,0,1.06,48,57,-9,-0.26,,Matches
37,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,8,562,70,18.4,6.2,6,82,3,2,37,9,1.38,7,10,-3,-0.48,-1.06,Matches
38,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,16,554,35,18.1,6.2,3,90,3,13,22,11,0.69,9,17,-8,-1.30,-0.83,Matches
39,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,22,1999,33,2567,78,83.9,28.5,33,78,14,0,,0,1.09,40,49,-9,-0.32,-0.32,Matches
40,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,25,1996,2,20,10,0.7,0.2,0,,0,2,10,8,1.50,0,0,0,0.00,+0.62,Matches
41,Luca Bazzoli,de GER,"DF,MF",Stuttgart,21,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
42,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,28,1994,19,1416,75,46.3,15.7,17,79,6,2,39,0,0.95,21,25,-4,-0.25,+0.02,Matches
43,Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,34,2554,75,83.5,28.4,33,76,4,1,33,0,1.82,41,32,+9,+0.32,-0.39,Matches
44,Kevin Behrens,de GER,FW,Union Berlin,31,1991,33,1535,47,50.2,17.1,17,71,1,16,21,0,1.85,30,23,+7,+0.41,+0.06,Matches
45,Stefan Bell,de GER,DF,Mainz 05,30,1991,30,2395,80,78.3,26.6,26,88,22,4,30,2,1.40,43,40,+3,+0.11,+0.65,Matches
46,Karim Bellarabi,de GER,MF,Leverkusen,32,1990,8,85,11,2.8,0.9,1,45,0,7,6,8,1.50,0,1,-1,-1.06,-1.33,Matches
47,Jude Bellingham,eng ENG,MF,Dortmund,19,2003,31,2691,87,87.9,29.9,30,89,28,1,25,1,2.06,73,40,+33,+1.10,-0.36,Matches
48,Ramy Bensebaini,dz ALG,DF,Gladbach,27,1995,28,2481,89,81.1,27.6,28,89,22,0,,0,1.43,44,40,+4,+0.15,+1.23,Matches
49,Tom Berger,de GER,MF,Werder Bremen,21,2001,0,,,,,0,,0,0,,6,,,,,,,Matches
50,Mergim Berisha,de GER,FW,Augsburg,24,1998,23,1679,73,54.9,18.7,20,81,9,3,19,0,1.22,24,32,-8,-0.43,+0.42,Matches
51,Jordan Beyer,de GER,DF,Gladbach,22,2000,0,,,,,0,,0,0,,2,,,,,,,Matches
52,Bartosz Białek,pl POL,FW,Wolfsburg,20,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
53,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,9,265,29,8.7,2.9,0,,0,9,29,10,1.11,5,11,-6,-2.04,-1.94,Matches
54,Tom Bischof,de GER,MF,Hoffenheim,17,2005,11,315,29,10.3,3.5,3,62,0,8,16,10,0.45,6,7,-1,-0.29,-0.02,Matches
55,Leonardo Bittencourt,de GER,MF,Werder Bremen,28,1993,25,1629,65,53.2,18.1,22,71,4,3,26,1,1.12,26,27,-1,-0.06,+0.70,Matches
56,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26,2340,90,76.5,26.0,26,90,26,0,,7,2.00,48,29,+19,+0.73,+0.23,Matches
57,Daley Blind,nl NED,DF,Bayern Munich,32,1990,4,134,34,4.4,1.5,1,90,1,3,15,15,2.25,3,5,-2,-1.34,-3.07,Matches
58,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,16,467,29,15.3,5.2,5,61,0,11,15,13,0.44,5,12,-7,-1.35,-0.65,Matches
59,Ben Bobzien,de GER,"FW,MF",Mainz 05,19,2003,0,,,,,0,,0,0,,6,,,,,,,Matches
60,Jean-Paul Boëtius,sr SUR,MF,Hertha BSC,28,1994,21,1050,50,34.3,11.7,10,74,3,11,28,3,1.05,13,23,-10,-0.86,-0.10,Matches
61,Tarsis Bonga,de GER,"FW,MF",Bochum,25,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
62,Yvandro Borges Sanches,lu LUX,MF,Gladbach,18,2004,3,28,9,0.9,0.3,0,,0,3,9,10,1.33,1,2,-1,-3.21,-3.15,Matches
63,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,26,1928,74,63.0,21.4,23,82,18,3,11,7,1.54,41,31,+10,+0.47,+0.55,Matches
64,Rafael Borré,co COL,"MF,FW",Eintracht Frankfurt,26,1995,32,1078,34,35.2,12.0,10,68,2,22,18,1,1.44,12,21,-9,-0.75,-1.43,Matches
65,Julian Brandt,de GER,MF,Dortmund,26,1996,32,2397,75,78.3,26.6,29,80,12,3,27,0,2.09,66,28,+38,+1.43,+1.29,Matches
66,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15,1350,90,44.1,15.0,15,90,15,0,,18,1.13,23,23,0,0.00,+0.63,Matches
67,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,6,271,45,8.9,3.0,3,74,0,3,17,6,1.17,2,5,-3,-1.00,-1.38,Matches
68,John Brooks,us USA,DF,Hoffenheim,29,1993,15,1350,90,44.1,15.0,15,90,15,0,,2,1.13,23,28,-5,-0.33,-0.12,Matches
69,Moritz Broschinski,de GER,FW,Bochum,21,2000,11,213,19,7.0,2.4,0,,0,11,19,3,1.09,5,4,+1,+0.42,+1.47,Matches
70,Maximilian Brüll,de GER,GK,Gladbach,19,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
71,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,28,2315,83,75.7,25.7,28,83,18,0,,0,0.79,22,54,-32,-1.24,-0.76,Matches
72,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,12,328,27,10.7,3.6,3,67,0,9,14,5,1.25,5,8,-3,-0.82,-0.63,Matches
73,Lee Buchanan,eng ENG,MF,Werder Bremen,21,2001,21,472,22,15.4,5.2,2,74,0,19,17,9,1.00,15,8,+7,+1.33,+2.03,Matches
74,Marius Bülter,de GER,"MF,FW",Schalke 04,29,1993,33,2598,79,84.9,28.9,30,83,20,3,34,0,0.91,29,60,-31,-1.07,-0.10,Matches
75,Delano Burgzorg,sr SUR,"FW,MF",Mainz 05,23,1998,13,244,19,8.0,2.7,0,,0,13,19,11,1.08,3,5,-2,-0.74,-0.77,Matches
76,Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,11,533,48,17.4,5.9,7,59,0,4,29,0,1.18,7,12,-5,-0.84,-0.99,Matches
77,Oliver Burke,sct SCO,FW,Werder Bremen,25,1997,15,268,18,8.8,3.0,1,58,0,14,15,3,1.20,11,7,+4,+1.34,+1.89,Matches
78,Jakob Busk,dk DEN,GK,Union Berlin,28,1993,0,,,,,0,,0,0,,5,,,,,,,Matches
79,Aurélio Buta,pt POR,MF,Eintracht Frankfurt,25,1997,18,1318,73,43.1,14.6,15,83,7,3,26,1,1.11,19,21,-2,-0.14,-0.55,Matches
80,Anthony Caci,fr FRA,"MF,DF",Mainz 05,25,1997,31,2033,66,66.4,22.6,23,83,14,8,16,3,1.26,38,38,0,0.00,+0.09,Matches
81,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,3,63,21,2.1,0.7,0,,0,3,21,1,0.33,0,2,-2,-2.86,-1.84,Matches
82,Daniel Caligiuri,it ITA,MF,Augsburg,34,1988,13,290,22,9.5,3.2,2,74,1,11,13,20,0.85,2,10,-8,-2.48,-2.06,Matches
83,Emre Can,de GER,MF,Dortmund,28,1994,27,1900,70,62.1,21.1,20,87,17,7,24,5,1.96,55,30,+25,+1.18,+0.10,Matches
84,João Cancelo,pt POR,"DF,MF",Bayern Munich,28,1994,15,1012,67,33.1,11.2,11,80,5,4,32,1,2.07,28,16,+12,+1.07,-0.78,Matches
85,Irvin Cardona,mt MLT,"FW,MF",Augsburg,24,1997,10,318,32,10.4,3.5,0,,0,10,32,2,0.40,6,9,-3,-0.85,-0.26,Matches
86,Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34,3060,90,100.0,34.0,34,90,34,0,,0,1.44,57,48,+9,+0.26,,Matches
87,Julian Chabot,de GER,DF,Köln,24,1998,21,1803,86,58.9,20.0,21,86,18,0,,5,1.38,30,24,+6,+0.30,+1.09,Matches
88,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,32,1990,6,86,14,2.8,1.0,0,,0,6,14,25,2.17,1,5,-4,-4.19,-4.49,Matches
89,Justin Che,us USA,DF,Hoffenheim,18,2003,0,,,,,0,,0,0,,2,,,,,,,Matches
90,Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,3,66,22,2.2,0.7,1,62,0,2,2,23,1.33,0,1,-1,-1.36,-1.00,Matches
91,Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33,2970,90,97.1,33.0,33,90,33,0,,1,0.79,40,68,-28,-0.85,-1.85,Matches
92,Darko Churlinov,mk MKD,"FW,MF",Stuttgart,22,2000,1,27,27,0.9,0.3,0,,0,1,27,0,1.00,0,0,0,0.00,+0.36,Matches
93,Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,11,672,61,22.0,7.5,10,63,1,1,45,1,0.73,7,18,-11,-1.47,-0.87,Matches
94,Caden Clark,us USA,MF,RB Leipzig,19,2003,0,,,,,0,,0,0,,5,,,,,,,Matches
95,David Čolina,hr CRO,"DF,MF",Augsburg,22,2000,7,166,24,5.4,1.8,0,,0,7,24,5,0.14,0,6,-6,-3.25,-2.79,Matches
96,Kingsley Coman,fr FRA,MF,Bayern Munich,26,1996,24,1409,59,46.0,15.7,16,71,2,8,35,3,2.17,43,11,+32,+2.04,+0.84,Matches
97,Danny da Costa,de GER,MF,Mainz 05,29,1993,23,1236,54,40.4,13.7,14,75,5,9,21,4,1.35,21,22,-1,-0.07,-0.07,Matches
98,Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,1,45,45,1.5,0.5,0,,0,1,45,10,1.00,1,3,-2,-4.00,-5.22,Matches
99,Tanguy Coulibaly,fr FRA,MF,Stuttgart,21,2001,14,326,23,10.7,3.6,0,,0,14,23,8,1.00,11,6,+5,+1.38,+1.94,Matches
100,Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,5,100,20,3.3,1.1,0,,0,5,20,10,2.00,2,2,0,0.00,-0.27,Matches
101,Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,21,933,44,30.5,10.4,8,73,2,13,27,6,1.29,20,16,+4,+0.39,+0.94,Matches
102,Finn Dahmen,de GER,GK,Mainz 05,24,1998,8,720,90,23.5,8.0,8,90,8,0,,26,1.38,17,16,+1,+0.12,+0.20,Matches
103,Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,9,337,37,11.0,3.7,4,65,1,5,15,6,2.11,10,3,+7,+1.87,+0.81,Matches
104,Muhammed Damar,de GER,MF,Hoffenheim,18,2004,6,159,27,5.2,1.8,1,45,0,5,23,9,0.33,3,5,-2,-1.13,-0.91,Matches
105,Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,20,2002,17,947,56,30.9,10.5,11,78,6,6,15,9,1.06,12,20,-8,-0.76,+0.05,Matches
106,Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,3,31,10,1.0,0.3,0,,0,3,10,7,0.67,1,1,0,0.00,+0.80,Matches
107,Alphonso Davies,ca CAN,"DF,MF",Bayern Munich,21,2000,26,2042,79,66.7,22.7,24,82,17,2,38,0,1.92,59,25,+34,+1.50,-0.27,Matches
108,Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,6,298,50,9.7,3.3,4,69,1,2,11,4,1.00,2,11,-9,-2.72,-2.72,Matches
109,Kerem Demirbay,de GER,MF,Leverkusen,29,1993,25,1544,62,50.5,17.2,17,79,7,8,26,7,1.36,25,26,-1,-0.06,-0.59,Matches
110,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,30,2366,79,77.3,26.3,30,79,15,0,,0,1.00,32,47,-15,-0.57,+0.21,Matches
111,Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,9,696,77,22.7,7.7,8,85,7,1,14,1,1.22,14,19,-5,-0.65,+0.53,Matches
112,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,33,2699,82,88.2,30.0,33,82,16,0,,0,1.52,49,39,+10,+0.33,+0.83,Matches
113,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,8,478,60,15.6,5.3,5,87,4,3,14,12,2.75,11,4,+7,+1.32,+0.76,Matches
114,Justin Diehl,de GER,MF,Köln,17,2004,2,17,9,0.6,0.2,0,,0,2,9,2,1.50,0,0,0,0.00,+0.15,Matches
115,Tim-Justin Dietrich,de GER,MF,Werder Bremen,19,2002,0,,,,,0,,0,0,,5,,,,,,,Matches
116,Florian Dietz,de GER,FW,Köln,23,1998,11,395,36,12.9,4.4,4,62,0,7,21,0,1.27,9,10,-1,-0.23,-0.09,Matches
117,Florian Dimmer,de GER,GK,Gladbach,17,2005,0,,,,,0,,0,0,,3,,,,,,,Matches
118,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,21,2000,19,1063,56,34.7,11.8,10,84,4,9,25,3,1.79,24,19,+5,+0.42,+0.38,Matches
119,Eren Dinkçi,de GER,MF,Werder Bremen,20,2001,17,231,14,7.5,2.6,0,,0,17,14,9,0.76,3,11,-8,-3.12,-2.96,Matches
120,Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,33,2424,73,79.2,26.9,30,77,5,3,34,0,1.79,45,34,+11,+0.41,+0.97,Matches
121,Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,25,2216,89,72.4,24.6,25,89,23,0,,4,1.84,37,26,+11,+0.45,+0.23,Matches
122,Kasper Dolberg,dk DEN,FW,Hoffenheim,24,1997,13,402,31,13.1,4.5,4,60,1,9,18,2,0.38,6,14,-8,-1.79,-1.76,Matches
123,Niklas Dorsch,de GER,MF,Augsburg,24,1998,11,483,44,15.8,5.4,5,75,3,6,18,1,1.18,5,11,-6,-1.12,-0.59,Matches
124,Damion Downs,us USA,FW,Köln,18,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
125,Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,18,1128,63,36.9,12.5,16,69,2,2,16,1,1.06,19,27,-8,-0.64,-0.03,Matches
126,Dominick Drexler,de GER,MF,Schalke 04,32,1990,27,1366,51,44.6,15.2,16,68,3,11,25,0,0.89,18,33,-15,-0.99,+0.13,Matches
127,Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,34,2852,84,93.2,31.7,34,84,19,0,,0,1.06,41,57,-16,-0.50,-1.80,Matches
128,Ondrej Duda,sk SVK,MF,Köln,27,1994,13,689,53,22.5,7.7,9,62,0,4,33,2,1.08,11,15,-4,-0.52,-0.48,Matches
129,Julien Duranville,be BEL,FW,Dortmund,16,2006,1,29,29,0.9,0.3,0,,0,1,29,1,1.00,2,0,+2,+6.21,+5.11,Matches
130,Maximilian Eggestein,de GER,MF,Freiburg,25,1996,31,2451,79,80.1,27.2,27,87,17,4,25,1,1.71,36,34,+2,+0.07,-0.67,Matches
131,Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,10,241,24,7.9,2.7,2,63,0,8,15,16,0.90,6,6,0,0.00,+0.38,Matches
132,Kingsley Ehizibue,nl NED,DF,Köln,27,1995,1,61,61,2.0,0.7,1,61,0,0,,1,1.00,1,2,-1,-1.48,-1.36,Matches
133,Julian Eitschberger,de GER,"DF,MF",Hertha BSC,18,2004,1,1,1,0.0,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,+0.79,Matches
134,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,20,890,45,29.1,9.9,9,69,1,11,24,0,0.90,9,12,-3,-0.30,+0.69,Matches
135,Nico Elvedi,ch SUI,DF,Gladbach,25,1996,32,2826,88,92.4,31.4,32,88,30,0,,0,1.22,48,52,-4,-0.13,-0.51,Matches
136,Wataru Endo,jp JPN,MF,Stuttgart,29,1993,33,2922,89,95.5,32.5,33,89,30,0,,0,1.00,43,54,-11,-0.34,+0.31,Matches
137,Arne Engels,be BEL,MF,Augsburg,18,2003,18,1440,80,47.1,16.0,18,80,11,0,,0,1.06,18,32,-14,-0.87,-0.49,Matches
138,Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1,90,90,2.9,1.0,1,90,1,0,,30,3.00,2,1,+1,+1.00,+1.85,Matches
139,Michael Esser,de GER,GK,Bochum,34,1987,0,,,,,0,,0,0,,26,,,,,,,Matches
140,Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,1,8,8,0.3,0.1,0,,0,1,8,3,0.00,0,0,0,0.00,-0.21,Matches
141,Ralf Fährmann,de GER,GK,Schalke 04,33,1988,12,1025,85,33.5,11.4,12,85,11,0,,15,1.25,11,13,-2,-0.18,+1.33,Matches
142,Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,19,1450,76,47.4,16.1,16,86,14,3,25,1,0.95,18,27,-9,-0.56,+0.11,Matches
143,Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,32,2437,76,79.6,27.1,28,84,17,4,20,2,1.41,47,45,+2,+0.07,+0.51,Matches
144,Kilian Fischer,de GER,DF,Wolfsburg,21,2000,10,502,50,16.4,5.6,5,86,2,5,14,15,2.20,6,8,-2,-0.36,-0.75,Matches
145,Mark Flekken,nl NED,GK,Freiburg,29,1993,34,3060,90,100.0,34.0,34,90,34,0,,0,1.74,51,44,+7,+0.21,,Matches
146,Florian Flick,de GER,MF,Schalke 04,22,2000,8,512,64,16.7,5.7,5,85,4,3,30,7,0.63,6,12,-6,-1.05,0.00,Matches
147,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,30,1482,49,48.4,16.5,16,72,2,14,23,3,1.87,28,26,+2,+0.12,-1.08,Matches
148,Philipp Förster,de GER,MF,Bochum,27,1995,25,1309,52,42.8,14.5,15,72,2,10,23,6,1.12,23,28,-5,-0.34,+1.04,Matches
149,Timothy Fosu-Mensah,nl NED,MF,Leverkusen,24,1998,11,191,17,6.2,2.1,1,53,0,10,14,19,2.27,5,2,+3,+1.41,+1.26,Matches
150,Raphael Framberger,de GER,"MF,DF",Augsburg,26,1995,3,176,59,5.8,2.0,2,80,0,1,17,8,0.33,2,6,-4,-2.05,-1.51,Matches
151,Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,5,227,45,7.4,2.5,3,71,0,2,7,10,1.80,3,5,-2,-0.79,-1.14,Matches
152,Oscar Fraulo,dk DEN,MF,Gladbach,18,2003,2,8,4,0.3,0.1,0,,0,2,4,13,0.00,0,0,0,0.00,+0.09,Matches
153,Michael Frey,ch SUI,FW,Schalke 04,28,1994,15,868,58,28.4,9.6,10,74,1,5,25,4,1.00,8,19,-11,-1.14,-0.11,Matches
154,Marco Friedl,at AUT,DF,Werder Bremen,24,1998,30,2594,86,84.8,28.8,30,86,27,0,,0,1.07,45,54,-9,-0.31,+0.46,Matches
155,Marvin Friedrich,de GER,DF,Gladbach,26,1995,23,1248,54,40.8,13.9,13,90,13,10,8,10,1.30,27,29,-2,-0.14,-0.09,Matches
156,Jeremie Frimpong,nl NED,"MF,DF",Leverkusen,21,2000,34,2708,80,88.5,30.1,32,82,16,2,41,0,1.47,50,40,+10,+0.33,+0.84,Matches
157,Chris Führich,de GER,"MF,FW",Stuttgart,24,1998,33,1884,57,61.6,20.9,21,72,1,12,31,0,0.91,27,35,-8,-0.38,-0.08,Matches
158,Angelo Fulgini,nc NCL,MF,Mainz 05,25,1996,16,525,33,17.2,5.8,5,56,0,11,22,2,1.19,5,11,-6,-1.03,-1.21,Matches
159,Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,28,2477,88,80.9,27.5,28,88,26,0,,1,1.18,41,46,-5,-0.18,+1.05,Matches
160,Cristian Gamboa,cr CRC,DF,Bochum,32,1989,19,1477,78,48.3,16.4,17,82,8,2,42,3,0.79,15,37,-22,-1.34,-0.77,Matches
161,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,26,1996,16,247,15,8.1,2.7,0,,0,16,15,4,0.75,3,10,-7,-2.55,-1.75,Matches
162,Dario Gebuhr,de GER,DF,Eintracht Frankfurt,19,2003,1,21,21,0.7,0.2,0,,0,1,21,5,0.00,0,0,0,0.00,-0.18,Matches
163,Linus Gechter,de GER,DF,Hertha BSC,18,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
164,Dennis Geiger,de GER,MF,Hoffenheim,24,1998,27,1952,72,63.8,21.7,27,72,6,0,,1,1.26,31,37,-6,-0.28,-0.03,Matches
165,Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,29,1866,64,61.0,20.7,22,79,12,7,18,0,1.62,37,25,+12,+0.58,+0.80,Matches
166,Niko Gießelmann,de GER,MF,Union Berlin,30,1991,26,1302,50,42.5,14.5,14,82,7,12,12,6,1.88,23,13,+10,+0.69,+0.54,Matches
167,Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23,2070,90,67.6,23.0,23,90,23,0,,0,1.17,28,41,-13,-0.57,+0.16,Matches
168,Matthias Ginter,de GER,DF,Freiburg,28,1994,34,3060,90,100.0,34.0,34,90,34,0,,0,1.74,51,44,+7,+0.21,,Matches
169,Jamie Gittens,eng ENG,"MF,FW",Dortmund,17,2004,15,533,36,17.4,5.9,4,59,0,11,27,3,2.53,19,7,+12,+2.03,+1.06,Matches
170,Nicolas Glaus,ch SUI,GK,Stuttgart,20,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
171,Serge Gnabry,de GER,"MF,FW",Bayern Munich,27,1995,34,1941,57,63.4,21.6,22,74,9,12,26,0,2.09,59,21,+38,+1.76,+0.48,Matches
