Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
28,Aliou Badara Baldé,gn GUI,FW,Bochum,21,2002,5,91,18,3.0,1.0,0,,0,5,18,1,0.00,0,2,-2,-1.98,-1.01,Matches
29,Ridle Baku,de GER,MF,RB Leipzig,26,1998,19,1275,67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,Matches
30,Ridle Baku,de GER,MF,Wolfsburg,26,1998,15,1170,78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,Matches
31,Samuel Bamba,de GER,FW,Bochum,20,2004,5,27,5,0.9,0.3,0,,0,5,5,8,0.60,0,1,-1,-3.33,-2.35,Matches
32,Noahkai Banks,us USA,DF,Augsburg,17,2006,8,278,35,9.1,3.1,2,74,0,6,22,12,2.13,1,2,-1,-0.32,+0.16,Matches
33,Scott Banks,sct SCO,MF,St Pauli,22,2001,12,116,10,3.8,1.3,0,,0,12,10,10,0.92,1,2,-1,-0.78,-0.41,Matches
34,Aymen Barkok,ma MAR,MF,Mainz 05,26,1998,4,73,18,2.4,0.8,0,,0,4,18,10,1.00,2,2,0,0.00,-0.36,Matches
35,Michy Batshuayi,be BEL,FW,Eintracht Frankfurt,30,1993,10,300,30,9.8,3.3,3,53,0,7,20,4,1.00,4,4,0,0.00,-0.72,Matches
36,Daniel Batz,de GER,GK,Mainz 05,33,1991,0,,,,,0,,0,0,,7,,,,,,,Matches
37,Maximilian Bauer,de GER,DF,Augsburg,24,2000,11,658,60,21.5,7.3,8,77,6,3,15,7,1.27,9,16,-7,-0.96,-0.62,Matches
38,Oliver Baumann,de GER,GK,Hoffenheim,34,1990,28,2520,90,82.4,28.0,28,90,28,0,,0,0.93,35,53,-18,-0.64,+0.02,Matches
39,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,24,1999,31,1610,52,52.6,17.9,18,76,7,13,19,1,1.58,21,29,-8,-0.45,-1.25,Matches
40,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,30,1994,1,9,9,0.3,0.1,0,,0,1,9,0,0.00,0,1,-1,-10.00,-9.38,Matches
41,Adrian Beck,de GER,"MF,FW",Heidenheim,27,1997,32,1598,50,52.2,17.8,18,73,4,14,20,1,0.91,22,29,-7,-0.39,+0.84,Matches
42,Timo Becker,de GER,"DF,MF",Holstein Kiel,27,1997,30,2445,82,79.9,27.2,28,84,23,2,42,1,0.73,41,65,-24,-0.88,+0.14,Matches
43,Hannes Behrens,de GER,DF,Hoffenheim,19,2005,1,29,29,0.9,0.3,0,,0,1,29,1,0.00,0,0,0,0.00,+0.65,Matches
44,Kevin Behrens,de GER,FW,Wolfsburg,33,1991,18,170,9,5.6,1.9,0,,0,18,9,14,1.33,6,4,+2,+1.06,+1.06,Matches
45,Maximilian Beier,de GER,"MF,FW",Dortmund,21,2002,29,1591,55,52.0,17.7,17,75,6,12,27,1,1.55,39,24,+15,+0.85,+0.54,Matches
46,Eba Bekir Is,de GER,MF,Eintracht Frankfurt,15,2008,0,,,,,0,,0,0,,1,,,,,,,Matches
47,Stefan Bell,de GER,DF,Mainz 05,32,1991,18,1436,80,46.9,16.0,15,82,9,3,67,5,1.61,29,19,+10,+0.63,+0.52,Matches
48,Jeanuël Belocian,fr FRA,DF,Leverkusen,19,2005,5,68,14,2.2,0.8,1,45,0,4,6,5,2.60,2,4,-2,-2.65,-3.58,Matches
49,László Bénes,sk SVK,"MF,FW",Union Berlin,26,1997,23,589,26,19.2,6.5,3,72,1,20,19,7,1.13,5,9,-4,-0.61,-0.17,Matches
50,Ramy Bensebaini,dz ALG,DF,Dortmund,29,1995,31,2022,65,66.1,22.5,23,80,14,8,22,0,1.84,50,29,+21,+0.93,+1.02,Matches
51,Mergim Berisha,de GER,FW,Hoffenheim,26,1998,11,333,30,10.9,3.7,3,48,0,8,24,2,0.73,8,11,-3,-0.81,-0.18,Matches
52,Mergim Berisha,de GER,FW,Augsburg,26,1998,2,40,20,1.3,0.4,0,,0,2,20,1,0.50,0,1,-1,-2.25,-1.80,Matches
53,Bernardo,br BRA,DF,Bochum,29,1995,21,1782,85,58.2,19.8,19,90,19,2,36,0,1.10,20,26,-6,-0.30,+1.67,Matches
54,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25,1998,19,1263,66,41.3,14.0,15,75,4,4,34,1,0.79,21,30,-9,-0.64,+0.46,Matches
55,Matúš Bero,sk SVK,MF,Bochum,28,1995,30,2565,86,83.8,28.5,29,87,22,1,45,0,0.83,29,47,-18,-0.63,+2.28,Matches
56,Jan-Niklas Beste,de GER,"DF,MF",Freiburg,25,1999,12,212,18,6.9,2.4,0,,0,12,18,1,1.83,5,2,+3,+1.27,+1.49,Matches
57,Bartosz Białek,pl POL,FW,Wolfsburg,22,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
58,El Bilal Touré,ml MLI,FW,Stuttgart,22,2001,12,356,30,11.6,4.0,3,67,0,9,17,1,1.42,9,7,+2,+0.51,+0.21,Matches
59,Tom Bischof,de GER,MF,Hoffenheim,19,2005,31,2559,83,83.6,28.4,30,85,19,1,15,0,0.94,35,52,-17,-0.60,+0.30,Matches
60,Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,27,982,36,32.1,10.9,10,70,2,17,17,4,1.41,18,26,-8,-0.73,-0.95,Matches
61,Myron Boadu,nl NED,FW,Bochum,23,2001,19,1042,55,34.1,11.6,11,70,2,8,34,3,0.42,16,26,-10,-0.86,+0.21,Matches
62,Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,13,593,46,19.4,6.6,6,69,1,7,26,9,2.08,20,9,+11,+1.67,-0.37,Matches
63,Victor Boniface,ng NGA,FW,Leverkusen,23,2000,19,1008,53,32.9,11.2,12,75,0,7,16,5,2.00,23,11,+12,+1.07,+0.33,Matches
64,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,15,788,53,25.8,8.8,8,90,8,7,10,4,1.47,18,19,-1,-0.11,-0.23,Matches
65,Carlo Boukhalfa,ma MAR,MF,St Pauli,25,1999,25,1646,66,53.8,18.3,19,81,5,6,19,7,1.08,15,20,-5,-0.27,+0.24,Matches
66,Julian Brandt,de GER,MF,Dortmund,28,1996,30,2303,77,75.3,25.6,28,82,10,2,10,0,1.70,49,40,+9,+0.35,-0.96,Matches
67,Fabian Bredlow,de GER,GK,Stuttgart,29,1995,0,,,,,0,,0,0,,34,,,,,,,Matches
68,Tim Breithaupt,de GER,MF,Augsburg,22,2002,2,120,60,3.9,1.3,2,60,0,0,,13,0.50,2,4,-2,-1.50,-1.07,Matches
69,Maximilian Breunig,de GER,FW,Heidenheim,23,2000,13,350,27,11.4,3.9,2,70,0,11,19,6,0.77,5,9,-4,-1.03,-0.26,Matches
70,Bennit Bröger,de GER,MF,Wolfsburg,18,2006,0,,,,,0,,0,0,,4,,,,,,,Matches
71,Moritz Broschinski,de GER,"FW,MF",Bochum,23,2000,33,1390,42,45.4,15.4,15,70,0,18,19,1,0.76,11,37,-26,-1.68,-1.25,Matches
72,Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,21,2003,26,1947,75,63.6,21.6,22,84,12,4,26,2,1.77,45,27,+18,+0.83,+0.51,Matches
73,Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,25,1998,12,400,33,13.1,4.4,3,79,0,9,18,3,0.92,7,10,-3,-0.68,-0.03,Matches
74,Jacob Bruun Larsen,dk DEN,MF,Stuttgart,25,1998,15,414,28,13.5,4.6,3,70,0,12,17,2,1.40,8,7,+1,+0.22,-0.12,Matches
75,Emi Buendía,ar ARG,MF,Leverkusen,27,1996,11,257,23,8.4,2.9,3,55,0,8,12,4,2.00,4,4,0,0.00,-0.93,Matches
76,Marius Bülter,de GER,"MF,FW",Hoffenheim,31,1993,25,1729,69,56.5,19.2,22,74,7,3,31,0,0.92,34,40,-6,-0.31,+0.77,Matches
77,Jan Bürger,de GER,DF,Wolfsburg,17,2007,0,,,,,0,,0,0,,1,,,,,,,Matches
78,Jonathan Burkardt,de GER,FW,Mainz 05,24,2000,29,2109,73,68.9,23.4,28,74,9,1,24,0,1.59,42,32,+10,+0.43,+0.24,Matches
79,Oliver Burke,sct SCO,FW,Werder Bremen,27,1997,25,908,36,29.7,10.1,9,78,3,16,13,4,1.48,16,13,+3,+0.30,+0.55,Matches
80,Marnon Busch,de GER,"DF,MF",Heidenheim,29,1994,23,1396,61,45.6,15.5,15,80,8,8,24,8,1.09,13,26,-13,-0.84,-0.08,Matches
81,Jakob Busk,dk DEN,GK,Hoffenheim,30,1993,0,,,,,0,,0,0,,4,,,,,,,Matches
82,Anthony Caci,fr FRA,MF,Mainz 05,27,1997,33,2684,81,87.7,29.8,33,81,11,0,,0,1.55,54,38,+16,+0.54,+1.49,Matches
83,Cole Campbell,us USA,FW,Dortmund,18,2006,4,22,6,0.7,0.2,0,,0,4,6,8,0.75,0,0,0,0.00,-0.59,Matches
84,Emre Can,de GER,"DF,MF",Dortmund,30,1994,31,2105,68,68.8,23.4,23,85,19,8,18,0,1.71,43,33,+10,+0.43,-0.51,Matches
85,Tiago Cardoso,lu LUX,GK,Gladbach,18,2006,5,380,76,12.4,4.2,4,90,4,1,20,6,2.00,7,3,+4,+0.95,+1.15,Matches
86,Abdoulie Ceesay,gm GAM,FW,St Pauli,20,2004,7,60,9,2.0,0.7,0,,0,7,9,7,0.43,2,1,+1,+1.50,+1.92,Matches
87,Julian Chabot,de GER,DF,Stuttgart,26,1998,31,2269,73,74.2,25.2,27,82,18,4,12,0,1.55,47,38,+9,+0.36,+0.13,Matches
88,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,19,2005,21,1130,54,36.9,12.6,13,80,8,8,12,7,1.38,14,14,0,0.00,-0.23,Matches
89,Fares Chaïbi,dz ALG,MF,Eintracht Frankfurt,21,2002,26,1013,39,33.1,11.3,10,71,1,16,19,4,1.77,22,21,+1,+0.09,-0.83,Matches
90,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,34,1990,3,24,8,0.8,0.3,0,,0,3,8,7,2.33,0,1,-1,-3.75,-4.43,Matches
91,Anrie Chase,jp JPN,DF,Stuttgart,20,2004,12,734,61,24.0,8.2,7,90,7,5,21,3,1.58,16,12,+4,+0.49,+0.22,Matches
92,Arthur Chaves,br BRA,DF,Hoffenheim,23,2001,26,2185,84,71.4,24.3,24,88,20,2,42,2,1.12,34,46,-12,-0.49,+0.53,Matches
93,Fabio Chiarodia,it ITA,DF,Gladbach,19,2005,16,379,24,12.4,4.2,3,79,1,13,11,17,1.56,6,10,-4,-0.95,-1.02,Matches
94,Carney Chukwuemeka,at AUT,MF,Dortmund,20,2003,10,253,25,8.3,2.8,1,69,0,9,20,1,2.50,13,2,+11,+3.91,+3.62,Matches
95,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26,1998,28,2109,75,68.9,23.4,25,80,7,3,37,3,1.36,23,22,+1,+0.04,+1.65,Matches
96,Nnamdi Collins,de GER,"DF,MF",Eintracht Frankfurt,20,2004,24,1489,62,48.7,16.5,15,84,11,9,26,7,1.96,36,18,+18,+1.09,+0.86,Matches
97,Kingsley Coman,fr FRA,MF,Bayern Munich,28,1996,28,1282,46,41.9,14.2,14,69,2,14,23,0,2.57,49,5,+44,+3.09,+1.92,Matches
98,Sirlord Conteh,de GER,"MF,FW",Heidenheim,28,1996,29,892,31,29.2,9.9,4,58,0,25,26,4,0.69,14,27,-13,-1.31,-0.73,Matches
99,Danny da Costa,de GER,DF,Mainz 05,31,1993,25,2006,80,65.6,22.3,25,80,19,0,,7,1.56,35,26,+9,+0.40,+0.15,Matches
100,Abdoul Coulibaly,de GER,DF,Werder Bremen,17,2007,0,,,,,0,,0,0,,1,,,,,,,Matches
101,Yan Couto,br BRA,"DF,MF",Dortmund,22,2002,21,895,43,29.2,9.9,8,78,3,13,21,8,1.67,21,19,+2,+0.20,-0.55,Matches
102,Patrice Čović,hr CRO,MF,Werder Bremen,17,2007,0,,,,,0,,0,0,,6,,,,,,,Matches
103,Nicolas Cozza,fr FRA,DF,Wolfsburg,25,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
104,Tomáš Čvančara,cz CZE,"MF,FW",Gladbach,23,2000,28,831,30,27.2,9.2,7,76,2,21,14,5,1.25,12,21,-9,-0.97,-1.26,Matches
105,Finn Dahmen,de GER,GK,Augsburg,26,1998,19,1710,90,55.9,19.0,19,90,19,0,,10,1.42,18,19,-1,-0.05,+0.95,Matches
106,Thomas Dähne,de GER,GK,Holstein Kiel,30,1994,9,810,90,26.5,9.0,9,90,9,0,,25,0.89,12,19,-7,-0.78,+0.18,Matches
107,Mahmoud Dahoud,de GER,MF,Eintracht Frankfurt,28,1996,9,364,40,11.9,4.0,3,71,1,6,25,16,1.89,14,9,+5,+1.24,+0.67,Matches
108,Ameen Al-Dakhil,be BEL,DF,Stuttgart,22,2002,7,432,62,14.1,4.8,6,70,1,1,11,7,1.00,10,6,+4,+0.83,+0.59,Matches
109,Bence Dárdai,hu HUN,MF,Wolfsburg,18,2006,21,1304,62,42.6,14.5,16,75,3,5,20,13,1.52,22,24,-2,-0.14,-0.34,Matches
110,Lukas Daschner,de GER,"FW,MF",Bochum,25,1998,14,412,29,13.5,4.6,3,61,0,11,21,4,0.43,5,11,-6,-1.31,-0.36,Matches
111,Alphonso Davies,ca CAN,DF,Bayern Munich,23,2000,19,1560,82,51.0,17.3,17,89,13,2,28,2,2.58,52,15,+37,+2.13,+0.33,Matches
112,David Deger,de GER,MF,Augsburg,24,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
113,Olivier Deman,be BEL,"DF,FW",Werder Bremen,24,2000,9,67,7,2.2,0.7,0,,0,9,7,6,2.00,1,0,+1,+1.34,+1.46,Matches
114,Ermedin Demirović,ba BIH,FW,Stuttgart,26,1998,34,1855,55,60.6,20.6,20,79,6,14,20,0,1.47,40,32,+8,+0.39,+0.16,Matches
115,Justin Diehl,de GER,MF,Stuttgart,19,2004,6,104,17,3.4,1.2,0,,0,6,17,3,1.17,5,3,+2,+1.73,+1.46,Matches
116,Eric Dier,eng ENG,DF,Bayern Munich,30,1994,21,1463,70,47.8,16.3,16,88,14,5,11,13,2.33,43,17,+26,+1.60,-0.71,Matches
117,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,23,2000,7,293,42,9.6,3.3,3,61,0,4,28,2,1.57,7,5,+2,+0.61,-0.04,Matches
118,Eren Dinkçi,de GER,MF,Freiburg,22,2001,23,1196,52,39.1,13.3,13,72,3,10,26,2,1.52,19,18,+1,+0.08,+0.32,Matches
119,Ritsu Doan,jp JPN,MF,Freiburg,26,1998,34,2862,84,93.5,31.8,33,86,18,1,33,0,1.62,48,47,+1,+0.03,+2.30,Matches
120,Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34,3060,90,100.0,34.0,34,90,34,0,,0,1.18,36,50,-14,-0.41,,Matches
121,Niklas Dorsch,de GER,MF,Augsburg,26,1998,1,32,32,1.0,0.4,0,,0,1,32,0,1.00,0,0,0,0.00,+0.48,Matches
122,Niklas Dorsch,de GER,MF,Heidenheim,26,1998,22,1335,61,43.6,14.8,19,67,1,3,21,1,0.95,15,25,-10,-0.67,+0.21,Matches
123,Patrick Drewes,de GER,GK,Bochum,31,1993,21,1890,90,61.8,21.0,21,90,21,0,,12,0.62,19,46,-27,-1.29,-0.75,Matches
124,Tim Drexler,de GER,DF,Hoffenheim,19,2005,8,357,45,11.7,4.0,5,54,1,3,29,3,1.00,5,12,-7,-1.76,-1.27,Matches
125,Stefan Drljača,de GER,GK,Stuttgart,25,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
126,Marvin Ducksch,de GER,FW,Werder Bremen,30,1994,32,2418,76,79.0,26.9,30,79,9,2,20,0,1.50,41,41,0,0.00,+0.42,Matches
127,Julien Duranville,be BEL,MF,Dortmund,18,2006,12,283,24,9.2,3.1,2,51,0,10,18,17,1.42,4,6,-2,-0.64,-1.35,Matches
128,Adam Dźwigała,pl POL,DF,St Pauli,28,1995,16,373,23,12.2,4.1,2,61,0,14,18,15,0.88,3,9,-6,-1.45,-1.21,Matches
129,Johannes Eggestein,de GER,FW,St Pauli,26,1998,27,1853,69,60.6,20.6,22,82,3,5,11,5,1.00,16,25,-9,-0.44,-0.14,Matches
130,Maximilian Eggestein,de GER,MF,Freiburg,27,1996,33,2845,86,93.0,31.6,33,86,23,0,,1,1.67,46,50,-4,-0.13,-0.13,Matches
131,Vitus Eicher,de GER,GK,Heidenheim,33,1990,0,,,,,0,,0,0,,19,,,,,,,Matches
132,Hugo Ekitike,fr FRA,FW,Eintracht Frankfurt,22,2002,33,2563,78,83.8,28.5,31,81,9,2,25,0,1.73,54,36,+18,+0.63,-0.09,Matches
133,Agon Elezi,mk MKD,MF,Bochum,23,2001,0,,,,,0,,0,0,,2,,,,,,,Matches
134,Elif Elmas,mk MKD,"FW,MF",RB Leipzig,24,1999,2,44,22,1.4,0.5,0,,0,2,22,10,1.50,0,0,0,0.00,-0.15,Matches
135,Rodney Elongo-Yombo,de GER,"FW,MF",Dortmund,23,2001,0,,,,,0,,0,0,,2,,,,,,,Matches
136,Nico Elvedi,ch SUI,DF,Gladbach,27,1996,25,2135,85,69.8,23.7,25,85,22,0,,2,1.28,35,38,-3,-0.13,-0.22,Matches
137,Marcel Engelhardt,de GER,GK,Holstein Kiel,31,1993,0,,,,,0,,0,0,,7,,,,,,,Matches
138,Arne Engels,be BEL,FW,Augsburg,20,2003,1,79,79,2.6,0.9,1,79,0,0,,0,1.00,2,2,0,0.00,+0.48,Matches
139,Patrick Erras,de GER,DF,Holstein Kiel,29,1995,10,832,83,27.2,9.2,10,83,8,0,,0,0.40,8,22,-14,-1.51,-0.83,Matches
140,Samuel Essende,cd COD,FW,Augsburg,26,1998,30,1636,55,53.5,18.2,21,67,3,9,25,1,1.30,16,37,-21,-1.16,-1.47,Matches
141,Frank Feller,de GER,GK,Heidenheim,20,2004,2,121,61,4.0,1.3,1,90,1,1,31,14,2.00,3,0,+3,+2.23,+3.15,Matches
142,Noah Fenyő,hu HUN,MF,Eintracht Frankfurt,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches
143,Kilian Fischer,de GER,DF,Wolfsburg,23,2000,32,2297,72,75.1,25.5,29,78,12,3,15,0,1.22,36,46,-10,-0.39,-1.81,Matches
144,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,28,1996,27,1832,68,59.9,20.4,22,80,17,5,13,6,0.74,24,45,-21,-1.03,-0.59,Matches
145,Marco Friedl,at AUT,DF,Werder Bremen,26,1998,26,2161,83,70.6,24.0,25,86,20,1,9,0,1.69,38,26,+12,+0.50,+2.00,Matches
146,Marvin Friedrich,de GER,DF,Gladbach,28,1995,22,989,45,32.3,11.0,9,90,9,13,14,9,1.73,18,15,+3,+0.27,+0.49,Matches
147,Jeremie Frimpong,nl NED,MF,Leverkusen,23,2000,33,2314,70,75.6,25.7,25,84,10,8,28,1,2.06,53,33,+20,+0.78,-0.31,Matches
148,Chris Führich,de GER,MF,Stuttgart,26,1998,33,1981,60,64.7,22.0,23,76,5,10,24,0,1.52,39,29,+10,+0.45,+0.37,Matches
149,Shiō Fukuda,jp JPN,FW,Gladbach,20,2004,6,60,10,2.0,0.7,0,,0,6,10,18,0.00,2,4,-2,-3.00,-3.00,Matches
150,Cristian Gamboa,cr CRC,MF,Bochum,34,1989,12,226,19,7.4,2.5,1,45,0,11,16,18,0.75,3,10,-7,-2.79,-1.93,Matches
151,Aleix García,es ESP,MF,Leverkusen,27,1997,28,1455,52,47.5,16.2,17,78,9,11,12,6,2.11,31,27,+4,+0.25,-1.15,Matches
152,Viggo Gebel,de GER,MF,RB Leipzig,16,2007,1,14,14,0.5,0.2,0,,0,1,14,15,0.00,1,1,0,0.00,-0.15,Matches
153,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24,2000,24,1557,65,50.9,17.3,17,82,11,7,22,7,1.50,26,27,-1,-0.06,-0.42,Matches
154,Dennis Geiger,de GER,MF,Hoffenheim,26,1998,20,734,37,24.0,8.2,7,74,2,13,16,5,0.75,9,23,-14,-1.72,-1.41,Matches
155,Valentin Gendrey,fr FRA,"DF,MF",Hoffenheim,24,2000,22,1414,64,46.2,15.7,14,82,8,8,34,2,0.77,19,25,-6,-0.38,+0.49,Matches
156,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,30,1994,29,1518,52,49.6,16.9,15,81,11,14,22,2,1.41,28,27,+1,+0.06,0.00,Matches
157,Max Geschwill,de GER,DF,Holstein Kiel,23,2001,19,1282,67,41.9,14.2,13,84,8,6,31,10,0.74,17,33,-16,-1.12,-0.36,Matches
158,Dimitris Giannoulis,gr GRE,MF,Augsburg,28,1995,31,2650,85,86.6,29.4,31,85,25,0,,0,1.23,31,46,-15,-0.51,-0.29,Matches
159,Armin Gigovic,ba BIH,MF,Holstein Kiel,22,2002,31,1895,61,61.9,21.1,23,73,3,8,28,2,0.81,33,44,-11,-0.52,+1.02,Matches
160,Benedikt Gimber,de GER,DF,Heidenheim,27,1997,32,2671,83,87.3,29.7,32,83,23,0,,1,0.91,34,55,-21,-0.71,+0.68,Matches
161,Matthias Ginter,de GER,DF,Freiburg,30,1994,32,2561,80,83.7,28.5,28,87,27,4,28,1,1.63,43,42,+1,+0.04,+0.94,Matches
162,Jamie Gittens,eng ENG,MF,Dortmund,19,2004,32,1776,56,58.0,19.7,21,74,4,11,20,2,1.66,35,34,+1,+0.05,-1.28,Matches
163,Daniel Gleiber,de GER,MF,Mainz 05,19,2005,0,,,,,0,,0,0,,9,,,,,,,Matches
164,Serge Gnabry,de GER,"MF,FW",Bayern Munich,29,1995,27,1242,46,40.6,13.8,13,73,4,14,21,2,2.44,46,15,+31,+2.25,+0.46,Matches
165,Tidiam Gomis,fr FRA,FW,RB Leipzig,17,2006,8,152,19,5.0,1.7,1,66,0,7,12,6,1.13,3,2,+1,+0.59,+0.47,Matches
166,Leon Goretzka,de GER,MF,Bayern Munich,29,1995,26,1325,51,43.3,14.7,13,80,9,13,22,5,2.38,42,14,+28,+1.90,-0.12,Matches
167,Robin Gosens,de GER,MF,Union Berlin,30,1994,1,90,90,2.9,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,+0.48,Matches
168,Mario Götze,de GER,MF,Eintracht Frankfurt,32,1992,24,1542,64,50.4,17.1,18,77,4,6,26,4,1.83,30,20,+10,+0.58,-0.13,Matches
169,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33,1991,33,2944,89,96.2,32.7,33,89,32,0,,0,1.30,34,46,-12,-0.37,+2.74,Matches
170,Kamil Grabara,pl POL,GK,Wolfsburg,25,1999,29,2585,89,84.5,28.7,29,89,28,0,,0,1.17,50,49,+1,+0.03,-0.15,Matches
171,Jens Grahl,de GER,GK,Eintracht Frankfurt,35,1988,0,,,,,0,,0,0,,12,,,,,,,Matches
172,Paul Grave,de GER,GK,Bochum,23,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
173,Michael Gregoritsch,at AUT,FW,Freiburg,30,1994,20,639,32,20.9,7.1,5,73,1,15,18,8,1.25,15,13,+2,+0.28,+0.50,Matches
