Player_Name,Team,Rating,Mins,Goals,Assists,Apps
James Milner,Liverpool,6.34,893,,1.0,7(24)
Takehiro Tomiyasu,Arsenal,6.34,656,,1.0,6(15)
Billy Gilmour,Brighton,6.33,508,,1.0,7(7)
Lewis Miley,Newcastle,6.33,16,,,0(1)
Jamie Vardy,Leicester,6.33,1855,3.0,4.0,19(18)
Cédric Soares,Fulham,6.33,196,,,2(4)
Ben Godfrey,Everton,6.32,803,,1.0,10(3)
Hwang Hee-Chan,Wolves,6.32,1131,3.0,1.0,12(15)
Carlos Vinícius,Fulham,6.32,1102,5.0,2.0,11(17)
Jan Bednarek,Aston Villa,6.32,96,,,1(2)
Adam Smith,Bournemouth,6.32,2950,,1.0,34(3)
Alex Oxlade Chamberlain,Liverpool,6.32,335,1.0,,4(5)
Samuel Edozie,Southampton,6.31,559,,,5(12)
Lewis O'Brien,Nottingham Forest,6.31,581,1.0,,6(7)
Nampalys Mendy,Leicester,6.31,751,1.0,,7(12)
Mykhailo Mudryk,Chelsea,6.31,656,,2.0,7(8)
Fábio Vieira,Arsenal,6.31,502,1.0,2.0,3(19)
Leander Dendoncker,Aston Villa,6.31,690,,,7(13)
Alphonse Areola,West Ham,6.31,307,,,2(3)
Stuart Armstrong,Southampton,6.31,1405,2.0,1.0,14(18)
Rob Holding,Arsenal,6.31,562,1.0,,6(8)
Tom Cairney,Fulham,6.3,971,2.0,,6(27)
Chris Wood,Nottingham Forest,6.3,376,1.0,,5(2)
Elliot Anderson,Newcastle,6.3,396,,1.0,3(19)
Sam Greenwood,Leeds,6.3,413,1.0,2.0,3(15)
Daniel Iversen,Leicester,6.3,1080,,,12
Nathaniel Clyne,Crystal Palace,6.29,1642,,,19(3)
Chris Wood,Newcastle,6.29,440,2.0,,4(14)
Armando Broja,Chelsea,6.29,290,1.0,,2(10)
Yves Bissouma,Tottenham,6.29,1005,,,10(13)
Harry Toffolo,Nottingham Forest,6.28,935,,,9(10)
Darko Gyabi,Leeds,6.28,7,,,0(1)
Facundo Buonanotte,Brighton,6.28,565,1.0,1.0,6(7)
Albert Sambi Lokonga,Arsenal,6.28,196,,,2(4)
Jack Colback,Nottingham Forest,6.27,495,,,4(7)
Oriol Romeu,Southampton,6.27,75,,,1
Sékou Mara,Southampton,6.27,541,1.0,2.0,4(18)
