"Player,Unnamed: 1_level_1,Net Fixed P/W (USD),Net Fixed P/Y (USD),Net Bonus P/Y (USD),Net Total P/Y (USD),""Adj. Net Total P/Y (2026, USD)"",Status,Pos. DFKM,Age,Country,Club,Active,Loan"
"Maya Yoshida,,""$ 18,731"",""$ 974,020"",,""$ 974,020"",""$ 1,017,631"",Active,D,34,Japan,Schalke 04,,"
"Patrick Herrmann,,""$ 18,731"",""$ 974,020"",,""$ 974,020"",""$ 1,017,631"",Active,F,31,Germany,Monchengladbach,,"
"Exequiel Palacios,,""$ 18,731"",""$ 974,020"",,""$ 974,020"",""$ 1,017,631"",Active,M,24,Argentina,Bayer Leverkusen,,"
"Ermin Bicakcic,,""$ 18,731"",""$ 974,020"",,""$ 974,020"",""$ 1,017,631"",Active,D,33,Bosnia-Herzegovina,Hoffenheim,,"
"Karim Onisiwo,,""$ 18,731"",""$ 974,020"",,""$ 974,020"",""$ 1,017,631"",Active,F,30,Austria,Mainz,,"
"Leandro Barreiro Martins,,""$ 18,523"",""$ 963,198"",,""$ 963,198"",""$ 1,006,324"",Active,M,23,Luxembourg,Mainz,,"
"Odilon Kossounou,,""$ 17,899"",""$ 930,731"",,""$ 930,731"",""$ 972,403"",Active,D,22,Cote d'Ivoire,Bayer Leverkusen,,"
"Chidera Ejuke,,""$ 17,899"",""$ 930,731"",,""$ 930,731"",""$ 972,403"",Loan,F,25,Nigeria,Hertha Berlin,,"
"Jesper Lindström,,""$ 17,899"",""$ 930,731"",,""$ 930,731"",""$ 972,403"",Active,F,22,Denmark,Eintracht Frankfurt,,"
"Mitchel Bakker,,""$ 17,691"",""$ 919,908"",,""$ 919,908"",""$ 961,096"",Active,D,22,Netherlands,Bayer Leverkusen,,"
"André Hahn,,""$ 17,691"",""$ 919,908"",,""$ 919,908"",""$ 961,096"",Active,F,32,Germany,Augsburg,,"
"Robert Andrich,,""$ 17,691"",""$ 919,908"",,""$ 919,908"",""$ 961,096"",Active,M,28,Germany,Bayer Leverkusen,,"
"Josip Juranovic,,""$ 17,691"",""$ 919,908"",,""$ 919,908"",""$ 961,096"",Active,D,27,Croatia,Union Berlin,,"
"Daniel-Kofi Kyereh,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,F,26,Ghana,Freiburg,,"
"Danny da Costa,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,29,Germany,Mainz,,"
"Dan-Axel Zagadou,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,23,France,Stuttgart,,"
"Genki Haraguchi,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,F,31,Japan,Stuttgart,,"
"Tuta,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,23,Brazil,Eintracht Frankfurt,,"
"Chris Führich,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,F,25,Germany,Stuttgart,,"
"Kevin Akpoguma,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,28,Nigeria,Hoffenheim,,"
"Davie Selke,,""$ 16,650"",""$ 865,796"",""$ 292,206"",""$ 1,158,002"",""$ 1,209,850"",Active,F,28,Germany,Koln,,"
"Jérôme Roussillon,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,30,France,Union Berlin,,"
"John Anthony Brooks,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,30,United States,Hoffenheim,,"
"Robin Knoche,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,30,Germany,Union Berlin,,"
"Jonathan Burkardt,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,F,22,Germany,Mainz,,"
"Robin Zentner,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,K,28,Germany,Mainz,,"
"Christoph Baumgartner,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,F,23,Austria,Hoffenheim,,"
"Alexander Hack,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,29,Germany,Mainz,,"
"Marvin Plattenhardt,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,31,Germany,Hertha Berlin,,"
"Tony Jantschke,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,D,32,Germany,Monchengladbach,,"
"Randal Kolo Muani,,""$ 16,650"",""$ 865,796"",,""$ 865,796"",""$ 904,561"",Active,F,24,France,Eintracht Frankfurt,,"
"Niklas Stark,,""$ 15,817"",""$ 822,506"",,""$ 822,506"",""$ 859,333"",Active,D,27,Germany,Werder Bremen,,"
"Makoto Hasebe,,""$ 15,401"",""$ 800,861"",,""$ 800,861"",""$ 836,719"",Active,D,39,Japan,Eintracht Frankfurt,,"
"Éder Balanta,,""$ 15,401"",""$ 800,861"",,""$ 800,861"",""$ 836,719"",Loan,M,29,Colombia,Schalke 04,,"
"Florian Kainz,,""$ 15,401"",""$ 800,861"",,""$ 800,861"",""$ 836,719"",Active,F,30,Austria,Koln,,"
"Sheraldo Becker,,""$ 15,193"",""$ 790,039"",,""$ 790,039"",""$ 825,412"",Active,F,27,Suriname,Union Berlin,,"
"Elvis Rexhbecaj,,""$ 15,193"",""$ 790,039"",,""$ 790,039"",""$ 825,412"",Active,M,25,Germany,Augsburg,,"
"Micky van de Ven,,""$ 15,193"",""$ 790,039"",,""$ 790,039"",""$ 825,412"",Active,D,21,Netherlands,Wolfsburg,,"
"Bartol Franjic,,""$ 14,985"",""$ 779,216"",,""$ 779,216"",""$ 814,105"",Active,M,23,Croatia,Wolfsburg,,"
"Jeremie Frimpong,,""$ 14,569"",""$ 757,571"",,""$ 757,571"",""$ 791,491"",Active,D,22,Netherlands,Bayer Leverkusen,,"
"Nathan N'Goumou,,""$ 14,569"",""$ 757,571"",,""$ 757,571"",""$ 791,491"",Active,F,22,France,Monchengladbach,,"
"Florian Niederlechner,,""$ 14,569"",""$ 757,571"",""$ 108,224"",""$ 865,796"",""$ 904,561"",Active,F,32,Germany,Hertha Berlin,,"
"Grischa Prömel,,""$ 14,569"",""$ 757,571"",,""$ 757,571"",""$ 791,491"",Active,M,28,Germany,Hoffenheim,,"
"Stevan Jovetic,,""$ 14,361"",""$ 746,749"",,""$ 746,749"",""$ 780,184"",Active,F,33,Montenegro,Hertha Berlin,,"
"Julian Baumgartlinger,,""$ 13,736"",""$ 714,282"",,""$ 714,282"",""$ 746,263"",Active,M,35,Austria,Augsburg,,"
"Andrey Lunev,,""$ 13,736"",""$ 714,282"",,""$ 714,282"",""$ 746,263"",Active,K,31,Russia,Bayer Leverkusen,,"
"Evan N'Dicka,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,23,France,Eintracht Frankfurt,,"
"Omar Marmoush,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,F,23,Egypt,Wolfsburg,,"
"Jonjoe Kenny,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,25,England,Hertha Berlin,,"
"Stanley Nsoki,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,23,France,Hoffenheim,,"
"Frederik Rönnow,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,K,30,Denmark,Union Berlin,,"
"András Schäfer,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,M,23,Hungary,Union Berlin,,"
"Kevin-Prince Boateng,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,F,35,Ghana,Hertha Berlin,,"
"Milos Veljkovic,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,27,Serbia,Werder Bremen,,"
"Joe Scally,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,20,United States,Monchengladbach,,"
"Andreas Hanche-Olsen,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,26,Norway,Mainz,,"
"Pavao Pervan,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,K,35,Austria,Wolfsburg,,"
"Marcus Ingvartsen,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,F,27,Denmark,Mainz,,"
"Timothy Chandler,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,32,United States,Eintracht Frankfurt,,"
"Kingsley Schindler,,""$ 13,320"",""$ 692,637"",,""$ 692,637"",""$ 723,649"",Active,D,29,Germany,Koln,,"
"Paulo Otávio,,""$ 12,696"",""$ 660,169"",,""$ 660,169"",""$ 689,728"",Active,D,28,Brazil,Wolfsburg,,"
"Anthony Jung,,""$ 12,696"",""$ 660,169"",,""$ 660,169"",""$ 689,728"",Active,D,31,Germany,Werder Bremen,,"
"Nicolas Cozza,,""$ 12,696"",""$ 660,169"",,""$ 660,169"",""$ 689,728"",Active,D,24,France,Wolfsburg,,"
"Jakub Kaminski,,""$ 12,696"",""$ 660,169"",,""$ 660,169"",""$ 689,728"",Active,F,20,Poland,Wolfsburg,,"
"Hiroki Ito,,""$ 12,696"",""$ 660,169"",,""$ 660,169"",""$ 689,728"",Active,D,23,Japan,Stuttgart,,"
"Agustín Rogel,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,D,25,Uruguay,Hertha Berlin,,"
"Amine Adli,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,F,22,France,Bayer Leverkusen,,"
"Michael Gregoritsch,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,F,28,Austria,Freiburg,,"
"Sebastian Polter,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,F,31,Germany,Schalke 04,,"
"Ermedin Demirovic,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,F,24,Bosnia-Herzegovina,Augsburg,,"
"Silas Katompa Mvumpa,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,F,24,Democratic Republic of the Congo,Stuttgart,,"
"Luca Netz,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,D,19,Germany,Monchengladbach,,"
"Maxim Leitsch,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,D,24,Germany,Mainz,,"
"Patrick Wimmer,,""$ 12,487"",""$ 649,347"",,""$ 649,347"",""$ 678,421"",Active,F,21,Austria,Wolfsburg,,"
"Marc Oliver Kempf,,""$ 11,863"",""$ 616,880"",,""$ 616,880"",""$ 644,499"",Active,D,28,Germany,Hertha Berlin,,"
"Angelo Stiller,,""$ 11,863"",""$ 616,880"",,""$ 616,880"",""$ 644,499"",Active,M,21,Germany,Hoffenheim,,"
"Janik Haberer,,""$ 11,863"",""$ 616,880"",,""$ 616,880"",""$ 644,499"",Active,M,28,Germany,Union Berlin,,"
"Ivan Sunjic,,""$ 11,655"",""$ 606,057"",,""$ 606,057"",""$ 633,192"",Loan,M,26,Croatia,Hertha Berlin,,"
"Kristijan Jakic,,""$ 11,447"",""$ 595,235"",,""$ 595,235"",""$ 621,885"",Active,M,25,Croatia,Eintracht Frankfurt,,"
"Soumaïla Coulibaly,,""$ 11,447"",""$ 595,235"",,""$ 595,235"",""$ 621,885"",Active,D,19,France,Borussia Dortmund,,"
"Timo Baumgartl,,""$ 11,447"",""$ 595,235"",,""$ 595,235"",""$ 621,885"",Loan,D,26,Germany,Union Berlin,,"
"Morten Thorsby,,""$ 11,447"",""$ 595,235"",,""$ 595,235"",""$ 621,885"",Active,M,26,Norway,Union Berlin,,"
"Wilfried Kanga,,""$ 11,239"",""$ 584,412"",,""$ 584,412"",""$ 610,578"",Active,F,24,Cote d'Ivoire,Hertha Berlin,,"
"Jamie Leweling,,""$ 11,239"",""$ 584,412"",,""$ 584,412"",""$ 610,578"",Active,F,21,Germany,Union Berlin,,"
"Cédric Brunner,,""$ 11,239"",""$ 584,412"",,""$ 584,412"",""$ 610,578"",Active,D,28,Switzerland,Schalke 04,,"
"Christian Günter,,""$ 11,239"",""$ 584,412"",,""$ 584,412"",""$ 610,578"",Active,D,29,Germany,Freiburg,,"
"Tobias Strobl,,""$ 11,031"",""$ 573,590"",,""$ 573,590"",""$ 599,271"",Active,M,32,Germany,Augsburg,,"
"Iago,,""$ 11,031"",""$ 573,590"",,""$ 573,590"",""$ 599,271"",Active,D,25,Brazil,Augsburg,,"
"Arne Maier,,""$ 11,031"",""$ 573,590"",,""$ 573,590"",""$ 599,271"",Active,M,24,Germany,Augsburg,,"
"Tomas Koubek,,""$ 11,031"",""$ 573,590"",,""$ 573,590"",""$ 599,271"",Active,K,30,Czech Republic,Augsburg,,"
"Maximilian Mittelstädt,,""$ 10,822"",""$ 562,767"",,""$ 562,767"",""$ 587,964"",Active,D,25,Germany,Hertha Berlin,,"
"Rodrigo Zalazar,,""$ 10,822"",""$ 562,767"",,""$ 562,767"",""$ 587,964"",Active,F,23,Uruguay,Schalke 04,,"
"Mateu Morey Bauzà,,""$ 10,822"",""$ 562,767"",,""$ 562,767"",""$ 587,964"",Active,D,22,Spain,Borussia Dortmund,,"
"Maximilian Eggestein,,""$ 10,614"",""$ 551,945"",,""$ 551,945"",""$ 576,657"",Active,M,26,Germany,Freiburg,,"
"Dominique Heintz,,""$ 10,614"",""$ 551,945"",,""$ 551,945"",""$ 576,657"",Loan,D,29,Germany,Bochum,,"
"Niklas Dorsch,,""$ 10,406"",""$ 541,122"",,""$ 541,122"",""$ 565,350"",Active,M,25,Germany,Augsburg,,"
"Timothée Kolodziejczak,,""$ 10,406"",""$ 541,122"",,""$ 541,122"",""$ 565,350"",Active,D,31,France,Schalke 04,,"
"Vincenzo Grifo,,""$ 10,406"",""$ 541,122"",,""$ 541,122"",""$ 565,350"",Active,F,29,Italy,Freiburg,,"
"Filip Uremovic,,""$ 10,406"",""$ 541,122"",,""$ 541,122"",""$ 565,350"",Active,D,25,Croatia,Hertha Berlin,,"
"Tom Krauß,,""$ 10,406"",""$ 541,122"",,""$ 541,122"",""$ 565,350"",Loan,M,21,Germany,Schalke 04,,"
"Josha Vagnoman,,""$ 10,406"",""$ 541,122"",,""$ 541,122"",""$ 565,350"",Active,D,22,Germany,Stuttgart,,"
"Amos Pieper,,""$ 10,406"",""$ 541,122"",,""$ 541,122"",""$ 565,350"",Active,D,25,Germany,Werder Bremen,,"
"Anton Stach,,""$ 9,990"",""$ 519,478"",,""$ 519,478"",""$ 542,736"",Active,M,24,Germany,Mainz,,"
"Benno Schmitz,,""$ 9,990"",""$ 519,478"",,""$ 519,478"",""$ 542,736"",Active,D,28,Germany,Koln,,"
"Timothy Fosu-Mensah,,""$ 9,990"",""$ 519,478"",,""$ 519,478"",""$ 542,736"",Active,D,25,Netherlands,Bayer Leverkusen,,"
"Delano Burgzorg,,""$ 9,990"",""$ 519,478"",,""$ 519,478"",""$ 542,736"",Active,F,24,Netherlands,Mainz,,"
"Jean-Paul Boëtius,,""$ 9,990"",""$ 519,478"",,""$ 519,478"",""$ 542,736"",Active,F,28,Netherlands,Hertha Berlin,,"
"Jamie Bynoe-Gittens,,""$ 9,990"",""$ 519,478"",,""$ 519,478"",""$ 542,736"",Active,F,18,England,Borussia Dortmund,,"
"Nicolas Höfler,,""$ 9,990"",""$ 519,478"",,""$ 519,478"",""$ 542,736"",Active,M,32,Germany,Freiburg,,"
"Felix Passlack,,""$ 9,782"",""$ 508,655"",,""$ 508,655"",""$ 531,429"",Active,D,24,Germany,Borussia Dortmund,,"
"Alexander Schwolow,,""$ 9,782"",""$ 508,655"",,""$ 508,655"",""$ 531,429"",Loan,K,30,Germany,Schalke 04,,"
"Rubén Vargas,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,F,24,Switzerland,Augsburg,,"
"Lennart Grill,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Loan,K,24,Germany,Union Berlin,,"
"Manuel Riemann,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,K,34,Germany,Bochum,,"
"Aymen Barkok,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,M,24,Morocco,Mainz,,"
"Ritsu Doan,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,F,24,Japan,Freiburg,,"
"Kristian Pedersen,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,D,28,Denmark,Koln,,"
"Aïssa Laïdouni,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,M,26,Tunisia,Union Berlin,,"
"Levin Öztunali,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,M,26,Germany,Union Berlin,,"
"Dejan Ljubicic,,""$ 9,366"",""$ 487,010"",,""$ 487,010"",""$ 508,815"",Active,M,25,Austria,Koln,,"
"Jonathan Schmid,,""$ 8,949"",""$ 465,365"",,""$ 465,365"",""$ 486,201"",Active,D,32,France,Freiburg,,"
"Felix Uduokhai,,""$ 8,741"",""$ 454,543"",,""$ 454,543"",""$ 474,894"",Active,D,25,Germany,Augsburg,,"
"Reece Oxford,,""$ 8,741"",""$ 454,543"",,""$ 454,543"",""$ 474,894"",Active,D,24,England,Augsburg,,"
"Christian Groß,,""$ 8,533"",""$ 443,720"",,""$ 443,720"",""$ 463,587"",Active,M,34,Germany,Werder Bremen,,"
"Oscar Fraulo,,""$ 8,533"",""$ 443,720"",,""$ 443,720"",""$ 463,587"",Active,M,19,Denmark,Monchengladbach,,"
"Leo Greiml,,""$ 8,533"",""$ 443,720"",,""$ 443,720"",""$ 463,587"",Active,D,21,Austria,Schalke 04,,"
"Dion Beljo,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,F,20,Croatia,Augsburg,,"
"Gil Dias,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,F,26,Portugal,Stuttgart,,"
"Konstantinos Mavropanos,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,D,25,Greece,Stuttgart,,"
"Waldemar Anton,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,D,26,Germany,Stuttgart,,"
"Nils Petersen,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,F,34,Germany,Freiburg,,"
"Thomas Ouwejan,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,D,26,Netherlands,Schalke 04,,"
"Rafal Gikiewicz,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,K,35,Poland,Augsburg,,"
"Tobias Mohr,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,F,27,Germany,Schalke 04,,"
"Kilian Fischer,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,D,22,Germany,Wolfsburg,,"
"Kevin Paredes,,""$ 8,325"",""$ 432,898"",,""$ 432,898"",""$ 452,280"",Active,M,19,United States,Wolfsburg,,"
"Kelvin Yeboah,,""$ 8,325"",""$ 432,898"",""$ 108,224"",""$ 541,122"",""$ 565,350"",Loan,F,22,Italy,Augsburg,,"
"Peter Pekarik,,""$ 8,117"",""$ 422,076"",,""$ 422,076"",""$ 440,973"",Active,D,36,Slovakia,Hertha Berlin,,"
"Christopher Lenz,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,D,28,Germany,Eintracht Frankfurt,,"
"Kevin Behrens,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,F,32,Germany,Union Berlin,,"
"Jan Thielmann,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,F,20,Germany,Koln,,"
"Roland Sallai,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,F,25,Hungary,Freiburg,,"
"Kevin Stöger,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,F,29,Austria,Bochum,,"
"Marco Friedl,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,D,24,Austria,Werder Bremen,,"
"Paul Seguin,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,M,27,Germany,Union Berlin,,"
"Konstantinos Stafylidis,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,D,29,Greece,Bochum,,"
"Arthur,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,D,20,Brazil,Bayer Leverkusen,,"
"Ilia Gruev,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,M,22,Bulgaria,Werder Bremen,,"
"Julian Chabot,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,D,24,Germany,Koln,,"
"Kevin Möhwald,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,M,29,Germany,Union Berlin,,"
"Éric Ebimbe,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Loan,M,22,France,Eintracht Frankfurt,,"
"Pascal Stenzel,,""$ 7,909"",""$ 411,253"",,""$ 411,253"",""$ 429,666"",Active,D,26,Germany,Stuttgart,,"
"Noah Sarenren Bazee,,""$ 7,701"",""$ 400,431"",,""$ 400,431"",""$ 418,359"",Active,F,26,Germany,Augsburg,,"
"Sven Michel,,""$ 7,701"",""$ 400,431"",,""$ 400,431"",""$ 418,359"",Active,F,32,Germany,Union Berlin,,"
"Conor Noß,,""$ 7,492"",""$ 389,608"",,""$ 389,608"",""$ 407,052"",Active,F,22,Ireland,Monchengladbach,,"
"Steffen Tigges,,""$ 7,284"",""$ 378,786"",,""$ 378,786"",""$ 395,745"",Active,F,24,Germany,Koln,,"
"Wataru Endo,,""$ 7,284"",""$ 378,786"",,""$ 378,786"",""$ 395,745"",Active,M,29,Japan,Stuttgart,,"
"Lucas Höler,,""$ 7,284"",""$ 378,786"",,""$ 378,786"",""$ 395,745"",Active,F,28,Germany,Freiburg,,"
"Maximilian Bauer,,""$ 7,284"",""$ 378,786"",,""$ 378,786"",""$ 395,745"",Active,D,22,Germany,Augsburg,,"
"Erhan Masovic,,""$ 7,076"",""$ 367,963"",,""$ 367,963"",""$ 384,438"",Active,D,24,Serbia,Bochum,,"
"Borna Sosa,,""$ 7,076"",""$ 367,963"",,""$ 367,963"",""$ 384,438"",Active,D,25,Croatia,Stuttgart,,"
"Nikolas Nartey,,""$ 6,868"",""$ 357,141"",,""$ 357,141"",""$ 373,131"",Active,M,22,Denmark,Stuttgart,,"
"Tobias Sippel,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,K,34,Germany,Monchengladbach,,"
"Cristian Gamboa,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,D,33,Costa Rica,Bochum,,"
"Danilho Doekhi,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,D,24,Netherlands,Union Berlin,,"
"Sargis Adamyan,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,29,Armenia,Koln,,"
"Luca Pfeiffer,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,26,Germany,Stuttgart,,"
"Dimitrios Limnios,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,24,Greece,Koln,,"
"Gerrit Holtmann,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,27,Philippines,Bochum,,"
"Niko Gießelmann,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,D,31,Germany,Union Berlin,,"
"Örjan Nyland,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,K,32,Norway,Leipzig,,"
"Felix Agu,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,D,23,Germany,Werder Bremen,,"
"Jens Stage,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,M,26,Denmark,Werder Bremen,,"
"Philipp Förster,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,27,Germany,Bochum,,"
"Felix Nmecha,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,22,Germany,Wolfsburg,,"
"Benjamin Uphoff,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,K,29,Germany,Freiburg,,"
"Kenan Karaman,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,28,Turkey,Schalke 04,,"
"Pierre Kunde Malong,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Loan,M,27,Cameroon,Bochum,,"
"Simon Zoller,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,F,31,Germany,Bochum,,"
"Henning Matriciani,,""$ 6,660"",""$ 346,318"",,""$ 346,318"",""$ 361,824"",Active,D,23,Germany,Schalke 04,,"
"Alexander Meyer,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,K,31,Germany,Borussia Dortmund,,"
"Julien Duranville,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,F,16,Belgium,Borussia Dortmund,,"
"Mehmet Aydin,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,D,20,Germany,Schalke 04,,"
"Aurélio Buta,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,D,25,Portugal,Eintracht Frankfurt,,"
"Derry Scherhant,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,F,20,Germany,Hertha Berlin,,"
"Tolga Cigerci,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,M,30,Turkey,Hertha Berlin,,"
"Irvin Cardona,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,F,25,France,Augsburg,,"
"Fredrik Jensen,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,F,25,Finland,Augsburg,,"
"Nathanaël Mbuku,,""$ 6,244"",""$ 324,673"",,""$ 324,673"",""$ 339,210"",Active,F,20,France,Augsburg,,"
"Ansgar Knauff,,""$ 6,036"",""$ 313,851"",,""$ 313,851"",""$ 327,903"",Loan,F,21,Germany,Eintracht Frankfurt,,"
"Sergio Córdova,,""$ 6,036"",""$ 313,851"",,""$ 313,851"",""$ 327,903"",Active,F,25,Venezuela,Augsburg,,"
"Niklas Tauer,,""$ 6,036"",""$ 313,851"",,""$ 313,851"",""$ 327,903"",Loan,M,21,Germany,Schalke 04,,"
"Mamadou Doucouré,,""$ 6,036"",""$ 313,851"",,""$ 313,851"",""$ 327,903"",Active,D,24,France,Monchengladbach,,"
"Sepp van den Berg,,""$ 6,036"",""$ 313,851"",,""$ 313,851"",""$ 327,903"",Loan,D,21,Netherlands,Schalke 04,,"
"Keven Schlotterbeck,,""$ 6,036"",""$ 313,851"",,""$ 313,851"",""$ 327,903"",Loan,D,25,Germany,Bochum,,"
"Anthony Losilla,,""$ 6,036"",""$ 313,851"",,""$ 313,851"",""$ 327,903"",Active,M,36,France,Bochum,,"
