"Player,Unnamed: 1_level_1,Net Fixed P/W (USD),Net Fixed P/Y (USD),Net Bonus P/Y (USD),Net Total P/Y (USD),""Adj. Net Total P/Y (2026, USD)"",Status,Pos. DFKM,Age,Country,Club,Active,Loan"
"Harry Kane,,""$ 275,756"",""$ 14,339,296"",,""$ 14,339,296"",""$ 14,650,720"",Active,F,30,England,Bayern Munich,,"
"Felix Nmecha,,""$ 55,151"",""$ 2,867,859"",,""$ 2,867,859"",""$ 2,930,144"",Active,M,23,Germany,Borussia Dortmund,,"
"Nico Schlotterbeck,,""$ 52,029"",""$ 2,705,528"",,""$ 2,705,528"",""$ 2,764,287"",Active,D,24,Germany,Borussia Dortmund,,"
"Maximilian Eggestein,,""$ 52,029"",""$ 2,705,528"",,""$ 2,705,528"",""$ 2,764,287"",Active,M,27,Germany,Freiburg,,"
"Lovro Majer,,""$ 52,029"",""$ 2,705,528"",,""$ 2,705,528"",""$ 2,764,287"",Active,F,26,Croatia,Wolfsburg,,"
"Alassane Plea,,""$ 52,029"",""$ 2,705,528"",,""$ 2,705,528"",""$ 2,764,287"",Active,F,30,France,Monchengladbach,,"
"Florian Wirtz,,""$ 49,740"",""$ 2,586,484"",""$ 1,720,715"",""$ 4,307,200"",""$ 4,400,745"",Active,F,20,Germany,Bayer Leverkusen,,"
"Ramy Bensebaini,,""$ 49,740"",""$ 2,586,484"",,""$ 2,586,484"",""$ 2,642,658"",Active,D,28,Algeria,Borussia Dortmund,,"
"Christoph Baumgartner,,""$ 47,867"",""$ 2,489,085"",,""$ 2,489,085"",""$ 2,543,144"",Active,F,24,Austria,Leipzig,,"
"Jonas Hofmann,,""$ 47,867"",""$ 2,489,085"",,""$ 2,489,085"",""$ 2,543,144"",Active,F,31,Germany,Bayer Leverkusen,,"
"Amadou Haidara,,""$ 47,867"",""$ 2,489,085"",,""$ 2,489,085"",""$ 2,543,144"",Active,M,26,Mali,Leipzig,,"
"Granit Xhaka,,""$ 45,786"",""$ 2,380,864"",,""$ 2,380,864"",""$ 2,432,572"",Active,M,31,Switzerland,Bayer Leverkusen,,"
"Alexander Nübel,,""$ 45,786"",""$ 2,380,864"",,""$ 2,380,864"",""$ 2,432,572"",Loan,K,27,Germany,Stuttgart,,"
"Koen Casteels,,""$ 44,121"",""$ 2,294,287"",,""$ 2,294,287"",""$ 2,344,115"",Active,K,31,Belgium,Wolfsburg,,"
"Andrej Kramaric,,""$ 44,121"",""$ 2,294,287"",,""$ 2,294,287"",""$ 2,344,115"",Active,F,32,Croatia,Hoffenheim,,"
"Jeremie Frimpong,,""$ 44,121"",""$ 2,294,287"",,""$ 2,294,287"",""$ 2,344,115"",Active,D,23,Netherlands,Bayer Leverkusen,,"
"Xaver Schlager,,""$ 44,121"",""$ 2,294,287"",,""$ 2,294,287"",""$ 2,344,115"",Active,M,26,Austria,Leipzig,,"
"Florian Neuhaus,,""$ 43,705"",""$ 2,272,643"",,""$ 2,272,643"",""$ 2,322,001"",Active,M,26,Germany,Monchengladbach,,"
"Sacha Boey,,""$ 41,624"",""$ 2,164,422"",,""$ 2,164,422"",""$ 2,211,429"",Active,D,23,France,Bayern Munich,,"
"Salih Özcan,,""$ 41,624"",""$ 2,164,422"",,""$ 2,164,422"",""$ 2,211,429"",Active,M,26,Turkey,Borussia Dortmund,,"
"Mergim Berisha,,""$ 41,624"",""$ 2,164,422"",,""$ 2,164,422"",""$ 2,211,429"",Active,F,25,Germany,Hoffenheim,,"
"Robin Hack,,""$ 41,624"",""$ 2,164,422"",,""$ 2,164,422"",""$ 2,211,429"",Active,F,25,Germany,Monchengladbach,,"
"Maxence Lacroix,,""$ 39,959"",""$ 2,077,845"",,""$ 2,077,845"",""$ 2,122,972"",Active,D,23,France,Wolfsburg,,"
"Nico Elvedi,,""$ 39,542"",""$ 2,056,201"",,""$ 2,056,201"",""$ 2,100,858"",Active,D,27,Switzerland,Monchengladbach,,"
"Yannick Gerhardt,,""$ 39,542"",""$ 2,056,201"",,""$ 2,056,201"",""$ 2,100,858"",Active,M,29,Germany,Wolfsburg,,"
"Mario Götze,,""$ 38,710"",""$ 2,012,912"",""$ 865,769"",""$ 2,878,681"",""$ 2,941,201"",Active,F,31,Germany,Eintracht Frankfurt,,"
"Christoph Kramer,,""$ 38,710"",""$ 2,012,912"",,""$ 2,012,912"",""$ 2,056,629"",Active,M,32,Germany,Monchengladbach,,"
"Oliver Baumann,,""$ 38,710"",""$ 2,012,912"",,""$ 2,012,912"",""$ 2,056,629"",Active,K,33,Germany,Hoffenheim,,"
"Jadon Sancho,,""$ 38,710"",""$ 2,012,912"",,""$ 2,012,912"",""$ 2,056,629"",Loan,F,23,England,Borussia Dortmund,,"
"Kevin Trapp,,""$ 38,710"",""$ 2,012,912"",,""$ 2,012,912"",""$ 2,056,629"",Active,K,33,Germany,Eintracht Frankfurt,,"
"Joakim Maehle,,""$ 37,461"",""$ 1,947,980"",,""$ 1,947,980"",""$ 1,990,287"",Active,D,26,Denmark,Wolfsburg,,"
"Nathan Tella,,""$ 37,461"",""$ 1,947,980"",,""$ 1,947,980"",""$ 1,990,287"",Active,F,24,Nigeria,Bayer Leverkusen,,"
"Julian Weigl,,""$ 37,461"",""$ 1,947,980"",""$ 346,308"",""$ 2,294,287"",""$ 2,344,115"",Active,M,28,Germany,Monchengladbach,,"
"Luca Waldschmidt,,""$ 37,461"",""$ 1,947,980"",,""$ 1,947,980"",""$ 1,990,287"",Loan,F,27,Germany,Koln,,"
"Mahmoud Dahoud,,""$ 36,837"",""$ 1,915,513"",,""$ 1,915,513"",""$ 1,957,115"",Loan,M,28,Germany,Stuttgart,,"
"Marius Wolf,,""$ 36,421"",""$ 1,893,869"",,""$ 1,893,869"",""$ 1,935,001"",Active,D,28,Germany,Borussia Dortmund,,"
"Nicolas Seiwald,,""$ 33,299"",""$ 1,731,538"",,""$ 1,731,538"",""$ 1,769,144"",Active,M,22,Austria,Leipzig,,"
"Jonas Omlin,,""$ 33,299"",""$ 1,731,538"",,""$ 1,731,538"",""$ 1,769,144"",Active,K,30,Switzerland,Monchengladbach,,"
"Hugo Ekitiké,,""$ 33,091"",""$ 1,720,715"",,""$ 1,720,715"",""$ 1,758,086"",Loan,F,21,France,Eintracht Frankfurt,,"
"Castello Lukeba,,""$ 33,091"",""$ 1,720,715"",,""$ 1,720,715"",""$ 1,758,086"",Active,D,21,France,Leipzig,,"
"Youssoufa Moukoko,,""$ 33,091"",""$ 1,720,715"",""$ 1,720,715"",""$ 3,441,431"",""$ 3,516,173"",Active,F,19,Germany,Borussia Dortmund,,"
"Victor Boniface,,""$ 33,091"",""$ 1,720,715"",,""$ 1,720,715"",""$ 1,758,086"",Active,F,23,Nigeria,Bayer Leverkusen,,"
"Jamie Bynoe-Gittens,,""$ 33,091"",""$ 1,720,715"",""$ 292,197"",""$ 2,012,912"",""$ 2,056,629"",Active,F,19,England,Borussia Dortmund,,"
"Moritz Nicolas,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,K,26,Germany,Monchengladbach,,"
"Waldemar Anton,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,D,27,Germany,Stuttgart,,"
"Mattias Svanberg,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,M,25,Sweden,Wolfsburg,,"
"Ozan Kabak,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,D,23,Turkey,Hoffenheim,,"
"Mitchell Weiser,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,D,29,Germany,Werder Bremen,,"
"Jonathan Tah,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,D,27,Germany,Bayer Leverkusen,,"
"Atakan Karazor,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,M,27,Germany,Stuttgart,,"
"Nadiem Amiri,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,M,27,Germany,Mainz,,"
"Robin Gosens,,""$ 31,218"",""$ 1,623,316"",""$ 541,106"",""$ 2,164,422"",""$ 2,211,429"",Active,M,29,Germany,Union Berlin,,"
"Aster Vranckx,,""$ 31,218"",""$ 1,623,316"",,""$ 1,623,316"",""$ 1,658,572"",Active,M,21,Belgium,Wolfsburg,,"
"Sebastiaan Bornauw,,""$ 31,010"",""$ 1,612,494"",,""$ 1,612,494"",""$ 1,647,515"",Active,D,24,Belgium,Wolfsburg,,"
"Ellyes Skhiri,,""$ 30,801"",""$ 1,601,672"",,""$ 1,601,672"",""$ 1,636,458"",Active,M,28,Tunisia,Eintracht Frankfurt,,"
"Brenden Aaronson,,""$ 30,385"",""$ 1,580,028"",,""$ 1,580,028"",""$ 1,614,344"",Loan,F,23,United States,Union Berlin,,"
"Timo Hübers,,""$ 29,136"",""$ 1,515,095"",,""$ 1,515,095"",""$ 1,548,001"",Active,D,27,Germany,Koln,,"
"Jae-sung Lee,,""$ 29,136"",""$ 1,515,095"",,""$ 1,515,095"",""$ 1,548,001"",Active,F,31,South Korea,Mainz,,"
"Leonardo Bittencourt,,""$ 29,136"",""$ 1,515,095"",,""$ 1,515,095"",""$ 1,548,001"",Active,F,30,Germany,Werder Bremen,,"
"Lukas Hradecky,,""$ 28,720"",""$ 1,493,451"",,""$ 1,493,451"",""$ 1,525,886"",Active,K,34,Finland,Bayer Leverkusen,,"
"Lucas Tousart,,""$ 28,720"",""$ 1,493,451"",,""$ 1,493,451"",""$ 1,525,886"",Active,M,26,France,Union Berlin,,"
"Naby Keïta,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Active,M,28,Guinea,Werder Bremen,,"
"Sebastian Rode,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Active,M,33,Germany,Eintracht Frankfurt,,"
"Stefan Lainer,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Active,D,31,Austria,Monchengladbach,,"
"Chris Führich,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Active,F,26,Germany,Stuttgart,,"
"Hiroki Ito,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Active,D,24,Japan,Stuttgart,,"
"Santos Borré,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Loan,F,28,Colombia,Werder Bremen,,"
"Jiri Pavlenka,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Active,K,31,Czech Republic,Werder Bremen,,"
"Florian Grillitsch,,""$ 27,680"",""$ 1,439,341"",,""$ 1,439,341"",""$ 1,470,601"",Active,M,28,Austria,Hoffenheim,,"
"Robin Koch,,""$ 27,055"",""$ 1,406,874"",,""$ 1,406,874"",""$ 1,437,429"",Loan,D,27,Germany,Eintracht Frankfurt,,"
"Kevin Kampl,,""$ 27,055"",""$ 1,406,874"",,""$ 1,406,874"",""$ 1,437,429"",Active,M,33,Slovenia,Leipzig,,"
"Kevin Mbabu,,""$ 26,639"",""$ 1,385,230"",,""$ 1,385,230"",""$ 1,415,315"",Loan,D,28,Switzerland,Augsburg,,"
"Kevin Volland,,""$ 26,431"",""$ 1,374,408"",,""$ 1,374,408"",""$ 1,404,258"",Active,F,31,Germany,Union Berlin,,"
"Marvin Schwäbe,,""$ 24,974"",""$ 1,298,653"",,""$ 1,298,653"",""$ 1,326,858"",Active,K,28,Germany,Koln,,"
"Ihlas Bebou,,""$ 24,974"",""$ 1,298,653"",,""$ 1,298,653"",""$ 1,326,858"",Active,F,29,Togo,Hoffenheim,,"
"Marvin Ducksch,,""$ 24,974"",""$ 1,298,653"",,""$ 1,298,653"",""$ 1,326,858"",Active,F,29,Germany,Werder Bremen,,"
"Jeffrey Gouweleeuw,,""$ 24,974"",""$ 1,298,653"",,""$ 1,298,653"",""$ 1,326,858"",Active,D,32,Netherlands,Augsburg,,"
"Serhou Guirassy,,""$ 23,725"",""$ 1,233,721"",,""$ 1,233,721"",""$ 1,260,515"",Active,F,27,Guinea,Stuttgart,,"
"Ludovic Ajorque,,""$ 23,725"",""$ 1,233,721"",,""$ 1,233,721"",""$ 1,260,515"",Active,F,29,France,Mainz,,"
"Maximilian Wöber,,""$ 23,309"",""$ 1,212,076"",,""$ 1,212,076"",""$ 1,238,401"",Loan,D,25,Austria,Monchengladbach,,"
"Wout Weghorst,,""$ 23,309"",""$ 1,212,076"",,""$ 1,212,076"",""$ 1,238,401"",Loan,F,31,Netherlands,Hoffenheim,,"
"Sasa Kalajdzic,,""$ 23,309"",""$ 1,212,076"",,""$ 1,212,076"",""$ 1,238,401"",Loan,F,26,Austria,Eintracht Frankfurt,,"
"Maximilian Philipp,,""$ 23,101"",""$ 1,201,254"",,""$ 1,201,254"",""$ 1,227,343"",Loan,F,29,Germany,Freiburg,,"
"Marius Bülter,,""$ 23,101"",""$ 1,201,254"",,""$ 1,201,254"",""$ 1,227,343"",Active,F,30,Germany,Hoffenheim,,"
"Silvan Widmer,,""$ 22,893"",""$ 1,190,432"",,""$ 1,190,432"",""$ 1,216,286"",Active,D,30,Switzerland,Mainz,,"
"Marvin Friedrich,,""$ 22,893"",""$ 1,190,432"",,""$ 1,190,432"",""$ 1,216,286"",Active,D,28,Germany,Monchengladbach,,"
"Dennis Geiger,,""$ 22,893"",""$ 1,190,432"",,""$ 1,190,432"",""$ 1,216,286"",Active,M,25,Germany,Hoffenheim,,"
"Jonas Wind,,""$ 22,893"",""$ 1,190,432"",,""$ 1,190,432"",""$ 1,216,286"",Active,F,24,Denmark,Wolfsburg,,"
"Piero Hincapié,,""$ 22,893"",""$ 1,190,432"",,""$ 1,190,432"",""$ 1,216,286"",Active,D,22,Ecuador,Bayer Leverkusen,,"
"Julian Ryerson,,""$ 22,477"",""$ 1,168,788"",,""$ 1,168,788"",""$ 1,194,172"",Active,D,26,Norway,Borussia Dortmund,,"
"Lukas Nmecha,,""$ 22,060"",""$ 1,147,144"",,""$ 1,147,144"",""$ 1,172,058"",Active,F,25,Germany,Wolfsburg,,"
"Omar Marmoush,,""$ 22,060"",""$ 1,147,144"",,""$ 1,147,144"",""$ 1,172,058"",Active,F,24,Egypt,Eintracht Frankfurt,,"
"Pavel Kaderabek,,""$ 22,060"",""$ 1,147,144"",,""$ 1,147,144"",""$ 1,172,058"",Active,D,31,Czech Republic,Hoffenheim,,"
"Sven Ulreich,,""$ 22,060"",""$ 1,147,144"",,""$ 1,147,144"",""$ 1,172,058"",Active,K,35,Germany,Bayern Munich,,"
"Mohamed Simakan,,""$ 22,060"",""$ 1,147,144"",,""$ 1,147,144"",""$ 1,172,058"",Active,D,23,France,Leipzig,,"
"Attila Szalai,,""$ 22,060"",""$ 1,147,144"",,""$ 1,147,144"",""$ 1,172,058"",Loan,D,26,Hungary,Freiburg,,"
"Philipp Max,,""$ 21,852"",""$ 1,136,322"",,""$ 1,136,322"",""$ 1,161,000"",Active,D,30,Germany,Eintracht Frankfurt,,"
"Edimilson Fernandes,,""$ 21,852"",""$ 1,136,322"",,""$ 1,136,322"",""$ 1,161,000"",Active,D,27,Switzerland,Mainz,,"
"Kouadio Koné,,""$ 21,228"",""$ 1,103,855"",,""$ 1,103,855"",""$ 1,127,829"",Active,M,22,France,Monchengladbach,,"
"David Jurásek,,""$ 21,228"",""$ 1,103,855"",,""$ 1,103,855"",""$ 1,127,829"",Loan,D,23,Czech Republic,Hoffenheim,,"
"Bouna Sarr,,""$ 21,020"",""$ 1,093,033"",,""$ 1,093,033"",""$ 1,116,772"",Active,D,32,Senegal,Bayern Munich,,"
"Anton Stach,,""$ 21,020"",""$ 1,093,033"",,""$ 1,093,033"",""$ 1,116,772"",Active,M,25,Germany,Hoffenheim,,"
"Ko Itakura,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,D,27,Japan,Monchengladbach,,"
"Josip Stanisic,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Loan,D,23,Croatia,Bayer Leverkusen,,"
"Ivan Ordets,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Loan,D,31,Ukraine,Bochum,,"
"Jonathan Burkardt,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,F,23,Germany,Mainz,,"
"Phillipp Mwene,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,D,30,Austria,Mainz,,"
"Tomas Cvancara,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,F,23,Czech Republic,Monchengladbach,,"
"Dan-Axel Zagadou,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,D,24,France,Stuttgart,,"
"Enzo Millot,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,F,21,France,Stuttgart,,"
"Christopher Trimmel,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,D,37,Austria,Union Berlin,,"
"Rani Khedira,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,M,30,Germany,Union Berlin,,"
"Adam Hlozek,,""$ 20,812"",""$ 1,082,211"",,""$ 1,082,211"",""$ 1,105,715"",Active,F,21,Czech Republic,Bayer Leverkusen,,"
"Jordan Siebatcheu,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Loan,F,27,United States,Monchengladbach,,"
"El Chadaille Bitshiabu,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Active,D,18,France,Leipzig,,"
"Mark Uth,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Active,F,32,Germany,Koln,,"
"Dominik Kohr,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Active,M,30,Germany,Mainz,,"
"Ridle Baku,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Active,D,25,Germany,Wolfsburg,,"
"Robert Skov,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Active,M,27,Denmark,Hoffenheim,,"
"Donny van de Beek,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Loan,M,26,Netherlands,Eintracht Frankfurt,,"
"Stefan Bell,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Active,D,32,Germany,Mainz,,"
"Aleksandar Pavlovic,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Active,M,20,Germany,Bayern Munich,,"
"Alex Kral,,""$ 19,771"",""$ 1,028,100"",,""$ 1,028,100"",""$ 1,050,429"",Loan,M,25,Czech Republic,Union Berlin,,"
"Anthony Caci,,""$ 18,731"",""$ 973,990"",,""$ 973,990"",""$ 995,143"",Active,D,26,France,Mainz,,"
"Rogério,,""$ 18,731"",""$ 973,990"",,""$ 973,990"",""$ 995,143"",Active,D,26,Brazil,Wolfsburg,,"
"Karim Onisiwo,,""$ 18,731"",""$ 973,990"",,""$ 973,990"",""$ 995,143"",Active,F,31,Austria,Mainz,,"
"Patrick Herrmann,,""$ 18,731"",""$ 973,990"",,""$ 973,990"",""$ 995,143"",Active,F,32,Germany,Monchengladbach,,"
