Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
93,Duje Ćaleta-Car,hr CRO,DF,Lyon,27,1996,19,17,1584,17.6,1,0,1,1,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches
94,Issiaga Camara,gn GUI,MF,Nice,19,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Lamine Camara,sn SEN,MF,Monaco,20,2004,29,25,2054,22.8,2,7,9,2,0,0,10,1,0.09,0.31,0.39,0.09,0.39,Matches
96,Mahdi Camara,fr FRA,MF,Brest,26,1998,34,31,2659,29.5,5,3,8,5,0,0,5,0,0.17,0.10,0.27,0.17,0.27,Matches
97,Ousmane Camara,ml MLI,DF,Angers,21,2003,3,3,252,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Axel Camblan,fr FRA,FW,Brest,20,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Jaydee Canvot,fr FRA,"DF,MF",Toulouse,18,2006,18,12,1106,12.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Pierrick Capelle,fr FRA,MF,Angers,37,1987,16,3,483,5.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
101,Gabin Capuano,fr FRA,FW,Lens,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
102,Maxence Caqueret,fr FRA,MF,Lyon,24,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Simon Cara,fr FRA,FW,Montpellier,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Valentin Carboni,ar ARG,MF,Marseille,19,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
105,Irvin Cardona,mt MLT,"FW,MF",Saint-Étienne,26,1997,15,13,1063,11.8,5,3,8,5,0,1,2,0,0.42,0.25,0.68,0.42,0.68,Matches
106,Patrik Carlgren,se SWE,GK,Nantes,32,1992,5,4,417,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Josué Casimir,ht HAI,"MF,FW",Le Havre,22,2001,27,23,1997,22.2,4,4,8,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,Matches
108,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,24,2000,32,31,2696,30.0,1,3,4,1,0,0,11,0,0.03,0.10,0.13,0.03,0.13,Matches
109,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,29,1995,30,30,2620,29.1,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
110,Enzo Caumont,fr FRA,MF,Angers,20,2004,2,0,34,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Fabien Centonze,fr FRA,DF,Nantes,28,1996,7,3,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Brendan Chardonnet,fr FRA,DF,Brest,29,1994,27,27,2416,26.8,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
113,Jhoanner Chávez,ec ECU,MF,Lens,22,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
114,Théo Chennahi,fr FRA,DF,Montpellier,19,2005,4,2,181,2.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Sidiki Cherif,fr FRA,FW,Angers,17,2006,7,3,324,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Rayan Cherki,fr FRA,"MF,FW",Lyon,20,2003,30,22,2041,22.7,8,11,19,8,0,0,3,0,0.35,0.49,0.84,0.35,0.84,Matches
117,Lucas Chevalier,fr FRA,GK,Lille,22,2001,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Pedro Chirivella,es ESP,MF,Nantes,27,1997,30,28,2348,26.1,0,2,2,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches
119,Joris Chotard,fr FRA,MF,Montpellier,22,2001,26,23,1892,21.0,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
120,Djaoui Cissé,fr FRA,MF,Rennes,20,2004,14,14,1121,12.5,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
121,Yoann Cissé,fr FRA,MF,Auxerre,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Jonathan Clauss,fr FRA,"MF,DF",Nice,31,1992,28,27,2303,25.6,3,8,11,3,0,0,7,0,0.12,0.31,0.43,0.12,0.43,Matches
123,Marcus Coco,fr FRA,DF,Nantes,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0.00,0.09,0.09,0.00,0.09,Matches
124,Alois Confais,fr FRA,"DF,MF",Le Havre,27,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Francis Coquelin,fr FRA,MF,Nantes,33,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,0.40,0.40,0.80,0.40,0.80,Matches
126,Derek Cornelius,ca CAN,DF,Marseille,26,1997,21,17,1420,15.8,0,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,Matches
127,Pierre Cornud,fr FRA,"DF,MF",Saint-Étienne,27,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
128,David Costa,pt POR,MF,Lens,23,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
129,Logan Costa,cv CPV,DF,Toulouse,23,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Grégoire Coudert,fr FRA,GK,Brest,25,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Lasso Coulibaly,ci CIV,MF,Auxerre,21,2002,3,0,45,0.5,1,0,1,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00,Matches
132,Mamadou Coulibaly,fr FRA,MF,Monaco,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Soumaïla Coulibaly,fr FRA,DF,Brest,20,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Tanguy Coulibaly,fr FRA,"MF,FW",Montpellier,23,2001,25,17,1485,16.5,3,0,3,3,0,0,4,2,0.18,0.00,0.18,0.18,0.18,Matches
135,Marius Courcoul,fr FRA,MF,Angers,17,2007,8,3,309,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Nicolas Cozza,fr FRA,"DF,MF",Nantes,25,1999,27,23,2051,22.8,1,0,1,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,Matches
137,Charlie Cresswell,eng ENG,DF,Toulouse,21,2002,31,29,2592,28.8,3,1,4,3,0,0,5,0,0.10,0.03,0.14,0.10,0.14,Matches
138,Kévin Danois,fr FRA,MF,Auxerre,20,2004,22,16,1460,16.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
139,Kevin Danso,at AUT,DF,Lens,25,1998,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Dante,br BRA,DF,Nice,40,1983,25,21,1964,21.8,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
141,Pape Daouda Diongue,sn SEN,MF,Strasbourg,18,2006,9,1,78,0.9,1,0,1,1,0,0,0,0,1.15,0.00,1.15,1.15,1.15,Matches
142,Mohamed Daramy,dk DEN,"FW,MF",Reims,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Jonathan David,ca CAN,FW,Lille,24,2000,32,28,2554,28.4,16,5,21,10,6,7,4,0,0.56,0.18,0.74,0.35,0.53,Matches
144,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,23,2001,33,32,2778,30.9,9,8,17,7,2,2,3,0,0.29,0.26,0.55,0.23,0.49,Matches
145,Théo De Percin,mq MTQ,GK,Auxerre,23,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Thibault De Smet,be BEL,DF,Reims,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Amar Dedić,ba BIH,MF,Marseille,21,2002,10,2,314,3.5,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches
148,Romain Del Castillo,fr FRA,"FW,MF",Brest,28,1996,26,14,1259,14.0,6,4,10,3,3,4,0,0,0.43,0.29,0.71,0.21,0.50,Matches
149,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,32,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Andy Delort,dz ALG,FW,Montpellier,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
151,Ousmane Dembélé,fr FRA,FW,Paris Saint-Germain,27,1997,29,20,1730,19.2,21,6,27,20,1,1,1,0,1.09,0.31,1.40,1.04,1.35,Matches
152,Rémy Descamps,fr FRA,GK,Lyon,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
153,Arthur Desmas,fr FRA,GK,Le Havre,30,1994,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
154,Mamadou Diakhon,sn SEN,"MF,FW",Reims,18,2005,28,5,858,9.5,2,1,3,2,0,0,2,0,0.21,0.10,0.31,0.21,0.31,Matches
155,Bafodé Diakité,fr FRA,DF,Lille,23,2001,31,31,2766,30.7,4,1,5,4,0,0,8,1,0.13,0.03,0.16,0.13,0.16,Matches
156,Oumar Diakité,ci CIV,FW,Reims,20,2003,26,20,1628,18.1,4,1,5,4,0,1,6,0,0.22,0.06,0.28,0.22,0.28,Matches
157,Habib Diarra,sn SEN,"MF,FW",Strasbourg,20,2004,30,27,2352,26.1,4,5,9,2,2,2,6,0,0.15,0.19,0.34,0.08,0.27,Matches
158,Krépin Diatta,sn SEN,"DF,MF",Monaco,25,1999,19,3,508,5.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
159,Kandet Diawara,gn GUI,MF,Le Havre,24,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
160,Mahamadou Diawara,fr FRA,MF,Le Havre,19,2005,15,6,582,6.5,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches
161,Mahamadou Diawara,fr FRA,MF,Lyon,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
162,Bamba Dieng,sn SEN,FW,Angers,24,2000,18,5,532,5.9,3,0,3,2,1,1,1,0,0.51,0.00,0.51,0.34,0.34,Matches
163,Kembo Diliwidi,fr FRA,FW,Lens,18,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
164,Sinaly Diomande,ci CIV,DF,Auxerre,23,2001,23,22,1945,21.6,3,2,5,3,0,0,6,0,0.14,0.09,0.23,0.14,0.23,Matches
165,Lois Diony,fr FRA,FW,Angers,31,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
166,Sérigné Diop,sn SEN,FW,Brest,19,2005,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
167,Sofiane Diop,ma MAR,"MF,FW",Nice,24,2000,28,8,1064,11.8,6,4,10,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,Matches
168,Andy Diouf,fr FRA,MF,Lens,21,2003,34,27,2225,24.7,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,Matches
169,Yehvann Diouf,sn SEN,GK,Reims,24,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
170,Assane Dioussé,sn SEN,MF,Auxerre,26,1997,17,7,663,7.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
171,Álex Domínguez,es ESP,GK,Toulouse,26,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,25,1999,24,24,2091,23.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Sékou Doucoure,fr FRA,DF,Nantes,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
174,Désiré Doué,fr FRA,"MF,FW",Paris Saint-Germain,19,2005,31,18,1730,19.2,6,6,12,6,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches
175,Guela Doué,ci CIV,"DF,MF",Strasbourg,21,2002,32,30,2717,30.2,1,2,3,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10,Matches
176,Douglas,br BRA,MF,Nantes,27,1997,28,28,2307,25.6,4,2,6,4,0,0,8,0,0.16,0.08,0.23,0.16,0.23,Matches
177,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,21,2003,31,31,2639,29.3,1,1,2,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,Matches
178,Kamory Doumbia,ml MLI,"MF,FW",Brest,21,2003,30,13,1322,14.7,3,2,5,3,0,0,1,0,0.20,0.14,0.34,0.20,0.34,Matches
179,Amidou Doumbouya,fr FRA,MF,Nice,16,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
180,Jean-Kevin Duverne,ht HAI,DF,Nantes,27,1997,9,7,537,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
181,Stefan Džodić,rs SRB,DF,Montpellier,19,2005,7,2,242,2.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
182,Aron Dønnum,no NOR,MF,Toulouse,26,1998,32,31,2689,29.9,3,2,5,3,0,0,6,0,0.10,0.07,0.17,0.10,0.17,Matches
183,Noah Edjouma,fr FRA,MF,Toulouse,18,2005,10,1,171,1.9,2,0,2,2,0,0,0,1,1.05,0.00,1.05,1.05,1.05,Matches
184,Jacques Ekomie,ga GAB,"DF,MF",Angers,20,2003,18,7,697,7.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
185,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,22,2002,29,29,2575,28.6,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches
186,Meschak Elia,cd COD,FW,Nantes,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,Matches
187,Breel Embolo,ch SUI,"FW,MF",Monaco,27,1997,29,19,1841,20.5,6,4,10,6,0,0,5,0,0.29,0.20,0.49,0.29,0.49,Matches
188,Emanuel Emegha,nl NED,FW,Strasbourg,21,2003,27,27,2293,25.5,14,3,17,14,0,0,5,0,0.55,0.12,0.67,0.55,0.67,Matches
189,Romain Faivre,fr FRA,"MF,FW",Brest,26,1998,20,10,899,10.0,3,2,5,2,1,1,2,0,0.30,0.20,0.50,0.20,0.40,Matches
190,Khalil Fayad,fr FRA,"MF,FW",Montpellier,20,2004,20,10,1028,11.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
191,Luiz Felipe,it ITA,DF,Marseille,27,1997,4,2,122,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
192,Zinedine Ferhat,dz ALG,MF,Angers,31,1993,24,8,849,9.4,2,0,2,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
193,Edimilson Fernandes,ch SUI,"MF,DF",Brest,28,1996,19,12,1105,12.3,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
194,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,19,2005,22,12,1065,11.8,4,2,6,4,0,0,4,0,0.34,0.17,0.51,0.34,0.51,Matches
195,Jordan Ferri,fr FRA,MF,Montpellier,32,1992,25,21,1773,19.7,0,2,2,0,0,0,6,1,0.00,0.10,0.10,0.00,0.10,Matches
196,Karol Fila,pl POL,DF,Strasbourg,26,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
197,Malick Fofana,be BEL,"FW,MF",Lyon,19,2005,29,16,1589,17.7,5,4,9,5,0,0,2,0,0.28,0.23,0.51,0.28,0.51,Matches
198,Rayan Fofana,fr FRA,MF,Lens,18,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
199,Seko Fofana,ci CIV,MF,Rennes,29,1995,16,9,844,9.4,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,Matches
200,Yahia Fofana,ci CIV,GK,Angers,23,2000,33,33,2970,33.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
201,Lamine Fomba,fr FRA,MF,Saint-Étienne,26,1998,7,3,217,2.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
202,Przemysław Frankowski,pl POL,"MF,DF",Lens,29,1995,18,16,1387,15.4,4,2,6,2,2,2,3,0,0.26,0.13,0.39,0.13,0.26,Matches
203,Angelo Fulgini,nc NCL,MF,Lens,27,1996,23,11,1045,11.6,1,1,2,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,Matches
204,Kyogo Furuhashi,jp JPN,FW,Rennes,29,1995,6,1,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
205,Gauthier Gallon,fr FRA,GK,Rennes,31,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
206,Ignatius Ganago,cm CMR,MF,Nantes,25,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
207,Ulisses Garcia,ch SUI,"DF,MF",Marseille,28,1996,20,10,930,10.3,2,2,4,2,0,0,2,0,0.19,0.19,0.39,0.19,0.39,Matches
208,Jean-Philippe Gbamin,ci CIV,MF,Nantes,28,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
209,Mory Gbane,ci CIV,"DF,MF",Reims,23,2000,13,13,1125,12.5,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
210,Yann Gboho,fr FRA,"MF,FW",Toulouse,23,2001,31,27,2333,25.9,5,4,9,5,0,0,2,0,0.19,0.15,0.35,0.19,0.35,Matches
211,Denis Genreau,au AUS,MF,Toulouse,25,1999,8,2,222,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
212,Aleksandr Golovin,ru RUS,MF,Monaco,28,1996,19,13,1153,12.8,3,0,3,3,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
213,André Gomes,pt POR,MF,Lille,31,1993,20,16,1276,14.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
214,Angel Gomes,eng ENG,MF,Lille,23,2000,14,10,736,8.2,1,1,2,1,0,1,1,0,0.12,0.12,0.24,0.12,0.24,Matches
215,Andrés Gómez,co COL,MF,Rennes,21,2002,17,2,381,4.2,3,0,3,3,0,0,1,0,0.71,0.00,0.71,0.71,0.71,Matches
216,Mathieu Gorgelin,fr FRA,GK,Le Havre,33,1990,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
217,Amine Gouiri,dz ALG,FW,Marseille,24,2000,14,12,1048,11.6,10,3,13,10,0,0,0,0,0.86,0.26,1.12,0.86,1.12,Matches
218,Amine Gouiri,dz ALG,"MF,FW",Rennes,24,2000,19,11,1037,11.5,3,2,5,3,0,0,2,0,0.26,0.17,0.43,0.26,0.43,Matches
219,Jonathan Gradit,fr FRA,DF,Lens,31,1992,25,24,2112,23.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
220,Samuel Grandsir,fr FRA,"FW,MF",Le Havre,27,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
221,Mason Greenwood,eng ENG,"MF,FW",Marseille,22,2001,34,32,2804,31.2,21,5,26,14,7,9,3,0,0.67,0.16,0.83,0.45,0.61,Matches
222,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23,2001,16,9,813,9.0,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,Matches
223,Gabriel Gudmundsson,se SWE,"DF,MF",Lille,25,1999,30,20,1785,19.8,2,0,2,2,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches
224,Axel Gueguin,fr FRA,FW,Montpellier,19,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Evann Guessand,ci CIV,"MF,FW",Nice,23,2001,33,30,2565,28.5,12,8,20,12,0,0,2,0,0.42,0.28,0.70,0.42,0.70,Matches
226,Bahereba Guirassy,fr FRA,MF,Nantes,17,2006,19,2,348,3.9,2,0,2,2,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches
227,Massadio Haïdara,ml MLI,DF,Brest,31,1992,22,20,1678,18.6,0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches
228,Achraf Hakimi,ma MAR,DF,Paris Saint-Germain,25,1998,25,24,2066,23.0,4,6,10,4,0,0,4,0,0.17,0.26,0.44,0.17,0.44,Matches
229,Florent Hanin,dz ALG,DF,Angers,34,1990,33,31,2672,29.7,1,2,3,1,0,0,2,0,0.03,0.07,0.10,0.03,0.10,Matches
230,Hákon Haraldsson,is ISL,MF,Lille,21,2003,25,21,1755,19.5,5,3,8,5,0,0,3,0,0.26,0.15,0.41,0.26,0.41,Matches
231,Amine Harit,ma MAR,MF,Marseille,27,1997,13,8,519,5.8,2,4,6,2,0,0,1,1,0.35,0.69,1.04,0.35,1.04,Matches
232,Hans Hateboer,nl NED,"DF,MF",Rennes,30,1994,26,18,1684,18.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
233,Kjetil Haug,no NOR,GK,Toulouse,26,1998,6,5,498,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
234,Luis Henrique,br BRA,MF,Marseille,22,2001,33,29,2613,29.0,7,7,14,7,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches
235,Lucas Hernández,fr FRA,DF,Paris Saint-Germain,28,1996,16,10,877,9.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
236,Ki-Jana Hoever,nl NED,"DF,MF",Auxerre,22,2002,30,26,2124,23.6,1,2,3,1,0,0,4,1,0.04,0.08,0.13,0.04,0.13,Matches
237,Cédric Hountondji,bj BEN,DF,Angers,30,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
238,Ilyes Housni,fr FRA,FW,Le Havre,19,2005,12,3,230,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
239,Pierre Højbjerg,dk DEN,MF,Marseille,28,1995,30,30,2664,29.6,2,4,6,2,0,0,5,0,0.07,0.14,0.20,0.07,0.20,Matches
240,Hafiz Ibrahim,ng NGA,FW,Reims,18,2005,11,2,391,4.3,0,1,1,0,0,0,2,1,0.00,0.23,0.23,0.00,0.23,Matches
241,George Ilenikhena,ng NGA,FW,Monaco,17,2006,23,6,717,8.0,3,2,5,3,0,0,0,0,0.38,0.25,0.63,0.38,0.63,Matches
242,Rareş Ilie,ro ROU,MF,Nice,21,2003,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
243,Ismaily,br BRA,DF,Lille,34,1990,16,10,904,10.0,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
244,Yanis Issoufou,fr FRA,MF,Montpellier,17,2006,4,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
245,Junya Ito,jp JPN,"MF,FW",Reims,31,1993,33,31,2690,29.9,4,3,7,4,0,0,1,0,0.13,0.10,0.23,0.13,0.23,Matches
246,Jérémy Jacquet,fr FRA,DF,Rennes,19,2005,11,11,927,10.3,0,1,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,Matches
247,Ismail Jakobs,sn SEN,DF,Monaco,24,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
248,Jordan James,wls WAL,MF,Rennes,20,2004,23,14,1178,13.1,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
249,Malcolm Jeng,se SWE,DF,Reims,19,2005,3,2,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
250,John Joe,ie IRL,MF,Reims,20,2003,13,5,545,6.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
251,Karl-Johan Johnsson,se SWE,GK,Strasbourg,34,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
252,Paul Joly,fr FRA,"DF,MF",Auxerre,24,2000,26,10,1009,11.2,0,1,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,Matches
253,Jota,pt POR,MF,Rennes,25,1999,9,3,334,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches
254,Antoine Joujou,fr FRA,"MF,FW",Le Havre,21,2003,26,9,943,10.5,0,2,2,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches
255,Jubal,br BRA,DF,Auxerre,30,1993,30,30,2640,29.3,6,0,6,3,3,4,7,0,0.20,0.00,0.20,0.10,0.10,Matches
256,Abdulai Juma Bah,sl SLE,DF,Lens,18,2006,10,8,686,7.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
257,Hamed Junior Traorè,ci CIV,MF,Auxerre,24,2000,26,26,2093,23.3,10,2,12,10,0,0,5,0,0.43,0.09,0.52,0.43,0.52,Matches
258,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20,2004,12,8,634,7.0,1,1,2,1,0,0,4,0,0.14,0.14,0.28,0.14,0.28,Matches
259,Tino Kadewere,zw ZIM,MF,Nantes,28,1996,12,6,512,5.7,1,2,3,1,0,0,1,0,0.18,0.35,0.53,0.18,0.53,Matches
260,Arnaud Kalimuendo,fr FRA,FW,Rennes,22,2002,33,31,2578,28.6,17,3,20,12,5,8,2,0,0.59,0.10,0.70,0.42,0.52,Matches
261,Justin-Noël Kalumba,fr FRA,FW,Angers,19,2004,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
