Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
262,Warren Kamanzi,no NOR,MF,Toulouse,23,2000,24,11,1022,11.4,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
263,Glen Kamara,fi FIN,MF,Rennes,28,1995,13,8,662,7.4,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
264,Noham Kamara,fr FRA,DF,Paris Saint-Germain,17,2007,2,0,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
265,Nordine Kandil,fr FRA,MF,Strasbourg,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
266,Lee Kang-in,kr KOR,"FW,MF",Paris Saint-Germain,23,2001,30,19,1663,18.5,6,6,12,6,0,0,1,0,0.32,0.32,0.65,0.32,0.65,Matches
267,Yassine Kechta,ma MAR,"MF,FW",Le Havre,22,2002,31,25,2096,23.3,2,0,2,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
268,Thilo Kehrer,de GER,DF,Monaco,27,1996,27,27,2383,26.5,4,0,4,4,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
269,Reda Khadra,de GER,"FW,MF",Reims,23,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,33,1991,30,10,1118,12.4,1,1,2,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
271,Abdukodir Khusanov,uz UZB,DF,Lens,20,2004,13,11,975,10.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
272,Presnel Kimpembe,fr FRA,DF,Paris Saint-Germain,28,1995,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
273,Joshua King,no NOR,"FW,MF",Toulouse,32,1992,28,21,1673,18.6,6,3,9,6,0,0,2,0,0.32,0.16,0.48,0.32,0.48,Matches
274,Cédric Kipré,ci CIV,DF,Reims,27,1996,28,26,2190,24.3,0,1,1,0,0,0,4,2,0.00,0.04,0.04,0.00,0.04,Matches
275,Hervé Koffi,bf BFA,GK,Lens,27,1996,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
276,Philipp Köhn,ch SUI,GK,Monaco,26,1998,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
277,Koka,eg EGY,FW,Le Havre,31,1993,16,10,851,9.5,3,1,4,2,1,1,2,0,0.32,0.11,0.42,0.21,0.32,Matches
278,Randal Kolo Muani,fr FRA,FW,Paris Saint-Germain,25,1998,10,2,358,4.0,2,1,3,1,1,1,0,0,0.50,0.25,0.75,0.25,0.50,Matches
279,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,31,1993,25,22,2020,22.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
280,Abdoul Koné,fr FRA,DF,Reims,19,2005,4,1,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
281,Amadou Koné,ml MLI,MF,Reims,19,2005,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
282,Ismaël Koné,ca CAN,MF,Rennes,22,2002,13,4,469,5.2,2,1,3,2,0,0,1,0,0.38,0.19,0.58,0.38,0.58,Matches
283,Ismaël Koné,ca CAN,MF,Marseille,22,2002,8,3,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
284,Emmanuel Koum Mbondo,fr FRA,FW,Marseille,18,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
285,Boubakar Kouyaté,ml MLI,DF,Montpellier,27,1997,11,8,756,8.4,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
286,Goduine Koyalipou,cf CTA,FW,Lens,24,2000,15,12,885,9.8,4,0,4,4,0,0,0,0,0.41,0.00,0.41,0.41,0.41,Matches
287,Sael Kumbedi,fr FRA,DF,Lyon,19,2005,14,12,951,10.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
288,Daler Kuzyaev,ru RUS,MF,Le Havre,31,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches
289,Khvicha Kvaratskhelia,ge GEO,FW,Paris Saint-Germain,23,2001,14,11,916,10.2,4,3,7,4,0,0,0,0,0.39,0.29,0.69,0.39,0.69,Matches
290,Rémy Labeau Lascary,gp GLP,"MF,FW",Lens,21,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,0.28,0.14,0.42,0.28,0.42,Matches
291,Gaëtan Laborde,fr FRA,FW,Nice,30,1994,28,20,1829,20.3,11,4,15,7,4,4,1,0,0.54,0.20,0.74,0.34,0.54,Matches
292,Alexandre Lacazette,fr FRA,FW,Lyon,33,1991,30,24,2051,22.8,15,2,17,10,5,6,5,0,0.66,0.09,0.75,0.44,0.53,Matches
293,Younes Lachaab,fr FRA,MF,Lille,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
294,Alban Lafont,ci CIV,GK,Nantes,25,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
295,Kenny Lala,mg MAD,DF,Brest,32,1991,30,29,2686,29.8,3,2,5,0,3,3,5,0,0.10,0.07,0.17,0.00,0.07,Matches
296,Mohamed Lamine Bayo,gn GUI,FW,Lille,26,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,0.58,0.29,0.87,0.58,0.87,Matches
297,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,27,1997,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
298,Julien Le Cardinal,fr FRA,DF,Brest,26,1997,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
299,Jérémy Le Douaron,fr FRA,FW,Brest,26,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Benjamin Lecomte,fr FRA,GK,Montpellier,33,1991,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
301,Pierre Lees-Melou,fr FRA,MF,Brest,31,1993,20,17,1526,17.0,2,2,4,2,0,0,7,0,0.12,0.12,0.24,0.12,0.24,Matches
302,Jordan Lefort,mr MTN,DF,Angers,30,1993,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches
303,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,20,2003,27,20,1779,19.8,4,3,7,4,0,0,2,0,0.20,0.15,0.35,0.20,0.35,Matches
304,Donovan Léon,gf GUF,GK,Auxerre,31,1992,32,32,2880,32.0,0,2,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
305,Esteban Lepaul,fr FRA,FW,Angers,24,2000,28,18,1629,18.1,9,0,9,9,0,0,2,0,0.50,0.00,0.50,0.50,0.50,Matches
306,Johann Lepenant,fr FRA,MF,Nantes,21,2002,29,23,2048,22.8,2,1,3,2,0,0,3,0,0.09,0.04,0.13,0.09,0.13,Matches
307,Louis Leroux,fr FRA,"MF,DF",Nantes,18,2006,16,8,816,9.1,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,Matches
308,Pol Lirola,es ESP,DF,Marseille,26,1997,19,5,680,7.6,1,2,3,1,0,0,1,1,0.13,0.26,0.40,0.13,0.40,Matches
309,Gautier Lloris,fr FRA,DF,Le Havre,29,1995,31,31,2768,30.8,2,1,3,2,0,0,5,0,0.07,0.03,0.10,0.07,0.10,Matches
310,Bradley Locko,fr FRA,DF,Brest,22,2002,2,1,97,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
311,Elysée Logbo,fr FRA,FW,Le Havre,20,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
312,Anthony Lopes,pt POR,GK,Nantes,33,1990,18,18,1563,17.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
313,Jordan Lotomba,ch SUI,"DF,MF",Nice,25,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
314,Tom Louchet,fr FRA,"DF,MF",Nice,21,2003,22,7,775,8.6,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches
315,Milos Lukovic,rs SRB,FW,Strasbourg,18,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
316,Othmane Maamma,ma MAR,MF,Montpellier,18,2005,12,2,361,4.0,1,1,2,1,0,0,1,0,0.25,0.25,0.50,0.25,0.50,Matches
317,Deiver Machado,co COL,"DF,MF",Lens,30,1993,27,20,1805,20.1,1,4,5,1,0,0,7,2,0.05,0.20,0.25,0.05,0.25,Matches
318,Lanroy Machine,fr FRA,MF,Angers,18,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
319,Yvann Macon,fr FRA,DF,Saint-Étienne,25,1998,12,10,790,8.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Eros Maddy,nl NED,"FW,MF",Auxerre,23,2001,2,0,15,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
321,Soungoutou Magassa,fr FRA,MF,Monaco,20,2003,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.00,0.09,0.09,0.00,0.09,Matches
322,Hugo Magnetti,fr FRA,MF,Brest,26,1998,32,27,2323,25.8,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
323,Frank Magri,cm CMR,FW,Toulouse,24,1999,31,17,1516,16.8,5,1,6,5,0,0,5,1,0.30,0.06,0.36,0.30,0.36,Matches
324,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,26,1997,32,20,1985,22.1,1,4,5,1,0,0,1,0,0.05,0.18,0.23,0.05,0.23,Matches
325,Radosław Majecki,pl POL,GK,Monaco,24,1999,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
326,Hamidou Makalou,ml MLI,MF,Brest,18,2006,4,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
327,Nikola Maksimović,rs SRB,DF,Montpellier,32,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
328,Aaron Malouda,fr FRA,FW,Lille,18,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
329,Steve Mandanda,fr FRA,GK,Rennes,39,1985,18,17,1486,16.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
330,Aïssa Mandi,dz ALG,DF,Lille,32,1991,24,20,1733,19.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Orel Mangala,be BEL,MF,Lyon,26,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
332,Sekou Mara,fr FRA,"FW,MF",Strasbourg,22,2002,25,7,768,8.5,1,1,2,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23,Matches
333,Marquinhos,br BRA,DF,Paris Saint-Germain,30,1994,22,19,1725,19.2,2,0,2,2,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches
334,Ange Martial Tia,ml MLI,MF,Reims,17,2006,6,2,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
335,Jonas Martin,fr FRA,MF,Brest,34,1990,17,5,496,5.5,1,0,1,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
336,Han-Noah Massengo,fr FRA,MF,Auxerre,23,2001,17,11,1046,11.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
337,Clinton Mata,ao ANG,DF,Lyon,31,1992,29,27,2370,26.3,0,4,4,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,Matches
338,Eliot Matazo,be BEL,MF,Monaco,22,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
339,Nemanja Matić,rs SRB,MF,Lyon,35,1988,29,25,2010,22.3,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches
340,Rudy Matondo,fr FRA,MF,Auxerre,16,2008,5,0,66,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
341,Azor Matusiwa,nl NED,MF,Rennes,26,1998,29,23,2078,23.1,1,3,4,1,0,0,3,0,0.04,0.13,0.17,0.04,0.17,Matches
342,Neal Maupay,fr FRA,FW,Marseille,27,1996,22,13,1042,11.6,4,4,8,4,0,0,3,1,0.35,0.35,0.69,0.35,0.69,Matches
343,Christian Mawissa,fr FRA,DF,Monaco,19,2005,22,17,1501,16.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Senny Mayulu,fr FRA,MF,Paris Saint-Germain,18,2006,20,8,808,9.0,2,2,4,2,0,0,1,0,0.22,0.22,0.45,0.22,0.45,Matches
345,Ethan Mbappé,fr FRA,MF,Lille,17,2006,10,1,222,2.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
346,Ibrahim Mbaye,sn SEN,FW,Paris Saint-Germain,16,2008,9,4,340,3.8,1,1,2,1,0,0,0,0,0.26,0.26,0.53,0.26,0.53,Matches
347,Hianga'a Mbock,fr FRA,MF,Brest,24,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
348,Mark McKenzie,us USA,DF,Toulouse,25,1999,30,29,2496,27.7,1,1,2,1,0,0,1,1,0.04,0.04,0.07,0.04,0.07,Matches
349,Facundo Medina,ar ARG,DF,Lens,25,1999,29,29,2543,28.3,0,1,1,0,0,0,15,1,0.00,0.04,0.04,0.00,0.04,Matches
350,Henrik Meister,dk DEN,FW,Rennes,20,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,1.43,0.00,1.43,1.43,1.43,Matches
351,Bamo Meïté,ci CIV,DF,Montpellier,22,2001,7,6,424,4.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
352,Bamo Meïté,ci CIV,DF,Marseille,22,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
353,Kader Meïté,fr FRA,FW,Rennes,16,2007,12,5,544,6.0,2,0,2,2,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches
354,Farid El Melali,dz ALG,"MF,FW",Angers,27,1997,32,22,1893,21.0,2,3,5,2,0,0,1,0,0.10,0.14,0.24,0.10,0.24,Matches
355,Nuno Mendes,pt POR,DF,Paris Saint-Germain,22,2002,24,19,1676,18.6,1,3,4,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21,Matches
356,Antoine Mendy,sn SEN,"DF,MF",Nice,20,2004,18,8,825,9.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
357,Nampalys Mendy,sn SEN,MF,Lens,32,1992,10,7,588,6.5,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
358,Gideon Mensah,gh GHA,"DF,MF",Auxerre,26,1998,29,26,2280,25.3,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
359,Quentin Merlin,fr FRA,"MF,DF",Marseille,22,2002,27,21,1589,17.7,1,3,4,1,0,0,1,0,0.06,0.17,0.23,0.06,0.23,Matches
360,Rafik Messali,fr FRA,MF,Toulouse,21,2003,13,5,456,5.1,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
361,Thomas Meunier,be BEL,DF,Lille,32,1991,30,21,1928,21.4,2,0,2,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches
362,Lucas Michal,fr FRA,FW,Monaco,19,2005,8,0,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
363,Georges Mikautadze,ge GEO,"FW,MF",Lyon,23,2000,34,13,1449,16.1,11,6,17,8,3,4,2,0,0.68,0.37,1.06,0.50,0.87,Matches
364,Igor Miladinović,rs SRB,MF,Saint-Étienne,21,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
365,Takumi Minamino,jp JPN,MF,Monaco,29,1995,31,27,2231,24.8,6,3,9,6,0,0,4,0,0.24,0.12,0.36,0.24,0.36,Matches
366,Lucas Mincarelli,fr FRA,DF,Montpellier,20,2004,10,8,715,7.9,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches
367,Terem Moffi,ng NGA,FW,Nice,25,1999,5,0,58,0.6,1,0,1,1,0,0,0,0,1.55,0.00,1.55,1.55,1.55,Matches
368,Mostafa Mohamed,eg EGY,FW,Nantes,26,1997,30,11,1252,13.9,5,0,5,5,0,0,3,0,0.36,0.00,0.36,0.36,0.36,Matches
369,Florent Mollet,fr FRA,MF,Nantes,32,1991,9,3,242,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Diego Moreira,be BEL,"MF,DF",Strasbourg,19,2004,32,29,2568,28.5,2,7,9,2,0,0,4,1,0.07,0.25,0.32,0.07,0.32,Matches
371,Gabriel Moscardo,br BRA,MF,Reims,18,2005,6,0,84,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
372,Yael Mouanga,fr FRA,DF,Montpellier,19,2005,14,10,946,10.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
373,Aimen Moueffek,fr FRA,MF,Saint-Étienne,23,2001,22,13,1039,11.5,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
374,Youssoufa Moukoko,de GER,FW,Nice,19,2004,11,2,204,2.3,2,1,3,2,0,0,0,0,0.88,0.44,1.32,0.88,1.32,Matches
375,Louis Mouton,fr FRA,MF,Saint-Étienne,22,2002,24,12,1045,11.6,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
376,Ngal'Ayel Mukau,cd COD,MF,Lille,19,2004,22,14,1190,13.2,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
377,Marshall Munetsi,zw ZIM,MF,Reims,28,1996,19,19,1692,18.8,4,2,6,4,0,0,5,0,0.21,0.11,0.32,0.21,0.32,Matches
378,Junior Mwanga,fr FRA,MF,Le Havre,21,2003,11,11,952,10.6,1,2,3,1,0,0,1,1,0.09,0.19,0.28,0.09,0.28,Matches
379,Junior Mwanga,fr FRA,MF,Strasbourg,21,2003,8,2,296,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,Loïc N'Gatta,fr FRA,DF,Auxerre,20,2003,2,0,13,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
381,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,15,2008,8,3,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
382,Mickael Nade,fr FRA,DF,Saint-Étienne,25,1999,26,25,2306,25.6,1,2,3,1,0,0,1,0,0.04,0.08,0.12,0.04,0.12,Matches
383,Bilal Nadir,ma MAR,MF,Marseille,20,2003,15,5,383,4.3,1,0,1,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches
384,Mahamadou Nagida,cm CMR,MF,Rennes,19,2005,12,4,430,4.8,2,0,2,2,0,0,1,0,0.42,0.00,0.42,0.42,0.42,Matches
385,Keito Nakamura,jp JPN,"MF,FW",Reims,24,2000,32,31,2649,29.4,11,2,13,11,0,0,5,0,0.37,0.07,0.44,0.37,0.44,Matches
386,Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,22,2002,31,26,2107,23.4,6,4,10,6,0,0,1,0,0.26,0.17,0.43,0.26,0.43,Matches
387,Yael Nandjou,fr FRA,DF,Nice,19,2005,3,2,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
388,Youssouf Ndayishimiye,bi BDI,DF,Nice,25,1998,23,22,1932,21.5,3,0,3,3,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches
389,Junior Ndiaye,ae UAE,FW,Montpellier,19,2005,15,4,441,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
390,Rassoul Ndiaye,sn SEN,MF,Le Havre,22,2001,27,11,1061,11.8,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
391,Wilfried Ndollo,cm CMR,DF,Montpellier,19,2005,8,3,401,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
392,Tanguy Ndombele,fr FRA,MF,Nice,27,1996,18,12,1131,12.6,1,2,3,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24,Matches
393,Loïc Nego,hu HUN,"DF,MF",Le Havre,33,1991,31,28,2459,27.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
394,João Neves,pt POR,"MF,DF",Paris Saint-Germain,19,2004,29,22,1844,20.5,3,8,11,3,0,0,1,0,0.15,0.39,0.54,0.15,0.54,Matches
395,Mikayil Ngor Faye,sn SEN,DF,Rennes,20,2004,11,7,688,7.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
396,Steve Ngoura,fr FRA,FW,Le Havre,19,2005,8,2,289,3.2,1,0,1,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches
397,Bernard Nguene,cm CMR,FW,Nice,17,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
398,Moussa Niakhate,sn SEN,DF,Lyon,28,1996,31,30,2726,30.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
399,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,22,2002,22,19,1707,19.0,1,0,1,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matches
400,Ibrahima Niane,sn SEN,FW,Angers,25,1999,24,8,943,10.5,3,1,4,2,1,1,0,0,0.29,0.10,0.38,0.19,0.29,Matches
401,Rasmus Nicolaisen,dk DEN,DF,Toulouse,27,1997,7,7,623,6.9,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
402,Arnaud Nordin,fr FRA,"MF,FW",Montpellier,26,1998,16,14,1166,13.0,4,1,5,3,1,2,2,0,0.31,0.08,0.39,0.23,0.31,Matches
403,Plamedi Nsingi,,FW,Nantes,23,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
404,Ernest Nuamah,gh GHA,"MF,FW",Lyon,20,2003,23,13,1052,11.7,3,1,4,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,Matches
405,Rabby Nzingoula,fr FRA,MF,Montpellier,18,2005,27,20,1689,18.8,1,0,1,1,0,0,11,0,0.05,0.00,0.05,0.05,0.05,Matches
406,M'Bala Nzola,ao ANG,FW,Lens,27,1996,21,16,1460,16.2,6,1,7,6,0,0,3,1,0.37,0.06,0.43,0.37,0.43,Matches
407,Marwann Nzuzi,fr FRA,DF,Saint-Étienne,20,2004,2,2,125,1.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
408,Hamzat Ojediran,ng NGA,MF,Lens,20,2003,17,1,416,4.6,1,0,1,1,0,0,5,0,0.22,0.00,0.22,0.22,0.22,Matches
409,Joseph Okumu,ke KEN,DF,Reims,27,1997,22,20,1695,18.8,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches
410,Kazeem Olaigbe,be BEL,"MF,FW",Rennes,21,2003,10,3,299,3.3,0,2,2,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,Matches
411,Ben Old,nz NZL,"MF,FW",Saint-Étienne,21,2002,13,4,528,5.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
412,Warmed Omari,km COM,DF,Lyon,24,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
413,Becir Omeragic,ch SUI,DF,Montpellier,22,2002,22,21,1799,20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
414,Andrew Omobamidele,ie IRL,DF,Strasbourg,22,2002,10,6,539,6.0,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
415,Ado Onaiwu,jp JPN,"MF,FW",Auxerre,28,1995,31,9,957,10.6,4,1,5,4,0,0,1,1,0.38,0.09,0.47,0.38,0.47,Matches
416,Christopher Operi,ci CIV,"MF,DF",Le Havre,27,1997,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.00,0.15,0.15,0.00,0.15,Matches
417,Fredrik Oppegard,no NOR,"MF,DF",Auxerre,21,2002,9,2,273,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Victor Orakpo,ng NGA,FW,Nice,18,2006,4,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Ike Orazi,ie IRL,FW,Reims,17,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
420,Gift Orban,ng NGA,FW,Lyon,22,2002,3,2,186,2.1,2,0,2,2,0,0,1,0,0.97,0.00,0.97,0.97,0.97,Matches
421,Gabriel Osho,ng NGA,DF,Auxerre,25,1998,20,20,1654,18.4,1,0,1,1,0,0,1,1,0.05,0.00,0.05,0.05,0.05,Matches
422,Jibril Othman,tn TUN,FW,Saint-Étienne,20,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
423,Abdoul Ouattara,fr FRA,"MF,FW",Strasbourg,18,2005,17,3,471,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
424,Kassoum Ouattara,fr FRA,"MF,DF",Monaco,19,2004,12,5,391,4.3,0,1,1,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches
425,Zinédine Ould Khaled,fr FRA,MF,Angers,24,2000,10,4,343,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
426,Beres Owusu,fr FRA,DF,Saint-Étienne,20,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Elisha Owusu,gh GHA,MF,Auxerre,26,1997,28,28,2344,26.0,1,3,4,1,0,0,7,0,0.04,0.12,0.15,0.04,0.15,Matches
428,Willian Pacho,ec ECU,DF,Paris Saint-Germain,22,2001,28,23,2132,23.7,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
429,Nicolas Pallois,fr FRA,DF,Nantes,36,1987,26,23,2017,22.4,0,2,2,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,Matches
