Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
168,Siriné Doucouré,ml MLI,FW,Lorient,21,2002,11,5,423,4.7,1,3,4,1,0,0,2,0,0.21,0.64,0.85,0.21,0.85,Matches
169,Désiré Doué,fr FRA,MF,Rennes,18,2005,31,17,1626,18.1,4,4,8,4,0,0,3,0,0.22,0.22,0.44,0.22,0.44,Matches
170,Guela Doué,ci CIV,DF,Rennes,20,2002,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.00,0.15,0.15,0.00,0.15,Matches
171,Douglas,br BRA,MF,Nantes,26,1997,25,22,1772,19.7,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,20,2003,22,19,1656,18.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Kamory Doumbia,ml MLI,MF,Brest,20,2003,25,7,879,9.8,6,5,11,6,0,0,1,0,0.61,0.51,1.13,0.61,1.13,Matches
174,Jean-Kevin Duverne,ht HAI,DF,Nantes,26,1997,19,15,1348,15.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
175,Aron Dønnum,no NOR,"MF,FW",Toulouse,25,1998,27,19,1595,17.7,0,1,1,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,Matches
176,Simon Ebonog,cm CMR,MF,Le Havre,18,2004,4,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
177,Hugo Ekitike,fr FRA,FW,Paris Saint-Germain,21,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Simon Elisor,fr FRA,FW,Metz,24,1999,14,9,767,8.5,1,0,1,1,0,1,1,0,0.12,0.00,0.12,0.12,0.12,Matches
179,Breel Embolo,ch SUI,FW,Monaco,26,1997,5,2,182,2.0,1,0,1,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,Matches
180,Emanuel Emegha,nl NED,FW,Strasbourg,20,2003,28,23,2078,23.1,8,1,9,8,0,1,3,0,0.35,0.04,0.39,0.35,0.39,Matches
181,Maxime Estève,fr FRA,DF,Montpellier,21,2002,12,12,995,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
182,Oscar Estupiñan,co COL,FW,Metz,26,1996,6,4,260,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
183,Romain Faivre,fr FRA,MF,Lorient,25,1998,17,16,1453,16.1,5,1,6,5,0,0,1,0,0.31,0.06,0.37,0.31,0.37,Matches
184,Ilhan Fakili,fr FRA,MF,Clermont Foot,17,2006,3,1,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
185,Khalil Fayad,fr FRA,MF,Montpellier,19,2004,23,11,1025,11.4,3,0,3,3,0,0,2,0,0.26,0.00,0.26,0.26,0.26,Matches
186,Ichem Ferrah,fr FRA,FW,Lille,17,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
187,Jordan Ferri,fr FRA,MF,Montpellier,31,1992,30,23,2031,22.6,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
188,Malick Fofana,be BEL,"FW,MF",Lyon,18,2005,17,4,559,6.2,3,0,3,3,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches
189,Youssouf Fofana,fr FRA,MF,Monaco,24,1999,32,31,2697,30.0,4,4,8,4,0,0,3,0,0.13,0.13,0.27,0.13,0.27,Matches
190,Thomas Foket,be BEL,"DF,MF",Reims,28,1994,27,22,1833,20.4,0,1,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,Matches
191,Tiago Fonseca Morais,pt POR,"FW,MF",Lille,19,2003,3,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
192,Przemysław Frankowski,pl POL,MF,Lens,28,1995,30,24,2192,24.4,3,2,5,2,1,2,4,0,0.12,0.08,0.21,0.08,0.16,Matches
193,Angelo Fulgini,nc NCL,MF,Lens,26,1996,29,16,1376,15.3,1,2,3,1,0,0,1,0,0.07,0.13,0.20,0.07,0.20,Matches
194,Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,36,1987,27,15,1346,15.0,4,2,6,2,2,2,0,0,0.27,0.13,0.40,0.13,0.27,Matches
195,Ignatius Ganago,cm CMR,"MF,FW",Nantes,24,1999,6,2,184,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
196,Ulisses Garcia,ch SUI,"DF,MF",Marseille,27,1996,13,10,906,10.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
197,Johan Gastien,fr FRA,MF,Clermont Foot,35,1988,28,28,2260,25.1,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
198,Yann Gboho,fr FRA,"MF,FW",Toulouse,22,2001,16,13,1193,13.3,3,2,5,3,0,0,1,0,0.23,0.15,0.38,0.23,0.38,Matches
199,Gelabert,es ESP,"MF,FW",Toulouse,22,2000,16,10,754,8.4,1,2,3,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,Matches
200,Denis Genreau,au AUS,MF,Toulouse,24,1999,9,5,464,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
201,Samuel Gigot,fr FRA,DF,Marseille,29,1993,21,20,1726,19.2,3,0,3,3,0,0,7,1,0.16,0.00,0.16,0.16,0.16,Matches
202,Aleksandr Golovin,ru RUS,MF,Monaco,27,1996,25,25,2147,23.9,6,6,12,6,0,0,8,1,0.25,0.25,0.50,0.25,0.50,Matches
203,Angel Gomes,eng ENG,MF,Lille,22,2000,31,29,2571,28.6,0,8,8,0,0,0,5,0,0.00,0.28,0.28,0.00,0.28,Matches
204,Maxime Gonalons,fr FRA,MF,Clermont Foot,34,1989,21,17,1296,14.4,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
205,Mathieu Gorgelin,fr FRA,GK,Le Havre,32,1990,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
206,Amine Gouiri,dz ALG,"FW,MF",Rennes,23,2000,31,24,2067,23.0,7,3,10,7,0,0,2,0,0.30,0.13,0.44,0.30,0.44,Matches
207,Jonathan Gradit,fr FRA,DF,Lens,30,1992,26,26,2112,23.5,1,0,1,1,0,0,9,1,0.04,0.00,0.04,0.04,0.04,Matches
208,Samuel Grandsir,fr FRA,MF,Le Havre,26,1996,23,4,606,6.7,1,1,2,1,0,1,4,2,0.15,0.15,0.30,0.15,0.30,Matches
209,Adrian Grbić,at AUT,"FW,MF",Lorient,26,1996,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Gabriel Gudmundsson,se SWE,"MF,DF",Lille,24,1999,25,14,1267,14.1,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
211,Axel Gueguin,fr FRA,DF,Montpellier,18,2005,3,1,132,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
212,Mattéo Guendouzi,fr FRA,MF,Marseille,24,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
213,Evann Guessand,ci CIV,FW,Nice,22,2001,34,14,1553,17.3,6,0,6,4,2,2,1,0,0.35,0.00,0.35,0.23,0.23,Matches
214,Pape Gueye,sn SEN,"MF,DF",Marseille,24,1999,15,9,765,8.5,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches
215,Morgan Guilavogui,gn GUI,FW,Lens,25,1998,23,2,566,6.3,2,0,2,2,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches
216,Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,28,1994,32,29,2490,27.7,2,0,2,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches
217,Jaouen Hadjam,dz ALG,DF,Nantes,20,2003,8,0,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
218,Massadio Haïdara,ml MLI,"DF,MF",Lens,30,1992,18,7,741,8.2,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
219,Oualid El Hajjam,ma MAR,"DF,MF",Le Havre,32,1991,13,4,393,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
220,Achraf Hakimi,ma MAR,"DF,MF",Paris Saint-Germain,24,1998,25,20,1932,21.5,4,5,9,4,0,0,3,0,0.19,0.23,0.42,0.19,0.42,Matches
221,Hákon Haraldsson,is ISL,"MF,FW",Lille,20,2003,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches
222,Amine Harit,ma MAR,MF,Marseille,26,1997,28,21,1821,20.2,1,2,3,1,0,0,5,0,0.05,0.10,0.15,0.05,0.15,Matches
223,Silvan Hefti,ch SUI,"DF,MF",Montpellier,25,1997,11,9,711,7.9,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
224,Henrique,br BRA,"DF,MF",Lyon,29,1994,11,6,607,6.7,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches
225,Luis Henrique,br BRA,"FW,MF",Marseille,21,2001,15,8,784,8.7,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches
226,Christophe Hérelle,mq MTQ,DF,Metz,30,1992,19,18,1617,18.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
227,Lucas Hernández,fr FRA,DF,Paris Saint-Germain,27,1996,27,23,1909,21.2,1,1,2,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,Matches
228,Andrej Ilic,rs SRB,FW,Lille,23,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
229,Bonke Innocent,ng NGA,MF,Lorient,27,1996,4,3,210,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
230,Ismaily,br BRA,DF,Lille,33,1990,30,28,2465,27.4,1,1,2,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,Matches
231,Yanis Issoufou,fr FRA,FW,Montpellier,16,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
232,Junya Ito,jp JPN,"FW,MF",Reims,30,1993,31,31,2714,30.2,3,7,10,3,0,0,2,0,0.10,0.23,0.33,0.10,0.33,Matches
233,Jérémy Jacquet,fr FRA,DF,Rennes,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
234,Jérémy Jacquet,fr FRA,DF,Clermont Foot,18,2005,6,2,253,2.8,0,1,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,Matches
235,Ismail Jakobs,sn SEN,"MF,DF",Monaco,23,1999,22,16,1466,16.3,1,2,3,1,0,0,0,0,0.06,0.12,0.18,0.06,0.18,Matches
236,Ablie Jallow,gm GAM,"MF,FW",Metz,24,1998,17,10,918,10.2,3,2,5,2,1,1,1,0,0.29,0.20,0.49,0.20,0.39,Matches
237,Danley Jean-Jacques,ht HAI,MF,Metz,23,2000,33,30,2682,29.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
238,Jeffinho,br BRA,"MF,FW",Lyon,23,1999,10,3,308,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.58,0.29,0.58,Matches
239,Antoine Joujou,fr FRA,"MF,FW",Le Havre,20,2003,23,6,779,8.7,0,2,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches
240,Christopher Jullien,fr FRA,DF,Montpellier,30,1993,20,13,1233,13.7,1,0,1,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches
241,Eli Junior Kroupi,fr FRA,FW,Lorient,17,2006,30,11,1084,12.0,5,3,8,5,0,0,1,0,0.42,0.25,0.66,0.42,0.66,Matches
242,Abdoul Kader Bamba,fr FRA,MF,Nantes,29,1994,23,1,611,6.8,2,1,3,2,0,0,2,0,0.29,0.15,0.44,0.29,0.44,Matches
243,Yaya Kader Fofana,ml MLI,MF,Reims,19,2004,4,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
244,Tino Kadewere,zw ZIM,FW,Lyon,27,1996,11,2,296,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
245,Tino Kadewere,zw ZIM,"FW,MF",Nantes,27,1996,14,8,781,8.7,1,0,1,1,0,1,1,0,0.12,0.00,0.12,0.12,0.12,Matches
246,Arnaud Kalimuendo,fr FRA,FW,Rennes,21,2002,30,25,2139,23.8,10,1,11,8,2,2,6,0,0.42,0.04,0.46,0.34,0.38,Matches
247,Gedeon Kalulu,cd COD,"MF,DF",Lorient,25,1997,19,11,970,10.8,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches
248,Warren Kamanzi,no NOR,"MF,DF",Toulouse,22,2000,24,12,1187,13.2,0,3,3,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches
249,Lee Kang-in,kr KOR,"MF,FW",Paris Saint-Germain,22,2001,23,18,1464,16.3,3,4,7,3,0,0,2,0,0.18,0.25,0.43,0.18,0.43,Matches
250,Yann Karamoh,fr FRA,FW,Montpellier,25,1998,12,1,284,3.2,1,0,1,1,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches
251,Ayman Kari,fr FRA,MF,Lorient,18,2004,14,12,893,9.9,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches
252,Panos Katseris,gr GRE,MF,Lorient,22,2001,15,13,1041,11.6,1,1,2,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
253,Kévin Keben,cm CMR,"DF,MF",Toulouse,19,2004,8,7,521,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
254,Yassine Kechta,ma MAR,MF,Le Havre,21,2002,32,21,1849,20.5,2,1,3,2,0,0,4,0,0.10,0.05,0.15,0.10,0.15,Matches
255,Thilo Kehrer,de GER,DF,Monaco,26,1996,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,Matches
256,Habib Keita,ml MLI,MF,Clermont Foot,21,2002,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
257,Reda Khadra,de GER,"MF,FW",Reims,22,2001,29,14,1368,15.2,1,3,4,1,0,0,1,0,0.07,0.20,0.26,0.07,0.26,Matches
258,Wahbi Khazri,tn TUN,"MF,FW",Montpellier,32,1991,25,13,1131,12.6,1,0,1,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches
259,Abdukodir Khusanov,uz UZB,DF,Lens,19,2004,11,9,809,9.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
260,Philipp Köhn,ch SUI,GK,Monaco,25,1998,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
261,Randal Kolo Muani,fr FRA,"FW,MF",Paris Saint-Germain,24,1998,26,13,1268,14.1,6,5,11,6,0,0,1,0,0.43,0.35,0.78,0.43,0.78,Matches
262,Cheick Konaté,ml MLI,"MF,DF",Clermont Foot,19,2004,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,Matches
263,Geoffrey Kondogbia,cf CTA,MF,Marseille,30,1993,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
264,Abdoul Koné,fr FRA,DF,Reims,18,2005,3,3,193,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
265,Amadou Koné,ml MLI,MF,Reims,18,2005,16,4,475,5.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
266,Ibrahima Koné,ml MLI,FW,Lorient,24,1999,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
267,N'Guessan Kouadio,ci CIV,MF,Metz,20,2003,6,1,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
268,Koffi Kouao,ci CIV,DF,Metz,25,1998,13,10,860,9.6,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
269,Therence Koudou,fr FRA,DF,Reims,18,2004,9,3,314,3.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Boubakar Kouyaté,ml MLI,DF,Montpellier,26,1997,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.00,0.09,0.09,0.00,0.09,Matches
271,Sael Kumbedi,fr FRA,"DF,MF",Lyon,18,2005,17,8,924,10.3,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
272,Layvin Kurzawa,fr FRA,DF,Paris Saint-Germain,30,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
273,Daler Kuzyaev,ru RUS,MF,Le Havre,30,1993,30,24,2090,23.2,2,2,4,2,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches
274,Grejohn Kyei,fr FRA,FW,Clermont Foot,27,1995,26,10,1026,11.4,2,1,3,1,1,1,1,0,0.18,0.09,0.26,0.09,0.18,Matches
275,Gaëtan Laborde,fr FRA,"FW,MF",Nice,29,1994,34,22,1906,21.2,5,2,7,4,1,2,2,0,0.24,0.09,0.33,0.19,0.28,Matches
276,Alexandre Lacazette,fr FRA,FW,Lyon,32,1991,29,27,2293,25.5,19,2,21,17,2,2,3,1,0.75,0.08,0.82,0.67,0.75,Matches
277,Alban Lafont,ci CIV,GK,Nantes,24,1999,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
278,Kenny Lala,mg MAD,DF,Brest,31,1991,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.06,0.09,0.15,0.06,0.15,Matches
279,Mathis Lambourde,fr FRA,FW,Rennes,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
280,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,25,1998,22,16,1389,15.4,5,1,6,3,2,2,4,0,0.32,0.06,0.39,0.19,0.26,Matches
281,Didier Lamkel Zé,cm CMR,"FW,MF",Metz,26,1996,9,7,550,6.1,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches
282,Julien Laporte,fr FRA,DF,Lorient,29,1993,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
283,Théo Le Bris,fr FRA,MF,Lorient,20,2002,26,15,1516,16.8,0,2,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
284,Julien Le Cardinal,fr FRA,DF,Brest,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
285,Julien Le Cardinal,fr FRA,DF,Lens,25,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
286,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,25,1998,33,19,1618,18.0,4,0,4,4,0,0,3,0,0.22,0.00,0.22,0.22,0.22,Matches
287,Enzo Le Fée,fr FRA,MF,Rennes,23,2000,25,19,1527,17.0,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
288,Vincent Le Goff,fr FRA,"MF,DF",Lorient,33,1989,9,8,541,6.0,1,1,2,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches
289,Adrien Lebeau,fr FRA,MF,Brest,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.00,1.67,1.67,0.00,1.67,Matches
290,Jean-Louis Leca,fr FRA,GK,Lens,37,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
291,Benjamin Lecomte,fr FRA,GK,Montpellier,32,1991,30,30,2700,30.0,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches
292,Pierre Lees-Melou,fr FRA,MF,Brest,30,1993,29,29,2517,28.0,4,0,4,4,0,0,12,1,0.14,0.00,0.14,0.14,0.14,Matches
293,Johann Lepenant,fr FRA,MF,Lyon,20,2002,6,2,253,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
294,Léo Leroy,fr FRA,MF,Montpellier,23,2000,21,3,499,5.5,0,1,1,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches
295,Gautier Lloris,fr FRA,DF,Le Havre,28,1995,31,31,2778,30.9,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches
296,Abou Lô,sn SEN,"MF,DF",Metz,23,2000,6,2,197,2.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
297,Bradley Locko,fr FRA,DF,Brest,21,2002,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches
298,Renan Lodi,br BRA,"DF,MF",Marseille,25,1998,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Elysée Logbo,fr FRA,FW,Le Havre,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Anthony Lopes,pt POR,GK,Lyon,32,1990,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
301,Pau López,es ESP,GK,Marseille,28,1994,33,33,2939,32.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
302,Jordan Lotomba,ch SUI,"DF,MF",Nice,24,1998,28,21,1804,20.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
303,Tom Louchet,fr FRA,"MF,FW",Nice,20,2003,13,3,409,4.5,1,1,2,1,0,0,1,0,0.22,0.22,0.44,0.22,0.44,Matches
304,Imran Louza,ma MAR,MF,Lorient,24,1999,14,10,863,9.6,1,3,4,1,0,0,1,0,0.10,0.31,0.42,0.10,0.42,Matches
305,Dejan Lovren,hr CRO,DF,Lyon,34,1989,10,8,718,8.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
306,Joshua M'Bahia,ci CIV,DF,Clermont Foot,18,2005,1,0,14,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
307,Othmane Maamma,ma MAR,FW,Montpellier,17,2005,2,1,88,1.0,1,0,1,1,0,0,0,0,1.02,0.00,1.02,1.02,1.02,Matches
308,Deiver Machado,co COL,MF,Lens,29,1993,19,13,1124,12.5,4,0,4,4,0,0,4,0,0.32,0.00,0.32,0.32,0.32,Matches
309,Soungoutou Magassa,fr FRA,DF,Monaco,19,2003,21,15,1346,15.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
310,Hugo Magnetti,fr FRA,MF,Brest,25,1998,33,30,2340,26.0,2,0,2,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches
311,Yohann Magnin,fr FRA,MF,Clermont Foot,26,1997,31,17,1687,18.7,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches
312,Frank Magri,cm CMR,"FW,MF",Toulouse,23,1999,29,14,1438,16.0,5,2,7,5,0,0,5,0,0.31,0.13,0.44,0.31,0.44,Matches
313,Adel Mahamoud,km COM,FW,Nantes,20,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
314,Habib Maïga,ci CIV,MF,Metz,27,1996,7,1,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
315,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,25,1997,23,16,1432,15.9,1,4,5,0,1,1,1,1,0.06,0.25,0.31,0.00,0.25,Matches
316,Radosław Majecki,pl POL,GK,Monaco,23,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
317,Lovro Majer,hr CRO,"FW,MF",Rennes,25,1998,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
318,Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,25,1998,11,5,479,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
319,Aaron Malouda,fr FRA,FW,Lille,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Steve Mandanda,fr FRA,GK,Rennes,38,1985,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
321,Orel Mangala,be BEL,MF,Lyon,25,1998,8,4,398,4.4,2,0,2,2,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches
322,Vito Mannone,it ITA,GK,Lille,35,1988,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
323,Faitout Maouassa,fr FRA,MF,Lens,25,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
324,Guillermo Maripán,cl CHI,DF,Monaco,29,1994,23,21,1767,19.6,1,0,1,1,0,0,0,1,0.05,0.00,0.05,0.05,0.05,Matches
325,Marquinhos,br BRA,DF,Paris Saint-Germain,29,1994,21,18,1537,17.1,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
326,Marquinhos,br BRA,MF,Nantes,20,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
327,Jonas Martin,fr FRA,MF,Brest,33,1990,31,9,1208,13.4,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches
328,Clinton Mata,ao ANG,"DF,MF",Lyon,30,1992,28,25,2220,24.7,0,3,3,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,Matches
329,Eliot Matazo,be BEL,MF,Monaco,21,2002,6,0,102,1.1,0,1,1,0,0,0,2,0,0.00,0.88,0.88,0.00,0.88,Matches
330,Nemanja Matić,rs SRB,MF,Rennes,34,1988,13,11,1027,11.4,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Nemanja Matić,rs SRB,MF,Lyon,34,1988,15,15,1254,13.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
332,Chrislain Matsima,fr FRA,DF,Clermont Foot,21,2002,14,13,1180,13.1,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
333,Chrislain Matsima,fr FRA,DF,Monaco,21,2002,6,3,298,3.3,0,1,1,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches
334,Azor Matusiwa,nl NED,MF,Reims,25,1998,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
335,Azor Matusiwa,nl NED,MF,Rennes,25,1998,12,9,794,8.8,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
