Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
169,Bafodé Diakité,fr FRA,DF,Lille,21,2001,33,29,2653,29.5,3,0,3,3,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches
170,Ibrahim Diakité,gn GUI,DF,Reims,18,2003,3,1,131,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
171,Baila Diallo,fr FRA,DF,Clermont Foot,21,2001,6,0,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Habib Diallo,sn SEN,FW,Strasbourg,27,1995,37,32,2879,32.0,20,1,21,17,3,4,4,1,0.63,0.03,0.66,0.53,0.56,Matches
173,Ismael Diallo,ci CIV,DF,Ajaccio,25,1997,28,25,2176,24.2,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
174,Habib Diarra,sn SEN,"MF,FW",Strasbourg,18,2004,29,18,1626,18.1,3,2,5,3,0,0,4,0,0.17,0.11,0.28,0.17,0.28,Matches
175,Moussa Diarra,ml MLI,DF,Toulouse,21,2000,23,12,1225,13.6,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches
176,Stéphane Diarra,fr FRA,"MF,FW",Lorient,23,1998,28,14,1066,11.8,2,0,2,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches
177,Krépin Diatta,sn SEN,MF,Monaco,23,1999,31,22,2072,23.0,4,2,6,4,0,0,3,0,0.17,0.09,0.26,0.17,0.26,Matches
178,Mory Diaw,sn SEN,GK,Clermont Foot,29,1993,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
179,Bamba Dieng,sn SEN,FW,Marseille,22,2000,10,1,194,2.2,1,0,1,1,0,0,1,0,0.46,0.00,0.46,0.46,0.46,Matches
180,Bamba Dieng,sn SEN,"FW,MF",Lorient,22,2000,15,9,747,8.3,3,0,3,2,1,1,1,0,0.36,0.00,0.36,0.24,0.24,Matches
181,Tristan Dingomé,cm CMR,"DF,MF",Troyes,31,1991,8,0,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
182,Sinaly Diomande,ci CIV,DF,Lyon,21,2001,24,22,1957,21.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
183,Lois Diony,fr FRA,FW,Angers,29,1992,11,5,506,5.6,2,0,2,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches
184,Edan Diop,fr FRA,MF,Monaco,17,2004,7,1,223,2.5,1,0,1,1,0,0,0,0,0.40,0.00,0.40,0.40,0.40,Matches
185,Sofiane Diop,ma MAR,MF,Monaco,22,2000,1,1,65,0.7,1,0,1,1,0,0,0,0,1.38,0.00,1.38,1.38,1.38,Matches
186,Sofiane Diop,ma MAR,"MF,FW",Nice,22,2000,22,14,1228,13.6,1,4,5,1,0,0,1,0,0.07,0.29,0.37,0.07,0.37,Matches
187,Yehvann Diouf,sn SEN,GK,Reims,22,1999,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Axel Disasi,fr FRA,DF,Monaco,24,1998,38,37,3330,37.0,3,3,6,3,0,1,3,0,0.08,0.08,0.16,0.08,0.16,Matches
189,Tiago Djaló,pt POR,DF,Lille,22,2000,25,24,2017,22.4,2,0,2,2,0,0,7,0,0.09,0.00,0.09,0.09,0.09,Matches
190,Alexander Djiku,gh GHA,DF,Strasbourg,27,1994,31,31,2677,29.7,1,2,3,1,0,0,8,1,0.03,0.07,0.10,0.03,0.10,Matches
191,Moussa Djitte,sn SEN,FW,Ajaccio,22,1999,6,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
192,Ouparine Djoco,gw GNB,GK,Clermont Foot,24,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
193,Alan Do Marcolino,ga GAB,FW,Rennes,20,2002,3,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
194,Jeremy Doku,be BEL,"MF,FW",Rennes,20,2002,29,13,1291,14.3,6,2,8,6,0,0,0,0,0.42,0.14,0.56,0.42,0.56,Matches
195,Kyliane Dong,fr FRA,"MF,FW",Troyes,17,2004,6,2,213,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
196,Jordan Dongmo,cm CMR,MF,Troyes,21,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
197,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,23,1999,38,38,3409,37.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
198,Jodel Dossou,bj BEN,MF,Clermont Foot,30,1992,9,2,258,2.9,1,0,1,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches
199,Lohann Doucet,bf BFA,MF,Nantes,19,2002,9,0,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
200,Siriné Doucouré,ml MLI,FW,Lorient,20,2002,12,0,136,1.5,0,1,1,0,0,0,0,0,0.00,0.66,0.66,0.00,0.66,Matches
201,Désiré Doué,fr FRA,"MF,FW",Rennes,17,2005,26,11,1115,12.4,3,1,4,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,Matches
202,Guela Doué,ci CIV,DF,Rennes,19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
203,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,19,2003,28,25,2297,25.5,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches
204,Kamory Doumbia,ml MLI,MF,Reims,19,2003,26,13,1155,12.8,2,2,4,1,1,1,0,0,0.16,0.16,0.31,0.08,0.23,Matches
205,Souleyman Doumbia,ci CIV,"DF,MF",Angers,25,1996,24,21,1790,19.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
206,Rémy Dugimont,fr FRA,"FW,MF",Auxerre,36,1986,11,0,113,1.3,0,1,1,0,0,0,1,0,0.00,0.80,0.80,0.00,0.80,Matches
207,Maxime Dupé,fr FRA,GK,Toulouse,29,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
208,Jean-Kevin Duverne,ht HAI,DF,Brest,25,1997,34,27,2515,27.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
209,Hugo Ekitike,fr FRA,FW,Paris Saint-Germain,20,2002,25,12,1155,12.8,3,4,7,3,0,0,0,0,0.23,0.31,0.55,0.23,0.55,Matches
210,Alberth Elis,hn HON,MF,Brest,26,1996,10,2,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
211,Breel Embolo,ch SUI,FW,Monaco,25,1997,32,19,1859,20.7,12,2,14,12,0,1,3,0,0.58,0.10,0.68,0.58,0.68,Matches
212,Maxime Estève,fr FRA,DF,Montpellier,20,2002,23,18,1646,18.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
213,Fábio,br BRA,"DF,MF",Nantes,32,1990,6,3,224,2.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
214,Noah Fadiga,sn SEN,DF,Brest,22,1999,21,16,1308,14.5,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
215,Wout Faes,be BEL,DF,Reims,24,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
216,Romain Faivre,fr FRA,MF,Lorient,24,1998,16,14,1246,13.8,5,3,8,5,0,0,0,0,0.36,0.22,0.58,0.36,0.58,Matches
217,Romain Faivre,fr FRA,MF,Lyon,24,1998,10,3,300,3.3,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches
218,Fallou Fall,sn SEN,DF,Reims,18,2004,1,0,32,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
219,Khalil Fayad,fr FRA,MF,Montpellier,18,2004,24,7,718,8.0,0,2,2,0,0,0,1,1,0.00,0.25,0.25,0.00,0.25,Matches
220,Cheikh Faye,sn SEN,DF,Montpellier,23,1999,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
221,Jordan Ferri,fr FRA,MF,Montpellier,30,1992,34,32,2738,30.4,1,2,3,1,0,0,7,1,0.03,0.07,0.10,0.03,0.10,Matches
222,Karol Fila,pl POL,DF,Strasbourg,24,1998,2,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Alexis Flips,fr FRA,"MF,DF",Reims,22,2000,33,28,1978,22.0,4,6,10,4,0,0,3,1,0.18,0.27,0.46,0.18,0.46,Matches
224,Seko Fofana,ci CIV,MF,Lens,27,1995,35,34,3073,34.1,7,5,12,6,1,2,2,0,0.21,0.15,0.35,0.18,0.32,Matches
225,Yahia Fofana,ci CIV,GK,Angers,21,2000,11,11,990,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
226,Youssouf Fofana,fr FRA,MF,Monaco,23,1999,36,35,3086,34.3,2,2,4,2,0,0,4,2,0.06,0.06,0.12,0.06,0.12,Matches
227,Thomas Foket,be BEL,DF,Reims,27,1994,24,23,1976,22.0,0,1,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches
228,José Fonte,pt POR,DF,Lille,38,1983,31,30,2592,28.8,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
229,Steven Fortes,cv CPV,DF,Lens,30,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
230,Przemysław Frankowski,pl POL,MF,Lens,27,1995,37,31,2833,31.5,5,3,8,2,3,3,4,0,0.16,0.10,0.25,0.06,0.16,Matches
231,Angelo Fulgini,nc NCL,"MF,FW",Lens,25,1996,17,12,858,9.5,1,1,2,1,0,0,0,0,0.10,0.10,0.21,0.10,0.21,Matches
232,Gauthier Gallon,fr FRA,GK,Troyes,29,1993,30,30,2667,29.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
233,Kévin Gameiro,fr FRA,FW,Strasbourg,35,1987,34,23,2098,23.3,10,0,10,9,1,2,1,1,0.43,0.00,0.43,0.39,0.39,Matches
234,Ignatius Ganago,cm CMR,"FW,MF",Nantes,23,1999,28,16,1520,16.9,5,3,8,5,0,0,0,0,0.30,0.18,0.47,0.30,0.47,Matches
235,Ignatius Ganago,cm CMR,"FW,MF",Lens,23,1999,4,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
236,Johan Gastien,fr FRA,MF,Clermont Foot,34,1988,31,29,2603,28.9,4,3,7,4,0,0,7,0,0.14,0.10,0.24,0.14,0.24,Matches
237,Denis Genreau,au AUS,MF,Toulouse,23,1999,20,7,657,7.3,0,1,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches
238,Valère Germain,fr FRA,"FW,MF",Montpellier,32,1990,31,5,688,7.6,2,0,2,2,0,0,1,1,0.26,0.00,0.26,0.26,0.26,Matches
239,Gerson,br BRA,MF,Marseille,25,1997,10,6,417,4.6,2,0,2,2,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches
240,Ismaël Gharbi,tn TUN,MF,Paris Saint-Germain,18,2004,6,0,58,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
241,Faouzi Ghoulam,dz ALG,DF,Angers,31,1991,7,6,479,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
242,Samuel Gigot,fr FRA,DF,Marseille,28,1993,26,24,1879,20.9,2,2,4,2,0,0,5,2,0.10,0.10,0.19,0.10,0.19,Matches
243,Andrei Girotto,br BRA,"DF,MF",Nantes,30,1992,36,36,3149,35.0,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,Matches
244,Aleksandr Golovin,ru RUS,MF,Monaco,26,1996,34,29,2464,27.4,8,7,15,8,0,0,5,0,0.29,0.26,0.55,0.29,0.55,Matches
245,André Gomes,pt POR,MF,Lille,29,1993,26,18,1629,18.1,3,2,5,3,0,0,6,0,0.17,0.11,0.28,0.17,0.28,Matches
246,Angel Gomes,eng ENG,MF,Lille,21,2000,36,34,2816,31.3,2,6,8,1,1,1,8,0,0.06,0.19,0.26,0.03,0.22,Matches
247,Maxime Gonalons,fr FRA,MF,Clermont Foot,33,1989,25,19,1449,16.1,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
248,Oumar Gonzalez,cm CMR,DF,Ajaccio,24,1998,30,29,2578,28.6,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches
249,Amine Gouiri,dz ALG,"MF,FW",Nice,22,2000,3,3,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
250,Amine Gouiri,dz ALG,"FW,MF",Rennes,22,2000,33,29,2523,28.0,15,3,18,15,0,0,4,0,0.54,0.11,0.64,0.54,0.64,Matches
251,Jonathan Gradit,fr FRA,DF,Lens,29,1992,33,33,2823,31.4,1,3,4,1,0,0,7,0,0.03,0.10,0.13,0.03,0.13,Matches
252,Andrew Gravillon,gp GLP,DF,Reims,24,1998,13,12,1038,11.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
253,Adrian Grbić,at AUT,"FW,MF",Lorient,25,1996,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
254,Gabriel Gudmundsson,se SWE,"DF,MF",Lille,23,1999,18,9,838,9.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
255,Axel Gueguin,fr FRA,FW,Montpellier,17,2005,5,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
256,Mattéo Guendouzi,fr FRA,MF,Marseille,23,1999,33,25,2108,23.4,2,4,6,1,1,1,3,0,0.09,0.17,0.26,0.04,0.21,Matches
257,Evann Guessand,ci CIV,"MF,FW",Nantes,21,2001,30,15,1260,14.0,3,2,5,3,0,0,2,0,0.21,0.14,0.36,0.21,0.36,Matches
258,Pape Gueye,sn SEN,MF,Marseille,23,1999,14,4,492,5.5,1,1,2,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,Matches
259,Frederic Guilbert,fr FRA,"MF,DF",Strasbourg,27,1994,18,17,1461,16.2,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
260,Serhou Guirassy,gn GUI,FW,Rennes,26,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
261,Rafik Guitane,fr FRA,"FW,MF",Reims,23,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Malo Gusto,fr FRA,"DF,MF",Lyon,19,2003,21,19,1595,17.7,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
263,Jaouen Hadjam,dz ALG,"DF,MF",Nantes,19,2003,13,8,805,8.9,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches
264,Massadio Haïdara,ml MLI,"DF,MF",Lens,29,1992,36,17,1671,18.6,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
265,Achraf Hakimi,ma MAR,"MF,DF",Paris Saint-Germain,23,1998,28,23,2053,22.8,5,3,8,5,0,0,7,2,0.22,0.13,0.35,0.22,0.35,Matches
266,Mathis Hamdi,fr FRA,DF,Troyes,18,2003,2,0,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
267,Ben Hamed Touré,ci CIV,FW,Ajaccio,18,2003,4,2,209,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
268,Romain Hamouma,fr FRA,FW,Ajaccio,35,1987,19,14,1079,12.0,2,2,4,2,0,0,5,2,0.17,0.17,0.33,0.17,0.33,Matches
269,Saïd Hamulic,ba BIH,FW,Toulouse,21,2000,6,0,104,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Amine Harit,ma MAR,"MF,FW",Marseille,25,1997,10,6,515,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
271,Rhys Healey,wls WAL,FW,Toulouse,27,1994,4,0,64,0.7,2,0,2,2,0,0,1,0,2.81,0.00,2.81,2.81,2.81,Matches
272,Gauthier Hein,fr FRA,MF,Auxerre,25,1996,35,23,1874,20.8,2,0,2,2,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
273,Henrique,br BRA,"DF,MF",Lyon,28,1994,7,3,356,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches
274,Christophe Hérelle,mq MTQ,DF,Brest,29,1992,16,12,1060,11.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
275,Noah Holm,no NOR,FW,Reims,21,2001,8,2,194,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
276,Franck Honorat,fr FRA,"MF,FW",Brest,25,1996,33,29,2535,28.2,6,5,11,6,0,0,1,0,0.21,0.18,0.39,0.21,0.39,Matches
277,Cédric Hountondji,bj BEN,DF,Angers,28,1994,36,35,3095,34.4,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
278,Ilyes Housni,fr FRA,FW,Paris Saint-Germain,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
279,Adrien Hunou,fr FRA,"MF,FW",Angers,28,1994,34,28,2234,24.8,4,1,5,4,0,0,2,0,0.16,0.04,0.20,0.16,0.20,Matches
280,Mounaim El Idrissy,fr FRA,FW,Ajaccio,23,1999,32,30,2497,27.7,6,0,6,6,0,0,10,0,0.22,0.00,0.22,0.22,0.22,Matches
281,Rareş Ilie,ro ROU,MF,Nice,19,2003,4,2,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
282,Bonke Innocent,ng NGA,MF,Lorient,26,1996,25,14,1182,13.1,0,1,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches
283,Ismaily,br BRA,"DF,MF",Lille,32,1990,23,21,1779,19.8,2,1,3,2,0,0,0,0,0.10,0.05,0.15,0.10,0.15,Matches
284,Junya Ito,jp JPN,"MF,FW",Reims,29,1993,35,34,2916,32.4,6,5,11,6,0,0,3,1,0.19,0.15,0.34,0.19,0.34,Matches
285,Ismail Jakobs,sn SEN,"MF,DF",Monaco,22,1999,32,9,1119,12.4,0,2,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches
286,Marin Jakoliš,hr CRO,"FW,MF",Angers,25,1996,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
287,Léo Jardim,br BRA,GK,Lille,27,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
288,Luis Javier Suárez,co COL,FW,Marseille,24,1997,7,2,293,3.3,3,1,4,3,0,0,1,0,0.92,0.31,1.23,0.92,1.23,Matches
289,Dany Jean,ht HAI,MF,Strasbourg,19,2002,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
290,Julian Jeanvier,gn GUI,DF,Auxerre,30,1992,22,20,1760,19.6,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches
291,Jeffinho,br BRA,"MF,FW",Lyon,22,1999,9,4,446,5.0,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
292,Paul Joly,fr FRA,DF,Auxerre,22,2000,10,10,867,9.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
293,Jubal,br BRA,DF,Auxerre,28,1993,37,35,3217,35.7,3,1,4,2,1,1,7,0,0.08,0.03,0.11,0.06,0.08,Matches
294,Christopher Jullien,fr FRA,DF,Montpellier,29,1993,30,30,2695,29.9,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches
295,Eli Junior Kroupi,fr FRA,FW,Lorient,16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
296,Issa Kaboré,bf BFA,MF,Marseille,21,2001,22,9,1028,11.4,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches
297,Abdoul Kader Bamba,fr FRA,MF,Nantes,28,1994,4,1,78,0.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
298,Gaël Kakuta,cd COD,"FW,MF",Lens,31,1991,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Arnaud Kalimuendo,fr FRA,FW,Rennes,20,2002,30,24,1849,20.5,7,3,10,7,0,0,0,0,0.34,0.15,0.49,0.34,0.49,Matches
300,Gedeon Kalulu,cd COD,"DF,MF",Lorient,24,1997,29,28,2438,27.1,0,4,4,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,Matches
301,Justin-Noël Kalumba,fr FRA,DF,Angers,17,2004,7,7,546,6.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
302,Warren Kamanzi,no NOR,"DF,MF",Toulouse,21,2000,11,7,665,7.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
303,Bingourou Kamara,sn SEN,GK,Montpellier,25,1996,5,4,408,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
304,Nordine Kandil,fr FRA,MF,Strasbourg,20,2001,7,0,101,1.1,0,1,1,0,0,0,0,0,0.00,0.89,0.89,0.00,0.89,Matches
305,Ayman Kari,fr FRA,MF,Lorient,17,2004,5,0,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
306,Kévin Keben,cm CMR,"DF,MF",Toulouse,18,2004,11,4,362,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
307,Check Keita,fr FRA,DF,Reims,19,2003,9,8,682,7.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
308,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,27,1995,34,23,2027,22.5,7,3,10,7,0,0,4,0,0.31,0.13,0.44,0.31,0.44,Matches
309,Wahbi Khazri,tn TUN,"MF,FW",Montpellier,31,1991,27,20,1635,18.2,4,1,5,4,0,0,5,1,0.22,0.06,0.28,0.22,0.28,Matches
310,Anthony Khelifa,dz ALG,DF,Ajaccio,16,2005,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
311,Presnel Kimpembe,fr FRA,DF,Paris Saint-Germain,26,1995,11,9,730,8.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
312,Samuel Koeberlé,fr FRA,MF,Reims,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
313,Rudy Kohon,fr FRA,DF,Troyes,18,2004,1,0,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
314,Sead Kolašinac,ba BIH,"DF,MF",Marseille,29,1993,33,26,2214,24.6,4,1,5,4,0,0,3,0,0.16,0.04,0.20,0.16,0.20,Matches
315,Cheick Konaté,ml MLI,DF,Clermont Foot,18,2004,9,6,572,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
316,Ibrahima Koné,ml MLI,FW,Lorient,23,1999,37,15,1577,17.5,7,1,8,5,2,3,3,0,0.40,0.06,0.46,0.29,0.34,Matches
317,Youssouf Koné,ml MLI,DF,Ajaccio,27,1995,13,12,916,10.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
318,Rominigue Kouamé,ml MLI,MF,Troyes,25,1996,32,31,2661,29.6,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07,Matches
319,Boubakar Kouyaté,ml MLI,DF,Montpellier,25,1997,15,15,1256,14.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Sael Kumbedi,fr FRA,"DF,MF",Lyon,17,2005,20,14,1320,14.7,0,2,2,0,0,0,8,0,0.00,0.14,0.14,0.00,0.14,Matches
321,Grejohn Kyei,fr FRA,FW,Clermont Foot,26,1995,37,26,2232,24.8,10,3,13,6,4,6,3,0,0.40,0.12,0.52,0.24,0.36,Matches
322,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,19,2003,10,0,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
323,Gaëtan Laborde,fr FRA,FW,Nice,28,1994,33,28,2506,27.8,13,3,16,13,0,1,0,0,0.47,0.11,0.57,0.47,0.57,Matches
324,Gaëtan Laborde,fr FRA,FW,Rennes,28,1994,4,3,249,2.8,2,0,2,2,0,0,0,0,0.72,0.00,0.72,0.72,0.72,Matches
325,Alexandre Lacazette,fr FRA,FW,Lyon,31,1991,35,34,2929,32.5,27,5,32,21,6,8,3,0,0.83,0.15,0.98,0.65,0.80,Matches
326,Qazim Laçi,al ALB,MF,Ajaccio,26,1996,9,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
327,Alban Lafont,ci CIV,GK,Nantes,23,1999,37,37,3329,37.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
328,Kenny Lala,mg MAD,DF,Brest,30,1991,17,16,1417,15.7,0,2,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,Matches
329,Mohamed Lamine Bayo,gn GUI,FW,Lille,24,1998,27,6,651,7.2,4,1,5,4,0,0,1,0,0.55,0.14,0.69,0.55,0.69,Matches
330,Julien Laporte,fr FRA,DF,Lorient,28,1993,20,19,1654,18.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Yasser Larouci,dz ALG,"MF,DF",Troyes,21,2001,30,21,1797,20.0,1,1,2,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,Matches
332,Armand Lauriente,fr FRA,"MF,FW",Lorient,23,1998,3,3,266,3.0,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches
333,Théo Le Bris,fr FRA,"MF,DF",Lorient,19,2002,27,15,1452,16.1,2,2,4,2,0,0,0,0,0.12,0.12,0.25,0.12,0.25,Matches
334,Julien Le Cardinal,fr FRA,"MF,DF",Lens,24,1997,8,2,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
335,Jérémy Le Douaron,fr FRA,"MF,FW",Brest,24,1998,32,24,2071,23.0,10,3,13,10,0,0,1,0,0.43,0.13,0.56,0.43,0.56,Matches
336,Enzo Le Fée,fr FRA,MF,Lorient,22,2000,35,35,3028,33.6,5,6,11,5,0,0,5,0,0.15,0.18,0.33,0.15,0.33,Matches
