Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
599,Joel Roca,es ESP,FW,Girona,19,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
600,Marc Roca,es ESP,MF,Real Betis,27,1996,14,906,65,26.5,10.1,11,76,5,3,25,1,1.36,12,10,+2,+0.20,+0.02,Matches
601,Rodri,es ESP,MF,Real Betis,24,2000,3,118,39,3.5,1.3,1,71,0,2,24,0,0.67,0,2,-2,-1.53,-1.77,Matches
602,Adrián Rodriguez,es ESP,DF,Valladolid,21,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
603,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,2,122,61,3.6,1.4,1,90,1,1,32,23,2.00,2,2,0,0.00,+0.27,Matches
604,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,22,852,39,24.9,9.5,7,68,0,15,25,8,1.05,5,9,-4,-0.42,-0.39,Matches
605,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,26,1998,29,1330,46,38.9,14.8,12,75,5,17,25,5,0.97,15,21,-6,-0.41,+0.07,Matches
606,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,1,21,21,0.6,0.2,0,,0,1,21,0,0.00,0,1,-1,-4.29,-3.76,Matches
607,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,17,927,55,27.1,10.3,10,78,6,7,21,19,1.35,20,20,0,0.00,-0.07,Matches
608,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,37,2162,58,63.2,24.0,26,74,1,11,22,0,1.30,21,31,-10,-0.42,-0.49,Matches
609,Daniel Rodriguez,es ESP,MF,Barcelona,18,2005,1,37,37,1.1,0.4,1,37,0,0,,0,3.00,0,1,-1,-2.43,-4.14,Matches
610,James Rodríguez,co COL,MF,Rayo Vallecano,33,1991,6,140,23,4.1,1.6,1,63,0,5,15,5,1.33,4,2,+2,+1.29,+1.45,Matches
611,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,36,2514,70,73.5,27.9,26,85,20,10,29,1,1.53,44,40,+4,+0.14,+0.34,Matches
612,Jesus Rodríguez,es ESP,MF,Real Betis,18,2005,21,1111,53,32.5,12.3,15,67,0,6,17,3,1.71,20,14,+6,+0.49,+0.45,Matches
613,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,21,1758,84,51.4,19.5,21,84,9,0,,0,1.10,22,29,-7,-0.36,+0.40,Matches
614,Ricardo Rodríguez,ch SUI,DF,Real Betis,31,1992,18,1274,71,37.3,14.2,15,79,9,3,30,17,1.83,21,16,+5,+0.35,+0.27,Matches
615,Rodrygo,br BRA,"MF,FW",Real Madrid,23,2001,30,1928,64,56.4,21.4,22,76,5,8,33,1,2.20,42,17,+25,+1.17,+0.26,Matches
616,Leo Román,es ESP,GK,Mallorca,24,2000,7,630,90,18.4,7.0,7,90,7,0,,31,1.00,5,10,-5,-0.71,-0.59,Matches
617,Miguel Román,es ESP,MF,Celta Vigo,21,2002,0,,,,,0,,0,0,,4,,,,,,,Matches
618,Carlos Romero,es ESP,"DF,MF",Espanyol,22,2001,34,2554,75,74.7,28.4,28,84,19,6,32,2,1.12,29,39,-10,-0.35,-0.25,Matches
619,Elías Romero,es ESP,FW,Las Palmas,20,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
620,Isaac Romero,es ESP,FW,Sevilla,24,2000,31,2156,70,63.0,24.0,26,78,8,5,27,1,0.97,27,37,-10,-0.42,-0.20,Matches
621,Luka Romero,ar ARG,"MF,FW",Alavés,19,2004,6,199,33,5.8,2.2,2,58,0,4,21,12,0.83,3,5,-2,-0.90,-0.68,Matches
622,Oriol Romeu,es ESP,MF,Girona,32,1991,25,1356,54,39.6,15.1,17,70,6,8,21,5,1.20,18,27,-9,-0.60,-0.29,Matches
623,Vitor Roque,br BRA,FW,Real Betis,19,2005,22,1235,56,36.1,13.7,14,74,3,8,24,0,1.45,18,23,-5,-0.36,-0.86,Matches
624,Valentin Rosier,fr FRA,DF,Leganés,27,1996,32,2595,81,75.9,28.8,28,89,27,4,26,2,0.75,23,45,-22,-0.76,-1.31,Matches
625,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,29,2291,79,67.0,25.5,26,87,24,3,14,1,2.21,54,25,+29,+1.14,+0.26,Matches
626,Aitor Ruibal,es ESP,"DF,FW",Real Betis,28,1996,29,1313,45,38.4,14.6,13,75,5,16,21,2,1.66,24,20,+4,+0.27,+0.15,Matches
627,Abel Ruiz,es ESP,FW,Girona,24,2000,23,1346,59,39.4,15.0,17,70,1,6,26,4,1.09,15,20,-5,-0.33,+0.14,Matches
628,Ferrán Ruiz,es ESP,DF,Girona,21,2003,1,18,18,0.5,0.2,0,,0,1,18,1,3.00,0,0,0,0.00,+0.42,Matches
629,Guillermo Ruiz,es ESP,GK,Leganés,20,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
630,Sergio Ruiz,es ESP,FW,Las Palmas,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches
631,Iñaki Rupérez,es ESP,DF,Real Sociedad,21,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
632,Youssouf Sabaly,sn SEN,DF,Real Betis,31,1993,22,1581,72,46.2,17.6,20,77,10,2,23,7,1.68,20,24,-4,-0.23,-0.77,Matches
633,Omar Sadik,ma MAR,FW,Espanyol,20,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
634,Umar Sadiq,ng NGA,FW,Valencia,27,1997,16,825,52,24.1,9.2,9,71,2,7,26,2,1.69,13,13,0,0.00,+0.35,Matches
635,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,7,227,32,6.6,2.5,2,64,0,5,20,11,1.14,1,2,-1,-0.40,-0.11,Matches
636,Jorge Sáenz,es ESP,DF,Leganés,27,1996,23,1690,73,49.4,18.8,19,83,14,4,30,12,1.22,14,19,-5,-0.27,+0.36,Matches
637,Jan Salas,es ESP,MF,Mallorca,18,2005,4,43,11,1.3,0.5,0,,0,4,11,11,0.50,0,2,-2,-4.19,-4.00,Matches
638,Kike Salas,es ESP,DF,Sevilla,22,2002,31,2238,72,65.4,24.9,25,87,21,6,11,5,1.10,27,40,-13,-0.52,-0.52,Matches
639,Salvi,es ESP,MF,Espanyol,33,1991,0,,,,,0,,0,0,,11,,,,,,,Matches
640,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,22,1471,67,43.0,16.3,16,82,8,6,28,2,1.18,14,21,-7,-0.43,-0.15,Matches
641,Chuky san jose,es ESP,"MF,FW",Valladolid,20,2004,18,728,40,21.3,8.1,9,60,1,9,21,13,0.22,6,30,-24,-2.97,-1.63,Matches
642,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,29,1620,56,47.4,18.0,19,69,4,10,31,1,1.93,37,15,+22,+1.22,+1.07,Matches
643,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,33,1395,42,40.8,15.5,12,77,2,21,23,3,1.39,16,14,+2,+0.13,+0.62,Matches
644,Iván Sánchez,es ESP,MF,Valladolid,31,1992,32,1404,44,41.1,15.6,11,73,2,21,29,6,0.41,12,39,-27,-1.73,-0.08,Matches
645,Javi Sánchez,es ESP,DF,Valladolid,27,1997,25,2026,81,59.2,22.5,25,81,19,0,,1,0.60,18,52,-34,-1.51,+0.43,Matches
646,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,32,1722,54,50.4,19.1,18,81,7,14,18,4,1.00,24,33,-9,-0.47,-0.26,Matches
647,Manu Sánchez,es ESP,DF,Alavés,23,2000,33,2634,80,77.0,29.3,30,85,20,3,24,2,1.15,27,37,-10,-0.34,-0.34,Matches
648,Maroan Sannadi,ma MAR,FW,Athletic Club,23,2001,16,754,47,22.0,8.4,7,75,1,9,25,1,1.81,13,7,+6,+0.72,+0.07,Matches
649,Yellu Santiago,es ESP,MF,Getafe,20,2004,19,372,20,10.9,4.1,4,52,0,15,11,16,1.30,4,5,-1,-0.24,-0.12,Matches
650,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,9,594,66,17.4,6.6,7,82,4,2,9,25,1.11,9,8,+1,+0.15,+0.50,Matches
651,Sergi,es ESP,DF,Leganés,32,1992,36,2957,82,86.5,32.9,33,87,27,3,29,1,1.03,34,48,-14,-0.43,+0.16,Matches
652,Javier Serrano,es ESP,MF,Atlético Madrid,21,2003,0,,,,,0,,0,0,,4,,,,,,,Matches
653,Nicolás Serrano,es ESP,MF,Athletic Club,21,2003,4,112,28,3.3,1.2,1,79,0,3,11,14,2.00,0,2,-2,-1.61,-2.34,Matches
654,Llorenç Serred,es ESP,GK,Espanyol,18,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
655,Ismael Sierra,es ESP,DF,Osasuna,21,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
656,Fábio Silva,pt POR,FW,Las Palmas,22,2002,24,1866,78,54.6,20.7,22,82,9,2,37,0,1.21,27,33,-6,-0.29,+0.58,Matches
657,Rui Silva,pt POR,GK,Real Betis,30,1994,15,1350,90,39.5,15.0,15,90,15,0,,0,1.33,16,18,-2,-0.13,-0.52,Matches
658,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,33,1926,58,56.3,21.4,26,68,3,7,22,5,2.09,44,18,+26,+1.21,+0.49,Matches
659,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,1890,90,55.3,21.0,21,90,21,0,,4,1.81,28,14,+14,+0.67,+0.02,Matches
660,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,2,91,46,2.7,1.0,1,45,0,1,46,3,0.50,1,2,-1,-0.99,-0.45,Matches
661,Jailson Siqueira,br BRA,DF,Celta Vigo,28,1995,13,614,47,18.0,6.8,6,80,3,7,19,10,1.77,15,14,+1,+0.15,+0.11,Matches
662,Antonio Sivera,es ESP,GK,Alavés,27,1996,32,2810,88,82.2,31.2,32,88,30,0,,0,1.16,31,39,-8,-0.26,+0.04,Matches
663,Justin Smith,ca CAN,MF,Espanyol,21,2003,5,209,42,6.1,2.3,3,58,0,2,17,3,1.00,4,2,+2,+0.86,+1.23,Matches
664,Alex Sola,es ESP,MF,Getafe,25,1999,19,1029,54,30.1,11.4,13,68,0,6,25,16,1.05,5,10,-5,-0.44,-0.44,Matches
665,Arnau Solà,es ESP,DF,Villarreal,21,2003,1,13,13,0.4,0.1,0,,0,1,13,10,3.00,0,0,0,0.00,-0.53,Matches
666,Jhon Solis,co COL,MF,Girona,19,2004,19,535,28,15.6,5.9,3,76,1,16,19,13,0.95,9,18,-9,-1.51,-1.30,Matches
667,Hugo Solozabal,es ESP,MF,Leganés,21,2003,0,,,,,0,,0,0,,2,,,,,,,Matches
668,David Soria,es ESP,GK,Getafe,31,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.11,34,39,-5,-0.13,,Matches
669,Juan Soriano,es ESP,GK,Leganés,26,1997,6,540,90,15.8,6.0,6,90,6,0,,30,0.86,4,8,-4,-0.67,-0.26,Matches
670,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,24,1254,52,36.7,13.9,15,76,4,9,13,12,1.17,21,20,+1,+0.07,+0.03,Matches
671,Djibril Sow,ch SUI,MF,Sevilla,27,1997,30,2062,69,60.3,22.9,24,81,9,6,18,1,1.00,22,28,-6,-0.26,+0.20,Matches
672,Gerónimo Spina,ar ARG,DF,Atlético Madrid,19,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
673,Dimitrios Stamatakis,gr GRE,GK,Osasuna,21,2003,0,,,,,0,,0,0,,8,,,,,,,Matches
674,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,28,2270,81,66.4,25.2,26,85,23,2,31,2,1.39,33,35,-2,-0.08,-0.39,Matches
675,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,23,944,41,27.6,10.5,9,66,1,14,25,2,1.22,9,15,-6,-0.57,-0.39,Matches
676,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,16,699,44,20.4,7.8,6,73,2,10,26,4,1.19,10,13,-3,-0.39,-0.15,Matches
677,Cristhian Stuani,uy URU,FW,Girona,37,1986,32,1078,34,31.5,12.0,6,79,0,26,23,6,1.16,19,15,+4,+0.33,+1.10,Matches
678,Álex Suárez,es ESP,DF,Las Palmas,31,1993,30,2460,82,71.9,27.3,30,82,18,0,,5,0.93,28,45,-17,-0.62,-0.25,Matches
679,Denis Suárez,es ESP,MF,Villarreal,30,1994,21,608,29,17.8,6.8,7,59,0,14,14,10,1.57,12,13,-1,-0.15,-0.82,Matches
680,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,29,1792,62,52.4,19.9,21,78,10,8,20,3,1.21,16,27,-11,-0.55,-0.55,Matches
681,Suso,es ESP,"MF,FW",Sevilla,30,1993,16,606,38,17.7,6.7,4,86,2,12,22,14,1.25,10,11,-1,-0.15,+0.24,Matches
682,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,32,1348,42,39.4,15.0,15,62,0,17,25,1,1.28,29,19,+10,+0.67,+1.02,Matches
683,Grégoire Swiderski,ca CAN,GK,Alavés,18,2005,0,,,,,0,,0,0,,4,,,,,,,Matches
684,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,29,1583,55,46.3,17.6,17,79,6,12,20,6,0.45,14,47,-33,-1.88,-0.36,Matches
685,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,1350,90,39.5,15.0,15,90,15,0,,14,2.87,43,12,+31,+2.07,+0.68,Matches
686,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,35,1566,45,45.8,17.4,15,68,2,20,27,2,2.06,40,13,+27,+1.55,+1.02,Matches
687,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,34,2424,71,70.9,26.9,28,81,16,6,26,0,1.03,32,47,-15,-0.56,-0.38,Matches
688,César Tárrega,es ESP,DF,Valencia,22,2002,34,3026,89,88.5,33.6,34,89,33,0,,3,1.24,37,45,-8,-0.24,+0.22,Matches
689,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,32,2689,84,78.6,29.9,31,86,27,1,10,0,2.06,56,31,+25,+0.84,-1.01,Matches
690,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,28,1238,44,36.2,13.8,13,75,4,15,18,9,0.96,16,26,-10,-0.73,-0.69,Matches
691,Martín Tejón,es ESP,MF,Valencia,20,2004,4,49,12,1.4,0.5,0,,0,4,12,7,0.00,0,1,-1,-1.84,-1.60,Matches
692,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,34,2922,86,85.4,32.5,33,88,30,1,19,1,1.03,30,40,-10,-0.31,-0.31,Matches
693,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,8,674,84,19.7,7.5,8,84,7,0,,3,2.63,23,9,+14,+1.87,+0.26,Matches
694,Ramón Terrats,es ESP,FW,Villarreal,23,2000,11,131,12,3.8,1.5,1,45,0,10,9,5,1.73,2,4,-2,-1.37,-1.98,Matches
695,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,15,1219,81,35.6,13.5,15,81,4,0,,0,1.20,15,15,0,0.00,+0.20,Matches
696,Raúl de Tomás,es ESP,FW,Rayo Vallecano,29,1994,2,22,11,0.6,0.2,0,,0,2,11,18,0.00,0,2,-2,-8.18,-8.13,Matches
697,Pablo Torre,es ESP,MF,Barcelona,21,2003,10,310,31,9.1,3.4,4,56,0,6,15,26,2.20,9,4,+5,+1.45,-0.23,Matches
698,David Torres,es ESP,DF,Valladolid,21,2003,18,1387,77,40.6,15.4,15,84,13,3,41,15,0.61,11,37,-26,-1.69,0.00,Matches
699,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,27,1106,41,32.3,12.3,12,64,2,15,22,2,2.33,35,21,+14,+1.14,-0.77,Matches
700,Lucas Torró,es ESP,MF,Osasuna,30,1994,35,2957,84,86.5,32.9,35,84,26,0,,1,1.43,41,42,-1,-0.03,+0.55,Matches
701,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,11,700,64,20.5,7.8,9,71,1,2,29,6,1.09,8,7,+1,+0.13,+0.53,Matches
702,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,19,496,26,14.5,5.5,6,61,0,13,10,19,1.11,6,5,+1,+0.18,+0.34,Matches
703,Pol Tristán,es ESP,GK,Espanyol,22,2002,0,,,,,0,,0,0,,5,,,,,,,Matches
704,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,26,1997,27,1913,71,55.9,21.3,23,79,10,4,22,1,1.00,20,34,-14,-0.66,-0.54,Matches
705,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,21,942,45,27.5,10.5,11,65,2,10,23,13,1.05,8,13,-5,-0.48,-0.26,Matches
706,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,33,2486,75,72.7,27.6,30,80,10,3,34,0,1.27,29,23,+6,+0.22,+1.28,Matches
707,Naci Ünüvar,nl NED,"FW,MF",Espanyol,21,2003,2,31,16,0.9,0.3,0,,0,2,16,10,0.00,0,0,0,0.00,+0.29,Matches
708,João Urbáez,do DOM,DF,Leganés,22,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
709,Victor Valdepeñas,es ESP,DF,Real Madrid,17,2006,0,,,,,0,,0,0,,1,,,,,,,Matches
710,Pablo Valencia,es ESP,GK,Osasuna,23,2001,0,,,,,0,,0,0,,15,,,,,,,Matches
711,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,34,1835,54,53.7,20.4,18,79,9,16,26,2,1.46,24,23,+1,+0.05,+0.33,Matches
712,Germán Valera,es ESP,MF,Valencia,22,2002,8,148,19,4.3,1.6,1,59,0,7,13,8,1.00,0,4,-4,-2.43,-2.27,Matches
713,Martin Valjent,sk SVK,DF,Mallorca,28,1995,31,2763,89,80.8,30.7,31,89,29,0,,6,1.32,30,38,-8,-0.26,-0.12,Matches
714,Álex Valle,es ESP,DF,Barcelona,20,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
715,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,4,138,35,4.0,1.5,1,65,0,3,24,27,3.00,3,2,+1,+0.65,-0.42,Matches
716,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,36,3032,84,88.7,33.7,34,88,28,2,21,1,2.25,69,31,+38,+1.13,+0.66,Matches
717,Siebe Van Der Heyden,be BEL,DF,Mallorca,26,1998,2,97,49,2.8,1.1,1,90,1,1,7,13,1.50,0,2,-2,-1.86,-1.67,Matches
718,Iker Varela,es ESP,MF,Athletic Club,21,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
719,Ruben Vargas,ch SUI,"MF,FW",Sevilla,25,1998,11,671,61,19.6,7.5,9,69,0,2,23,1,1.00,11,9,+2,+0.27,+0.76,Matches
720,José Luis García Vayá,es ESP,MF,Valencia,25,1998,34,1742,51,50.9,19.4,18,83,12,16,15,1,1.24,19,31,-12,-0.62,-0.73,Matches
721,Jesus Vazquez,es ESP,DF,Valencia,21,2003,19,919,48,26.9,10.2,10,76,5,9,17,16,1.05,10,16,-6,-0.59,-0.44,Matches
722,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,32,2189,68,64.0,24.3,25,84,14,7,11,3,2.13,52,33,+19,+0.78,-0.75,Matches
723,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,27,1127,42,33.0,12.5,10,71,2,17,25,11,0.89,18,22,-4,-0.32,-0.04,Matches
724,Arthur Vermeeren,be BEL,MF,Atlético Madrid,19,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
725,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,25,988,40,28.9,11.0,10,73,4,15,17,10,1.88,19,8,+11,+1.00,+0.48,Matches
726,Carlos Vicente,es ESP,MF,Alavés,25,1999,37,3092,84,90.4,34.4,35,86,27,2,35,1,1.14,34,39,-5,-0.15,+1.23,Matches
727,Pau Victor,es ESP,FW,Barcelona,22,2001,21,319,15,9.3,3.5,2,60,0,19,11,17,2.10,14,7,+7,+1.97,+0.35,Matches
728,Marc Vidal,es ESP,GK,Celta Vigo,24,2000,0,,,,,0,,0,0,,7,,,,,,,Matches
729,Nacho Vidal,es ESP,DF,Osasuna,29,1995,5,124,25,3.6,1.4,1,90,1,4,9,14,2.00,1,5,-4,-2.90,-2.90,Matches
730,Fran Vieites,es ESP,GK,Real Betis,25,1999,4,360,90,10.5,4.0,4,90,4,0,,30,1.25,5,5,0,0.00,-0.21,Matches
731,Sergio Viera,es ESP,MF,Las Palmas,19,2005,2,96,48,2.8,1.1,1,60,0,1,36,7,0.00,0,0,0,0.00,+0.57,Matches
732,Toni Villa,es ESP,MF,Girona,29,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
733,Asier Villalibre,es ESP,FW,Alavés,26,1997,16,333,21,9.7,3.7,2,66,0,14,14,22,0.50,3,10,-7,-1.89,-1.80,Matches
734,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,360,90,10.5,4.0,4,90,4,0,,34,1.50,10,9,+1,+0.25,+0.22,Matches
735,Viti,es ESP,DF,Las Palmas,26,1997,29,1982,68,58.0,22.0,23,80,12,6,24,2,0.90,21,36,-15,-0.68,-0.31,Matches
736,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,32,2608,82,76.3,29.0,28,90,28,4,22,3,1.88,47,22,+25,+0.86,+0.86,Matches
737,Sebastian Wade,es ESP,DF,Mallorca,21,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
738,Iñaki Williams,gh GHA,"MF,FW",Athletic Club,30,1994,35,2652,76,77.5,29.5,29,86,21,6,29,0,1.80,47,23,+24,+0.81,+0.70,Matches
739,Nico Williams,es ESP,MF,Athletic Club,22,2002,29,1996,69,58.4,22.2,22,82,12,7,26,0,1.83,31,16,+15,+0.68,+0.04,Matches
740,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,14,852,61,24.9,9.5,9,85,8,5,17,24,2.07,17,8,+9,+0.95,-0.07,Matches
741,Antal Yaakobishvili,hu HUN,DF,Girona,20,2004,0,,,,,0,,0,0,,4,,,,,,,Matches
742,Áron Yaakobishvili,hu HUN,GK,Barcelona,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches
743,Lamine Yamal,es ESP,"MF,FW",Barcelona,17,2007,35,2856,82,83.5,31.7,31,87,20,4,41,0,2.49,93,28,+65,+2.05,+2.37,Matches
744,Daniel Yáñez,es ESP,MF,Real Madrid,17,2007,1,2,2,0.1,0.0,0,,0,1,2,0,3.00,0,0,0,0.00,-1.05,Matches
745,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,22,1083,49,31.7,12.0,14,68,2,8,16,12,1.05,5,10,-5,-0.42,-0.42,Matches
746,Arsen Zakharyan,ru RUS,MF,Real Sociedad,21,2003,3,73,24,2.1,0.8,1,45,0,2,14,4,1.00,2,0,+2,+2.47,+2.82,Matches
747,Bryan Zaragoza,es ESP,"MF,FW",Osasuna,22,2001,27,1836,68,53.7,20.4,22,77,2,5,28,1,1.48,29,27,+2,+0.10,+0.44,Matches
748,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,28,2269,81,66.3,25.2,27,82,22,1,45,1,1.14,22,28,-6,-0.24,+0.15,Matches
749,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,36,2962,82,86.6,32.9,33,87,30,3,32,0,1.25,31,38,-7,-0.21,+0.57,Matches
